municipality,group,variable,month,Primer Control Post Parto,TOTAL
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-02-01,1,1
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2022-02-01,11,11
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2022-02-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-02-01,7,7
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2022-02-01,1,1
VINTO,atencion de partos en domicilio,primer control post parto,2022-02-01,1,1
VITICHI,atencion de partos en domicilio,primer control post parto,2022-02-01,1,1
WARNES,atencion de partos en domicilio,primer control post parto,2022-02-01,37,37
YACO,atencion de partos en domicilio,primer control post parto,2022-02-01,4,4
YANACACHI,atencion de partos en domicilio,primer control post parto,2022-02-01,3,3
YOCALLA,atencion de partos en domicilio,primer control post parto,2022-02-01,2,2
ACACIO,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-03-01,14,14
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
ALALAY,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-03-01,12,12
ANDAMARCA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
ANZALDO,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
APOLO,atencion de partos en domicilio,primer control post parto,2022-03-01,11,11
ARAMPAMPA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ARQUE,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
ATOCHA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
AUCAPATA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
AYATA,atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
BATALLAS,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
BELEN DE ANDAMARCA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
BETANZOS,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
BOLIVAR,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
BOYUIBE,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CABEZAS,atencion de partos en domicilio,primer control post parto,2022-03-01,10,10
CALAMARCA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CAMARGO,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
CAPINOTA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
CARANAVI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
CHAQUI,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-03-01,14,14
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CHIPAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
CHOQUE COTA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CHUMA,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-03-01,10,10
COBIJA,atencion de partos en domicilio,primer control post parto,2022-03-01,9,9
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-03-01,9,9
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
COPACABANA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
COROICO,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
CORQUE,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-03-01,11,11
COTOCA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
CURVA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
DESAGUADERO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-03-01,33,33
EL VILLAR,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
EUCALIPTUS,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
FILADELFIA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-03-01,10,10
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2022-03-01,32,32
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
HUANUNI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
ICHOCA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
ICLA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2022-03-01,16,16
IXIAMAS,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
LA PAZ,atencion de partos en domicilio,primer control post parto,2022-03-01,19,19
LA RIVERA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
LAJA,atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
LLICA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
LORETO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
MACHACAMARCA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
MACHARETI,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
MALLA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
MINEROS,atencion de partos en domicilio,primer control post parto,2022-03-01,24,24
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
MONTEAGUDO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
MOROCHATA,atencion de partos en domicilio,primer control post parto,2022-03-01,11,11
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
OCURI,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
ORURO,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
PADCAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
PALCA,atencion de partos en domicilio,primer control post parto,2022-03-01,10,10
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
PAMPA AULLAGAS,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
PASORAPA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
POCOATA,atencion de partos en domicilio,primer control post parto,2022-03-01,19,19
PORCO,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
POROMA,atencion de partos en domicilio,primer control post parto,2022-03-01,9,9
POTOSI,atencion de partos en domicilio,primer control post parto,2022-03-01,21,21
PRESTO,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
PUCARANI,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
PUERTO PEREZ,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2022-03-01,18,18
PUNA,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
RAVELO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
RURRENABAQUE,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
SACABAMBA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SACACA,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
SAN AGUSTIN,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-03-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
SAN LORENZO(TJA),atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-03-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
SAN PEDRO,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-03-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
SANTA ANA,atencion de partos en domicilio,primer control post parto,2022-03-01,43,43
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
SANTIAGO DE HUARI,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
SANTIAGO DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SANTIVAÑES,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SENA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
SHINAOTA,atencion de partos en domicilio,primer control post parto,2022-03-01,88,88
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-03-01,14,14
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
SORATA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
SUCRE,atencion de partos en domicilio,primer control post parto,2022-03-01,91,91
TACOBAMBA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TACOPAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
TAHUA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
TARACO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TARIJA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
TARVITA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
TEOPONTE,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,13,13
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TOLATA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-03-01,7,7
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
TRINIDAD,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
TUPIZA,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
TURCO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
UMALA,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
UNCIA,atencion de partos en domicilio,primer control post parto,2022-03-01,9,9
URUBICHA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
UYUNI,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
VILA VILA,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,primer control post parto,2022-03-01,2,2
VILLA MONTES,atencion de partos en domicilio,primer control post parto,2022-03-01,19,19
VILLA SERRANO,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
VILLA TUNARI,atencion de partos en domicilio,primer control post parto,2022-03-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
VINTO,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
VITICHI,atencion de partos en domicilio,primer control post parto,2022-03-01,4,4
WARNES,atencion de partos en domicilio,primer control post parto,2022-03-01,8,8
YANACACHI,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
YAPACANI,atencion de partos en domicilio,primer control post parto,2022-03-01,3,3
YOTALA,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
ZUDAÑEZ,atencion de partos en domicilio,primer control post parto,2022-03-01,1,1
ACACIO,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
ACHACACHI,atencion de partos en domicilio,primer control post parto,2022-04-01,26,26
ACHOCALLA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
AIQUILE,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
ALALAY,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
ALTO BENI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
ANCORAIMES,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
ANZALDO,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
APOLO,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
ARBIETO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
ARQUE,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
ATOCHA,atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
AUCAPATA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
AYATA,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
AZURDUY,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
BATALLAS,atencion de partos en domicilio,primer control post parto,2022-04-01,6,6
BERMEJO,atencion de partos en domicilio,primer control post parto,2022-04-01,13,13
CABEZAS,atencion de partos en domicilio,primer control post parto,2022-04-01,17,17
"CAIZA ""D""",atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
CAJUATA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
CALAMARCA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CAMARGO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CAMIRI,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
CAPINOTA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CARACOLLO,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
CARANAVI,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
CARAPARI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CARIPUYO,atencion de partos en domicilio,primer control post parto,2022-04-01,10,10
CARMEN RIVERO TORREZ,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CHALLAPATA,atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
CHAQUI,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
CHARAGUA,atencion de partos en domicilio,primer control post parto,2022-04-01,14,14
CHAYANTA,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
CHIMORE,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
CHOQUE COTA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CHUA COCANI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
CHUMA,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
CKOCHAS,atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
COBIJA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
COCHABAMBA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
COLOMI,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,primer control post parto,2022-04-01,18,18
COLQUENCHA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
COLQUIRI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CONCEPCION,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
CORIPATA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CORO CORO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
COROICO,atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
COTAGAITA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
COTOCA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
CURAHUARA DE CARANGAS,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
CURVA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
EL ALTO,atencion de partos en domicilio,primer control post parto,2022-04-01,12,12
EL PUENTE(TJA),atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
EUCALIPTUS,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
GENERAL SAAVEDRA,atencion de partos en domicilio,primer control post parto,2022-04-01,10,10
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
GUANAY,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
GUTIERREZ,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
HUARINA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
HUMANATA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
INCAHUASI,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
INQUISIVI,atencion de partos en domicilio,primer control post parto,2022-04-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
IXIAMAS,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
LA ASUNTA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
LA GUARDIA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
LA PAZ,atencion de partos en domicilio,primer control post parto,2022-04-01,10,10
LAJA,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
LLALLAGUA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
LLICA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
LORETO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
LURIBAY,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
MACHARETI,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
MAGDALENA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
MALLA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
MECAPACA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
MIZQUE,atencion de partos en domicilio,primer control post parto,2022-04-01,11,11
MOCOMOCO,atencion de partos en domicilio,primer control post parto,2022-04-01,11,11
MOJOCOYA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
MONTERO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
MOROCHATA,atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
OCURI,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
ORURO,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
PADCAYA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
PALCA,atencion de partos en domicilio,primer control post parto,2022-04-01,10,10
PALOS BLANCOS,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
PAPEL PAMPA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
PATACAMAYA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
PAZÑA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
PELECHUCO,atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
POCOATA,atencion de partos en domicilio,primer control post parto,2022-04-01,16,16
PORCO,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
POROMA,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
POTOSI,atencion de partos en domicilio,primer control post parto,2022-04-01,20,20
PRESTO,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
PUERTO ACOSTA,atencion de partos en domicilio,primer control post parto,2022-04-01,6,6
PUERTO CARABUCO,atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
PUERTO GONZALO MORENO,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,primer control post parto,2022-04-01,23,23
QUILLACOLLO,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
RAQAYPAMPA(ETA),atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
RAVELO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
RIBERALTA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SACABA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SAN ANDRES,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SAN ANDRES DE MACHACA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN BORJA,atencion de partos en domicilio,primer control post parto,2022-04-01,14,14
SAN BUENA VENTURA,atencion de partos en domicilio,primer control post parto,2022-04-01,4,4
SAN IGNACIO,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SAN LORENZO(PND),atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN LUCAS,atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
SAN MATIAS,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN PEDRO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,primer control post parto,2022-04-01,14,14
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SAN PEDRO DE MACHA,atencion de partos en domicilio,primer control post parto,2022-04-01,26,26
SAN RAFAEL,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SANTA ANA,atencion de partos en domicilio,primer control post parto,2022-04-01,49,49
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SANTA ROSA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SANTIAGO DE CALLAPA,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SANTIAGO DE HUATA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
SENA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SHINAOTA,atencion de partos en domicilio,primer control post parto,2022-04-01,92,92
SICA SICA (VILLA AROMA),atencion de partos en domicilio,primer control post parto,2022-04-01,10,10
SICAYA,atencion de partos en domicilio,primer control post parto,2022-04-01,5,5
SORACACHI,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SORATA,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
SUCRE,atencion de partos en domicilio,primer control post parto,2022-04-01,68,68
TAPACARI,atencion de partos en domicilio,primer control post parto,2022-04-01,9,9
TARABUCO,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
TARIJA,atencion de partos en domicilio,primer control post parto,2022-04-01,13,13
TIAHUANACU,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
TINGUIPAYA,atencion de partos en domicilio,primer control post parto,2022-04-01,12,12
TIQUIPAYA,atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
TOLEDO,atencion de partos en domicilio,primer control post parto,2022-04-01,1,1
TOMAVE,atencion de partos en domicilio,primer control post parto,2022-04-01,2,2
TORO TORO,atencion de partos en domicilio,primer control post parto,2022-04-01,8,8
TOTORA(CBBA),atencion de partos en domicilio,primer control post parto,2022-04-01,3,3
TOTORA(ORR),atencion de partos en domicilio,primer control post parto,2022-04-01,7,7
