municipality,group,variable,month,Nacidos vivos atendidos por otros,TOTAL
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,5,5
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,3,3
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,4,4
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
TARABUCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
UNCIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,2,2
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-07-01,1,1
ANDAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,3,3
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,5,5
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
CORQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,7,7
ICHOCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,4,4
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
MOJOCOYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,11,11
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
PORCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,5,5
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,3,3
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,6,6
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,6,6
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,3,3
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,3,3
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-08-01,1,1
ACHOCALLA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
ALALAY,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,3,3
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
BERMEJO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,21,21
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
CHACARILLA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,4,4
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,12,12
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
HUACARETA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,3,3
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,9,9
LAJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,4,4
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
OCURI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,11,11
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,4,4
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,3,3
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,3,3
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
VILA VILA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
VILLAZON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-09-01,2,2
ANZALDO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,6,6
COTAGAITA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,9,9
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,4,4
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
LORETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,7,7
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
POROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,5,5
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
SANTA ANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,10,10
SORATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,3,3
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
VILLA MONTES,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
YACUIBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-10-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
BOLIVAR,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
CAIROMA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
CHARAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,4,4
CURAHUARA DE CARANGAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,9,9
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
GUANAY,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
LA ASUNTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
LA GUARDIA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
MACHACAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,3,3
MAPIRI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
MONTEAGUDO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,9,9
PADCAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,9,9
SAIPINA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,4,4
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,3,3
SANTIVAÑES,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,5,5
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
TACOPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,3,3
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-11-01,2,2
ARBIETO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
BETANZOS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
CAMARGO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
CAPINOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
COCAPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
COLOMI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
COLQUENCHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
COMANCHE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,12,12
EL TORNO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,6,6
GUTIERREZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
HUANUNI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
LA PAZ,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,5,5
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,9,9
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,6,6
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
PUNATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,6,6
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
SAN LUCAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
SHINAOTA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
SIPE SIPE,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,8,8
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,3,3
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
TOCO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
VACAS,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
VIACHA,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,2,2
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
VINTO,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
YAPACANI,atencion de partos en domicilio,nacidos vivos atendidos por otros,2022-12-01,1,1
