,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2024-04-01,2,1,2,1,3
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-04-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-04-01,19,16,19,16,35
LA PAZ,rabia,no de personas con esquema reducido completo,2024-04-01,111,100,111,100,211
LURIBAY,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
MINEROS,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2024-04-01,4,4,4,4,8
OKINAWA,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2024-04-01,21,14,21,14,35
PAILON,rabia,no de personas con esquema reducido completo,2024-04-01,3,1,3,1,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-04-01,2,2,2,2,4
POOPO,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
PORONGO,rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-04-01,4,1,4,1,5
PUCARANI,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
PUNA,rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-04-01,8,13,8,13,21
QUIME,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2024-04-01,12,15,12,15,27
SAIPINA,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-04-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
SAN BENITO,rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2024-04-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-04-01,1,4,1,4,5
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-04-01,4,4,4,4,8
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-04-01,1,4,1,4,5
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
SAN PEDRO DE CURAHUARA,rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-04-01,202,194,202,194,396
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
SENA,rabia,no de personas con esquema reducido completo,2024-04-01,1,2,1,2,3
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-04-01,10,6,10,6,16
SUCRE,rabia,no de personas con esquema reducido completo,2024-04-01,54,38,54,38,92
TAPACARI,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2024-04-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-04-01,3,4,3,4,7
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-04-01,11,11,11,11,22
UYUNI,rabia,no de personas con esquema reducido completo,2024-04-01,2,2,2,2,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-04-01,3,2,3,2,5
VIACHA,rabia,no de personas con esquema reducido completo,2024-04-01,11,5,11,5,16
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
VILLAZON,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
WARNES,rabia,no de personas con esquema reducido completo,2024-04-01,15,18,15,18,33
YAMPARAEZ,rabia,no de personas con esquema reducido completo,2024-04-01,1,1,1,1,2
YANACACHI,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
YAPACANI,rabia,no de personas con esquema reducido completo,2024-04-01,1,0,1,0,1
YOTALA,rabia,no de personas con esquema reducido completo,2024-04-01,3,0,3,0,3
ACHACACHI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
APOLO,rabia,no de personas con esquema reducido completo,2024-05-01,3,0,3,0,3
ARBIETO,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
ARQUE,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-05-01,3,0,3,0,3
BATALLAS,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2024-05-01,4,5,4,5,9
BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
CALAMARCA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
CARANAVI,rabia,no de personas con esquema reducido completo,2024-05-01,6,0,6,0,6
CARIPUYO,rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
CHARAGUA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2024-05-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2024-05-01,2,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-05-01,80,69,80,69,149
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-05-01,5,2,5,2,7
COLLANA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
COMARAPA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
COPACABANA,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
CORIPATA,rabia,no de personas con esquema reducido completo,2024-05-01,3,1,3,1,4
COROICO,rabia,no de personas con esquema reducido completo,2024-05-01,2,4,2,4,6
COTOCA,rabia,no de personas con esquema reducido completo,2024-05-01,2,1,2,1,3
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-05-01,3,1,3,1,4
CULPINA,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
DESAGUADERO,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2024-05-01,50,60,50,60,110
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2024-05-01,2,0,2,0,2
EL TORNO,rabia,no de personas con esquema reducido completo,2024-05-01,11,7,11,7,18
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
GUAQUI,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2024-05-01,3,1,3,1,4
INQUISIVI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-05-01,23,20,23,20,43
LA PAZ,rabia,no de personas con esquema reducido completo,2024-05-01,86,96,86,96,182
MACHACAMARCA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
MAIRANA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
MIZQUE,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema reducido completo,2024-05-01,6,6,6,6,12
ORURO,rabia,no de personas con esquema reducido completo,2024-05-01,14,15,14,15,29
PADILLA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema reducido completo,2024-05-01,2,2,2,2,4
PALCA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-05-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2024-05-01,2,0,2,0,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
POTOSI,rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-05-01,12,5,12,5,17
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2024-05-01,1,3,1,3,4
SACABA,rabia,no de personas con esquema reducido completo,2024-05-01,13,5,13,5,18
SAIPINA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-05-01,2,1,2,1,3
SAN ANDRES,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-05-01,0,3,0,3,3
SAN CARLOS,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
SAN MIGUEL DE VELASCO,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-05-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-05-01,192,142,192,142,334
SANTIAGO DE HUATA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SANTIAGO DE MACHACA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SENA,rabia,no de personas con esquema reducido completo,2024-05-01,2,3,2,3,5
SHINAOTA,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-05-01,6,5,6,5,11
SORATA,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2024-05-01,53,45,53,45,98
TARATA,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
TARIJA,rabia,no de personas con esquema reducido completo,2024-05-01,14,15,14,15,29
TARVITA,rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
TIAHUANACU,rabia,no de personas con esquema reducido completo,2024-05-01,0,2,0,2,2
TIPUANI,rabia,no de personas con esquema reducido completo,2024-05-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-05-01,2,7,2,7,9
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-05-01,14,9,14,9,23
UYUNI,rabia,no de personas con esquema reducido completo,2024-05-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-05-01,3,2,3,2,5
VIACHA,rabia,no de personas con esquema reducido completo,2024-05-01,16,11,16,11,27
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
VILLAZON,rabia,no de personas con esquema reducido completo,2024-05-01,1,3,1,3,4
VINTO,rabia,no de personas con esquema reducido completo,2024-05-01,4,3,4,3,7
WARNES,rabia,no de personas con esquema reducido completo,2024-05-01,10,9,10,9,19
YANACACHI,rabia,no de personas con esquema reducido completo,2024-05-01,0,1,0,1,1
YAPACANI,rabia,no de personas con esquema reducido completo,2024-05-01,2,1,2,1,3
ACHACACHI,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
ACHOCALLA,rabia,no de personas con esquema reducido completo,2024-06-01,1,2,1,2,3
ANTEQUERA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
APOLO,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
ARANI,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2024-06-01,0,4,0,4,4
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
ATOCHA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
BERMEJO,rabia,no de personas con esquema reducido completo,2024-06-01,6,8,6,8,14
BOLIVAR,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-06-01,3,1,3,1,4
CABEZAS,rabia,no de personas con esquema reducido completo,2024-06-01,1,3,1,3,4
CAJUATA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
CAMIRI,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
CARAPARI,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
COBIJA,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-06-01,57,51,57,51,108
COIPASA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-06-01,0,2,0,2,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
COLQUIRI,rabia,no de personas con esquema reducido completo,2024-06-01,1,2,1,2,3
CONCEPCION,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
COROICO,rabia,no de personas con esquema reducido completo,2024-06-01,2,1,2,1,3
COTOCA,rabia,no de personas con esquema reducido completo,2024-06-01,4,5,4,5,9
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-06-01,4,1,4,1,5
EL ALTO,rabia,no de personas con esquema reducido completo,2024-06-01,44,30,44,30,74
EL PUENTE(STC),rabia,no de personas con esquema reducido completo,2024-06-01,3,0,3,0,3
EL TORNO,rabia,no de personas con esquema reducido completo,2024-06-01,4,7,4,7,11
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2024-06-01,3,1,3,1,4
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2024-06-01,2,5,2,5,7
ICHOCA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
IXIAMAS,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-06-01,3,0,3,0,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-06-01,24,20,24,20,44
LA PAZ,rabia,no de personas con esquema reducido completo,2024-06-01,72,92,72,92,164
LAJA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
LICOMA PAMPA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
MAIRANA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2024-06-01,8,8,8,8,16
OKINAWA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema reducido completo,2024-06-01,21,17,21,17,38
PAILON,rabia,no de personas con esquema reducido completo,2024-06-01,6,3,6,3,9
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
PORONGO,rabia,no de personas con esquema reducido completo,2024-06-01,1,2,1,2,3
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-06-01,5,0,5,0,5
POTOSI,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
PUNATA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-06-01,10,13,10,13,23
QUIME,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
SACABA,rabia,no de personas con esquema reducido completo,2024-06-01,10,6,10,6,16
SAIPINA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-06-01,6,6,6,6,12
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
SAN LUCAS,rabia,no de personas con esquema reducido completo,2024-06-01,0,2,0,2,2
SAN PEDRO,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2024-06-01,0,2,0,2,2
SAN RAMON SCZ,rabia,no de personas con esquema reducido completo,2024-06-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2024-06-01,201,191,201,191,392
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2024-06-01,1,2,1,2,3
SENA,rabia,no de personas con esquema reducido completo,2024-06-01,3,1,3,1,4
SHINAOTA,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2024-06-01,5,6,5,6,11
SUCRE,rabia,no de personas con esquema reducido completo,2024-06-01,57,39,57,39,96
TARATA,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2024-06-01,13,16,13,16,29
TEOPONTE,rabia,no de personas con esquema reducido completo,2024-06-01,0,1,0,1,1
TIAHUANACU,rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
TIPUANI,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2024-06-01,7,8,7,8,15
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2024-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2024-06-01,12,12,12,12,24
UNCIA,rabia,no de personas con esquema reducido completo,2024-06-01,1,2,1,2,3
UYUNI,rabia,no de personas con esquema reducido completo,2024-06-01,3,2,3,2,5
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2024-06-01,2,2,2,2,4
VIACHA,rabia,no de personas con esquema reducido completo,2024-06-01,3,1,3,1,4
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2024-06-01,1,1,1,1,2
VINTO,rabia,no de personas con esquema reducido completo,2024-06-01,5,7,5,7,12
WARNES,rabia,no de personas con esquema reducido completo,2024-06-01,20,16,20,16,36
YAPACANI,rabia,no de personas con esquema reducido completo,2024-06-01,5,1,5,1,6
ACHOCALLA,rabia,no de personas con esquema reducido completo,2024-07-01,2,4,2,4,6
AIQUILE,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
ALTO BENI,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
ANZALDO,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
BERMEJO,rabia,no de personas con esquema reducido completo,2024-07-01,1,4,1,4,5
BOLIVAR,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2024-07-01,3,0,3,0,3
CABEZAS,rabia,no de personas con esquema reducido completo,2024-07-01,2,2,2,2,4
"CAIZA ""D""",rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
CALAMARCA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
CAMIRI,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
CHIMORE,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
CHUMA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
CLIZA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2024-07-01,62,76,62,76,138
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2024-07-01,3,3,3,3,6
COLPA BELGICA,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
COLQUIRI,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
COPACABANA,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
CORIPATA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
COROICO,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
COTOCA,rabia,no de personas con esquema reducido completo,2024-07-01,15,6,15,6,21
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
DESAGUADERO,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas con esquema reducido completo,2024-07-01,49,44,49,44,93
EL TORNO,rabia,no de personas con esquema reducido completo,2024-07-01,7,6,7,6,13
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2024-07-01,0,2,0,2,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
ICLA,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
INQUISIVI,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2024-07-01,15,16,15,16,31
LA PAZ,rabia,no de personas con esquema reducido completo,2024-07-01,72,64,72,64,136
MAIRANA,rabia,no de personas con esquema reducido completo,2024-07-01,2,1,2,1,3
MAPIRI,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
MONTERO,rabia,no de personas con esquema reducido completo,2024-07-01,5,8,5,8,13
MORO MORO,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2024-07-01,11,9,11,9,20
PAILON,rabia,no de personas con esquema reducido completo,2024-07-01,3,2,3,2,5
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
POROMA,rabia,no de personas con esquema reducido completo,2024-07-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2024-07-01,5,4,5,4,9
PUERTO VILLARROEL,rabia,no de personas con esquema reducido completo,2024-07-01,2,0,2,0,2
PUNATA,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2024-07-01,12,11,12,11,23
ROBORE,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
SACABA,rabia,no de personas con esquema reducido completo,2024-07-01,7,3,7,3,10
SAMAIPATA,rabia,no de personas con esquema reducido completo,2024-07-01,0,2,0,2,2
SAN ANDRES,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
SAN BENITO,rabia,no de personas con esquema reducido completo,2024-07-01,3,1,3,1,4
SAN BORJA,rabia,no de personas con esquema reducido completo,2024-07-01,1,4,1,4,5
SAN BUENA VENTURA,rabia,no de personas con esquema reducido completo,2024-07-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2024-07-01,3,0,3,0,3
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2024-07-01,6,2,6,2,8
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2024-07-01,0,1,0,1,1
