,group,variable,month,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,Nº DE PERSONAS QUE ABANDONARON ESQUEMA CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,rabia,no de personas que abandonaron esquema,2024-10-01,7,11,7,11,18
COLQUIRI,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
COPACABANA,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
EL ALTO,rabia,no de personas que abandonaron esquema,2024-10-01,23,13,23,13,36
EL PUENTE(STC),rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2024-10-01,6,3,6,3,9
IXIAMAS,rabia,no de personas que abandonaron esquema,2024-10-01,0,1,0,1,1
LA PAZ,rabia,no de personas que abandonaron esquema,2024-10-01,23,17,23,17,40
MAIRANA,rabia,no de personas que abandonaron esquema,2024-10-01,0,2,0,2,2
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2024-10-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2024-10-01,19,17,19,17,36
POOPO,rabia,no de personas que abandonaron esquema,2024-10-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2024-10-01,1,3,1,3,4
ROBORE,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2024-10-01,0,2,0,2,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2024-10-01,3,0,3,0,3
SAN BUENA VENTURA,rabia,no de personas que abandonaron esquema,2024-10-01,3,0,3,0,3
SAN CARLOS,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2024-10-01,0,4,0,4,4
SAPAHAQUI,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
SUCRE,rabia,no de personas que abandonaron esquema,2024-10-01,12,16,12,16,28
TARATA,rabia,no de personas que abandonaron esquema,2024-10-01,0,1,0,1,1
TEOPONTE,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2024-10-01,10,7,10,7,17
UYUNI,rabia,no de personas que abandonaron esquema,2024-10-01,0,3,0,3,3
VIACHA,rabia,no de personas que abandonaron esquema,2024-10-01,2,1,2,1,3
VILLAZON,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
WARNES,rabia,no de personas que abandonaron esquema,2024-10-01,6,0,6,0,6
YAPACANI,rabia,no de personas que abandonaron esquema,2024-10-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas que abandonaron esquema,2024-11-01,0,1,0,1,1
CAMIRI,rabia,no de personas que abandonaron esquema,2024-11-01,1,1,1,1,2
CARAPARI,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2024-11-01,10,12,10,12,22
EL ALTO,rabia,no de personas que abandonaron esquema,2024-11-01,27,12,27,12,39
EL TORNO,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2024-11-01,2,1,2,1,3
HUACARETA,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
HUATAJATA,rabia,no de personas que abandonaron esquema,2024-11-01,0,1,0,1,1
HUMANATA,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas que abandonaron esquema,2024-11-01,3,0,3,0,3
LA PAZ,rabia,no de personas que abandonaron esquema,2024-11-01,17,13,17,13,30
MACHACAMARCA,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
MINEROS,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
ORURO,rabia,no de personas que abandonaron esquema,2024-11-01,26,19,26,19,45
POOPO,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
PORONGO,rabia,no de personas que abandonaron esquema,2024-11-01,2,1,2,1,3
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2024-11-01,1,2,1,2,3
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2024-11-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2024-11-01,1,2,1,2,3
SAN JUAN DE YAPACANI,rabia,no de personas que abandonaron esquema,2024-11-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2024-11-01,6,2,6,2,8
SUCRE,rabia,no de personas que abandonaron esquema,2024-11-01,23,15,23,15,38
TOTORA(ORR),rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2024-11-01,2,3,2,3,5
UNCIA,rabia,no de personas que abandonaron esquema,2024-11-01,0,2,0,2,2
UYUNI,rabia,no de personas que abandonaron esquema,2024-11-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2024-11-01,0,1,0,1,1
VIACHA,rabia,no de personas que abandonaron esquema,2024-11-01,1,1,1,1,2
VILLA TUNARI,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
VINTO,rabia,no de personas que abandonaron esquema,2024-11-01,2,1,2,1,3
WARNES,rabia,no de personas que abandonaron esquema,2024-11-01,1,2,1,2,3
YACUIBA,rabia,no de personas que abandonaron esquema,2024-11-01,0,1,0,1,1
YAPACANI,rabia,no de personas que abandonaron esquema,2024-11-01,1,0,1,0,1
CAPINOTA,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
CARANAVI,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
CLIZA,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas que abandonaron esquema,2024-12-01,19,13,19,13,32
"COLCHA ""K""",rabia,no de personas que abandonaron esquema,2024-12-01,0,2,0,2,2
COLQUIRI,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
CUATRO CAÑADAS,rabia,no de personas que abandonaron esquema,2024-12-01,1,1,1,1,2
EL ALTO,rabia,no de personas que abandonaron esquema,2024-12-01,26,18,26,18,44
GUANAY,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas que abandonaron esquema,2024-12-01,2,1,2,1,3
IRUPANA (VILLA DE LANZA),rabia,no de personas que abandonaron esquema,2024-12-01,2,0,2,0,2
IXIAMAS,rabia,no de personas que abandonaron esquema,2024-12-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas que abandonaron esquema,2024-12-01,2,0,2,0,2
LA PAZ,rabia,no de personas que abandonaron esquema,2024-12-01,27,27,27,27,54
MONTEAGUDO,rabia,no de personas que abandonaron esquema,2024-12-01,2,0,2,0,2
ORURO,rabia,no de personas que abandonaron esquema,2024-12-01,30,24,30,24,54
POOPO,rabia,no de personas que abandonaron esquema,2024-12-01,3,1,3,1,4
PORONGO,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas que abandonaron esquema,2024-12-01,0,3,0,3,3
ROBORE,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
SACABA,rabia,no de personas que abandonaron esquema,2024-12-01,2,2,2,2,4
SACABAMBA,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas que abandonaron esquema,2024-12-01,1,1,1,1,2
SAN BORJA,rabia,no de personas que abandonaron esquema,2024-12-01,3,2,3,2,5
SAN IGNACIO,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas que abandonaron esquema,2024-12-01,5,3,5,3,8
SUCRE,rabia,no de personas que abandonaron esquema,2024-12-01,24,22,24,22,46
TEOPONTE,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
TRINIDAD,rabia,no de personas que abandonaron esquema,2024-12-01,6,8,6,8,14
UNCIA,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
VIACHA,rabia,no de personas que abandonaron esquema,2024-12-01,2,0,2,0,2
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
VILLAZON,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
WARNES,rabia,no de personas que abandonaron esquema,2024-12-01,0,1,0,1,1
YAPACANI,rabia,no de personas que abandonaron esquema,2024-12-01,1,0,1,0,1
