,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
PORONGO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,6,1,6,7
POTOSI,rabia,no de personas con vacuna antirrabica,2024-03-01,7,0,7,0,7
PUCARANI,rabia,no de personas con vacuna antirrabica,2024-03-01,2,2,2,2,4
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2024-03-01,6,2,6,2,8
PUNATA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2024-03-01,6,15,6,15,21
QUIME,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
RIBERALTA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
SACABA,rabia,no de personas con vacuna antirrabica,2024-03-01,14,14,14,14,28
SAIPINA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,2,1,2,3
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
SAN BENITO,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2024-03-01,5,3,5,3,8
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2024-03-01,5,4,5,4,9
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2024-03-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2024-03-01,1,2,1,2,3
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2024-03-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2024-03-01,5,2,5,2,7
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2024-03-01,3,1,3,1,4
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-03-01,2,1,2,1,3
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2024-03-01,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2024-03-01,379,356,379,356,735
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
SANTIAGO DE CALLAPA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
SENA,rabia,no de personas con vacuna antirrabica,2024-03-01,2,0,2,0,2
SHINAOTA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2024-03-01,6,8,6,8,14
SORATA,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
SUCRE,rabia,no de personas con vacuna antirrabica,2024-03-01,72,98,72,98,170
TAPACARI,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
TARABUCO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
TARACO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
TARIJA,rabia,no de personas con vacuna antirrabica,2024-03-01,21,29,21,29,50
TEOPONTE,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2024-03-01,0,2,0,2,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2024-03-01,5,5,5,5,10
TOLEDO,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2024-03-01,2,0,2,0,2
TRINIDAD,rabia,no de personas con vacuna antirrabica,2024-03-01,29,23,29,23,52
TUPIZA,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
UNCIA,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2024-03-01,4,1,4,1,5
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2024-03-01,4,4,4,4,8
VIACHA,rabia,no de personas con vacuna antirrabica,2024-03-01,21,13,21,13,34
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2024-03-01,0,1,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2024-03-01,1,1,1,1,2
VINTO,rabia,no de personas con vacuna antirrabica,2024-03-01,7,5,7,5,12
WARNES,rabia,no de personas con vacuna antirrabica,2024-03-01,14,18,14,18,32
YACUIBA,rabia,no de personas con vacuna antirrabica,2024-03-01,44,33,44,33,77
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2024-03-01,1,3,1,3,4
YANACACHI,rabia,no de personas con vacuna antirrabica,2024-03-01,1,0,1,0,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2024-03-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
AIQUILE,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
APOLO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2024-04-01,0,3,0,3,3
ARQUE,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2024-04-01,5,2,5,2,7
ATOCHA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2024-04-01,5,6,5,6,11
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,2,0,2,2
CARACOLLO,rabia,no de personas con vacuna antirrabica,2024-04-01,5,1,5,1,6
CARANAVI,rabia,no de personas con vacuna antirrabica,2024-04-01,13,1,13,1,14
CHACARILLA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,2,0,2,2
CHAYANTA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CHIMORE,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2024-04-01,4,0,4,0,4
CLIZA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
COBIJA,rabia,no de personas con vacuna antirrabica,2024-04-01,3,5,3,5,8
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2024-04-01,146,90,146,90,236
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2024-04-01,5,3,5,3,8
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
COLLANA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,2,1,2,3
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2024-04-01,6,0,6,0,6
COLQUIRI,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
CORIPATA,rabia,no de personas con vacuna antirrabica,2024-04-01,3,2,3,2,5
COROICO,rabia,no de personas con vacuna antirrabica,2024-04-01,2,5,2,5,7
CORQUE,rabia,no de personas con vacuna antirrabica,2024-04-01,0,2,0,2,2
COTOCA,rabia,no de personas con vacuna antirrabica,2024-04-01,18,11,18,11,29
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2024-04-01,2,1,2,1,3
CURVA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
DESAGUADERO,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2024-04-01,139,165,139,165,304
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2024-04-01,8,14,8,14,22
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2024-04-01,2,2,2,2,4
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2024-04-01,20,12,20,12,32
HUACARETA,rabia,no de personas con vacuna antirrabica,2024-04-01,2,0,2,0,2
HUANUNI,rabia,no de personas con vacuna antirrabica,2024-04-01,2,5,2,5,7
HUATAJATA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
INQUISIVI,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
JESUS DE MACHACA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2024-04-01,29,16,29,16,45
LA PAZ,rabia,no de personas con vacuna antirrabica,2024-04-01,160,169,160,169,329
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
MAIRANA,rabia,no de personas con vacuna antirrabica,2024-04-01,2,2,2,2,4
MINEROS,rabia,no de personas con vacuna antirrabica,2024-04-01,0,2,0,2,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
MONTERO,rabia,no de personas con vacuna antirrabica,2024-04-01,5,3,5,3,8
ORURO,rabia,no de personas con vacuna antirrabica,2024-04-01,80,66,80,66,146
PADILLA,rabia,no de personas con vacuna antirrabica,2024-04-01,2,1,2,1,3
PAILON,rabia,no de personas con vacuna antirrabica,2024-04-01,3,1,3,1,4
PALCA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2024-04-01,5,0,5,0,5
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2024-04-01,2,2,2,2,4
POOPO,rabia,no de personas con vacuna antirrabica,2024-04-01,3,3,3,3,6
PORONGO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,2,1,2,3
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-04-01,4,1,4,1,5
POTOSI,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
PUCARANI,rabia,no de personas con vacuna antirrabica,2024-04-01,0,2,0,2,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2024-04-01,4,2,4,2,6
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2024-04-01,20,11,20,11,31
SACABA,rabia,no de personas con vacuna antirrabica,2024-04-01,11,2,11,2,13
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,2,1,2,3
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2024-04-01,4,3,4,3,7
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2024-04-01,3,4,3,4,7
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,4,1,4,5
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2024-04-01,2,1,2,1,3
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2024-04-01,3,4,3,4,7
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2024-04-01,1,4,1,4,5
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2024-04-01,3,2,3,2,5
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2024-04-01,692,544,692,544,1236
SANTIAGO DE MACHACA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2024-04-01,3,0,3,0,3
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
SENA,rabia,no de personas con vacuna antirrabica,2024-04-01,2,2,2,2,4
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2024-04-01,2,0,2,0,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2024-04-01,11,9,11,9,20
SUCRE,rabia,no de personas con vacuna antirrabica,2024-04-01,88,92,88,92,180
TAPACARI,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
TARABUCO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
TARACO,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
TARVITA,rabia,no de personas con vacuna antirrabica,2024-04-01,1,1,1,1,2
TEOPONTE,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
TINGUIPAYA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2024-04-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2024-04-01,5,8,5,8,13
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2024-04-01,2,0,2,0,2
TORO TORO,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2024-04-01,34,20,34,20,54
UNCIA,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
UYUNI,rabia,no de personas con vacuna antirrabica,2024-04-01,3,3,3,3,6
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2024-04-01,6,4,6,4,10
VIACHA,rabia,no de personas con vacuna antirrabica,2024-04-01,17,21,17,21,38
VILLA SERRANO,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2024-04-01,2,1,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
VILLAZON,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
VINTO,rabia,no de personas con vacuna antirrabica,2024-04-01,2,8,2,8,10
WARNES,rabia,no de personas con vacuna antirrabica,2024-04-01,23,33,23,33,56
YACUIBA,rabia,no de personas con vacuna antirrabica,2024-04-01,31,21,31,21,52
YAMPARAEZ,rabia,no de personas con vacuna antirrabica,2024-04-01,1,0,1,0,1
YANACACHI,rabia,no de personas con vacuna antirrabica,2024-04-01,0,1,0,1,1
YAPACANI,rabia,no de personas con vacuna antirrabica,2024-04-01,3,1,3,1,4
YOTALA,rabia,no de personas con vacuna antirrabica,2024-04-01,4,0,4,0,4
ACHACACHI,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2024-05-01,4,3,4,3,7
AIQUILE,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
APOLO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
ARANI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2024-05-01,4,0,4,0,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
BERMEJO,rabia,no de personas con vacuna antirrabica,2024-05-01,4,4,4,4,8
BOLIVAR,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2024-05-01,0,4,0,4,4
CALAMARCA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
CAMARGO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
CAMIRI,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,2,1,2,3
CARANAVI,rabia,no de personas con vacuna antirrabica,2024-05-01,3,5,3,5,8
CARAPARI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
CARIPUYO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
CARMEN RIVERO TORREZ,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
CHIMORE,rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2024-05-01,4,0,4,0,4
CHUMA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2024-05-01,129,76,129,76,205
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2024-05-01,4,2,4,2,6
"COLCHA ""K""",rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
COLLANA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
COLPA BELGICA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
COLQUENCHA,rabia,no de personas con vacuna antirrabica,2024-05-01,4,0,4,0,4
COLQUIRI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,2,1,2,3
CONCEPCION,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
COPACABANA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,4,1,4,5
CORIPATA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
CORO CORO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
COROICO,rabia,no de personas con vacuna antirrabica,2024-05-01,4,4,4,4,8
CORQUE,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2024-05-01,3,2,3,2,5
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2024-05-01,3,1,3,1,4
DESAGUADERO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2024-05-01,135,132,135,132,267
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
EL TORNO,rabia,no de personas con vacuna antirrabica,2024-05-01,12,11,12,11,23
ENTRE RIOS TRJ,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2024-05-01,3,2,3,2,5
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
GUAQUI,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
GUAYARAMERIN,rabia,no de personas con vacuna antirrabica,2024-05-01,9,3,9,3,12
HUANUNI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
ICHOCA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
IRUPANA (VILLA DE LANZA),rabia,no de personas con vacuna antirrabica,2024-05-01,1,2,1,2,3
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2024-05-01,3,0,3,0,3
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2024-05-01,22,31,22,31,53
LA PAZ,rabia,no de personas con vacuna antirrabica,2024-05-01,184,134,184,134,318
LORETO,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
MAIRANA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
MINEROS,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
MONTERO,rabia,no de personas con vacuna antirrabica,2024-05-01,23,16,23,16,39
ORURO,rabia,no de personas con vacuna antirrabica,2024-05-01,66,46,66,46,112
PADILLA,rabia,no de personas con vacuna antirrabica,2024-05-01,3,1,3,1,4
PAILON,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
PALCA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2024-05-01,1,2,1,2,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
POOPO,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
PORONGO,rabia,no de personas con vacuna antirrabica,2024-05-01,4,0,4,0,4
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
POTOSI,rabia,no de personas con vacuna antirrabica,2024-05-01,16,17,16,17,33
PUCARANI,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
PUNATA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2024-05-01,19,22,19,22,41
QUIME,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
RIBERALTA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
RURRENABAQUE,rabia,no de personas con vacuna antirrabica,2024-05-01,1,4,1,4,5
SACABA,rabia,no de personas con vacuna antirrabica,2024-05-01,14,6,14,6,20
SAIPINA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2024-05-01,3,1,3,1,4
SAN BORJA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2024-05-01,8,5,8,5,13
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
SAN JAVIER(STC),rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,2,1,2,3
SAN LUCAS,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2024-05-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2024-05-01,381,353,381,353,734
SANTA ROSA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SANTIAGO DE HUATA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SANTIAGO DE MACHACA,rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2024-05-01,3,3,3,3,6
SOPACHUY,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
SORATA,rabia,no de personas con vacuna antirrabica,2024-05-01,2,1,2,1,3
SUCRE,rabia,no de personas con vacuna antirrabica,2024-05-01,114,97,114,97,211
TARATA,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
TARIJA,rabia,no de personas con vacuna antirrabica,2024-05-01,26,18,26,18,44
TEOPONTE,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
TIPUANI,rabia,no de personas con vacuna antirrabica,2024-05-01,2,1,2,1,3
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2024-05-01,6,6,6,6,12
TIRAQUE (CBBA),rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
TOLEDO,rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
TOMINA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,1,0,1,1
TOTORA(CBBA),rabia,no de personas con vacuna antirrabica,2024-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2024-05-01,32,20,32,20,52
UNCIA,rabia,no de personas con vacuna antirrabica,2024-05-01,0,2,0,2,2
UYUNI,rabia,no de personas con vacuna antirrabica,2024-05-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2024-05-01,2,0,2,0,2
VIACHA,rabia,no de personas con vacuna antirrabica,2024-05-01,11,15,11,15,26
VILLA TUNARI,rabia,no de personas con vacuna antirrabica,2024-05-01,2,1,2,1,3
