,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,4,1,2,1,6,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,2,1,1,0,3,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,2,2,3,2
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,1,0,2,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,10,5,1,0,11,5
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,2,0,3,0
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,0,1,0,0,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,12,7,17,7,29,14
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,1,0,2,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,1,2,1,5,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,10,0,8,0,18,0
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,4,2,3,2,7,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,4,4,4,5,8
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,1,0,2,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,2,4,0,1,2,5
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,1,2,3,5,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,26,19,18,14,44,33
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,1,1,3,2,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,14,5,15,3,29,8
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,0,0,4,0,4,0
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,0,2,0,5,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,2,4,0,7,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,0,1,0,4,0
REYES,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,0,0,7,1,7,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,9,0,6,1,15,1
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,1,4,1,5,2
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
SAN BENITO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,0,2,0,5,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,3,0,0,0,3,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,1,2,0,3,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,0,0,1,1,1,1
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,1,0,2,0
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,0,0,1,0,1,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-08-01,2,4,7,4,9,8
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,9,1,7,0,16,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,0,0,1,0
CAIROMA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,1,0,1,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,4,0,1,1,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,1,9,4,9,5
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,1,0,1,0,2
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,7,1,6,6,13,7
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,0,1,0,3,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,0,0,0,3,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,10,0,4,0,14,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,1,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,10,1,11,0,21,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,2,1,2,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,1,2,4,5,5
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,1,0,1,0
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,1,3,3,5,4
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,2,1,0,3,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,19,12,29,15,48,27
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,1,0,2,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,1,1,3,4,4
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,2,3,2,3,4
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,4,1,2,0,6,1
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,1,0,1,0
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,4,0,5,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,1,2,2,2
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,1,2,1,2,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,6,1,7,1,13,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,3,1,2,4,5
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,0,2,0,4,0
SAN BENITO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,0,0,1,0,1,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,1,1,1,4,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,3,0,4,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,3,0,0,1,3,1
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,1,0,2,0
SIPE SIPE,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,0,2,0,4,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,2,0,0,0,2,0
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-09-01,5,1,2,1,7,2
ARBIETO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,1,2,1,5,2
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,4,1,0,0,4,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,0,1,0,4,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,2,4,4,3,6,7
CAMIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,5,4,3,5,8,9
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,13,2,5,0,18,2
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,0,4,0,7,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,0,0,0,3,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,6,0,3,0,9,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,13,2,11,1,24,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,2,2,0,1,2,3
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,3,3,1,4,4
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,1,0,0,3,1
INGAVI (HUMAITA),leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,0,1,1,0,1,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,0,3,1,0,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,14,12,19,13,33,25
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,0,0,1,0,1,0
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,2,0,4,0,6,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,1,0,0,1,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,3,1,4,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,0,4,0,7,0
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,4,0,3,0,7,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,5,2,6,2
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,1,0,2,0
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,4,0,5,0,9,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,1,0,1,1,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,3,0,2,0,5,0
SAN IGNACIO DE VELASCO,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,1,0,0,0,1,0
SAN LORENZO(PND),leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,2,1,0,0,2,1
VILLA NUEVA (LOMA ALTA),leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,0,1,1,1,1,2
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-10-01,9,2,5,3,14,5
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,2,2,2,0,4,2
ARBIETO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,1,0,1,0
AYATA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,1,0,1,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,0,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,2,0,1,0,3,0
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,1,1,1,1,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,2,0,2,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,8,3,4,2,12,5
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,5,4,8,3,13,7
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,4,0,5,0,9,0
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,10,2,17,2,27,4
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,1,0,2,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,4,1,1,0,5,1
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,4,0,3,0,7,0
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,1,0,1,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,1,1,0,2,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,5,1,11,2,16,3
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,7,0,3,0,10,0
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,1,1,1,2,2
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,1,4,4,4,5
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,2,1,3,1
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,4,2,6,5,10,7
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,15,9,15,12,30,21
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,0,1,1,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,12,6,12,6,24,12
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,3,0,1,1,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,1,1,0,1,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,1,3,0,4,1
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,2,0,3,0
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,2,0,4,0,6,0
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,7,2,5,3,12,5
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,1,1,0,1,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,3,0,3,0
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,1,0,1,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,7,0,4,0,11,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,1,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,0,0,2,1,2,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,2,0,1,0,3,0
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,2,0,0,0,2,0
VILA VILA,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,0,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,6,4,6,1,12,5
VINTO,leishmaniasis,tratamientos de leishmania cutanea,2021-11-01,1,0,1,0,2,0
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,5,4,3,3,8,7
APOLO,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,3,0,0,0,3,0
AYOPAYA (V. DE INDEPENDENCIA),leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,1,0,1,0
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,2,0,2,0
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,4,8,4,8,8,16
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,3,3,0,1,3,4
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,4,0,7,2,11,2
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,1,0,2,0
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,0,0,1,0
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,4,1,1,0,5,1
CORIPATA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,2,0,0,0,2,0
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,8,0,6,1,14,1
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,1,0,2,0
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,1,1,2,1
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,2,0,1,1,3
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,1,1,2,1,3
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,11,3,10,5,21,8
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,1,1,1,2,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,2,0,1,0,3,0
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,3,1,3,1,6,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,1,2,1,2
POTOSI,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,0,0,1,0
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,4,1,3,1,7,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,2,2,4,0,6,2
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,3,3,7,1,10,4
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,0,1,0,1
SAN ANDRES,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,1,0,0,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,5,1,3,1,8,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,1,0,2,0
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,3,0,1,0,4,0
SENA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,0,0,0,1,0
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,1,1,1,0,2,1
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,2,1,0,0,2,1
VILA VILA,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,0,0,1,0,1,0
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2021-12-01,6,2,3,3,9,5
