,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,0,2,2,1,1,0,0,0,0,0,6
CAMIRI,atencion odontologica,cirugia bucal menor,2024-03-01,2,7,28,26,9,10,32,56,19,3,0,0,0,0,192
CAPINOTA,atencion odontologica,cirugia bucal menor,2024-03-01,2,4,19,20,4,7,6,19,0,10,0,0,0,0,91
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,6,6,6,4,14,17,20,9,0,0,0,0,84
CARACOLLO,atencion odontologica,cirugia bucal menor,2024-03-01,4,5,34,23,7,24,17,65,10,17,0,0,0,0,206
CARANAVI,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,22,23,12,7,11,57,10,4,0,0,0,0,149
CARANGAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,20,26,10,10,27,57,5,5,0,0,0,0,163
CARIPUYO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,6,2,8,11,14,2,7,0,0,0,0,54
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,1,2,2,0,2,12,1,1,0,0,0,0,22
CATACORA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,8,0,6,1,4,0,2,0,0,0,0,23
CHACARILLA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,6,0,2,3,17,2,2,0,0,0,0,36
CHALLAPATA,atencion odontologica,cirugia bucal menor,2024-03-01,10,4,41,27,19,13,22,50,21,18,0,0,0,0,225
CHAQUI,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,7,9,9,6,9,24,11,2,0,0,0,0,80
CHARAGUA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,28,31,17,31,38,132,10,3,0,0,0,0,290
CHARAÑA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,9,1,1,2,10,1,2,0,0,0,0,31
CHAYANTA,atencion odontologica,cirugia bucal menor,2024-03-01,1,5,19,16,3,16,14,34,6,3,0,0,0,0,117
CHIMORE,atencion odontologica,cirugia bucal menor,2024-03-01,0,3,14,22,3,9,21,23,2,3,0,0,0,0,100
CHIPAYA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,1,0,0,1,5,1,4,0,0,0,0,16
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,2,4,1,0,6,2,1,0,0,0,0,19
CHUA COCANI,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,1,4,2,1,2,9,0,2,0,0,0,0,21
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2024-03-01,0,1,3,3,0,4,2,15,2,0,0,0,0,0,30
CHUMA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,19,19,3,12,20,52,12,11,0,0,0,0,148
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2024-03-01,0,2,7,8,3,6,2,9,5,3,0,0,0,0,45
CKOCHAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,10,6,2,4,18,51,15,5,0,0,0,0,111
CLIZA,atencion odontologica,cirugia bucal menor,2024-03-01,0,2,17,26,1,5,3,22,7,11,0,0,0,0,94
COBIJA,atencion odontologica,cirugia bucal menor,2024-03-01,4,28,54,52,16,16,69,84,14,18,0,0,0,0,355
COCAPATA,atencion odontologica,cirugia bucal menor,2024-03-01,6,2,25,27,11,17,37,77,7,6,0,0,0,0,215
COCHABAMBA,atencion odontologica,cirugia bucal menor,2024-03-01,24,30,260,190,84,96,272,434,189,120,0,0,0,0,1699
COIPASA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2024-03-01,3,1,20,21,3,2,12,31,10,13,0,0,0,0,116
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2024-03-01,0,2,2,4,7,3,5,7,2,4,0,0,0,0,36
COLLANA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,9,7,12,2,12,13,6,4,0,0,0,0,65
COLOMI,atencion odontologica,cirugia bucal menor,2024-03-01,2,5,50,39,2,6,13,15,7,0,0,0,0,0,139
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,1,3,0,0,0,3,10,0,0,0,0,0,17
COLQUECHACA,atencion odontologica,cirugia bucal menor,2024-03-01,3,2,15,7,5,4,17,35,14,32,0,0,0,0,134
COLQUENCHA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,12,17,3,8,18,37,8,6,0,0,0,0,110
COLQUIRI,atencion odontologica,cirugia bucal menor,2024-03-01,10,3,27,54,36,31,42,88,14,18,0,0,0,0,323
COMANCHE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,2,0,1,5,3,3,3,0,0,0,0,21
COMARAPA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,15,11,2,5,2,18,5,10,0,0,0,0,69
COPACABANA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,7,0,3,2,7,4,3,0,0,0,0,29
CORIPATA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,6,5,0,4,4,8,0,0,0,0,0,0,27
CORO CORO,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,5,8,5,3,13,24,8,2,0,0,0,0,70
COROICO,atencion odontologica,cirugia bucal menor,2024-03-01,1,3,17,11,1,8,20,50,16,4,0,0,0,0,131
CORQUE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,4,1,3,2,8,5,6,0,0,0,0,37
COTAGAITA,atencion odontologica,cirugia bucal menor,2024-03-01,2,4,38,30,5,13,28,57,15,14,0,0,0,0,206
COTOCA,atencion odontologica,cirugia bucal menor,2024-03-01,2,23,27,32,9,15,20,55,9,0,0,0,0,0,192
CRUZ DE MACHACAMARCA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2024-03-01,4,1,11,24,5,1,13,22,3,6,0,0,0,0,90
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,7,1,1,1,0,1,0,0,0,0,0,15
CUEVO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,4,0,1,2,9,0,0,0,0,0,0,19
CULPINA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,11,12,3,11,11,31,10,7,0,0,0,0,97
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,9,1,1,0,4,8,2,0,0,0,0,28
CURVA,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,3,0,0,3,8,8,2,2,0,0,0,0,29
DESAGUADERO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,9,23,5,1,6,9,2,3,0,0,0,0,58
EL ALTO,atencion odontologica,cirugia bucal menor,2024-03-01,78,65,399,409,88,137,200,549,148,79,0,0,0,0,2152
EL CHORO,atencion odontologica,cirugia bucal menor,2024-03-01,3,0,5,5,1,0,3,6,7,12,0,0,0,0,42
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2024-03-01,2,3,6,27,3,5,12,20,9,4,0,0,0,0,91
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2024-03-01,0,6,16,6,1,6,11,28,5,5,0,0,0,0,84
EL TORNO,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,16,17,2,10,25,67,18,4,0,0,0,0,162
EL VILLAR,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,5,5,7,9,15,3,3,0,0,0,0,55
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2024-03-01,3,0,32,37,9,19,31,82,10,2,0,0,0,0,225
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2024-03-01,4,4,23,17,5,5,5,16,10,2,0,0,0,0,91
ESCARA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,5,1,4,0,0,4,3,0,0,0,0,22
ESCOMA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,6,3,5,7,10,5,2,0,0,0,0,42
ESMERALDA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,7,10,3,2,2,14,1,6,0,0,0,0,48
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,10,14,1,3,8,13,4,3,0,0,0,0,56
FILADELFIA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,7,12,5,4,9,16,2,2,0,0,0,0,58
GAIOC JATUN AYLLU YURA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,20,18,2,7,12,19,6,13,0,0,0,0,97
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,9,7,2,3,8,22,0,3,0,0,0,0,55
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2024-03-01,3,4,23,18,10,19,32,51,22,6,0,0,0,0,188
GUANAY,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,5,13,1,1,8,16,8,2,0,0,0,0,55
GUAQUI,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,10,11,2,3,12,18,8,9,0,0,0,0,75
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2024-03-01,2,11,19,28,8,8,14,33,12,0,0,0,0,0,135
GUTIERREZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,7,9,9,6,17,70,1,0,0,0,0,0,119
HUACARAJE,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,11,12,1,2,5,19,2,2,0,0,0,0,56
HUACARETA,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,6,6,1,0,11,8,4,0,0,0,0,0,38
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2024-03-01,1,0,5,5,2,0,1,13,2,0,0,0,0,0,29
HUACHACALLA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,3,1,0,1,0,3,0,0,0,0,0,8
HUANUNI,atencion odontologica,cirugia bucal menor,2024-03-01,3,7,43,48,4,14,43,46,12,11,0,0,0,0,231
HUARINA,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,11,12,1,6,12,31,6,14,0,0,0,0,95
HUATAJATA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,6,0,4,0,6,2,2,0,0,0,0,24
HUMANATA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,4,8,4,5,3,13,10,7,0,0,0,0,55
ICHOCA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,5,3,3,6,6,14,10,6,0,0,0,0,54
ICLA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,6,14,5,5,20,29,16,5,0,0,0,0,101
INCAHUASI,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,2,5,0,2,9,15,2,3,0,0,0,0,39
INQUISIVI,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,18,18,2,14,12,37,7,15,0,0,0,0,126
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2024-03-01,1,0,32,27,1,5,35,62,16,6,0,0,0,0,185
IXIAMAS,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,12,17,6,2,12,13,1,0,0,0,0,0,66
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,3,13,10,3,5,34,14,9,0,0,0,0,94
LA ASUNTA,atencion odontologica,cirugia bucal menor,2024-03-01,1,3,54,54,17,24,27,76,16,6,0,0,0,0,278
LA GUARDIA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,32,19,7,13,23,58,18,9,0,0,0,0,180
LA PAZ,atencion odontologica,cirugia bucal menor,2024-03-01,96,68,445,467,173,226,492,857,263,247,0,0,0,0,3334
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,7,3,5,1,0,13,5,0,0,0,0,0,34
LAJA,atencion odontologica,cirugia bucal menor,2024-03-01,8,2,42,41,8,11,23,78,38,41,0,0,0,0,292
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,1,1,0,0,1,7,3,2,0,0,0,0,15
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,1,7,4,1,5,8,4,0,0,0,0,0,31
LLALLAGUA,atencion odontologica,cirugia bucal menor,2024-03-01,9,3,33,53,8,13,16,72,8,16,0,0,0,0,231
LLICA,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,6,7,0,1,4,16,0,0,0,0,0,0,36
LURIBAY,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,4,5,5,7,11,19,5,5,0,0,0,0,63
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,9,4,3,9,22,1,2,0,0,0,0,53
MACHARETI,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,1,1,0,0,2,1,0,0,0,0,0,5
MAGDALENA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,14,13,1,4,2,15,2,2,0,0,0,0,54
MAIRANA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,3,2,2,2,3,1,2,0,0,0,0,17
MALLA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,5,1,0,1,2,2,2,1,0,0,0,0,15
MAPIRI,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,9,11,0,4,2,9,6,0,0,0,0,0,42
MECAPACA,atencion odontologica,cirugia bucal menor,2024-03-01,3,0,14,18,1,10,15,34,6,3,0,0,0,0,104
MINEROS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,1,1,2,0,5,0,0,0,0,0,0,9
MIZQUE,atencion odontologica,cirugia bucal menor,2024-03-01,0,2,19,28,0,12,17,32,23,8,0,0,0,0,141
MOCOMOCO,atencion odontologica,cirugia bucal menor,2024-03-01,2,2,21,33,9,26,35,69,32,30,0,0,0,0,259
MOJINETE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,2,1,1,1,0,0,0,0,0,0,5
MOJOCOYA,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,13,17,1,4,5,21,8,8,0,0,0,0,80
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,17,16,5,4,13,30,18,9,0,0,0,0,115
MONTERO,atencion odontologica,cirugia bucal menor,2024-03-01,14,12,68,83,28,22,41,130,19,16,0,0,0,0,433
MOROCHATA,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,4,8,5,6,9,32,3,12,0,0,0,0,81
NAZACARA DE PACAJES,atencion odontologica,cirugia bucal menor,2024-03-01,0,2,1,2,2,2,2,3,0,0,0,0,0,0,14
OCURI,atencion odontologica,cirugia bucal menor,2024-03-01,1,4,12,17,4,14,25,45,3,10,0,0,0,0,135
OKINAWA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,10,6,4,2,8,26,3,5,0,0,0,0,65
OMEREQUE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,1,4,0,0,0,0,0,5,0,0,0,0,10
ORURO,atencion odontologica,cirugia bucal menor,2024-03-01,18,41,267,274,79,129,333,619,171,90,0,0,0,0,2021
PADCAYA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,9,6,5,9,19,33,4,2,0,0,0,0,88
PADILLA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,6,7,0,2,18,18,15,3,0,0,0,0,70
PAILON,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,13,9,2,12,8,22,5,2,0,0,0,0,74
PALCA,atencion odontologica,cirugia bucal menor,2024-03-01,1,3,41,44,7,16,35,91,16,11,0,0,0,0,265
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2024-03-01,4,0,17,21,2,10,16,31,2,2,0,0,0,0,105
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,1,3,1,3,5,3,1,0,0,0,0,22
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,7,6,0,2,2,9,1,11,0,0,0,0,38
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,4,1,5,3,15,3,0,0,0,0,0,39
PASORAPA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,7,1,0,7,3,11,0,0,0,0,0,29
PATACAMAYA,atencion odontologica,cirugia bucal menor,2024-03-01,3,1,29,54,3,17,12,39,14,5,0,0,0,0,177
PAZÑA,atencion odontologica,cirugia bucal menor,2024-03-01,5,4,35,36,1,5,13,22,3,5,0,0,0,0,129
PELECHUCO,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,19,18,0,6,11,32,4,8,0,0,0,0,99
POCOATA,atencion odontologica,cirugia bucal menor,2024-03-01,6,0,20,22,10,17,38,77,12,12,0,0,0,0,214
POCONA,atencion odontologica,cirugia bucal menor,2024-03-01,3,2,11,21,5,2,9,25,6,3,0,0,0,0,87
POJO (CBBA),atencion odontologica,cirugia bucal menor,2024-03-01,2,3,21,27,4,5,12,27,1,9,0,0,0,0,111
POOPO,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,15,23,2,5,16,20,18,5,0,0,0,0,106
PORCO,atencion odontologica,cirugia bucal menor,2024-03-01,2,4,4,3,0,0,2,8,0,1,0,0,0,0,24
POROMA,atencion odontologica,cirugia bucal menor,2024-03-01,0,2,9,4,1,7,7,23,12,4,0,0,0,0,69
PORONGO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,18,33,2,12,16,37,8,3,0,0,0,0,129
PORTACHUELO,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,1,7,1,3,4,11,0,0,0,0,0,0,28
PORVENIR,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,10,9,2,3,4,18,1,0,0,0,0,0,48
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,3,4,0,0,2,11,0,3,0,0,0,0,24
POTOSI,atencion odontologica,cirugia bucal menor,2024-03-01,41,44,196,218,64,111,188,444,74,68,0,0,0,0,1448
PRESTO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,8,3,5,7,18,11,4,0,0,0,0,58
PUCARANI,atencion odontologica,cirugia bucal menor,2024-03-01,7,3,57,63,17,39,29,85,18,11,0,0,0,0,329
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,13,8,4,9,39,8,19,0,0,0,0,108
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,14,6,4,18,26,18,8,0,0,0,0,102
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,6,10,1,1,6,20,2,1,0,0,0,0,48
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,3,2,2,4,9,5,9,0,0,0,0,36
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,10,6,5,5,11,0,3,0,0,0,0,48
PUERTO RICO,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,14,6,3,3,6,15,4,2,0,0,0,0,54
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,7,2,2,3,3,12,11,3,0,0,0,0,43
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2024-03-01,4,11,30,33,5,18,16,60,3,1,0,0,0,0,181
PUNA,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,8,6,2,0,5,19,18,23,0,0,0,0,83
PUNATA,atencion odontologica,cirugia bucal menor,2024-03-01,0,5,26,20,1,12,14,23,10,9,0,0,0,0,120
QUIABAYA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,0,1,3,4,1,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2024-03-01,7,8,81,87,11,19,26,70,45,32,0,0,0,0,386
QUIME,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,4,10,2,6,2,15,0,0,0,0,0,0,40
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,7,0,1,1,11,0,0,0,0,0,0,25
RAVELO,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,15,14,5,3,6,35,9,23,0,0,0,0,112
REYES,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,10,4,5,11,15,1,2,0,0,0,0,53
RIBERALTA,atencion odontologica,cirugia bucal menor,2024-03-01,6,7,80,87,21,26,35,108,29,12,0,0,0,0,411
ROBORE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,4,3,1,2,17,3,0,0,0,0,0,32
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,15,13,2,2,8,29,3,5,0,0,0,0,77
SABAYA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,5,11,0,0,8,8,7,4,0,0,0,0,44
SACABA,atencion odontologica,cirugia bucal menor,2024-03-01,12,9,108,115,27,29,82,166,68,31,0,0,0,0,647
SACABAMBA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,2,3,0,0,3,3,4,3,0,0,0,0,19
SACACA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,22,20,12,17,15,37,6,12,0,0,0,0,141
SAIPINA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,4,3,0,3,1,5,0,3,0,0,0,0,19
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2024-03-01,3,2,25,27,0,4,12,26,10,9,0,0,0,0,118
SAMAIPATA,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,10,18,4,0,3,13,8,2,0,0,0,0,59
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3
SAN ANDRES,atencion odontologica,cirugia bucal menor,2024-03-01,5,8,17,14,12,8,17,16,4,0,0,0,0,0,101
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,8,0,6,13,16,14,10,0,0,0,0,70
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,0,2,1,1,2,2,0,0,0,0,0,0,10
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2024-03-01,1,1,6,4,0,2,1,11,3,5,0,0,0,0,34
SAN BENITO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,8,16,2,1,7,12,8,5,0,0,0,0,59
SAN BORJA,atencion odontologica,cirugia bucal menor,2024-03-01,2,6,36,38,25,38,39,113,7,4,0,0,0,0,308
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,8,5,4,8,3,11,9,12,0,0,0,0,63
SAN CARLOS,atencion odontologica,cirugia bucal menor,2024-03-01,1,0,15,16,4,2,8,19,11,1,0,0,0,0,77
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,22,26,5,5,16,38,2,0,0,0,0,0,114
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,3,1,0,3,7,1,0,0,0,0,0,15
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,5,1,0,8,10,2,0,0,0,0,0,28
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,15,11,0,0,0,0,0,0,0,0,0,0,26
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,5,8,1,2,5,11,4,0,0,0,0,0,36
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,3,6,0,0,3,9,2,0,0,0,0,0,23
SAN JULIAN,atencion odontologica,cirugia bucal menor,2024-03-01,2,3,34,50,15,20,22,55,16,14,0,0,0,0,231
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2024-03-01,0,0,1,1,1,0,0,10,0,0,0,0,0,0,13
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2024-03-01,2,1,19,18,8,6,18,77,20,14,0,0,0,0,183
SAN LUCAS,atencion odontologica,cirugia bucal menor,2024-03-01,2,0,7,4,4,10,7,44,3,8,0,0,0,0,89
SAN MATIAS,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,55,62,8,24,20,82,6,7,0,0,0,0,265
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,3,0,0,2,5,1,2,0,0,0,0,15
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4
SAN PEDRO,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,15,12,6,5,20,33,3,2,0,0,0,0,97
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2024-03-01,0,3,14,8,2,10,7,38,5,9,0,0,0,0,96
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,2,4,1,2,5,11,3,4,0,0,0,0,35
SAN PEDRO DE MACHA,atencion odontologica,cirugia bucal menor,2024-03-01,3,3,22,31,13,11,38,63,29,36,0,0,0,0,249
SAN PEDRO DE QUEMES,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2024-03-01,2,1,21,18,4,8,20,31,7,9,0,0,0,0,121
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,16,23,2,1,5,11,0,0,0,0,0,0,58
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,0,4,1,3,0,12,0,0,0,0,0,0,20
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,2,1,1,1,1,1,0,0,0,0,0,0,7
SANTA ANA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,11,18,7,1,11,12,2,4,0,0,0,0,66
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2024-03-01,76,63,416,453,72,109,367,782,232,151,0,0,0,0,2721
SANTA ROSA,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,10,5,2,2,7,11,4,1,0,0,0,0,42
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2024-03-01,3,1,13,12,5,7,13,35,1,8,0,0,0,0,98
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2024-03-01,0,1,5,2,7,7,5,4,4,4,0,0,0,0,39
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2024-03-01,0,0,15,17,3,6,9,28,11,19,0,0,0,0,108
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2024-03-01,1,2,4,5,1,12,5,38,5,13,0,0,0,0,86
