,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES
TARACO,atencion odontologica,restauraciones,2024-03-01,5,15,11,1,1,6,9,13,1,0,0,0,0,0,62
TARATA,atencion odontologica,restauraciones,2024-03-01,1,3,15,8,1,6,15,46,0,3,0,0,0,0,98
TARIJA,atencion odontologica,restauraciones,2024-03-01,84,113,421,451,239,296,865,1553,345,172,0,0,0,0,4539
TARVITA,atencion odontologica,restauraciones,2024-03-01,9,16,56,100,28,82,42,103,5,7,0,0,0,0,448
TEOPONTE,atencion odontologica,restauraciones,2024-03-01,8,25,16,26,3,9,9,57,2,4,0,0,0,0,159
TIAHUANACU,atencion odontologica,restauraciones,2024-03-01,1,4,18,18,16,21,24,50,2,1,0,0,0,0,155
TINGUIPAYA,atencion odontologica,restauraciones,2024-03-01,0,4,39,33,22,29,25,87,11,4,0,0,0,0,254
TIPUANI,atencion odontologica,restauraciones,2024-03-01,0,0,1,1,1,0,2,1,2,0,0,0,0,0,8
TIQUIPAYA,atencion odontologica,restauraciones,2024-03-01,80,137,211,278,52,139,161,421,34,13,0,0,0,0,1526
TIRAQUE (CBBA),atencion odontologica,restauraciones,2024-03-01,10,10,38,63,11,23,31,69,2,5,0,0,0,0,262
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2024-03-01,4,3,14,8,2,11,25,26,1,1,0,0,0,0,95
TOCO,atencion odontologica,restauraciones,2024-03-01,0,1,28,29,16,12,14,17,3,0,0,0,0,0,120
TODOS SANTOS,atencion odontologica,restauraciones,2024-03-01,0,0,6,0,1,0,2,7,1,3,0,0,0,0,20
TOLATA,atencion odontologica,restauraciones,2024-03-01,7,2,6,13,0,9,26,45,2,0,0,0,0,0,110
TOLEDO,atencion odontologica,restauraciones,2024-03-01,3,11,14,16,13,12,15,17,4,5,0,0,0,0,110
TOMAVE,atencion odontologica,restauraciones,2024-03-01,12,1,6,31,8,15,19,48,0,1,0,0,0,0,141
TOMINA,atencion odontologica,restauraciones,2024-03-01,10,15,19,29,28,28,63,131,11,5,0,0,0,0,339
TORO TORO,atencion odontologica,restauraciones,2024-03-01,13,19,36,28,26,44,50,66,17,10,0,0,0,0,309
TOTORA(CBBA),atencion odontologica,restauraciones,2024-03-01,45,25,42,93,21,94,28,138,1,1,0,0,0,0,488
TOTORA(ORR),atencion odontologica,restauraciones,2024-03-01,5,3,9,6,4,1,8,26,0,1,0,0,0,0,63
TRIGAL,atencion odontologica,restauraciones,2024-03-01,0,5,0,1,0,0,11,6,6,1,0,0,0,0,30
TRINIDAD,atencion odontologica,restauraciones,2024-03-01,45,41,225,162,64,111,220,452,81,48,0,0,0,0,1449
TUPIZA,atencion odontologica,restauraciones,2024-03-01,21,19,82,78,23,30,110,176,70,55,0,0,0,0,664
TURCO,atencion odontologica,restauraciones,2024-03-01,1,2,6,18,5,12,21,31,9,9,0,0,0,0,114
UMALA,atencion odontologica,restauraciones,2024-03-01,11,5,12,17,5,4,3,16,5,2,0,0,0,0,80
UNCIA,atencion odontologica,restauraciones,2024-03-01,12,10,27,45,25,49,35,155,6,10,0,0,0,0,374
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2024-03-01,6,3,37,45,36,44,89,187,1,9,0,0,0,0,457
URUBICHA,atencion odontologica,restauraciones,2024-03-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
UYUNI,atencion odontologica,restauraciones,2024-03-01,15,14,58,93,29,38,75,217,10,43,0,0,0,0,592
VACAS,atencion odontologica,restauraciones,2024-03-01,7,5,28,20,4,8,15,54,7,8,0,0,0,0,156
VALLEGRANDE,atencion odontologica,restauraciones,2024-03-01,9,9,50,73,30,26,70,157,13,12,0,0,0,0,449
VIACHA,atencion odontologica,restauraciones,2024-03-01,62,68,120,160,71,97,105,334,49,24,0,0,0,0,1090
VILA VILA,atencion odontologica,restauraciones,2024-03-01,4,1,2,18,1,0,2,10,0,0,0,0,0,0,38
VILLA CHARCAS,atencion odontologica,restauraciones,2024-03-01,0,8,22,25,21,9,19,63,1,0,0,0,0,0,168
VILLA MONTES,atencion odontologica,restauraciones,2024-03-01,43,14,84,140,63,63,145,414,55,26,0,0,0,0,1047
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
VILLA RIVERO,atencion odontologica,restauraciones,2024-03-01,0,6,7,7,2,4,12,25,0,2,0,0,0,0,65
VILLA SERRANO,atencion odontologica,restauraciones,2024-03-01,13,24,27,40,23,40,61,100,3,4,0,0,0,0,335
VILLA TUNARI,atencion odontologica,restauraciones,2024-03-01,50,55,172,213,80,113,257,532,32,12,0,0,0,0,1516
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2024-03-01,12,14,33,42,21,23,25,125,1,1,0,0,0,0,297
VILLAZON,atencion odontologica,restauraciones,2024-03-01,19,27,29,70,31,73,57,243,35,13,0,0,0,0,597
VINTO,atencion odontologica,restauraciones,2024-03-01,49,59,95,107,71,118,132,322,29,44,0,0,0,0,1026
VITICHI,atencion odontologica,restauraciones,2024-03-01,2,2,32,22,27,21,21,54,2,2,0,0,0,0,185
WALDO BALLIVIAN,atencion odontologica,restauraciones,2024-03-01,0,3,11,8,6,8,25,16,0,1,0,0,0,0,78
WARNES,atencion odontologica,restauraciones,2024-03-01,26,42,102,151,37,57,162,337,6,21,0,0,0,0,941
YACO,atencion odontologica,restauraciones,2024-03-01,5,5,16,17,5,26,16,67,1,1,0,0,0,0,159
YACUIBA,atencion odontologica,restauraciones,2024-03-01,36,42,114,238,90,132,269,533,30,27,0,0,0,0,1511
YAMPARAEZ,atencion odontologica,restauraciones,2024-03-01,0,4,9,24,55,32,40,82,2,0,0,0,0,0,248
YANACACHI,atencion odontologica,restauraciones,2024-03-01,4,3,17,14,0,2,0,7,0,0,0,0,0,0,47
YAPACANI,atencion odontologica,restauraciones,2024-03-01,8,21,34,29,6,17,18,34,15,5,0,0,0,0,187
YOCALLA,atencion odontologica,restauraciones,2024-03-01,14,17,24,38,12,15,15,61,6,1,0,0,0,0,203
YOTALA,atencion odontologica,restauraciones,2024-03-01,6,8,38,47,18,49,32,54,8,7,0,0,0,0,267
YUNCHARA,atencion odontologica,restauraciones,2024-03-01,4,0,5,13,7,19,13,42,3,5,0,0,0,0,111
YUNGUYO DE LITORAL,atencion odontologica,restauraciones,2024-03-01,0,0,0,1,3,0,6,0,0,4,0,0,0,0,14
ZUDAÑEZ,atencion odontologica,restauraciones,2024-03-01,1,5,18,33,9,18,21,33,0,3,0,0,0,0,141
ACACIO,atencion odontologica,restauraciones,2024-04-01,8,5,12,28,7,12,20,28,1,4,0,0,0,0,125
ACHACACHI,atencion odontologica,restauraciones,2024-04-01,48,40,71,71,27,121,122,216,37,10,0,0,0,0,763
ACHOCALLA,atencion odontologica,restauraciones,2024-04-01,41,33,54,67,24,29,40,107,2,2,0,0,0,0,399
AIQUILE,atencion odontologica,restauraciones,2024-04-01,7,26,51,52,14,26,84,165,29,14,0,0,0,0,468
ALALAY,atencion odontologica,restauraciones,2024-04-01,0,0,0,2,4,13,1,2,0,0,0,0,0,0,22
ALCALA,atencion odontologica,restauraciones,2024-04-01,1,4,32,32,19,45,47,105,3,5,0,0,0,0,293
ALTO BENI,atencion odontologica,restauraciones,2024-04-01,8,2,23,58,11,17,53,73,3,1,0,0,0,0,249
ANCORAIMES,atencion odontologica,restauraciones,2024-04-01,3,1,9,17,15,16,27,50,11,10,0,0,0,0,159
ANDAMARCA,atencion odontologica,restauraciones,2024-04-01,9,19,60,82,4,9,31,45,2,16,0,0,0,0,277
ANTEQUERA,atencion odontologica,restauraciones,2024-04-01,2,1,5,18,5,6,19,53,7,11,0,0,0,0,127
ANZALDO,atencion odontologica,restauraciones,2024-04-01,11,2,9,28,12,42,35,64,12,3,0,0,0,0,218
APOLO,atencion odontologica,restauraciones,2024-04-01,10,12,12,6,16,23,9,27,2,2,0,0,0,0,119
ARAMPAMPA,atencion odontologica,restauraciones,2024-04-01,0,4,4,2,0,0,1,3,0,2,0,0,0,0,16
ARANI,atencion odontologica,restauraciones,2024-04-01,3,6,8,20,8,18,28,61,6,4,0,0,0,0,162
ARBIETO,atencion odontologica,restauraciones,2024-04-01,33,43,53,84,12,26,46,135,22,12,0,0,0,0,466
ARQUE,atencion odontologica,restauraciones,2024-04-01,4,8,13,40,4,24,9,45,2,3,0,0,0,0,152
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2024-04-01,10,22,36,51,14,22,35,138,5,9,0,0,0,0,342
ATOCHA,atencion odontologica,restauraciones,2024-04-01,7,18,38,89,21,50,106,134,11,7,0,0,0,0,481
AUCAPATA,atencion odontologica,restauraciones,2024-04-01,0,0,4,8,5,2,32,50,2,0,0,0,0,0,103
AYATA,atencion odontologica,restauraciones,2024-04-01,5,2,4,21,12,34,24,38,2,6,0,0,0,0,148
AYO AYO,atencion odontologica,restauraciones,2024-04-01,1,0,5,16,5,20,4,45,1,4,0,0,0,0,101
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2024-04-01,13,7,78,101,63,84,152,192,9,9,0,0,0,0,708
AZURDUY,atencion odontologica,restauraciones,2024-04-01,5,4,26,47,10,26,59,163,4,2,0,0,0,0,346
BATALLAS,atencion odontologica,restauraciones,2024-04-01,8,5,20,17,6,12,11,21,3,3,0,0,0,0,106
BAURES,atencion odontologica,restauraciones,2024-04-01,3,3,4,8,0,3,4,15,0,0,0,0,0,0,40
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2024-04-01,1,0,4,4,0,1,4,5,2,0,0,0,0,0,21
BELEN DE URMIRI,atencion odontologica,restauraciones,2024-04-01,2,0,0,2,0,4,4,7,0,2,0,0,0,0,21
BELLA FLOR,atencion odontologica,restauraciones,2024-04-01,1,0,2,1,1,0,0,4,0,0,0,0,0,0,9
BERMEJO,atencion odontologica,restauraciones,2024-04-01,3,5,43,58,19,42,77,177,20,10,0,0,0,0,454
BETANZOS,atencion odontologica,restauraciones,2024-04-01,33,65,89,140,22,96,84,232,12,3,0,0,0,0,776
BOLIVAR,atencion odontologica,restauraciones,2024-04-01,0,1,6,6,2,3,1,9,0,1,0,0,0,0,29
BOLPEBRA,atencion odontologica,restauraciones,2024-04-01,0,0,1,0,2,0,1,2,0,0,0,0,0,0,6
BOYUIBE,atencion odontologica,restauraciones,2024-04-01,2,2,3,5,3,5,10,44,1,0,0,0,0,0,75
BUENA VISTA,atencion odontologica,restauraciones,2024-04-01,0,2,14,22,8,6,7,22,6,1,0,0,0,0,88
CABEZAS,atencion odontologica,restauraciones,2024-04-01,5,8,8,16,5,16,14,37,7,7,0,0,0,0,123
CAIROMA,atencion odontologica,restauraciones,2024-04-01,22,35,31,16,13,15,23,29,0,0,0,0,0,0,184
"CAIZA ""D""",atencion odontologica,restauraciones,2024-04-01,2,4,10,9,7,12,14,32,0,3,0,0,0,0,93
CAJUATA,atencion odontologica,restauraciones,2024-04-01,4,6,16,9,4,2,13,20,0,2,0,0,0,0,76
CALACOTO,atencion odontologica,restauraciones,2024-04-01,2,4,6,8,9,4,12,29,2,7,0,0,0,0,83
CALAMARCA,atencion odontologica,restauraciones,2024-04-01,25,18,41,41,15,31,27,53,0,0,0,0,0,0,251
CAMARGO,atencion odontologica,restauraciones,2024-04-01,6,6,52,69,16,19,33,144,24,15,0,0,0,0,384
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2024-04-01,0,0,0,0,2,9,12,28,4,1,0,0,0,0,56
CAMIRI,atencion odontologica,restauraciones,2024-04-01,9,30,52,58,20,53,88,196,13,12,0,0,0,0,531
CAPINOTA,atencion odontologica,restauraciones,2024-04-01,17,6,39,41,21,21,35,70,10,6,0,0,0,0,266
CAQUIAVIRI,atencion odontologica,restauraciones,2024-04-01,10,6,9,32,4,8,18,50,11,8,0,0,0,0,156
CARACOLLO,atencion odontologica,restauraciones,2024-04-01,33,18,89,69,31,44,58,194,30,40,0,0,0,0,606
CARANAVI,atencion odontologica,restauraciones,2024-04-01,28,31,80,85,43,81,91,218,8,11,0,0,0,0,676
CARANGAS,atencion odontologica,restauraciones,2024-04-01,1,2,0,1,4,4,1,1,0,0,0,0,0,0,14
CARAPARI,atencion odontologica,restauraciones,2024-04-01,3,11,72,53,28,33,102,182,13,3,0,0,0,0,500
CARIPUYO,atencion odontologica,restauraciones,2024-04-01,3,8,4,17,3,21,11,32,2,0,0,0,0,0,101
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2024-04-01,1,1,6,2,1,0,2,6,0,0,0,0,0,0,19
CATACORA,atencion odontologica,restauraciones,2024-04-01,0,2,0,1,4,4,4,7,0,0,0,0,0,0,22
CHACARILLA,atencion odontologica,restauraciones,2024-04-01,0,0,8,1,1,0,6,1,0,1,0,0,0,0,18
CHALLAPATA,atencion odontologica,restauraciones,2024-04-01,29,23,51,59,31,84,113,195,10,23,0,0,0,0,618
CHAQUI,atencion odontologica,restauraciones,2024-04-01,2,3,20,18,5,25,31,43,0,4,0,0,0,0,151
CHARAGUA,atencion odontologica,restauraciones,2024-04-01,11,5,5,9,5,9,14,45,1,0,0,0,0,0,104
CHARAÑA,atencion odontologica,restauraciones,2024-04-01,1,3,2,6,2,3,7,15,1,1,0,0,0,0,41
CHAYANTA,atencion odontologica,restauraciones,2024-04-01,14,14,37,40,17,17,14,72,7,4,0,0,0,0,236
CHIMORE,atencion odontologica,restauraciones,2024-04-01,14,18,13,45,45,28,36,177,5,5,0,0,0,0,386
CHIPAYA,atencion odontologica,restauraciones,2024-04-01,0,0,8,8,0,5,0,11,1,0,0,0,0,0,33
CHOQUE COTA,atencion odontologica,restauraciones,2024-04-01,0,0,18,13,2,5,15,41,9,18,0,0,0,0,121
CHUA COCANI,atencion odontologica,restauraciones,2024-04-01,6,4,14,7,3,3,5,17,0,0,0,0,0,0,59
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2024-04-01,9,6,20,22,2,1,28,26,0,6,0,0,0,0,120
CHUMA,atencion odontologica,restauraciones,2024-04-01,5,1,27,25,17,29,31,53,2,6,0,0,0,0,196
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2024-04-01,9,14,17,8,9,6,8,18,0,0,0,0,0,0,89
CKOCHAS,atencion odontologica,restauraciones,2024-04-01,3,4,38,38,18,16,12,34,2,5,0,0,0,0,170
CLIZA,atencion odontologica,restauraciones,2024-04-01,19,16,60,31,18,33,46,107,13,11,0,0,0,0,354
COBIJA,atencion odontologica,restauraciones,2024-04-01,33,35,129,162,65,62,288,497,36,14,0,0,0,0,1321
COCAPATA,atencion odontologica,restauraciones,2024-04-01,5,5,8,21,13,23,19,33,0,0,0,0,0,0,127
COCHABAMBA,atencion odontologica,restauraciones,2024-04-01,396,573,1227,1196,453,600,2245,4245,843,741,0,0,0,0,12519
COIPASA,atencion odontologica,restauraciones,2024-04-01,2,0,4,4,0,8,0,8,6,8,0,0,0,0,40
COLCAPIRHUA,atencion odontologica,restauraciones,2024-04-01,36,45,67,106,41,27,114,266,27,27,0,0,0,0,756
"COLCHA ""K""",atencion odontologica,restauraciones,2024-04-01,14,29,18,26,24,26,20,56,2,4,0,0,0,0,219
COLLANA,atencion odontologica,restauraciones,2024-04-01,2,2,6,3,12,16,12,7,0,0,0,0,0,0,60
COLOMI,atencion odontologica,restauraciones,2024-04-01,12,17,50,93,9,36,44,97,3,3,0,0,0,0,364
COLPA BELGICA,atencion odontologica,restauraciones,2024-04-01,0,0,0,0,1,0,1,5,0,0,0,0,0,0,7
COLQUECHACA,atencion odontologica,restauraciones,2024-04-01,3,4,20,21,20,36,34,84,13,10,0,0,0,0,245
COLQUENCHA,atencion odontologica,restauraciones,2024-04-01,14,14,16,22,11,18,9,50,2,0,0,0,0,0,156
COLQUIRI,atencion odontologica,restauraciones,2024-04-01,36,23,37,95,48,77,85,147,3,7,0,0,0,0,558
COMANCHE,atencion odontologica,restauraciones,2024-04-01,8,0,4,6,20,5,10,4,5,0,0,0,0,0,62
COMARAPA,atencion odontologica,restauraciones,2024-04-01,15,21,39,54,23,29,22,131,5,6,0,0,0,0,345
CONCEPCION,atencion odontologica,restauraciones,2024-04-01,2,3,0,5,2,3,3,14,1,0,0,0,0,0,33
COPACABANA,atencion odontologica,restauraciones,2024-04-01,2,2,4,3,10,9,4,19,0,0,0,0,0,0,53
CORIPATA,atencion odontologica,restauraciones,2024-04-01,3,8,5,18,9,12,5,34,2,0,0,0,0,0,96
CORO CORO,atencion odontologica,restauraciones,2024-04-01,2,3,18,19,9,10,11,24,1,0,0,0,0,0,97
COROICO,atencion odontologica,restauraciones,2024-04-01,8,10,12,11,4,7,20,53,1,4,0,0,0,0,130
CORQUE,atencion odontologica,restauraciones,2024-04-01,14,13,55,64,4,12,9,53,3,5,0,0,0,0,232
COTAGAITA,atencion odontologica,restauraciones,2024-04-01,27,8,117,153,28,54,136,256,26,19,0,0,0,0,824
COTOCA,atencion odontologica,restauraciones,2024-04-01,3,1,17,26,5,22,19,56,10,8,0,0,0,0,167
CRUZ DE MACHACAMARCA,atencion odontologica,restauraciones,2024-04-01,0,0,8,0,0,0,13,12,5,3,0,0,0,0,41
CUATRO CAÑADAS,atencion odontologica,restauraciones,2024-04-01,26,24,58,91,18,25,68,145,4,8,0,0,0,0,467
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2024-04-01,4,0,7,6,3,0,3,13,0,4,0,0,0,0,40
CUEVO,atencion odontologica,restauraciones,2024-04-01,0,1,2,0,6,3,6,23,4,0,0,0,0,0,45
CULPINA,atencion odontologica,restauraciones,2024-04-01,3,8,13,20,11,22,30,48,2,5,0,0,0,0,162
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2024-04-01,2,6,3,8,5,8,33,61,31,27,0,0,0,0,184
CURVA,atencion odontologica,restauraciones,2024-04-01,0,0,0,4,5,8,3,12,2,1,0,0,0,0,35
DESAGUADERO,atencion odontologica,restauraciones,2024-04-01,2,7,5,7,6,5,10,10,2,1,0,0,0,0,55
EL ALTO,atencion odontologica,restauraciones,2024-04-01,479,482,786,909,351,587,994,2421,318,244,0,0,0,0,7571
EL CHORO,atencion odontologica,restauraciones,2024-04-01,5,3,16,3,0,16,24,25,2,5,0,0,0,0,99
EL PUENTE(STC),atencion odontologica,restauraciones,2024-04-01,1,3,8,23,9,30,27,96,3,3,0,0,0,0,203
EL PUENTE(TJA),atencion odontologica,restauraciones,2024-04-01,1,5,7,12,7,13,21,85,4,9,0,0,0,0,164
EL TORNO,atencion odontologica,restauraciones,2024-04-01,38,18,86,57,35,79,62,239,24,14,0,0,0,0,652
EL VILLAR,atencion odontologica,restauraciones,2024-04-01,9,0,28,77,28,35,31,77,9,9,0,0,0,0,303
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2024-04-01,9,11,40,34,27,23,33,108,3,3,0,0,0,0,291
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2024-04-01,16,46,50,90,14,33,58,147,12,10,0,0,0,0,476
ESCARA,atencion odontologica,restauraciones,2024-04-01,1,3,6,4,6,5,5,8,3,2,0,0,0,0,43
ESCOMA,atencion odontologica,restauraciones,2024-04-01,1,1,21,9,3,15,5,23,1,0,0,0,0,0,79
ESMERALDA,atencion odontologica,restauraciones,2024-04-01,0,0,4,5,0,0,2,5,5,1,0,0,0,0,22
EUCALIPTUS,atencion odontologica,restauraciones,2024-04-01,5,6,7,12,8,10,28,56,0,0,0,0,0,0,132
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2024-04-01,2,6,37,52,18,21,34,134,12,3,0,0,0,0,319
FILADELFIA,atencion odontologica,restauraciones,2024-04-01,1,0,0,1,0,4,2,5,0,0,0,0,0,0,13
GAIOC JATUN AYLLU YURA,atencion odontologica,restauraciones,2024-04-01,1,3,5,16,8,15,18,36,6,3,0,0,0,0,111
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2024-04-01,1,4,8,16,4,13,9,38,0,0,0,0,0,0,93
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2024-04-01,1,11,4,30,17,20,18,36,1,1,0,0,0,0,139
GUANAY,atencion odontologica,restauraciones,2024-04-01,5,3,13,14,5,15,20,61,1,0,0,0,0,0,137
GUAQUI,atencion odontologica,restauraciones,2024-04-01,4,0,6,8,7,6,15,16,8,5,0,0,0,0,75
GUAYARAMERIN,atencion odontologica,restauraciones,2024-04-01,47,120,377,419,104,283,297,786,146,58,0,0,0,0,2637
GUTIERREZ,atencion odontologica,restauraciones,2024-04-01,0,0,5,4,10,14,10,29,0,0,0,0,0,0,72
HUACARAJE,atencion odontologica,restauraciones,2024-04-01,1,1,5,12,1,2,2,24,3,4,0,0,0,0,55
HUACARETA,atencion odontologica,restauraciones,2024-04-01,4,5,23,20,15,13,57,96,12,5,0,0,0,0,250
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2024-04-01,1,2,4,38,5,2,10,25,0,0,0,0,0,0,87
HUACHACALLA,atencion odontologica,restauraciones,2024-04-01,1,0,5,3,0,1,6,8,1,2,0,0,0,0,27
HUANUNI,atencion odontologica,restauraciones,2024-04-01,37,27,67,104,39,93,160,177,24,10,0,0,0,0,738
HUARINA,atencion odontologica,restauraciones,2024-04-01,1,5,1,16,4,21,18,57,3,0,0,0,0,0,126
HUATAJATA,atencion odontologica,restauraciones,2024-04-01,3,4,13,28,11,45,6,54,2,1,0,0,0,0,167
HUAYLLAMARCA,atencion odontologica,restauraciones,2024-04-01,1,4,6,1,6,10,11,16,1,7,0,0,0,0,63
HUMANATA,atencion odontologica,restauraciones,2024-04-01,7,0,23,5,4,5,9,18,8,4,0,0,0,0,83
ICHOCA,atencion odontologica,restauraciones,2024-04-01,0,3,12,5,4,0,2,6,0,0,0,0,0,0,32
ICLA,atencion odontologica,restauraciones,2024-04-01,11,7,43,49,23,28,23,123,0,1,0,0,0,0,308
INCAHUASI,atencion odontologica,restauraciones,2024-04-01,5,5,18,4,9,18,8,92,2,1,0,0,0,0,162
INQUISIVI,atencion odontologica,restauraciones,2024-04-01,5,5,19,36,31,37,22,81,2,5,0,0,0,0,243
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2024-04-01,18,29,79,85,31,44,68,172,10,8,0,0,0,0,544
IXIAMAS,atencion odontologica,restauraciones,2024-04-01,4,2,12,13,16,14,11,34,3,0,0,0,0,0,109
JESUS DE MACHACA,atencion odontologica,restauraciones,2024-04-01,17,16,22,35,16,46,31,93,9,16,0,0,0,0,301
LA ASUNTA,atencion odontologica,restauraciones,2024-04-01,18,26,93,104,66,136,107,232,6,3,0,0,0,0,791
LA GUARDIA,atencion odontologica,restauraciones,2024-04-01,14,17,33,33,6,35,54,200,11,3,0,0,0,0,406
LA PAZ,atencion odontologica,restauraciones,2024-04-01,892,889,1752,1738,722,1057,3085,5382,978,808,0,0,0,0,17303
LA RIVERA,atencion odontologica,restauraciones,2024-04-01,2,0,5,4,0,2,0,6,0,0,0,0,0,0,19
LAGUNILLAS,atencion odontologica,restauraciones,2024-04-01,6,2,10,8,10,14,12,60,8,6,0,0,0,0,136
LAJA,atencion odontologica,restauraciones,2024-04-01,44,39,36,25,16,23,23,71,7,3,0,0,0,0,287
LAS CARRERAS,atencion odontologica,restauraciones,2024-04-01,0,5,13,2,19,7,27,56,0,3,0,0,0,0,132
LICOMA PAMPA,atencion odontologica,restauraciones,2024-04-01,0,18,5,7,6,4,3,7,0,0,0,0,0,0,50
LLALLAGUA,atencion odontologica,restauraciones,2024-04-01,13,20,47,30,24,31,46,183,2,13,0,0,0,0,409
LLICA,atencion odontologica,restauraciones,2024-04-01,0,0,1,5,3,2,3,8,0,0,0,0,0,0,22
LORETO,atencion odontologica,restauraciones,2024-04-01,0,0,0,0,0,0,1,7,0,0,0,0,0,0,8
LURIBAY,atencion odontologica,restauraciones,2024-04-01,3,14,25,13,2,9,11,34,8,8,0,0,0,0,127
MACHACAMARCA,atencion odontologica,restauraciones,2024-04-01,2,9,33,9,9,12,26,52,31,28,0,0,0,0,211
MACHARETI,atencion odontologica,restauraciones,2024-04-01,8,5,22,34,2,7,10,43,4,0,0,0,0,0,135
MAGDALENA,atencion odontologica,restauraciones,2024-04-01,0,1,3,6,4,6,7,25,2,1,0,0,0,0,55
MAIRANA,atencion odontologica,restauraciones,2024-04-01,10,10,3,22,6,19,22,104,1,1,0,0,0,0,198
MALLA,atencion odontologica,restauraciones,2024-04-01,4,3,4,3,0,1,1,2,0,0,0,0,0,0,18
MAPIRI,atencion odontologica,restauraciones,2024-04-01,7,3,6,7,3,5,9,34,1,0,0,0,0,0,75
MECAPACA,atencion odontologica,restauraciones,2024-04-01,8,32,30,61,13,49,58,96,5,2,0,0,0,0,354
MINEROS,atencion odontologica,restauraciones,2024-04-01,2,0,4,8,6,8,4,35,0,1,0,0,0,0,68
MIZQUE,atencion odontologica,restauraciones,2024-04-01,14,13,32,33,2,24,21,90,20,3,0,0,0,0,252
MOCOMOCO,atencion odontologica,restauraciones,2024-04-01,10,8,21,19,29,42,70,54,9,10,0,0,0,0,272
MOJINETE,atencion odontologica,restauraciones,2024-04-01,0,2,1,0,0,0,3,1,1,0,0,0,0,0,8
MOJOCOYA,atencion odontologica,restauraciones,2024-04-01,1,11,47,70,12,29,11,78,2,1,0,0,0,0,262
MONTEAGUDO,atencion odontologica,restauraciones,2024-04-01,22,37,151,133,40,33,138,311,14,15,0,0,0,0,894
MONTERO,atencion odontologica,restauraciones,2024-04-01,23,34,59,91,25,71,122,282,36,19,0,0,0,0,762
MORO MORO,atencion odontologica,restauraciones,2024-04-01,1,0,6,3,1,11,15,10,0,0,0,0,0,0,47
MOROCHATA,atencion odontologica,restauraciones,2024-04-01,3,11,4,16,21,23,22,54,7,21,0,0,0,0,182
NAZACARA DE PACAJES,atencion odontologica,restauraciones,2024-04-01,0,0,1,1,0,6,2,8,0,0,0,0,0,0,18
OCURI,atencion odontologica,restauraciones,2024-04-01,2,2,15,16,9,11,8,32,0,1,0,0,0,0,96
OKINAWA,atencion odontologica,restauraciones,2024-04-01,3,1,2,8,2,4,12,23,4,0,0,0,0,0,59
OMEREQUE,atencion odontologica,restauraciones,2024-04-01,4,2,4,13,0,4,1,6,1,3,0,0,0,0,38
ORURO,atencion odontologica,restauraciones,2024-04-01,282,315,476,677,248,397,1468,2469,329,222,0,0,0,0,6883
PADCAYA,atencion odontologica,restauraciones,2024-04-01,4,1,9,18,6,9,19,60,2,3,0,0,0,0,131
PADILLA,atencion odontologica,restauraciones,2024-04-01,6,9,34,65,8,16,74,80,4,8,0,0,0,0,304
PAILON,atencion odontologica,restauraciones,2024-04-01,6,6,17,17,2,23,13,63,4,1,0,0,0,0,152
PALCA,atencion odontologica,restauraciones,2024-04-01,34,37,49,65,33,38,46,107,5,4,0,0,0,0,418
PALOS BLANCOS,atencion odontologica,restauraciones,2024-04-01,30,17,83,89,50,57,84,182,9,6,0,0,0,0,607
PAMPA AULLAGAS,atencion odontologica,restauraciones,2024-04-01,0,0,9,12,1,4,7,14,3,1,0,0,0,0,51
