,group,variable,month,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 5 A 13 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 14 A 19 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 20 A 59 AÑOS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR EMB,CIRUGIA BUCOMAXILOFACIAL MENOR POST,CIRUGIA BUCOMAXILOFACIAL MENOR POST,TOTALES
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,2,3,0,5,2,8,15,1,0,0,0,0,36
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,2,0,1,0,1,0,4,0,0,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,2,1,4,3,1,0,5,9,12,5,0,0,0,0,42
LURIBAY,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MAIRANA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,3,0,10,6,4,0,0,8,8,1,0,0,0,0,40
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,5,6,6,5,9,21,47,8,5,0,0,0,0,112
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PAMPA GRANDE,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POCONA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
POROMA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,1,0,3,0,2,1,2,5,0,1,0,0,0,0,15
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,5,8,0,0,1,0,0,0,0,0,0,0,14
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,2,3,2,2,6,7,4,4,0,0,0,0,30
SAN BENITO,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3
SAN BORJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,1,5,5,2,3,3,12,0,0,0,0,0,0,31
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,5,0,4,13,0,0,0,0,0,0,22
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,1,0,0,0,1,5,2,1,0,0,0,0,10
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,13,14,16,9,1,3,17,29,12,4,0,0,0,0,118
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SICAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
SIPE SIPE,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,4,1,8,17,1,2,10,11,15,17,0,0,0,0,86
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,2,2,1,3,0,8,0,1,0,0,0,0,17
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,4,5,6,7,9,11,13,4,7,2,0,0,0,0,68
TIRAQUE (CBBA),atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,13,14,5,5,17,25,2,1,0,0,0,0,82
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,1,0,3,2,0,2,2,4,2,1,0,0,0,0,17
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,2,3,0,1,0,0,1,2,0,0,0,0,9
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,2,1,2,3,2,2,0,0,0,0,0,12
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,7,3,2,9,13,0,5,0,0,0,0,39
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,5,5,4,5,24,25,6,1,0,0,0,0,75
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
CORO CORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,8,5,1,1,9,2,4,0,0,0,0,0,30
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,4,1,0,2,1,6,4,0,0,0,0,18
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,1,5,7,3,5,11,29,0,4,0,0,0,0,65
EL PUENTE(TJA),atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,5,4,0,3,5,20,3,0,0,0,0,0,40
GUTIERREZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,1,0,8,3,12,36,20,2,0,0,0,0,82
LLALLAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,3,5,0,1,1,7,2,3,0,0,0,0,22
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,1,10,4,0,0,7,8,5,2,0,0,0,0,38
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,5
MOROCHATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,0,1,2,2,5,4,12,4,1,0,0,0,0,32
OCURI,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,5,2,3,5,20,23,3,5,0,0,0,0,66
PADCAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PALCA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,0,5,7,1,1,8,19,4,2,0,0,0,0,48
PUERTO VILLARROEL,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
QUIME,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,3,2,0,1,0,2,0,2,0,0,0,0,10
RIBERALTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,2,0,0,0,0,1,3,3,0,2,0,0,0,0,11
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,1,0,3,8,0,0,0,0,0,0,12
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,3,3,3,2,0,5,9,1,1,0,0,0,0,27
SANTA ROSA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,0,2,0,0,0,2,3,0,0,0,0,0,0,8
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,1,1,8,1,0,2,3,6,2,4,0,0,0,0,28
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,2,0,1,1,4,6,8,10,0,0,0,0,32
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,4,2,2,0,7,4,4,0,0,0,0,0,0,23
TORO TORO,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,4,3,2,1,3,9,0,0,0,0,0,0,22
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,2,0,5,14,3,5,8,11,3,2,0,0,0,0,53
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,1,3,2,0,5,11,0,5,0,0,0,0,27
VIACHA,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,2,0,1,0,19,0,0,0,0,0,0,22
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2024-06-01,0,0,0,1,1,2,2,9,0,0,0,0,0,0,15
APOLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,0,0,0,1,8,0,0,0,0,0,0,10
CAJUATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,3,6,5,2,2,3,1,1,0,0,0,0,23
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,2,0,1,9,1,0,0,2,3,3,0,0,0,0,21
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,1,1,4,1,13,0,0,0,0,0,0,21
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,1,6,9,28,34,2,3,0,0,0,0,83
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,1,4,5,3,2,0,1,0,2,0,0,0,0,18
COROICO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,1,0,10,10,0,3,4,15,3,5,0,0,0,0,51
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,4,2,0,2,2,0,0,0,0,0,0,0,10
EL TORNO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,3,0,0,3,5,1,2,0,0,0,0,14
ENTRE RIOS CBBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,0,2,0,1,2,0,0,0,0,0,0,6
EXALTACION,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
INQUISIVI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,2,2,21,14,14,31,4,5,0,0,0,0,93
LORETO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,2,0,1,0,0,3,2,0,0,0,0,0,8
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,8,1,71,49,23,31,31,77,4,7,0,0,0,0,302
PADCAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PADILLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
POROMA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,7,3,2,1,6,15,15,3,0,0,0,0,52
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,1,10,12,0,0,1,11,0,2,0,0,0,0,37
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
RURRENABAQUE,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,1,1,1,8,0,2,0,0,0,0,13
SAMAIPATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,3,4,3,2,4,18,0,5,0,0,0,0,39
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,14,25,80,70,19,44,75,159,22,14,0,0,0,0,522
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,1,0,7,9,4,7,6,13,6,3,0,0,0,0,56
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,2,0,11,0,4,5,1,1,0,0,0,0,24
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,6,1,0,2,0,2,0,0,0,0,0,0,11
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,7,5,1,4,4,8,0,1,0,0,0,0,30
TUPIZA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,8,1,5,1,7,1,5,7,0,0,0,0,35
UYUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,3,0,0,4,1,0,2,0,0,0,0,0,10
VILLA MONTES,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,2,0,0,2,1,1,1,1,0,0,0,0,8
VILLA SERRANO,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,1,0,0,1,2,3,0,0,0,0,0,7
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,4,3,3,1,2,2,0,1,0,0,0,0,16
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
YACUIBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
YAPACANI,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,4,10,0,0,0,0,0,0,0,0,0,0,14
YOCALLA,atencion odontologica,cirugia bucomaxilofacial menor,2024-07-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,2,0,1,1,1,4,0,0,0,0,0,9
ARAMPAMPA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,2,6,0,0,0,0,0,0,8
CABEZAS,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11
CARACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,0,4,8,0,1,1,3,2,1,0,0,0,0,21
CARIPUYO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
CHARAGUA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHIMORE,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,3,4,5,8,28,45,8,8,0,0,0,0,109
COLQUECHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,4,0,1,1,2,4,7,0,0,0,0,19
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,1,0,1,0,1,14,3,0,2,0,0,0,0,23
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,2,1,2,3,0,0,0,0,0,0,8
ENTRE RIOS CBBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,1,1,1,0,6,0,0,0,0,0,0,9
GENERAL SAAVEDRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,1,1,0,0,0,2,0,0,0,0,4
INQUISIVI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,2,1,6,0,4,0,0,0,0,13
JESUS DE MACHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
LA GUARDIA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,5,1,1,0,0,0,0,8
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,1,5,9,0,0,10,10,2,4,0,0,0,0,41
MONTEAGUDO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,5,0,0,1,3,2,1,0,0,0,0,0,12
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,3,0,1,0,0,0,0,5
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,5,1,23,24,8,23,36,93,7,27,0,0,0,0,247
POTOSI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
PUERTO ACOSTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,0,5,0,3,0,1,16,6,7,0,0,0,0,39
PUNATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,6,3,0,0,0,1,0,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SACABA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,2,2,3,1,6,11,1,6,0,0,0,0,32
SAN ANDRES,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,1,10,18,20,15,14,9,6,2,0,0,0,0,95
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,3,1,9,2,1,0,5,2,5,0,0,0,0,28
SAN CARLOS,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN IGNACIO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,2,0,0,1,5,3,0,0,0,0,0,0,11
SAN JULIAN,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,14,7,1,0,13,26,5,8,0,0,0,0,74
SAN RAFAEL,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,1,0,0,1,2,12,4,0,0,0,0,0,20
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,1,1,0,3,0,0,0,0,0,0,5
SAPAHAQUI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,1,4,3,1,2,9,2,2,0,0,0,0,0,25
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
SORATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SUCRE,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,1,1,1,3,2,4,12,32,27,0,0,0,0,84
TARATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,5,0,0,2,5,10,1,0,0,0,0,0,23
TIQUIPAYA,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,1,0,0,1,3,1,0,0,0,0,0,0,6
VILLA TUNARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,1,1,4,8,2,8,6,11,0,1,0,0,0,0,42
VILLAZON,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
VINTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
WARNES,atencion odontologica,cirugia bucomaxilofacial menor,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
AZURDUY,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,1,0,2,8,1,0,22,11,5,3,0,0,0,0,53
BUENA VISTA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
CARAPARI,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,2,0,0,0,0,0,0,1,2,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,2,0,1,1,2,9,1,0,0,0,0,0,16
COBIJA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COCHABAMBA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,1,0,8,9,24,37,19,1,0,0,0,0,99
COLQUENCHA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,5,0,3,4,10,1,1,0,0,0,0,24
COLQUIRI,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,2,2,1,2,3,0,4,3,0,0,0,0,17
COTAGAITA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,4,2,1,0,6,9,4,7,0,0,0,0,33
EL ALTO,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
EL VILLAR,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,2,3,0,0,0,9,2,0,0,0,0,0,16
ENTRE RIOS TRJ,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,1,0,1,2,1,1,0,0,0,0,0,6
HUANUNI,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,1,1,1,1,6,8,0,0,0,0,0,0,18
LA PAZ,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,1,62,45,14,21,42,68,14,11,0,0,0,0,278
MAGDALENA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,5,0,1,0,0,0,0,0,0,0,0,6
MECAPACA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,0,2,1,2,3,3,9,0,0,0,0,0,20
MONTERO,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,0,1,0,0,1,2,2,0,0,0,0,0,0,6
MOROCHATA,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,0,1,0,3,0,0,3,4,0,0,0,0,0,0,11
ORURO,atencion odontologica,cirugia bucomaxilofacial menor,2024-09-01,6,3,5,1,4,12,28,107,9,11,0,0,0,0,186
