,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES
PUERTO CARABUCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,5,15,3,0,1,0,0,0,0,25
PUERTO PEREZ,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8
PUERTO RICO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO SUAREZ,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PUERTO VILLARROEL,atencion odontologica,endodoncia,2024-03-01,7,3,2,8,2,7,5,24,0,0,0,0,0,0,58
PUNA,atencion odontologica,endodoncia,2024-03-01,0,0,0,2,0,0,3,9,2,2,0,0,0,0,18
PUNATA,atencion odontologica,endodoncia,2024-03-01,0,4,9,1,1,0,7,14,3,11,0,0,0,0,50
QUIABAYA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,endodoncia,2024-03-01,6,18,16,27,21,17,56,109,24,26,0,0,0,0,320
QUIME,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,1,6,18,19,0,0,0,0,0,0,45
QUIRUSILLAS,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,9,0,0,0,0,0,0,11
RAVELO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
REYES,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,0,2,2,0,6,0,0,0,0,11
RIBERALTA,atencion odontologica,endodoncia,2024-03-01,2,1,8,4,10,0,8,56,12,6,0,0,0,0,107
ROBORE,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,2,3,7,0,0,0,0,0,0,13
RURRENABAQUE,atencion odontologica,endodoncia,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SABAYA,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,5,2,0,0,0,0,0,0,8
SACABA,atencion odontologica,endodoncia,2024-03-01,6,0,11,8,3,12,55,35,5,10,0,0,0,0,145
SACABAMBA,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,2,1,1,0,1,0,0,0,0,6
SACACA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAIPINA,atencion odontologica,endodoncia,2024-03-01,0,0,2,2,0,4,1,4,0,0,0,0,0,0,13
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2024-03-01,0,1,3,3,0,1,2,6,4,1,0,0,0,0,21
SAMAIPATA,atencion odontologica,endodoncia,2024-03-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
SAN ANDRES,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
SAN ANTONIO DE LOMERIO,atencion odontologica,endodoncia,2024-03-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SAN BENITO,atencion odontologica,endodoncia,2024-03-01,0,1,0,3,0,0,1,8,4,1,0,0,0,0,18
SAN BORJA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,1,1,0,9,0,0,0,0,0,0,11
SAN BUENA VENTURA,atencion odontologica,endodoncia,2024-03-01,1,0,0,1,0,0,0,11,0,1,0,0,0,0,14
SAN CARLOS,atencion odontologica,endodoncia,2024-03-01,4,4,11,13,3,16,9,20,4,2,0,0,0,0,86
SAN IGNACIO,atencion odontologica,endodoncia,2024-03-01,0,0,2,3,0,2,12,23,0,0,0,0,0,0,42
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,endodoncia,2024-03-01,2,1,2,0,1,0,0,2,0,0,0,0,0,0,8
SAN JOAQUIN,atencion odontologica,endodoncia,2024-03-01,0,0,2,0,3,3,2,3,3,0,0,0,0,0,16
SAN JULIAN,atencion odontologica,endodoncia,2024-03-01,7,6,2,8,0,2,7,5,2,0,0,0,0,0,39
SAN LORENZO(PND),atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN LORENZO(TJA),atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20
SAN LUCAS,atencion odontologica,endodoncia,2024-03-01,1,1,1,6,7,7,4,21,1,4,0,0,0,0,53
SAN MATIAS,atencion odontologica,endodoncia,2024-03-01,0,1,5,5,1,5,4,6,0,0,0,0,0,0,27
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,4,1,9,24,0,0,0,0,0,0,39
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2024-03-01,0,1,0,2,0,3,3,12,0,0,0,0,0,0,21
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE MACHA,atencion odontologica,endodoncia,2024-03-01,2,1,7,1,6,2,11,25,1,0,0,0,0,0,56
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2024-03-01,2,2,0,0,0,1,1,2,0,0,0,0,0,0,8
SAN RAMON BENI,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SANTA ANA,atencion odontologica,endodoncia,2024-03-01,0,0,1,2,0,0,0,1,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2024-03-01,82,59,245,179,63,73,446,683,185,109,0,0,0,0,2124
SANTA ROSA,atencion odontologica,endodoncia,2024-03-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2024-03-01,1,0,2,0,2,0,0,6,0,0,0,0,0,0,11
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2024-03-01,0,0,5,3,0,3,2,5,7,3,0,0,0,0,28
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2024-03-01,1,2,1,5,0,1,4,5,1,0,0,0,0,0,20
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,2,0,2,1,1,0,0,0,0,7
SANTIVAÑES,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,8,0,0,0,0,0,0,0,9
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2024-03-01,0,5,0,0,0,0,1,1,1,0,0,0,0,0,8
SAPAHAQUI,atencion odontologica,endodoncia,2024-03-01,2,1,3,0,1,0,0,0,0,0,0,0,0,0,7
SENA,atencion odontologica,endodoncia,2024-03-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
SHINAOTA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2024-03-01,0,0,0,0,2,0,0,0,5,0,0,0,0,0,7
SICAYA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,endodoncia,2024-03-01,1,0,0,2,4,0,3,5,1,3,0,0,0,0,19
SOPACHUY,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
SORACACHI,atencion odontologica,endodoncia,2024-03-01,2,3,0,3,1,5,1,2,1,0,0,0,0,0,18
SUCRE,atencion odontologica,endodoncia,2024-03-01,70,36,110,130,32,63,131,259,21,18,0,0,0,0,870
TACACHI,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
TACACOMA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
TACOBAMBA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
TACOPAYA,atencion odontologica,endodoncia,2024-03-01,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3
TAPACARI,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,6
TARABUCO,atencion odontologica,endodoncia,2024-03-01,0,1,0,2,2,3,1,7,0,1,0,0,0,0,17
TARACO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
TARATA,atencion odontologica,endodoncia,2024-03-01,0,0,0,2,0,0,4,4,0,0,0,0,0,0,10
TARIJA,atencion odontologica,endodoncia,2024-03-01,14,25,69,125,17,20,160,318,55,39,0,0,0,0,842
TARVITA,atencion odontologica,endodoncia,2024-03-01,1,1,4,2,0,8,13,8,0,1,0,0,0,0,38
TEOPONTE,atencion odontologica,endodoncia,2024-03-01,0,0,2,2,0,2,3,1,0,1,0,0,0,0,11
TIAHUANACU,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,4,5,4,1,0,0,0,0,0,14
TINGUIPAYA,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,1,2,2,4,2,4,0,0,0,0,16
TIPUANI,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,endodoncia,2024-03-01,5,1,9,5,0,3,5,8,2,2,0,0,0,0,40
TIRAQUE (CBBA),atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,3,3,2,0,0,0,0,0,0,9
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4
TOCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,2,0,1,0,3,1,0,0,0,0,0,7
TODOS SANTOS,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TOLATA,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
TOLEDO,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,endodoncia,2024-03-01,0,0,1,0,0,1,1,4,0,1,0,0,0,0,8
TOMINA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,14,3,1,0,0,0,0,0,18
TORO TORO,atencion odontologica,endodoncia,2024-03-01,0,0,3,3,3,1,8,2,0,0,0,0,0,0,20
TOTORA(CBBA),atencion odontologica,endodoncia,2024-03-01,0,1,2,3,0,5,2,5,0,0,0,0,0,0,18
TOTORA(ORR),atencion odontologica,endodoncia,2024-03-01,0,0,1,1,0,0,2,2,0,0,0,0,0,0,6
TRIGAL,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,endodoncia,2024-03-01,4,11,27,24,20,13,29,70,17,0,0,0,0,0,215
TUPIZA,atencion odontologica,endodoncia,2024-03-01,16,2,8,6,0,8,19,21,7,0,0,0,0,0,87
TURCO,atencion odontologica,endodoncia,2024-03-01,0,0,0,2,2,1,2,4,2,0,0,0,0,0,13
UNCIA,atencion odontologica,endodoncia,2024-03-01,2,0,2,9,2,1,2,5,4,0,0,0,0,0,27
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,31,0,0,0,0,0,0,0,31
UYUNI,atencion odontologica,endodoncia,2024-03-01,4,1,1,7,1,0,16,20,2,4,0,0,0,0,56
VACAS,atencion odontologica,endodoncia,2024-03-01,1,0,1,3,1,0,0,2,0,0,0,0,0,0,8
VALLEGRANDE,atencion odontologica,endodoncia,2024-03-01,3,0,1,2,1,0,5,8,3,2,0,0,0,0,25
VIACHA,atencion odontologica,endodoncia,2024-03-01,2,11,17,19,5,9,13,45,10,4,0,0,0,0,135
VILA VILA,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,2,1,0,0,0,0,0,0,4
VILLA CHARCAS,atencion odontologica,endodoncia,2024-03-01,0,2,6,2,3,1,4,14,1,0,0,0,0,0,33
VILLA MONTES,atencion odontologica,endodoncia,2024-03-01,6,5,9,5,3,0,14,20,2,0,0,0,0,0,64
VILLA RIVERO,atencion odontologica,endodoncia,2024-03-01,0,1,0,0,0,0,5,0,0,0,0,0,0,0,6
VILLA SERRANO,atencion odontologica,endodoncia,2024-03-01,0,0,1,2,0,4,5,8,0,0,0,0,0,0,20
VILLA TUNARI,atencion odontologica,endodoncia,2024-03-01,3,1,7,8,2,8,25,24,5,5,0,0,0,0,88
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
VILLAZON,atencion odontologica,endodoncia,2024-03-01,15,13,17,22,9,21,28,65,18,1,0,0,0,0,209
VINTO,atencion odontologica,endodoncia,2024-03-01,5,3,7,5,3,6,9,7,2,3,0,0,0,0,50
VITICHI,atencion odontologica,endodoncia,2024-03-01,2,0,10,9,0,1,17,27,1,0,0,0,0,0,67
WALDO BALLIVIAN,atencion odontologica,endodoncia,2024-03-01,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4
WARNES,atencion odontologica,endodoncia,2024-03-01,2,5,12,26,3,1,16,26,1,1,0,0,0,0,93
YACO,atencion odontologica,endodoncia,2024-03-01,0,0,0,1,0,0,2,2,0,0,0,0,0,0,5
YACUIBA,atencion odontologica,endodoncia,2024-03-01,2,2,6,10,1,6,37,24,3,0,0,0,0,0,91
YAMPARAEZ,atencion odontologica,endodoncia,2024-03-01,0,2,0,0,3,4,4,6,9,1,0,0,0,0,29
YANACACHI,atencion odontologica,endodoncia,2024-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
YAPACANI,atencion odontologica,endodoncia,2024-03-01,1,6,3,10,2,2,2,3,0,0,0,0,0,0,29
YOCALLA,atencion odontologica,endodoncia,2024-03-01,4,3,4,3,1,2,8,13,0,0,0,0,0,0,38
YOTALA,atencion odontologica,endodoncia,2024-03-01,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4
YUNCHARA,atencion odontologica,endodoncia,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ZUDAÑEZ,atencion odontologica,endodoncia,2024-03-01,0,0,1,1,0,4,1,2,0,2,0,0,0,0,11
ACACIO,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,0,2,2,0,0,0,0,0,0,5
ACHACACHI,atencion odontologica,endodoncia,2024-04-01,1,6,8,5,4,5,11,13,2,0,0,0,0,0,55
ACHOCALLA,atencion odontologica,endodoncia,2024-04-01,1,0,6,2,0,5,3,4,0,0,0,0,0,0,21
AIQUILE,atencion odontologica,endodoncia,2024-04-01,0,1,0,0,0,0,5,17,11,7,0,0,0,0,41
ALALAY,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
ALCALA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,2,1,7,0,0,0,0,0,0,10
ALTO BENI,atencion odontologica,endodoncia,2024-04-01,0,0,1,3,1,2,4,6,5,0,0,0,0,0,22
ANCORAIMES,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,1,6,3,6,0,0,0,0,0,0,16
ANDAMARCA,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,1,0,2,2,0,3,0,0,0,0,9
ANTEQUERA,atencion odontologica,endodoncia,2024-04-01,1,0,0,3,0,2,2,5,0,0,0,0,0,0,13
ANZALDO,atencion odontologica,endodoncia,2024-04-01,4,0,1,2,0,1,3,8,1,0,0,0,0,0,20
APOLO,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,1,0,3,0,0,0,0,0,0,5
ARAMPAMPA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ARANI,atencion odontologica,endodoncia,2024-04-01,1,1,0,1,1,2,5,8,1,1,0,0,0,0,21
ARBIETO,atencion odontologica,endodoncia,2024-04-01,0,5,9,6,4,2,5,6,1,1,0,0,0,0,39
ARQUE,atencion odontologica,endodoncia,2024-04-01,0,0,3,6,1,4,1,7,0,0,0,0,0,0,22
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2024-04-01,0,1,8,6,0,1,2,14,1,4,0,0,0,0,37
ATOCHA,atencion odontologica,endodoncia,2024-04-01,6,2,12,13,7,9,20,23,3,1,0,0,0,0,96
AUCAPATA,atencion odontologica,endodoncia,2024-04-01,0,2,2,7,1,3,5,5,0,0,0,0,0,0,25
AYATA,atencion odontologica,endodoncia,2024-04-01,0,0,0,1,2,2,1,5,0,0,0,0,0,0,11
AYO AYO,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2024-04-01,2,1,10,8,6,25,50,53,0,1,0,0,0,0,156
AZURDUY,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17
BATALLAS,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BELEN DE URMIRI,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,endodoncia,2024-04-01,0,0,4,8,2,2,27,45,4,4,0,0,0,0,96
BETANZOS,atencion odontologica,endodoncia,2024-04-01,0,0,7,3,0,0,7,15,0,0,0,0,0,0,32
BOLIVAR,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BOYUIBE,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BUENA VISTA,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,2,0,1,0,1,0,0,0,0,5
CABEZAS,atencion odontologica,endodoncia,2024-04-01,0,1,1,6,3,3,2,15,0,0,0,0,0,0,31
CAIROMA,atencion odontologica,endodoncia,2024-04-01,2,0,3,2,3,6,4,11,0,0,0,0,0,0,31
"CAIZA ""D""",atencion odontologica,endodoncia,2024-04-01,1,2,5,2,0,1,2,3,1,0,0,0,0,0,17
CAJUATA,atencion odontologica,endodoncia,2024-04-01,0,1,1,0,0,0,1,2,0,0,0,0,0,0,5
CALAMARCA,atencion odontologica,endodoncia,2024-04-01,0,0,2,7,5,3,3,4,0,0,0,0,0,0,24
CAMARGO,atencion odontologica,endodoncia,2024-04-01,0,4,11,10,4,1,7,19,2,6,0,0,0,0,64
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
CAMIRI,atencion odontologica,endodoncia,2024-04-01,1,0,13,26,10,7,28,37,0,1,0,0,0,0,123
CAPINOTA,atencion odontologica,endodoncia,2024-04-01,0,0,1,1,5,2,7,23,0,1,0,0,0,0,40
CAQUIAVIRI,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,1,9,0,1,3,0,0,0,0,14
CARACOLLO,atencion odontologica,endodoncia,2024-04-01,7,0,3,2,1,1,4,10,1,3,0,0,0,0,32
CARANAVI,atencion odontologica,endodoncia,2024-04-01,3,2,4,4,8,20,10,21,29,0,0,0,0,0,101
CARAPARI,atencion odontologica,endodoncia,2024-04-01,1,1,4,4,0,3,21,14,0,0,0,0,0,0,48
CARIPUYO,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
CATACORA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CHACARILLA,atencion odontologica,endodoncia,2024-04-01,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3
CHALLAPATA,atencion odontologica,endodoncia,2024-04-01,1,1,0,3,1,1,1,4,0,1,0,0,0,0,13
CHAQUI,atencion odontologica,endodoncia,2024-04-01,0,2,2,7,1,0,6,5,0,1,0,0,0,0,24
CHARAGUA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
CHAYANTA,atencion odontologica,endodoncia,2024-04-01,0,4,0,0,0,1,1,5,4,0,0,0,0,0,15
CHIMORE,atencion odontologica,endodoncia,2024-04-01,0,1,3,1,1,0,6,8,0,1,0,0,0,0,21
CHUA COCANI,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2024-04-01,6,0,4,2,0,1,3,7,0,0,0,0,0,0,23
CHUMA,atencion odontologica,endodoncia,2024-04-01,0,0,2,0,0,3,4,8,2,0,0,0,0,0,19
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2024-04-01,0,3,3,8,1,3,3,4,0,0,0,0,0,0,25
CKOCHAS,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
CLIZA,atencion odontologica,endodoncia,2024-04-01,0,0,2,2,1,2,4,6,2,2,0,0,0,0,21
COBIJA,atencion odontologica,endodoncia,2024-04-01,12,3,13,12,0,6,28,59,0,3,0,0,0,0,136
COCAPATA,atencion odontologica,endodoncia,2024-04-01,1,0,0,0,0,0,3,2,0,0,0,0,0,0,6
COCHABAMBA,atencion odontologica,endodoncia,2024-04-01,30,50,120,106,28,45,237,383,120,98,0,0,0,0,1217
COLCAPIRHUA,atencion odontologica,endodoncia,2024-04-01,0,2,6,2,1,1,10,5,0,0,0,0,0,0,27
"COLCHA ""K""",atencion odontologica,endodoncia,2024-04-01,2,0,0,1,0,1,8,3,0,0,0,0,0,0,15
COLLANA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,9,5,2,4,0,0,0,0,0,0,20
COLOMI,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
COLPA BELGICA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,9,1,0,0,0,0,0,0,10
COLQUECHACA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,1,23,9,1,2,0,0,0,0,36
COLQUENCHA,atencion odontologica,endodoncia,2024-04-01,0,0,5,2,2,1,0,6,0,0,0,0,0,0,16
COLQUIRI,atencion odontologica,endodoncia,2024-04-01,2,2,13,13,8,10,12,58,0,3,0,0,0,0,121
COMARAPA,atencion odontologica,endodoncia,2024-04-01,0,0,1,19,7,10,14,35,2,0,0,0,0,0,88
COPACABANA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,1,4,2,0,0,0,0,0,0,0,7
CORIPATA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
CORO CORO,atencion odontologica,endodoncia,2024-04-01,2,2,42,24,16,22,49,36,0,2,0,0,0,0,195
COROICO,atencion odontologica,endodoncia,2024-04-01,4,0,2,5,3,5,4,12,4,1,0,0,0,0,40
CORQUE,atencion odontologica,endodoncia,2024-04-01,1,0,0,1,0,0,0,4,0,0,0,0,0,0,6
COTAGAITA,atencion odontologica,endodoncia,2024-04-01,1,2,4,13,13,12,48,33,8,2,0,0,0,0,136
CUATRO CAÑADAS,atencion odontologica,endodoncia,2024-04-01,6,3,4,9,3,0,2,6,0,0,0,0,0,0,33
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2024-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
CUEVO,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5
CULPINA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,1,0,1,0,3,1,0,0,0,0,6
CURVA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,1,2,1,2,0,0,0,0,0,0,6
DESAGUADERO,atencion odontologica,endodoncia,2024-04-01,0,0,2,1,1,0,1,2,0,0,0,0,0,0,7
EL ALTO,atencion odontologica,endodoncia,2024-04-01,56,47,133,107,35,56,108,220,59,25,0,0,0,0,846
EL CHORO,atencion odontologica,endodoncia,2024-04-01,2,3,0,0,0,0,1,0,0,0,0,0,0,0,6
EL PUENTE(STC),atencion odontologica,endodoncia,2024-04-01,3,2,3,7,0,5,12,18,1,5,0,0,0,0,56
EL PUENTE(TJA),atencion odontologica,endodoncia,2024-04-01,0,0,0,2,0,0,4,2,0,0,0,0,0,0,8
EL TORNO,atencion odontologica,endodoncia,2024-04-01,3,0,2,2,1,4,14,13,4,1,0,0,0,0,44
EL VILLAR,atencion odontologica,endodoncia,2024-04-01,1,0,4,0,2,0,0,6,0,0,0,0,0,0,13
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2024-04-01,0,1,3,4,4,2,7,16,0,0,0,0,0,0,37
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,1,5,2,0,0,0,0,0,0,9
ESCARA,atencion odontologica,endodoncia,2024-04-01,0,0,1,0,0,0,0,3,1,0,0,0,0,0,5
ESCOMA,atencion odontologica,endodoncia,2024-04-01,0,0,0,2,0,4,4,3,1,0,0,0,0,0,14
EUCALIPTUS,atencion odontologica,endodoncia,2024-04-01,0,2,0,1,0,1,2,3,0,0,0,0,0,0,9
GAIOC JATUN AYLLU YURA,atencion odontologica,endodoncia,2024-04-01,0,0,0,1,0,1,2,2,2,0,0,0,0,0,8
GENERAL SAAVEDRA,atencion odontologica,endodoncia,2024-04-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncia,2024-04-01,0,1,1,8,6,5,2,4,2,0,0,0,0,0,29
GUANAY,atencion odontologica,endodoncia,2024-04-01,0,0,0,2,0,0,4,13,1,0,0,0,0,0,20
GUAQUI,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,1,2,3,7,0,1,0,0,0,0,14
GUAYARAMERIN,atencion odontologica,endodoncia,2024-04-01,0,2,2,5,3,2,1,11,9,0,0,0,0,0,35
GUTIERREZ,atencion odontologica,endodoncia,2024-04-01,0,1,0,1,0,2,1,6,0,0,0,0,0,0,11
HUACARAJE,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,endodoncia,2024-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
