,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2024-02-01,7,1,6,3,3,10,5,16,3,4,0,0,0,0,58
SANTIVAÑES,atencion odontologica,primera consulta,2024-02-01,7,8,24,23,4,13,16,35,4,6,0,1,0,0,141
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2024-02-01,3,5,3,4,2,3,5,10,3,5,0,3,0,1,47
SAPAHAQUI,atencion odontologica,primera consulta,2024-02-01,13,12,16,17,4,6,20,20,14,4,0,6,0,2,134
SENA,atencion odontologica,primera consulta,2024-02-01,1,1,11,10,6,4,15,35,3,1,0,7,0,3,97
SHINAOTA,atencion odontologica,primera consulta,2024-02-01,8,8,14,21,4,6,22,50,2,4,0,10,0,16,165
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2024-02-01,2,2,4,4,4,8,7,12,4,2,0,1,0,0,50
SICAYA,atencion odontologica,primera consulta,2024-02-01,0,2,4,3,1,4,6,15,0,2,0,0,0,0,37
SIPE SIPE,atencion odontologica,primera consulta,2024-02-01,28,23,44,43,13,31,51,142,73,77,0,9,0,3,537
SOPACHUY,atencion odontologica,primera consulta,2024-02-01,3,4,6,14,4,11,6,23,1,0,0,2,0,0,74
SORACACHI,atencion odontologica,primera consulta,2024-02-01,23,17,62,61,21,29,39,61,104,97,0,6,0,0,520
SORATA,atencion odontologica,primera consulta,2024-02-01,27,15,41,33,10,31,36,23,10,4,0,7,0,1,238
SUCRE,atencion odontologica,primera consulta,2024-02-01,374,471,368,445,172,316,561,1211,139,95,0,268,0,10,4430
TACACHI,atencion odontologica,primera consulta,2024-02-01,0,0,3,0,1,0,3,4,1,2,0,0,0,0,14
TACACOMA,atencion odontologica,primera consulta,2024-02-01,6,4,6,5,2,7,19,19,1,1,0,5,0,1,76
TACOBAMBA,atencion odontologica,primera consulta,2024-02-01,12,13,17,24,15,14,6,17,14,16,0,6,0,3,157
TACOPAYA,atencion odontologica,primera consulta,2024-02-01,1,1,2,5,8,10,15,22,11,10,0,1,0,1,87
TAHUA,atencion odontologica,primera consulta,2024-02-01,2,2,5,3,0,2,2,5,2,1,0,1,0,0,25
TAPACARI,atencion odontologica,primera consulta,2024-02-01,18,23,26,32,21,36,31,58,16,16,0,3,0,2,282
TARABUCO,atencion odontologica,primera consulta,2024-02-01,21,16,12,7,4,18,24,44,9,14,0,11,0,0,180
TARACO,atencion odontologica,primera consulta,2024-02-01,2,5,6,4,7,8,9,25,7,19,0,4,0,0,96
TARATA,atencion odontologica,primera consulta,2024-02-01,0,1,16,17,4,5,15,34,1,4,0,1,0,2,100
TARIJA,atencion odontologica,primera consulta,2024-02-01,92,90,290,331,140,171,492,1100,147,146,0,141,0,4,3144
TARVITA,atencion odontologica,primera consulta,2024-02-01,82,70,32,42,12,31,31,83,4,5,0,12,0,2,406
TEOPONTE,atencion odontologica,primera consulta,2024-02-01,11,7,24,27,5,10,13,20,7,5,0,3,0,0,132
TIAHUANACU,atencion odontologica,primera consulta,2024-02-01,27,33,17,18,8,30,16,66,4,3,0,9,0,9,240
TINGUIPAYA,atencion odontologica,primera consulta,2024-02-01,13,16,20,36,5,15,23,51,26,32,0,9,0,3,249
TIPUANI,atencion odontologica,primera consulta,2024-02-01,2,0,2,1,2,1,6,5,0,1,0,0,0,0,20
TIQUIPAYA,atencion odontologica,primera consulta,2024-02-01,32,39,88,89,24,48,59,154,10,15,0,8,0,6,572
TIRAQUE (CBBA),atencion odontologica,primera consulta,2024-02-01,12,9,24,25,8,18,20,50,7,6,0,0,0,2,181
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2024-02-01,3,5,20,20,1,2,6,18,1,1,0,1,0,0,78
TOCO,atencion odontologica,primera consulta,2024-02-01,3,2,17,26,0,3,11,11,2,2,0,2,0,0,79
TODOS SANTOS,atencion odontologica,primera consulta,2024-02-01,0,2,3,0,2,0,1,3,1,1,0,0,0,0,13
TOLATA,atencion odontologica,primera consulta,2024-02-01,4,8,6,4,3,4,8,20,1,4,0,1,0,0,63
TOLEDO,atencion odontologica,primera consulta,2024-02-01,4,9,11,17,5,16,17,27,13,13,0,3,0,0,135
TOMAVE,atencion odontologica,primera consulta,2024-02-01,13,11,13,21,3,13,15,60,10,8,0,5,0,1,173
TOMINA,atencion odontologica,primera consulta,2024-02-01,21,27,13,23,9,28,26,68,6,10,0,14,0,8,253
TORO TORO,atencion odontologica,primera consulta,2024-02-01,6,3,9,15,5,13,32,38,8,3,0,1,0,0,133
TOTORA(CBBA),atencion odontologica,primera consulta,2024-02-01,15,14,19,27,11,39,20,54,2,5,0,4,0,2,212
TOTORA(ORR),atencion odontologica,primera consulta,2024-02-01,2,3,10,11,1,4,6,7,0,2,0,0,0,0,46
TRIGAL,atencion odontologica,primera consulta,2024-02-01,2,2,2,4,2,2,1,7,1,1,0,0,0,0,24
TRINIDAD,atencion odontologica,primera consulta,2024-02-01,118,122,129,134,55,91,135,321,32,27,0,55,0,4,1223
TUPIZA,atencion odontologica,primera consulta,2024-02-01,30,30,123,130,33,42,81,200,44,51,0,28,0,8,800
TURCO,atencion odontologica,primera consulta,2024-02-01,9,6,13,14,2,3,10,25,7,10,0,5,0,1,105
UMALA,atencion odontologica,primera consulta,2024-02-01,4,5,26,17,8,10,12,25,3,3,0,2,0,0,115
UNCIA,atencion odontologica,primera consulta,2024-02-01,20,17,43,34,12,37,33,106,14,10,0,20,0,2,348
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2024-02-01,8,9,28,29,14,40,57,143,8,14,0,13,0,0,363
URUBICHA,atencion odontologica,primera consulta,2024-02-01,0,2,17,8,3,9,4,30,6,2,0,6,0,0,87
UYUNI,atencion odontologica,primera consulta,2024-02-01,13,10,70,68,15,33,53,94,21,21,0,1,0,0,399
VACAS,atencion odontologica,primera consulta,2024-02-01,4,4,13,11,3,17,9,26,2,6,0,3,0,0,98
VALLEGRANDE,atencion odontologica,primera consulta,2024-02-01,34,27,53,55,18,18,43,104,18,16,0,36,0,1,423
VIACHA,atencion odontologica,primera consulta,2024-02-01,59,56,75,105,24,61,74,176,16,14,0,13,0,1,674
VILA VILA,atencion odontologica,primera consulta,2024-02-01,1,1,6,11,3,6,7,9,2,4,0,1,0,0,51
VILLA CHARCAS,atencion odontologica,primera consulta,2024-02-01,3,5,9,9,7,17,16,34,1,2,0,5,0,0,108
VILLA MONTES,atencion odontologica,primera consulta,2024-02-01,24,23,116,133,48,81,105,284,25,13,0,41,0,1,894
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2024-02-01,4,5,8,10,1,4,0,8,1,1,0,1,0,0,43
VILLA RIVERO,atencion odontologica,primera consulta,2024-02-01,4,7,2,6,4,9,11,35,4,1,0,4,0,0,87
VILLA SERRANO,atencion odontologica,primera consulta,2024-02-01,5,6,9,18,13,11,21,47,3,0,0,4,0,0,137
VILLA TUNARI,atencion odontologica,primera consulta,2024-02-01,43,51,96,114,53,60,83,190,19,6,0,7,0,3,725
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2024-02-01,16,18,16,30,11,16,21,67,4,3,0,5,0,3,210
VILLAZON,atencion odontologica,primera consulta,2024-02-01,87,81,52,68,29,43,49,181,10,17,0,60,0,13,690
VINTO,atencion odontologica,primera consulta,2024-02-01,23,44,47,47,12,31,59,143,13,6,0,1,0,0,426
VITICHI,atencion odontologica,primera consulta,2024-02-01,6,9,35,37,10,16,36,81,8,10,0,8,0,2,258
WALDO BALLIVIAN,atencion odontologica,primera consulta,2024-02-01,4,1,9,8,1,5,9,18,0,3,0,2,0,0,60
WARNES,atencion odontologica,primera consulta,2024-02-01,25,24,60,63,13,18,74,123,8,11,0,13,0,1,433
YACO,atencion odontologica,primera consulta,2024-02-01,12,13,16,20,23,21,19,41,7,0,0,20,0,1,193
YACUIBA,atencion odontologica,primera consulta,2024-02-01,40,36,114,151,68,93,199,478,42,43,0,18,0,0,1282
YAMPARAEZ,atencion odontologica,primera consulta,2024-02-01,9,2,12,6,2,6,8,15,1,2,0,1,0,0,64
YANACACHI,atencion odontologica,primera consulta,2024-02-01,0,4,2,2,1,3,8,10,0,0,0,0,0,0,30
YAPACANI,atencion odontologica,primera consulta,2024-02-01,27,34,23,15,9,27,28,37,15,13,0,9,0,6,243
YOCALLA,atencion odontologica,primera consulta,2024-02-01,9,9,17,21,7,7,15,37,5,5,0,4,0,0,136
YOTALA,atencion odontologica,primera consulta,2024-02-01,8,5,15,16,7,18,12,42,5,3,0,5,0,1,137
YUNCHARA,atencion odontologica,primera consulta,2024-02-01,6,3,16,15,9,10,12,36,6,2,0,1,0,0,116
YUNGUYO DE LITORAL,atencion odontologica,primera consulta,2024-02-01,0,0,2,4,2,2,3,1,0,0,0,0,0,0,14
ZUDAÑEZ,atencion odontologica,primera consulta,2024-02-01,2,9,3,10,3,8,8,10,0,2,0,6,0,0,61
ACACIO,atencion odontologica,primera consulta,2024-03-01,8,11,13,20,4,10,17,31,8,4,0,2,0,0,128
ACHACACHI,atencion odontologica,primera consulta,2024-03-01,29,21,38,44,10,37,63,145,21,23,0,28,0,6,465
ACHOCALLA,atencion odontologica,primera consulta,2024-03-01,85,57,184,194,14,23,18,70,9,6,0,33,0,3,696
AIQUILE,atencion odontologica,primera consulta,2024-03-01,41,53,43,32,4,6,13,30,3,8,0,10,0,1,244
ALALAY,atencion odontologica,primera consulta,2024-03-01,1,0,1,7,2,1,0,1,0,1,0,0,0,0,14
ALCALA,atencion odontologica,primera consulta,2024-03-01,4,2,7,13,7,4,18,35,3,2,0,3,0,4,102
ALTO BENI,atencion odontologica,primera consulta,2024-03-01,27,26,37,44,14,18,41,52,5,5,0,3,0,0,272
ANCORAIMES,atencion odontologica,primera consulta,2024-03-01,7,1,9,14,8,12,12,23,7,12,0,0,0,0,105
ANDAMARCA,atencion odontologica,primera consulta,2024-03-01,11,15,14,28,5,12,11,23,6,6,0,2,0,0,133
ANTEQUERA,atencion odontologica,primera consulta,2024-03-01,6,4,10,13,5,8,17,23,13,15,0,5,0,0,119
ANZALDO,atencion odontologica,primera consulta,2024-03-01,4,10,26,34,3,2,11,18,6,13,0,0,0,0,127
APOLO,atencion odontologica,primera consulta,2024-03-01,11,13,13,26,16,16,22,47,8,3,0,7,0,11,193
ARAMPAMPA,atencion odontologica,primera consulta,2024-03-01,2,1,8,16,6,5,1,11,0,0,0,0,0,0,50
ARANI,atencion odontologica,primera consulta,2024-03-01,1,3,5,9,5,7,9,8,1,2,0,0,0,0,50
ARBIETO,atencion odontologica,primera consulta,2024-03-01,26,24,51,66,9,17,19,91,11,13,0,9,0,8,344
ARQUE,atencion odontologica,primera consulta,2024-03-01,10,9,24,30,14,21,14,44,6,7,0,24,0,5,208
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2024-03-01,42,49,89,111,21,32,41,150,4,7,0,39,0,0,585
ATOCHA,atencion odontologica,primera consulta,2024-03-01,5,8,52,63,14,20,52,75,6,6,0,10,0,1,312
AUCAPATA,atencion odontologica,primera consulta,2024-03-01,6,7,8,10,0,4,22,34,6,4,0,2,0,3,106
AYATA,atencion odontologica,primera consulta,2024-03-01,6,13,17,20,10,22,27,37,6,3,0,2,0,1,164
AYO AYO,atencion odontologica,primera consulta,2024-03-01,9,11,56,52,7,13,19,57,7,8,0,8,0,1,248
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2024-03-01,10,11,36,44,15,25,61,94,4,8,0,5,0,7,320
AZURDUY,atencion odontologica,primera consulta,2024-03-01,0,1,2,6,1,11,7,30,1,1,0,12,0,1,73
BATALLAS,atencion odontologica,primera consulta,2024-03-01,25,25,79,91,8,16,15,56,9,8,0,5,0,0,337
BAURES,atencion odontologica,primera consulta,2024-03-01,2,2,5,10,8,3,8,19,1,1,0,2,0,0,61
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2024-03-01,1,1,4,5,0,1,3,4,3,1,0,1,0,0,24
BELEN DE URMIRI,atencion odontologica,primera consulta,2024-03-01,1,1,1,3,2,15,3,5,3,1,0,0,0,0,35
BELLA FLOR,atencion odontologica,primera consulta,2024-03-01,17,16,22,15,1,5,0,0,0,0,0,1,0,1,78
BERMEJO,atencion odontologica,primera consulta,2024-03-01,35,39,68,85,19,32,82,135,22,15,0,14,0,0,546
BETANZOS,atencion odontologica,primera consulta,2024-03-01,18,30,67,78,19,33,51,109,21,21,0,14,0,3,464
BOLIVAR,atencion odontologica,primera consulta,2024-03-01,2,2,6,3,7,4,6,20,4,3,0,6,0,0,63
BOLPEBRA,atencion odontologica,primera consulta,2024-03-01,2,0,0,3,0,0,0,5,0,0,0,0,0,1,11
BOYUIBE,atencion odontologica,primera consulta,2024-03-01,5,8,16,18,2,4,12,19,4,5,0,0,0,0,93
BUENA VISTA,atencion odontologica,primera consulta,2024-03-01,15,13,14,17,5,13,16,28,1,3,0,0,0,0,125
CABEZAS,atencion odontologica,primera consulta,2024-03-01,38,33,54,55,15,16,34,103,11,8,0,6,0,1,374
CAIROMA,atencion odontologica,primera consulta,2024-03-01,3,2,25,40,3,6,4,18,2,0,0,2,0,0,105
"CAIZA ""D""",atencion odontologica,primera consulta,2024-03-01,36,28,21,18,5,8,23,47,22,51,0,18,0,8,285
CAJUATA,atencion odontologica,primera consulta,2024-03-01,32,27,8,19,4,5,18,26,2,3,0,9,0,0,153
CALACOTO,atencion odontologica,primera consulta,2024-03-01,0,0,5,0,3,0,3,9,0,0,0,0,0,1,21
CALAMARCA,atencion odontologica,primera consulta,2024-03-01,38,38,34,39,15,16,26,72,5,8,0,11,0,0,302
CAMARGO,atencion odontologica,primera consulta,2024-03-01,8,6,3,17,5,8,18,29,3,3,0,9,0,0,109
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2024-03-01,0,0,2,0,0,5,6,7,1,1,0,3,0,0,25
CAMIRI,atencion odontologica,primera consulta,2024-03-01,16,25,90,87,9,28,40,113,16,10,0,23,0,2,459
CAPINOTA,atencion odontologica,primera consulta,2024-03-01,14,30,65,58,20,62,28,101,11,26,0,2,0,0,417
CAQUIAVIRI,atencion odontologica,primera consulta,2024-03-01,8,4,15,18,9,9,15,19,5,6,0,3,0,0,111
CARACOLLO,atencion odontologica,primera consulta,2024-03-01,44,36,136,104,27,57,53,136,30,32,0,33,0,6,694
CARANAVI,atencion odontologica,primera consulta,2024-03-01,23,18,48,69,41,46,54,125,14,4,0,22,0,1,465
CARANGAS,atencion odontologica,primera consulta,2024-03-01,1,0,0,1,1,1,4,3,1,0,0,0,0,0,12
CARAPARI,atencion odontologica,primera consulta,2024-03-01,6,13,38,56,19,17,60,120,12,7,0,0,0,0,348
CARIPUYO,atencion odontologica,primera consulta,2024-03-01,4,3,6,9,1,12,13,22,2,4,0,0,0,2,78
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2024-03-01,5,7,7,5,2,3,5,10,1,1,0,1,0,0,47
CATACORA,atencion odontologica,primera consulta,2024-03-01,1,1,4,10,1,3,3,12,0,1,0,2,0,0,38
CHACARILLA,atencion odontologica,primera consulta,2024-03-01,0,0,12,6,0,1,2,6,1,1,0,1,0,0,30
CHALLAPATA,atencion odontologica,primera consulta,2024-03-01,55,43,87,52,17,39,42,151,42,53,0,57,0,1,639
CHAQUI,atencion odontologica,primera consulta,2024-03-01,5,9,17,17,2,16,17,38,6,6,0,3,0,0,136
CHARAGUA,atencion odontologica,primera consulta,2024-03-01,28,21,40,54,21,32,40,108,8,5,0,11,0,1,369
CHARAÑA,atencion odontologica,primera consulta,2024-03-01,0,2,4,8,1,1,8,10,1,2,0,0,0,1,38
CHAYANTA,atencion odontologica,primera consulta,2024-03-01,14,26,31,33,4,26,31,69,9,8,0,21,0,0,272
CHIMORE,atencion odontologica,primera consulta,2024-03-01,31,32,36,32,28,26,35,60,7,7,0,16,0,5,315
CHIPAYA,atencion odontologica,primera consulta,2024-03-01,18,8,26,25,0,0,1,3,8,10,0,0,0,0,99
CHOQUE COTA,atencion odontologica,primera consulta,2024-03-01,2,0,10,7,2,4,4,6,2,1,0,0,0,0,38
CHUA COCANI,atencion odontologica,primera consulta,2024-03-01,1,4,11,16,12,12,2,9,1,2,0,3,0,0,73
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2024-03-01,20,15,40,32,1,5,13,22,3,0,0,1,0,0,152
CHUMA,atencion odontologica,primera consulta,2024-03-01,13,14,63,70,17,32,37,67,10,9,0,6,0,2,340
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2024-03-01,6,3,17,19,2,8,9,19,10,13,0,7,0,2,115
CKOCHAS,atencion odontologica,primera consulta,2024-03-01,29,24,51,56,27,37,47,105,25,24,0,17,0,1,443
CLIZA,atencion odontologica,primera consulta,2024-03-01,16,10,18,24,3,13,18,45,8,19,0,4,0,0,178
COBIJA,atencion odontologica,primera consulta,2024-03-01,101,140,91,95,21,63,145,288,31,18,0,70,0,52,1115
COCAPATA,atencion odontologica,primera consulta,2024-03-01,30,31,20,30,12,20,30,62,2,3,0,7,0,4,251
COCHABAMBA,atencion odontologica,primera consulta,2024-03-01,190,163,336,313,116,177,512,1117,202,176,0,130,0,20,3452
COIPASA,atencion odontologica,primera consulta,2024-03-01,4,2,2,8,1,1,2,5,1,2,0,2,0,0,30
COLCAPIRHUA,atencion odontologica,primera consulta,2024-03-01,20,22,28,33,18,22,33,104,5,7,0,15,0,18,325
"COLCHA ""K""",atencion odontologica,primera consulta,2024-03-01,7,6,3,7,3,6,9,15,2,6,0,5,0,1,70
COLLANA,atencion odontologica,primera consulta,2024-03-01,0,1,8,10,15,26,9,14,2,2,0,1,0,0,88
COLOMI,atencion odontologica,primera consulta,2024-03-01,10,29,53,65,4,16,33,52,12,8,0,10,0,6,298
COLPA BELGICA,atencion odontologica,primera consulta,2024-03-01,0,2,1,4,2,1,3,9,2,0,0,0,0,0,24
COLQUECHACA,atencion odontologica,primera consulta,2024-03-01,19,29,127,110,45,42,63,86,20,30,0,13,0,4,588
COLQUENCHA,atencion odontologica,primera consulta,2024-03-01,32,19,76,73,6,14,25,69,6,6,0,8,0,1,335
COLQUIRI,atencion odontologica,primera consulta,2024-03-01,41,39,101,120,59,70,92,133,19,34,0,8,0,8,724
COMANCHE,atencion odontologica,primera consulta,2024-03-01,0,0,16,17,2,2,4,4,1,1,0,0,0,2,49
COMARAPA,atencion odontologica,primera consulta,2024-03-01,4,8,24,27,7,12,18,60,4,9,0,1,0,12,186
CONCEPCION,atencion odontologica,primera consulta,2024-03-01,9,12,190,131,2,1,4,24,12,5,0,2,0,3,395
COPACABANA,atencion odontologica,primera consulta,2024-03-01,3,6,6,15,2,11,2,26,4,3,0,17,0,0,95
CORIPATA,atencion odontologica,primera consulta,2024-03-01,2,2,7,5,5,4,9,13,1,0,0,1,0,0,49
CORO CORO,atencion odontologica,primera consulta,2024-03-01,2,4,16,18,6,8,12,23,4,0,0,2,0,0,95
COROICO,atencion odontologica,primera consulta,2024-03-01,12,12,6,3,0,0,0,16,1,0,0,8,0,7,65
CORQUE,atencion odontologica,primera consulta,2024-03-01,5,5,56,52,6,16,6,29,17,16,0,8,0,0,216
COTAGAITA,atencion odontologica,primera consulta,2024-03-01,42,58,151,125,44,74,44,92,23,13,0,9,0,4,679
COTOCA,atencion odontologica,primera consulta,2024-03-01,33,38,36,47,18,31,32,148,26,39,0,61,0,4,513
CRUZ DE MACHACAMARCA,atencion odontologica,primera consulta,2024-03-01,0,1,0,1,0,0,2,2,0,0,0,0,0,0,6
CUATRO CAÑADAS,atencion odontologica,primera consulta,2024-03-01,20,21,37,41,6,13,21,48,8,11,0,19,0,4,249
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2024-03-01,1,0,7,6,0,3,3,12,1,1,0,4,0,0,38
CUEVO,atencion odontologica,primera consulta,2024-03-01,2,3,8,8,1,7,7,33,3,0,0,2,0,0,74
CULPINA,atencion odontologica,primera consulta,2024-03-01,5,6,29,22,14,26,28,69,12,10,0,6,0,0,227
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2024-03-01,6,2,12,11,2,8,4,17,8,5,0,1,0,0,76
CURVA,atencion odontologica,primera consulta,2024-03-01,7,4,10,3,1,4,13,9,5,9,0,3,0,0,68
DESAGUADERO,atencion odontologica,primera consulta,2024-03-01,23,23,20,34,3,4,8,22,4,3,0,6,0,3,153
EL ALTO,atencion odontologica,primera consulta,2024-03-01,834,563,759,834,155,308,399,1310,120,90,0,549,0,52,5973
EL CHORO,atencion odontologica,primera consulta,2024-03-01,10,9,26,29,0,2,11,28,15,13,0,3,0,0,146
EL PUENTE(STC),atencion odontologica,primera consulta,2024-03-01,14,12,22,44,14,18,21,66,4,6,0,20,0,0,241
EL PUENTE(TJA),atencion odontologica,primera consulta,2024-03-01,7,13,48,37,5,13,36,76,8,9,0,12,0,0,264
EL TORNO,atencion odontologica,primera consulta,2024-03-01,124,122,103,115,23,39,51,191,19,16,0,42,0,20,865
EL VILLAR,atencion odontologica,primera consulta,2024-03-01,9,4,5,11,5,5,12,15,1,2,0,1,0,2,72
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2024-03-01,44,39,139,142,51,55,51,171,13,14,0,6,0,3,728
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2024-03-01,16,22,27,33,9,17,19,64,9,5,0,9,0,5,235
ESCARA,atencion odontologica,primera consulta,2024-03-01,2,1,7,6,3,4,2,4,11,9,0,0,0,0,49
ESCOMA,atencion odontologica,primera consulta,2024-03-01,5,2,11,15,8,13,15,28,2,4,0,5,0,0,108
ESMERALDA,atencion odontologica,primera consulta,2024-03-01,0,0,1,0,0,0,3,1,0,1,0,0,0,0,6
EUCALIPTUS,atencion odontologica,primera consulta,2024-03-01,11,7,26,26,2,4,4,19,5,6,0,5,0,0,115
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2024-03-01,48,21,52,49,15,15,33,91,5,9,0,11,0,0,349
FILADELFIA,atencion odontologica,primera consulta,2024-03-01,30,28,19,32,5,10,16,26,2,4,0,4,0,1,177
GAIOC JATUN AYLLU YURA,atencion odontologica,primera consulta,2024-03-01,11,5,13,19,3,14,15,41,8,10,0,3,0,3,145
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2024-03-01,55,41,22,19,9,14,20,62,6,8,0,14,0,1,271
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2024-03-01,27,15,49,36,9,28,36,44,10,3,0,10,0,0,267
GUANAY,atencion odontologica,primera consulta,2024-03-01,69,76,72,66,3,6,21,47,6,2,0,8,0,1,377
GUAQUI,atencion odontologica,primera consulta,2024-03-01,12,9,13,18,3,6,15,28,18,7,0,2,0,3,134
GUAYARAMERIN,atencion odontologica,primera consulta,2024-03-01,41,53,41,71,17,34,39,108,13,2,0,28,0,3,450
GUTIERREZ,atencion odontologica,primera consulta,2024-03-01,7,12,6,2,2,3,4,13,15,28,0,4,0,2,98
HUACARAJE,atencion odontologica,primera consulta,2024-03-01,3,2,9,8,4,6,9,17,4,3,0,1,0,2,68
HUACARETA,atencion odontologica,primera consulta,2024-03-01,3,6,8,4,2,2,19,16,3,2,0,1,0,1,67
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2024-03-01,3,1,7,13,3,5,3,12,0,0,0,1,0,1,49
HUACHACALLA,atencion odontologica,primera consulta,2024-03-01,4,2,2,5,2,3,4,6,8,2,0,2,0,0,40
HUANUNI,atencion odontologica,primera consulta,2024-03-01,27,19,40,59,9,29,70,106,14,16,0,19,0,0,408
HUARINA,atencion odontologica,primera consulta,2024-03-01,7,2,10,13,2,9,19,34,4,10,0,2,0,2,114
HUATAJATA,atencion odontologica,primera consulta,2024-03-01,11,7,16,17,4,12,4,18,6,2,0,2,0,1,100
HUAYLLAMARCA,atencion odontologica,primera consulta,2024-03-01,5,2,1,4,6,5,4,9,5,6,0,2,0,0,49
HUMANATA,atencion odontologica,primera consulta,2024-03-01,6,1,6,6,2,6,10,14,7,8,0,0,0,4,70
ICHOCA,atencion odontologica,primera consulta,2024-03-01,3,6,15,10,4,4,7,12,1,2,0,0,0,1,65
ICLA,atencion odontologica,primera consulta,2024-03-01,30,28,19,27,7,13,10,32,5,3,0,7,0,0,181
INCAHUASI,atencion odontologica,primera consulta,2024-03-01,7,9,11,9,0,10,16,53,3,3,0,12,0,0,133
INQUISIVI,atencion odontologica,primera consulta,2024-03-01,25,26,30,36,9,22,25,66,19,23,0,10,0,5,296
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2024-03-01,33,31,55,48,6,14,51,108,16,13,0,10,0,7,392
IXIAMAS,atencion odontologica,primera consulta,2024-03-01,28,20,73,56,7,14,23,49,2,2,0,2,0,0,276
JESUS DE MACHACA,atencion odontologica,primera consulta,2024-03-01,11,4,23,30,17,18,15,48,10,10,0,6,0,1,193
LA ASUNTA,atencion odontologica,primera consulta,2024-03-01,119,105,173,162,45,72,90,233,10,10,0,95,0,11,1125
LA GUARDIA,atencion odontologica,primera consulta,2024-03-01,32,25,46,48,17,37,49,176,24,12,0,19,0,19,504
LA PAZ,atencion odontologica,primera consulta,2024-03-01,483,446,561,565,245,285,980,1841,261,292,0,247,0,36,6242
LA RIVERA,atencion odontologica,primera consulta,2024-03-01,0,1,1,1,1,2,3,3,1,3,0,0,0,1,17
LAGUNILLAS,atencion odontologica,primera consulta,2024-03-01,5,10,7,11,7,5,10,28,10,7,0,4,0,0,104
LAJA,atencion odontologica,primera consulta,2024-03-01,32,31,66,68,9,17,27,100,17,26,0,25,0,9,427
LAS CARRERAS,atencion odontologica,primera consulta,2024-03-01,2,3,5,9,1,5,5,12,4,1,0,3,0,0,50
LICOMA PAMPA,atencion odontologica,primera consulta,2024-03-01,8,7,25,39,7,2,5,13,3,0,0,2,0,0,111
LLALLAGUA,atencion odontologica,primera consulta,2024-03-01,53,71,60,64,15,19,38,106,7,13,0,7,0,1,454
LLICA,atencion odontologica,primera consulta,2024-03-01,2,3,5,5,0,1,4,10,0,0,0,0,0,0,30
LORETO,atencion odontologica,primera consulta,2024-03-01,0,0,35,20,0,1,0,4,0,2,0,0,0,0,62
LURIBAY,atencion odontologica,primera consulta,2024-03-01,9,7,12,26,5,9,16,31,6,5,0,4,0,1,131
MACHACAMARCA,atencion odontologica,primera consulta,2024-03-01,9,10,6,11,4,2,10,27,7,6,0,2,0,1,95
MACHARETI,atencion odontologica,primera consulta,2024-03-01,12,12,11,20,3,2,1,14,1,0,0,9,0,0,85
MAGDALENA,atencion odontologica,primera consulta,2024-03-01,1,2,8,11,4,6,2,22,3,2,0,6,0,0,67
MAIRANA,atencion odontologica,primera consulta,2024-03-01,10,5,20,18,4,13,29,34,12,17,0,3,0,3,168
MALLA,atencion odontologica,primera consulta,2024-03-01,11,4,13,18,2,4,12,13,1,2,0,3,0,0,83
MAPIRI,atencion odontologica,primera consulta,2024-03-01,11,9,32,27,4,8,16,29,3,1,0,7,0,0,147
MECAPACA,atencion odontologica,primera consulta,2024-03-01,12,10,27,29,1,23,35,66,8,2,0,2,0,2,217
