,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES
COLOMI,atencion odontologica,consulta nueva,2024-04-01,58,48,158,280,20,80,116,193,24,12,0,18,0,1,1008
COLPA BELGICA,atencion odontologica,consulta nueva,2024-04-01,0,1,8,10,7,3,11,34,0,0,0,0,0,0,74
COLQUECHACA,atencion odontologica,consulta nueva,2024-04-01,16,17,75,102,30,66,74,137,38,54,0,12,0,3,624
COLQUENCHA,atencion odontologica,consulta nueva,2024-04-01,45,45,133,130,32,33,26,126,20,9,0,6,0,0,605
COLQUIRI,atencion odontologica,consulta nueva,2024-04-01,51,34,108,174,94,138,147,205,19,32,0,4,0,3,1009
COMANCHE,atencion odontologica,consulta nueva,2024-04-01,16,8,25,36,25,12,16,15,9,3,0,0,0,0,165
COMARAPA,atencion odontologica,consulta nueva,2024-04-01,14,43,57,95,35,43,53,192,13,20,0,1,0,9,575
CONCEPCION,atencion odontologica,consulta nueva,2024-04-01,5,4,2,4,1,3,5,8,15,9,0,5,0,4,65
COPACABANA,atencion odontologica,consulta nueva,2024-04-01,23,24,162,201,69,79,16,59,18,9,0,7,0,4,671
CORIPATA,atencion odontologica,consulta nueva,2024-04-01,19,24,47,55,14,18,16,63,6,1,0,0,0,2,265
CORO CORO,atencion odontologica,consulta nueva,2024-04-01,4,7,53,53,24,36,42,58,12,9,0,5,0,0,303
COROICO,atencion odontologica,consulta nueva,2024-04-01,14,17,30,37,17,24,45,116,8,9,0,2,0,7,326
CORQUE,atencion odontologica,consulta nueva,2024-04-01,38,43,151,158,13,23,20,98,9,10,0,6,0,0,569
COTAGAITA,atencion odontologica,consulta nueva,2024-04-01,104,84,373,491,50,124,280,484,88,88,0,51,0,4,2221
COTOCA,atencion odontologica,consulta nueva,2024-04-01,90,84,82,91,20,58,70,236,34,36,0,13,0,0,814
CRUZ DE MACHACAMARCA,atencion odontologica,consulta nueva,2024-04-01,0,1,8,1,0,0,15,19,9,6,0,1,0,0,60
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2024-04-01,107,139,117,174,40,38,105,284,11,17,0,32,0,15,1079
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2024-04-01,13,1,40,34,5,7,12,26,4,6,0,3,0,1,152
CUEVO,atencion odontologica,consulta nueva,2024-04-01,0,8,10,16,13,6,14,71,6,9,0,4,0,0,157
CULPINA,atencion odontologica,consulta nueva,2024-04-01,6,14,26,31,12,33,31,73,11,12,0,3,0,1,253
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2024-04-01,5,14,10,40,10,22,71,146,141,124,0,3,0,1,587
CURVA,atencion odontologica,consulta nueva,2024-04-01,4,0,8,8,8,12,11,32,8,5,0,0,0,2,98
DESAGUADERO,atencion odontologica,consulta nueva,2024-04-01,9,11,23,25,23,12,46,39,5,5,0,1,0,0,199
EL ALTO,atencion odontologica,consulta nueva,2024-04-01,1232,1205,2103,2436,554,946,1292,3925,343,253,0,924,0,98,15311
EL CHORO,atencion odontologica,consulta nueva,2024-04-01,23,17,41,25,8,32,44,49,16,11,0,5,0,1,272
EL PUENTE(STC),atencion odontologica,consulta nueva,2024-04-01,50,39,176,225,14,61,74,193,24,20,0,6,0,7,889
EL PUENTE(TJA),atencion odontologica,consulta nueva,2024-04-01,22,27,46,61,14,21,33,161,8,16,0,5,0,0,414
EL TORNO,atencion odontologica,consulta nueva,2024-04-01,217,154,580,404,67,138,118,486,69,27,0,46,0,34,2340
EL VILLAR,atencion odontologica,consulta nueva,2024-04-01,27,21,126,164,40,59,37,142,14,10,0,0,0,0,640
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2024-04-01,128,113,458,435,65,59,91,396,29,24,0,7,0,2,1807
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2024-04-01,87,113,149,247,49,70,122,307,41,22,0,40,0,20,1267
ESCARA,atencion odontologica,consulta nueva,2024-04-01,2,12,19,17,17,18,8,20,6,10,0,0,0,0,129
ESCOMA,atencion odontologica,consulta nueva,2024-04-01,8,6,36,22,13,41,17,57,9,4,0,9,0,1,223
ESMERALDA,atencion odontologica,consulta nueva,2024-04-01,3,0,27,26,0,0,10,22,13,6,0,1,0,0,108
EUCALIPTUS,atencion odontologica,consulta nueva,2024-04-01,24,21,57,61,8,22,52,113,4,13,0,4,0,0,379
EXALTACION,atencion odontologica,consulta nueva,2024-04-01,0,0,4,4,8,4,2,20,7,0,0,0,0,0,49
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2024-04-01,55,47,112,120,47,59,87,315,24,4,0,12,0,0,882
FILADELFIA,atencion odontologica,consulta nueva,2024-04-01,10,8,2,10,0,15,10,25,4,1,0,9,0,0,94
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta nueva,2024-04-01,8,5,48,41,19,21,39,72,18,30,0,3,0,2,306
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2024-04-01,16,22,37,45,13,39,23,97,17,8,0,1,0,0,318
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2024-04-01,49,57,148,198,43,50,62,145,28,21,0,12,0,7,820
GUANAY,atencion odontologica,consulta nueva,2024-04-01,18,11,61,67,8,23,38,99,13,8,0,4,0,5,355
GUAQUI,atencion odontologica,consulta nueva,2024-04-01,10,11,32,25,10,14,32,57,27,37,0,6,0,6,267
GUAYARAMERIN,atencion odontologica,consulta nueva,2024-04-01,44,43,84,84,60,54,49,181,13,4,0,24,0,3,643
GUTIERREZ,atencion odontologica,consulta nueva,2024-04-01,14,30,50,49,20,31,30,91,4,4,0,5,0,4,332
HUACARAJE,atencion odontologica,consulta nueva,2024-04-01,3,5,19,30,6,5,16,68,7,9,0,4,0,4,176
HUACARETA,atencion odontologica,consulta nueva,2024-04-01,11,14,59,56,20,31,96,189,34,12,0,1,0,0,523
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2024-04-01,7,5,17,61,8,8,12,59,0,0,0,4,0,0,181
HUACHACALLA,atencion odontologica,consulta nueva,2024-04-01,4,1,17,28,3,5,7,26,8,12,0,0,0,0,111
HUANUNI,atencion odontologica,consulta nueva,2024-04-01,73,87,139,177,47,95,135,276,39,24,0,23,0,0,1115
HUARINA,atencion odontologica,consulta nueva,2024-04-01,9,7,32,49,10,28,33,81,15,9,0,5,0,3,281
HUATAJATA,atencion odontologica,consulta nueva,2024-04-01,12,13,69,92,21,55,14,100,6,18,0,3,0,9,412
HUAYLLAMARCA,atencion odontologica,consulta nueva,2024-04-01,23,18,25,14,33,29,25,55,25,36,0,5,0,0,288
HUMANATA,atencion odontologica,consulta nueva,2024-04-01,6,2,19,23,3,5,5,12,7,8,0,0,0,1,91
ICHOCA,atencion odontologica,consulta nueva,2024-04-01,9,16,42,20,26,10,12,66,6,6,0,6,0,0,219
ICLA,atencion odontologica,consulta nueva,2024-04-01,25,26,66,78,34,57,44,226,17,20,0,3,0,3,599
INCAHUASI,atencion odontologica,consulta nueva,2024-04-01,24,34,69,53,19,33,39,155,4,6,0,6,0,1,443
INQUISIVI,atencion odontologica,consulta nueva,2024-04-01,28,38,90,131,67,85,68,188,31,35,0,20,0,1,782
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2024-04-01,80,96,318,352,69,97,201,403,57,26,0,12,0,8,1719
IXIAMAS,atencion odontologica,consulta nueva,2024-04-01,21,27,103,77,34,34,39,123,12,2,0,10,0,0,482
JESUS DE MACHACA,atencion odontologica,consulta nueva,2024-04-01,38,29,66,68,23,70,54,174,37,29,0,11,0,8,607
LA ASUNTA,atencion odontologica,consulta nueva,2024-04-01,192,189,391,370,103,239,220,521,24,14,0,85,0,6,2354
LA GUARDIA,atencion odontologica,consulta nueva,2024-04-01,147,156,148,137,23,57,94,482,42,40,0,55,0,16,1397
LA PAZ,atencion odontologica,consulta nueva,2024-04-01,1787,1708,2599,2730,894,1225,3954,7569,1328,1325,0,813,0,148,26080
LA RIVERA,atencion odontologica,consulta nueva,2024-04-01,6,6,12,4,2,6,0,16,0,0,0,0,0,1,53
LAGUNILLAS,atencion odontologica,consulta nueva,2024-04-01,27,29,36,28,8,17,27,96,19,21,0,13,0,1,322
LAJA,atencion odontologica,consulta nueva,2024-04-01,173,129,269,247,45,91,63,277,30,41,0,38,0,5,1408
LAS CARRERAS,atencion odontologica,consulta nueva,2024-04-01,4,11,34,26,26,12,44,83,1,12,0,0,0,0,253
LICOMA PAMPA,atencion odontologica,consulta nueva,2024-04-01,8,34,59,109,9,15,8,27,3,0,0,0,0,0,272
LLALLAGUA,atencion odontologica,consulta nueva,2024-04-01,121,131,173,158,61,58,74,325,1,30,0,20,0,0,1152
LLICA,atencion odontologica,consulta nueva,2024-04-01,19,19,11,22,13,8,22,35,2,3,0,2,0,0,156
LORETO,atencion odontologica,consulta nueva,2024-04-01,1,1,14,8,7,16,2,20,0,0,0,0,0,0,69
LURIBAY,atencion odontologica,consulta nueva,2024-04-01,15,29,46,33,18,15,31,65,20,20,0,2,0,0,294
MACHACAMARCA,atencion odontologica,consulta nueva,2024-04-01,7,15,80,57,28,14,47,120,31,39,0,4,0,0,442
MACHARETI,atencion odontologica,consulta nueva,2024-04-01,11,17,45,52,10,11,15,57,13,1,0,1,0,0,233
MAGDALENA,atencion odontologica,consulta nueva,2024-04-01,2,3,33,30,9,14,11,75,3,1,0,14,0,1,196
MAIRANA,atencion odontologica,consulta nueva,2024-04-01,20,29,42,61,18,48,67,189,42,27,0,28,0,8,579
MALLA,atencion odontologica,consulta nueva,2024-04-01,24,12,35,37,0,1,12,15,20,25,0,3,0,0,184
MAPIRI,atencion odontologica,consulta nueva,2024-04-01,10,8,42,22,6,12,19,66,4,0,0,6,0,0,195
MECAPACA,atencion odontologica,consulta nueva,2024-04-01,27,55,80,113,23,77,102,154,22,10,0,7,0,0,670
MINEROS,atencion odontologica,consulta nueva,2024-04-01,30,22,50,87,10,22,12,65,2,2,0,9,0,1,312
MIZQUE,atencion odontologica,consulta nueva,2024-04-01,83,71,199,221,24,120,37,304,69,38,0,12,0,6,1184
MOCOMOCO,atencion odontologica,consulta nueva,2024-04-01,23,21,63,70,50,65,146,145,28,23,0,8,0,11,653
MOJINETE,atencion odontologica,consulta nueva,2024-04-01,2,9,4,7,6,6,8,12,9,9,0,3,0,2,77
MOJOCOYA,atencion odontologica,consulta nueva,2024-04-01,15,44,79,147,11,38,30,115,6,7,0,0,0,0,492
MONTEAGUDO,atencion odontologica,consulta nueva,2024-04-01,52,83,311,262,64,60,208,488,35,36,0,23,0,6,1628
MONTERO,atencion odontologica,consulta nueva,2024-04-01,181,224,440,465,103,258,266,867,125,93,0,123,0,10,3155
MORO MORO,atencion odontologica,consulta nueva,2024-04-01,12,10,17,13,1,13,23,35,7,4,0,3,0,0,138
MOROCHATA,atencion odontologica,consulta nueva,2024-04-01,15,31,49,62,48,76,55,145,36,51,0,6,0,9,583
NAZACARA DE PACAJES,atencion odontologica,consulta nueva,2024-04-01,0,1,5,1,2,8,2,14,0,0,0,5,0,0,38
OCURI,atencion odontologica,consulta nueva,2024-04-01,25,29,136,134,51,53,56,145,27,46,0,12,0,10,724
OKINAWA,atencion odontologica,consulta nueva,2024-04-01,9,5,25,28,8,12,26,46,8,140,0,0,0,0,307
OMEREQUE,atencion odontologica,consulta nueva,2024-04-01,8,4,5,28,1,7,9,21,7,11,0,5,0,0,106
ORURO,atencion odontologica,consulta nueva,2024-04-01,657,764,1084,1356,510,668,2104,4240,537,408,0,514,0,94,12936
PADCAYA,atencion odontologica,consulta nueva,2024-04-01,20,21,72,103,12,18,60,166,10,5,0,5,0,2,494
PADILLA,atencion odontologica,consulta nueva,2024-04-01,17,25,61,100,11,21,74,124,18,17,0,7,0,0,475
PAILON,atencion odontologica,consulta nueva,2024-04-01,104,96,149,163,19,81,68,279,27,19,0,5,0,3,1013
PALCA,atencion odontologica,consulta nueva,2024-04-01,92,89,121,157,56,79,108,226,33,15,0,18,0,0,994
PALOS BLANCOS,atencion odontologica,consulta nueva,2024-04-01,75,88,238,266,64,87,132,302,32,15,0,17,0,7,1323
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2024-04-01,2,1,40,33,7,18,16,55,16,11,0,12,0,0,211
PAMPA GRANDE,atencion odontologica,consulta nueva,2024-04-01,10,8,38,37,2,30,29,87,4,4,0,3,0,2,254
PAPEL PAMPA,atencion odontologica,consulta nueva,2024-04-01,9,10,41,42,1,13,24,49,14,13,0,1,0,0,217
PASORAPA,atencion odontologica,consulta nueva,2024-04-01,0,4,36,9,9,18,24,107,32,11,0,2,0,0,252
PATACAMAYA,atencion odontologica,consulta nueva,2024-04-01,52,52,177,227,49,67,54,155,15,10,0,11,0,6,875
PAZÑA,atencion odontologica,consulta nueva,2024-04-01,25,23,49,76,25,72,110,107,17,31,0,12,0,0,547
PELECHUCO,atencion odontologica,consulta nueva,2024-04-01,27,45,31,34,20,43,49,66,3,9,0,2,0,1,330
POCOATA,atencion odontologica,consulta nueva,2024-04-01,75,59,179,153,74,124,113,267,40,25,0,24,0,17,1150
POCONA,atencion odontologica,consulta nueva,2024-04-01,24,19,70,126,14,98,96,211,37,24,0,24,0,15,758
POJO (CBBA),atencion odontologica,consulta nueva,2024-04-01,41,54,101,130,38,127,66,135,11,16,0,6,0,1,726
POOPO,atencion odontologica,consulta nueva,2024-04-01,42,45,68,125,10,40,97,191,25,28,0,19,0,3,693
PORCO,atencion odontologica,consulta nueva,2024-04-01,10,15,34,61,0,13,6,65,0,4,0,12,0,7,227
POROMA,atencion odontologica,consulta nueva,2024-04-01,18,25,147,236,20,70,77,173,15,8,0,8,0,2,799
PORONGO,atencion odontologica,consulta nueva,2024-04-01,30,31,89,125,16,31,40,160,11,13,0,11,0,3,560
PORTACHUELO,atencion odontologica,consulta nueva,2024-04-01,1,2,10,10,5,6,18,38,2,4,0,0,0,0,96
PORVENIR,atencion odontologica,consulta nueva,2024-04-01,40,39,69,74,16,43,46,176,11,6,0,11,0,8,539
POSTRER VALLE,atencion odontologica,consulta nueva,2024-04-01,4,8,21,23,7,4,9,31,2,7,0,0,0,2,118
POTOSI,atencion odontologica,consulta nueva,2024-04-01,424,421,964,898,227,429,993,2268,196,126,0,220,0,20,7186
PRESTO,atencion odontologica,consulta nueva,2024-04-01,14,23,91,84,39,45,49,141,15,5,0,0,0,0,506
PUCARANI,atencion odontologica,consulta nueva,2024-04-01,52,62,110,105,35,109,111,222,33,30,0,14,0,2,885
PUERTO ACOSTA,atencion odontologica,consulta nueva,2024-04-01,42,9,20,49,16,53,42,73,23,20,0,6,0,2,355
PUERTO CARABUCO,atencion odontologica,consulta nueva,2024-04-01,36,34,44,56,42,35,68,135,12,15,0,11,0,1,489
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2024-04-01,6,6,36,47,11,26,14,84,5,10,0,3,0,0,248
PUERTO PEREZ,atencion odontologica,consulta nueva,2024-04-01,6,7,14,15,9,10,10,38,0,5,0,6,0,0,120
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2024-04-01,21,21,16,5,40,4,21,26,35,21,0,1,0,0,211
PUERTO RICO,atencion odontologica,consulta nueva,2024-04-01,22,28,26,44,8,9,30,62,3,14,0,5,0,2,253
PUERTO SUAREZ,atencion odontologica,consulta nueva,2024-04-01,72,51,59,53,16,24,31,52,6,6,0,19,0,3,392
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2024-04-01,158,106,325,342,97,243,173,639,51,44,0,38,0,48,2264
PUNA,atencion odontologica,consulta nueva,2024-04-01,28,36,55,95,17,70,75,246,49,40,0,31,0,5,747
PUNATA,atencion odontologica,consulta nueva,2024-04-01,36,80,242,214,37,84,148,447,49,71,0,29,0,0,1437
QUIABAYA,atencion odontologica,consulta nueva,2024-04-01,4,8,12,14,4,11,30,34,4,3,0,1,0,0,125
QUILLACOLLO,atencion odontologica,consulta nueva,2024-04-01,382,437,650,713,191,285,619,1545,171,153,0,77,0,33,5256
QUIME,atencion odontologica,consulta nueva,2024-04-01,23,8,20,39,26,26,15,75,9,2,0,0,0,1,244
QUIRUSILLAS,atencion odontologica,consulta nueva,2024-04-01,9,8,38,50,13,16,30,58,10,3,0,1,0,7,243
RAVELO,atencion odontologica,consulta nueva,2024-04-01,93,107,276,238,36,54,74,123,44,43,0,18,0,2,1108
REYES,atencion odontologica,consulta nueva,2024-04-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
RIBERALTA,atencion odontologica,consulta nueva,2024-04-01,250,213,313,386,96,199,255,584,84,42,0,163,0,10,2595
ROBORE,atencion odontologica,consulta nueva,2024-04-01,9,24,26,29,20,9,25,76,8,12,0,15,0,0,253
RURRENABAQUE,atencion odontologica,consulta nueva,2024-04-01,20,15,64,52,13,30,44,103,15,18,0,16,0,4,394
SABAYA,atencion odontologica,consulta nueva,2024-04-01,15,17,37,58,11,10,38,86,17,11,0,8,0,0,308
SACABA,atencion odontologica,consulta nueva,2024-04-01,416,327,1112,1086,215,546,936,2211,291,243,0,80,0,16,7479
SACABAMBA,atencion odontologica,consulta nueva,2024-04-01,1,0,4,3,5,17,26,12,5,2,0,1,0,0,76
SACACA,atencion odontologica,consulta nueva,2024-04-01,25,138,184,235,20,56,26,97,5,3,0,10,0,4,803
SAIPINA,atencion odontologica,consulta nueva,2024-04-01,4,1,7,9,27,20,16,58,1,3,0,2,0,4,152
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2024-04-01,93,93,163,149,54,64,68,157,61,75,0,24,0,11,1012
SAMAIPATA,atencion odontologica,consulta nueva,2024-04-01,37,22,70,107,10,43,48,185,23,16,0,6,0,2,569
SAN AGUSTIN,atencion odontologica,consulta nueva,2024-04-01,1,0,4,4,3,1,3,6,1,0,0,0,0,1,24
SAN ANDRES,atencion odontologica,consulta nueva,2024-04-01,31,30,18,26,7,16,16,66,8,8,0,5,0,0,231
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2024-04-01,2,12,20,29,8,18,22,40,14,3,0,1,0,1,170
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2024-04-01,16,10,44,44,7,10,14,20,0,0,0,0,0,0,165
SAN BENITO,atencion odontologica,consulta nueva,2024-04-01,25,13,24,32,13,29,57,105,17,32,0,0,0,0,347
SAN BORJA,atencion odontologica,consulta nueva,2024-04-01,46,29,78,80,29,86,82,235,28,14,0,22,0,14,743
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2024-04-01,13,17,12,25,0,7,10,65,9,6,0,8,0,1,173
SAN CARLOS,atencion odontologica,consulta nueva,2024-04-01,43,35,72,49,31,55,26,100,11,10,0,3,0,2,437
SAN IGNACIO,atencion odontologica,consulta nueva,2024-04-01,27,16,94,88,24,54,79,135,16,10,0,8,0,0,551
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2024-04-01,14,4,43,43,14,24,105,158,27,13,0,20,0,0,465
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2024-04-01,2,0,5,5,1,5,4,11,1,1,0,2,0,0,37
SAN JAVIER(STC),atencion odontologica,consulta nueva,2024-04-01,6,5,13,20,5,13,11,55,0,1,0,14,0,2,145
SAN JOAQUIN,atencion odontologica,consulta nueva,2024-04-01,6,10,53,26,28,26,21,79,3,7,0,7,0,2,268
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta nueva,2024-04-01,0,3,9,14,4,4,12,36,4,2,0,0,0,2,90
SAN JUAN DE YAPACANI,atencion odontologica,consulta nueva,2024-04-01,10,13,24,26,5,19,4,32,5,3,0,7,0,3,151
SAN JULIAN,atencion odontologica,consulta nueva,2024-04-01,136,135,156,191,66,112,162,376,68,43,0,15,0,14,1474
SAN LORENZO(PND),atencion odontologica,consulta nueva,2024-04-01,8,22,58,55,2,4,3,15,1,0,0,11,0,0,179
SAN LORENZO(TJA),atencion odontologica,consulta nueva,2024-04-01,21,32,63,87,15,38,60,224,24,34,0,2,0,0,600
SAN LUCAS,atencion odontologica,consulta nueva,2024-04-01,69,40,110,171,37,154,112,371,9,8,0,26,0,0,1107
SAN MATIAS,atencion odontologica,consulta nueva,2024-04-01,58,60,110,117,11,29,47,138,31,27,0,17,0,2,647
SAN MIGUEL DE VELASCO,atencion odontologica,consulta nueva,2024-04-01,18,26,32,45,9,33,25,103,18,10,0,12,0,0,331
SAN PABLO DE LIPEZ,atencion odontologica,consulta nueva,2024-04-01,12,16,11,25,6,14,9,28,2,5,0,2,0,0,130
SAN PEDRO,atencion odontologica,consulta nueva,2024-04-01,39,62,99,120,38,89,111,246,19,5,0,31,0,0,859
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta nueva,2024-04-01,8,13,109,115,36,27,81,112,18,30,0,3,0,3,555
SAN PEDRO DE CURAHUARA,atencion odontologica,consulta nueva,2024-04-01,10,5,35,44,33,26,22,39,8,13,0,4,0,1,240
SAN PEDRO DE MACHA,atencion odontologica,consulta nueva,2024-04-01,25,28,51,114,32,82,102,202,35,41,0,14,0,6,732
SAN PEDRO DE QUEMES,atencion odontologica,consulta nueva,2024-04-01,2,1,26,13,1,1,8,10,0,0,0,0,0,0,62
SAN PEDRO DE TIQUINA,atencion odontologica,consulta nueva,2024-04-01,17,14,78,79,13,17,28,42,10,4,0,8,0,0,310
SAN RAFAEL,atencion odontologica,consulta nueva,2024-04-01,1,5,2,19,4,8,20,51,2,1,0,0,0,0,113
SAN RAMON BENI,atencion odontologica,consulta nueva,2024-04-01,0,0,0,5,3,1,6,13,0,0,0,0,0,0,28
SAN RAMON SCZ,atencion odontologica,consulta nueva,2024-04-01,43,48,80,89,29,28,19,21,7,6,0,15,0,7,392
SANTA ANA,atencion odontologica,consulta nueva,2024-04-01,5,6,41,39,19,52,49,165,11,7,0,4,0,0,398
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta nueva,2024-04-01,1700,1860,2530,2808,785,1199,3671,8003,1331,1194,0,831,0,99,26011
SANTA ROSA,atencion odontologica,consulta nueva,2024-04-01,3,6,50,52,2,5,11,35,1,0,0,3,0,0,168
SANTA ROSA DEL SARA,atencion odontologica,consulta nueva,2024-04-01,39,30,137,146,23,14,50,110,1,5,0,1,0,0,556
SANTIAGO DE CALLAPA,atencion odontologica,consulta nueva,2024-04-01,1,2,11,10,0,5,4,5,2,2,0,1,0,0,43
SANTIAGO DE HUARI,atencion odontologica,consulta nueva,2024-04-01,38,18,128,157,53,92,111,136,57,45,0,11,0,0,846
SANTIAGO DE HUATA,atencion odontologica,consulta nueva,2024-04-01,8,16,42,48,10,28,30,84,20,17,0,0,0,0,303
SANTIAGO DE MACHACA,atencion odontologica,consulta nueva,2024-04-01,1,0,20,32,4,9,5,20,2,2,0,0,0,0,95
SANTIVAÑES,atencion odontologica,consulta nueva,2024-04-01,35,21,161,88,7,25,40,161,39,33,0,9,0,0,619
SANTUARIO DE QUILLACAS,atencion odontologica,consulta nueva,2024-04-01,15,15,53,111,16,20,13,46,8,27,0,1,0,0,325
SAPAHAQUI,atencion odontologica,consulta nueva,2024-04-01,26,24,92,79,25,41,48,63,15,9,0,7,0,0,429
SENA,atencion odontologica,consulta nueva,2024-04-01,7,9,18,15,14,17,23,80,10,0,0,29,0,7,229
SHINAOTA,atencion odontologica,consulta nueva,2024-04-01,11,15,62,54,5,26,61,138,3,12,0,2,0,5,394
SICA SICA (VILLA AROMA),atencion odontologica,consulta nueva,2024-04-01,52,23,157,167,30,14,60,125,33,28,0,4,0,0,693
SICAYA,atencion odontologica,consulta nueva,2024-04-01,4,7,7,22,5,18,22,39,2,1,0,2,0,0,129
SIPE SIPE,atencion odontologica,consulta nueva,2024-04-01,84,106,154,196,63,100,147,407,171,233,0,6,0,0,1667
SOPACHUY,atencion odontologica,consulta nueva,2024-04-01,4,1,46,60,11,56,21,54,7,6,0,0,0,0,266
SORACACHI,atencion odontologica,consulta nueva,2024-04-01,40,42,224,213,79,165,108,131,36,27,0,29,0,9,1103
SORATA,atencion odontologica,consulta nueva,2024-04-01,40,43,103,77,41,47,54,157,17,12,0,5,0,0,596
SUCRE,atencion odontologica,consulta nueva,2024-04-01,945,1043,1908,2307,741,1131,2218,5020,385,305,0,248,0,8,16259
TACACHI,atencion odontologica,consulta nueva,2024-04-01,0,1,6,2,1,2,14,24,0,0,0,0,0,0,50
TACACOMA,atencion odontologica,consulta nueva,2024-04-01,3,3,7,3,0,3,14,24,0,2,0,5,0,0,64
TACOBAMBA,atencion odontologica,consulta nueva,2024-04-01,10,19,73,64,24,38,37,66,14,16,0,2,0,3,366
TACOPAYA,atencion odontologica,consulta nueva,2024-04-01,2,5,29,20,3,22,19,42,19,22,0,1,0,0,184
TAHUA,atencion odontologica,consulta nueva,2024-04-01,0,0,0,3,2,1,2,10,3,7,0,0,0,2,30
TAPACARI,atencion odontologica,consulta nueva,2024-04-01,47,56,200,215,52,127,118,315,29,45,0,4,0,3,1211
TARABUCO,atencion odontologica,consulta nueva,2024-04-01,29,19,33,56,12,49,50,132,14,25,0,1,0,0,420
TARACO,atencion odontologica,consulta nueva,2024-04-01,22,23,82,84,7,22,33,42,12,0,0,1,0,0,328
TARATA,atencion odontologica,consulta nueva,2024-04-01,6,3,55,45,26,16,65,114,15,20,0,0,0,0,365
TARIJA,atencion odontologica,consulta nueva,2024-04-01,359,374,1102,1404,371,504,1336,2773,300,271,0,134,0,7,8935
TARVITA,atencion odontologica,consulta nueva,2024-04-01,47,36,81,108,51,81,74,140,15,13,0,12,0,0,658
TEOPONTE,atencion odontologica,consulta nueva,2024-04-01,42,26,57,68,17,21,27,60,11,8,0,8,0,3,348
TIAHUANACU,atencion odontologica,consulta nueva,2024-04-01,11,7,55,66,19,47,42,79,7,21,0,8,0,4,366
TINGUIPAYA,atencion odontologica,consulta nueva,2024-04-01,30,39,80,156,46,89,60,170,54,58,0,13,0,12,807
TIPUANI,atencion odontologica,consulta nueva,2024-04-01,1,5,9,0,1,2,3,10,0,0,0,0,0,0,31
TIQUIPAYA,atencion odontologica,consulta nueva,2024-04-01,250,253,563,587,118,241,290,784,60,68,0,55,0,14,3283
TIRAQUE (CBBA),atencion odontologica,consulta nueva,2024-04-01,41,59,159,186,53,69,61,213,19,31,0,3,0,7,901
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consulta nueva,2024-04-01,3,5,29,46,10,16,45,45,5,10,0,1,0,0,215
TOCO,atencion odontologica,consulta nueva,2024-04-01,0,2,55,53,17,8,19,75,6,4,0,18,0,1,258
TODOS SANTOS,atencion odontologica,consulta nueva,2024-04-01,0,4,7,2,0,16,0,14,0,4,0,6,0,0,53
TOLATA,atencion odontologica,consulta nueva,2024-04-01,31,13,21,19,30,5,40,99,4,6,0,9,0,2,279
TOLEDO,atencion odontologica,consulta nueva,2024-04-01,8,12,25,47,11,44,45,66,25,24,0,8,0,0,315
TOMAVE,atencion odontologica,consulta nueva,2024-04-01,28,33,26,52,5,20,21,78,11,7,0,9,0,7,297
TOMINA,atencion odontologica,consulta nueva,2024-04-01,20,44,75,91,16,29,45,162,18,13,0,1,0,0,514
TORO TORO,atencion odontologica,consulta nueva,2024-04-01,22,19,53,84,36,46,77,192,26,16,0,9,0,5,585
