,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES
EL CHORO,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
EL PUENTE(STC),atencion odontologica,periodoncia,2024-04-01,0,0,3,5,0,4,10,15,0,1,0,0,0,0,38
EL PUENTE(TJA),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
EL TORNO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,7,11,6,41,4,3,0,0,0,0,72
EL VILLAR,atencion odontologica,periodoncia,2024-04-01,0,0,2,1,0,2,1,10,0,0,0,0,0,0,16
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2024-04-01,0,0,3,0,0,1,6,30,3,1,0,0,0,0,44
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,3,4,17,54,8,1,0,0,0,0,88
ESCARA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,2,1,1,1,0,0,0,0,6
ESCOMA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ESMERALDA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,3,5,2,1,0,0,0,0,11
EUCALIPTUS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,2,1,0,1,0,0,0,0,5
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,4,5,9,28,2,0,0,0,0,0,49
GAIOC JATUN AYLLU YURA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,0,5,4,5,4,1,0,0,0,0,20
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,2,4,24,1,1,0,0,0,0,34
GUANAY,atencion odontologica,periodoncia,2024-04-01,0,0,2,3,0,2,1,8,3,2,0,0,0,0,21
GUAYARAMERIN,atencion odontologica,periodoncia,2024-04-01,0,0,6,3,4,3,13,22,9,1,0,0,0,0,61
GUTIERREZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
HUACARAJE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,0,3,12,1,1,0,0,0,0,19
HUACARETA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,4,4,0,0,0,0,0,0,8
HUACHACALLA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,periodoncia,2024-04-01,0,0,0,2,2,4,15,18,4,3,0,0,0,0,48
HUARINA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,3,4,0,0,0,0,0,0,8
HUATAJATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,9,4,9,2,2,0,0,0,0,26
HUAYLLAMARCA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,0,1,2,2,0,0,0,0,0,7
HUMANATA,atencion odontologica,periodoncia,2024-04-01,0,0,1,1,1,2,1,4,1,4,0,0,0,0,15
ICHOCA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
ICLA,atencion odontologica,periodoncia,2024-04-01,0,0,1,3,4,4,5,23,0,0,0,0,0,0,40
INCAHUASI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,2,5,0,1,0,0,0,0,9
INQUISIVI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,6,16,1,2,0,0,0,0,27
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2024-04-01,0,0,1,3,2,5,27,47,8,3,0,0,0,0,96
IXIAMAS,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,0,2,3,6,1,0,0,0,0,0,13
JESUS DE MACHACA,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,0,1,1,8,1,1,0,0,0,0,13
LA ASUNTA,atencion odontologica,periodoncia,2024-04-01,0,0,3,3,8,16,27,89,5,4,0,0,0,0,155
LA GUARDIA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,4,6,14,52,3,1,0,0,0,0,80
LA PAZ,atencion odontologica,periodoncia,2024-04-01,0,0,55,42,114,136,787,1260,220,224,0,0,0,0,2838
LAGUNILLAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,7,0,1,0,0,0,0,8
LAJA,atencion odontologica,periodoncia,2024-04-01,0,0,0,2,3,15,8,65,4,9,0,0,0,0,106
LAS CARRERAS,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,0,0,2,8,0,1,0,0,0,0,12
LICOMA PAMPA,atencion odontologica,periodoncia,2024-04-01,0,0,1,1,2,1,0,3,1,0,0,0,0,0,9
LLALLAGUA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,1,10,2,1,0,0,0,0,15
LLICA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4
LURIBAY,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,2,2,1,0,0,0,0,0,7
MACHACAMARCA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,5,10,6,4,0,0,0,0,26
MACHARETI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
MAGDALENA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,0,12,0,0,0,0,0,0,13
MAIRANA,atencion odontologica,periodoncia,2024-04-01,0,0,1,3,0,6,10,30,5,0,0,0,0,0,55
MAPIRI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,5,15,0,0,0,0,0,0,21
MECAPACA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,3,6,8,0,0,0,0,0,0,19
MINEROS,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,0,2,1,6,0,0,0,0,0,0,10
MIZQUE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,8,16,33,4,1,0,0,0,0,64
MOCOMOCO,atencion odontologica,periodoncia,2024-04-01,0,0,2,1,3,0,15,7,2,0,0,0,0,0,30
MOJOCOYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,3,3,9,0,0,0,0,0,0,17
MONTEAGUDO,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,1,1,5,13,0,1,0,0,0,0,22
MONTERO,atencion odontologica,periodoncia,2024-04-01,0,0,10,9,14,24,50,122,15,5,0,0,0,0,249
MORO MORO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4
MOROCHATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,4,1,12,2,2,0,0,0,0,23
NAZACARA DE PACAJES,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
OCURI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,5,0,2,0,0,0,0,8
OMEREQUE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,2,1,3,1,1,0,0,0,0,9
ORURO,atencion odontologica,periodoncia,2024-04-01,0,0,7,7,29,25,222,380,46,48,0,0,0,0,764
PADCAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,4,2,1,9,16,0,1,0,0,0,0,33
PADILLA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,1,8,1,2,0,0,0,0,13
PAILON,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,19,16,61,1,2,0,0,0,0,101
PALCA,atencion odontologica,periodoncia,2024-04-01,0,0,2,0,3,1,4,9,1,2,0,0,0,0,22
PALOS BLANCOS,atencion odontologica,periodoncia,2024-04-01,0,0,2,0,0,4,14,32,6,2,0,0,0,0,60
PAMPA AULLAGAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,0,3,0,0,0,0,0,4
PAMPA GRANDE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
PAPEL PAMPA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,2,2,1,2,0,0,0,0,7
PASORAPA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,2,9,2,0,0,0,0,0,15
PATACAMAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,1,1,8,0,0,0,0,0,0,12
PAZÑA,atencion odontologica,periodoncia,2024-04-01,0,0,0,3,5,17,9,24,6,8,0,0,0,0,72
PELECHUCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,6,6,0,0,0,0,0,0,13
POCOATA,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,3,3,10,24,2,2,0,0,0,0,45
POCONA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,1,6,7,21,6,1,0,0,0,0,43
POJO (CBBA),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,2,10,0,3,0,0,0,0,16
POOPO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,3,8,3,1,0,0,0,0,17
POROMA,atencion odontologica,periodoncia,2024-04-01,0,0,0,3,0,2,3,13,4,0,0,0,0,0,25
PORONGO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,5,13,26,3,4,0,0,0,0,52
PORTACHUELO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,2,6,0,1,0,0,0,0,9
PORVENIR,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,2,1,1,1,0,0,0,0,6
POSTRER VALLE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
POTOSI,atencion odontologica,periodoncia,2024-04-01,0,0,1,8,5,13,96,105,17,8,0,0,0,0,253
PRESTO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4
PUCARANI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,4,2,7,0,1,0,0,0,0,14
PUERTO ACOSTA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,8,0,4,0,2,0,0,0,0,14
PUERTO CARABUCO,atencion odontologica,periodoncia,2024-04-01,0,0,4,1,3,8,8,11,1,0,0,0,0,0,36
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,2,1,4,0,2,0,0,0,0,10
PUERTO PEREZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
PUERTO QUIJARRO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO RICO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,0,3,1,0,0,0,0,0,6
PUERTO SUAREZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,0,6,1,0,0,0,0,0,9
PUERTO VILLARROEL,atencion odontologica,periodoncia,2024-04-01,0,0,9,17,6,23,31,95,25,17,0,0,0,0,223
PUNA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,8,9,4,4,0,0,0,0,27
PUNATA,atencion odontologica,periodoncia,2024-04-01,0,0,2,1,1,3,11,37,8,13,0,0,0,0,76
QUIABAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,1,3,3,3,0,0,0,0,0,0,11
QUILLACOLLO,atencion odontologica,periodoncia,2024-04-01,0,0,1,2,9,5,69,150,17,24,0,0,0,0,277
QUIME,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
QUIRUSILLAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,0,4,10,1,0,0,0,0,0,16
RAVELO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,1,1,0,2,0,0,0,0,5
REYES,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,5,6,3,1,0,0,0,0,15
RIBERALTA,atencion odontologica,periodoncia,2024-04-01,0,0,0,3,15,14,20,100,15,12,0,0,0,0,179
ROBORE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,6,25,3,13,0,0,0,0,49
RURRENABAQUE,atencion odontologica,periodoncia,2024-04-01,0,0,10,12,4,5,8,17,7,5,0,0,0,0,68
SABAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8
SACABA,atencion odontologica,periodoncia,2024-04-01,0,0,11,4,14,20,116,232,31,27,0,0,0,0,455
SACABAMBA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,6,3,0,0,0,0,0,0,11
SACACA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,1,3,0,0,0,0,0,0,6
SAIPINA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,6,7,4,3,0,0,0,0,20
SAMAIPATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,1,7,13,2,2,0,0,0,0,26
SAN ANDRES,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,8,6,20,2,3,0,0,0,0,39
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
SAN BENITO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,9,6,3,4,0,0,0,0,23
SAN BORJA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,4,20,22,30,8,6,0,0,0,0,90
SAN BUENA VENTURA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,3,7,2,2,0,0,0,0,14
SAN CARLOS,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,1,2,7,15,1,0,0,0,0,0,27
SAN IGNACIO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,4,5,5,7,4,2,0,0,0,0,27
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,1,4,0,0,0,0,0,0,6
SAN JAVIER(BNI),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,2,6,0,0,0,0,0,0,11
SAN JAVIER(STC),atencion odontologica,periodoncia,2024-04-01,0,0,1,2,0,1,3,16,0,0,0,0,0,0,23
SAN JOAQUIN,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,4,4,0,1,0,0,0,0,9
SAN JUAN DE YAPACANI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,0,8,2,0,0,0,0,0,12
SAN JULIAN,atencion odontologica,periodoncia,2024-04-01,0,0,0,2,6,5,11,24,4,1,0,0,0,0,53
SAN LORENZO(PND),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
SAN LORENZO(TJA),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,7,8,2,1,0,0,0,0,18
SAN LUCAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,3,13,0,1,0,0,0,0,18
SAN MATIAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,5,17,3,1,0,0,0,0,27
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,3,3,3,4,5,0,0,0,0,0,18
SAN PABLO DE LIPEZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,0,2,1,3,0,0,0,0,7
SAN PEDRO,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,3,4,2,5,2,0,0,0,0,0,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,22,21,5,8,0,0,0,0,56
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
SAN PEDRO DE MACHA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,2,7,17,1,4,0,0,0,0,32
SAN PEDRO DE QUEMES,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,5,4,0,0,0,0,0,0,10
SAN PEDRO DE TIQUINA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,5,1,0,0,0,0,0,7
SAN RAFAEL,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,1,7,3,0,1,0,0,0,0,13
SAN RAMON SCZ,atencion odontologica,periodoncia,2024-04-01,0,0,40,45,18,20,5,5,1,1,0,0,0,0,135
SANTA ANA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,3,1,0,0,0,0,0,0,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2024-04-01,0,0,28,38,88,135,587,1134,158,153,0,0,0,0,2321
SANTA ROSA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2024-04-01,0,0,4,1,3,1,2,24,0,0,0,0,0,0,35
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,1,9,5,2,1,0,0,0,0,20
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,3,9,2,1,0,0,0,0,16
SANTIVAÑES,atencion odontologica,periodoncia,2024-04-01,0,0,1,3,1,4,9,41,13,6,0,0,0,0,78
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SAPAHAQUI,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,1,2,7,5,1,0,0,0,0,0,17
SENA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SHINAOTA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,12,20,0,0,0,0,0,0,35
SICA SICA (VILLA AROMA),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,6,12,3,3,0,0,0,0,25
SICAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,1,1,0,3,0,0,0,0,0,0,6
SIPE SIPE,atencion odontologica,periodoncia,2024-04-01,0,0,2,0,0,6,11,44,4,16,0,0,0,0,83
SOPACHUY,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,4,6,0,1,0,0,0,0,13
SORACACHI,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,0,1,1,6,4,2,0,0,0,0,15
SORATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,5,1,3,5,21,1,3,0,0,0,0,39
SUCRE,atencion odontologica,periodoncia,2024-04-01,0,0,6,9,15,49,164,345,33,46,0,0,0,0,667
TACACHI,atencion odontologica,periodoncia,2024-04-01,0,0,1,1,0,0,5,5,0,0,0,0,0,0,12
TACACOMA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,9,5,0,0,0,0,0,0,14
TACOBAMBA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
TACOPAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,2,5,2,1,0,0,0,0,0,11
TAPACARI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,4,2,9,20,6,2,0,0,0,0,43
TARABUCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,3,5,0,0,0,0,0,0,11
TARACO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
TARATA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,3,1,6,18,1,1,0,0,0,0,30
TARIJA,atencion odontologica,periodoncia,2024-04-01,0,0,6,2,30,33,149,252,18,20,0,0,0,0,510
TARVITA,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,1,0,3,5,0,0,0,0,0,0,10
TEOPONTE,atencion odontologica,periodoncia,2024-04-01,0,0,0,2,2,1,6,15,3,2,0,0,0,0,31
TIAHUANACU,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6
TINGUIPAYA,atencion odontologica,periodoncia,2024-04-01,0,0,5,13,5,7,8,15,6,5,0,0,0,0,64
TIPUANI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,periodoncia,2024-04-01,0,0,0,3,6,9,29,59,5,6,0,0,0,0,117
TIRAQUE (CBBA),atencion odontologica,periodoncia,2024-04-01,0,0,14,13,3,5,8,23,7,5,0,0,0,0,78
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,2,3,0,2,0,0,0,0,8
TOCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,4,7,0,1,0,0,0,0,13
TODOS SANTOS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
TOLATA,atencion odontologica,periodoncia,2024-04-01,0,0,1,1,2,1,4,9,0,1,0,0,0,0,19
TOLEDO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,4,3,10,6,0,0,0,0,26
TOMAVE,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,0,2,1,0,0,0,0,0,5
TOMINA,atencion odontologica,periodoncia,2024-04-01,0,0,3,0,1,1,2,7,0,0,0,0,0,0,14
TORO TORO,atencion odontologica,periodoncia,2024-04-01,0,0,0,1,1,13,12,9,2,3,0,0,0,0,41
TOTORA(CBBA),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,5,13,21,44,9,7,0,0,0,0,99
TOTORA(ORR),atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
TRIGAL,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
TRINIDAD,atencion odontologica,periodoncia,2024-04-01,0,0,1,1,7,12,50,107,25,17,0,0,0,0,220
TUPIZA,atencion odontologica,periodoncia,2024-04-01,0,0,2,4,4,27,27,57,13,17,0,0,0,0,151
TURCO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,8,13,14,14,0,0,0,0,49
UMALA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,0,2,4,0,0,0,0,0,0,8
UNCIA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,3,0,8,8,5,3,0,0,0,0,27
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2024-04-01,0,0,3,2,0,2,5,22,0,1,0,0,0,0,35
URUBICHA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3
UYUNI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,0,16,22,4,3,0,0,0,0,46
VACAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,2,2,12,0,2,0,0,0,0,18
VALLEGRANDE,atencion odontologica,periodoncia,2024-04-01,0,0,0,3,1,4,25,29,0,1,0,0,0,0,63
VIACHA,atencion odontologica,periodoncia,2024-04-01,0,0,0,2,3,7,5,26,2,3,0,0,0,0,48
VILA VILA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,3,4,8,1,3,0,0,0,0,19
VILLA CHARCAS,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,4,6,0,0,0,0,0,0,12
VILLA MONTES,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,4,33,38,7,11,0,0,0,0,95
VILLA RIVERO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,0,6,14,2,0,0,0,0,0,24
VILLA SERRANO,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,3,7,7,0,0,0,0,0,0,18
VILLA TUNARI,atencion odontologica,periodoncia,2024-04-01,0,0,1,2,4,7,13,15,4,2,0,0,0,0,48
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2024-04-01,0,0,2,1,0,4,6,17,0,0,0,0,0,0,30
VILLAZON,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,3,1,11,53,0,0,0,0,0,0,69
VINTO,atencion odontologica,periodoncia,2024-04-01,0,0,3,2,6,8,18,86,7,11,0,0,0,0,141
VITICHI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,0,0,5,0,0,0,0,0,0,7
WALDO BALLIVIAN,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,1,0,2,5,0,1,0,0,0,0,10
WARNES,atencion odontologica,periodoncia,2024-04-01,0,0,6,0,3,15,49,58,13,5,0,0,0,0,149
YACUIBA,atencion odontologica,periodoncia,2024-04-01,0,0,4,1,5,7,42,28,7,8,0,0,0,0,102
YAMPARAEZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,2,1,5,4,0,0,0,0,0,0,12
YANACACHI,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
YAPACANI,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,3,1,1,11,0,0,0,0,0,0,17
YOCALLA,atencion odontologica,periodoncia,2024-04-01,0,0,1,0,2,4,1,4,0,0,0,0,0,0,12
YOTALA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,2,9,1,0,0,0,0,0,13
YUNCHARA,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
ZUDAÑEZ,atencion odontologica,periodoncia,2024-04-01,0,0,0,0,1,1,2,4,1,0,0,0,0,0,9
ACACIO,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,2,2,2,9,0,0,0,0,0,0,15
ACHACACHI,atencion odontologica,periodoncia,2024-05-01,0,0,1,0,6,3,17,36,4,3,0,0,0,0,70
ACHOCALLA,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,4,5,24,1,1,0,0,0,0,36
AIQUILE,atencion odontologica,periodoncia,2024-05-01,0,0,0,1,1,0,4,7,1,2,0,0,0,0,16
ALCALA,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,1,3,3,0,1,0,0,0,0,9
ALTO BENI,atencion odontologica,periodoncia,2024-05-01,0,0,2,2,2,1,5,13,0,0,0,0,0,0,25
ANCORAIMES,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,0,0,2,5,2,1,0,0,0,0,10
ANDAMARCA,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,0,0,2,4,6,5,0,0,0,0,17
ANTEQUERA,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,0,9,4,6,6,0,0,0,0,26
ANZALDO,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,0,3,7,1,1,0,0,0,0,13
APOLO,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,0,5,7,0,2,0,0,0,0,15
ARAMPAMPA,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,1,0,0,11,0,1,0,0,0,0,13
ARANI,atencion odontologica,periodoncia,2024-05-01,0,0,0,0,4,1,4,4,0,0,0,0,0,0,13
ARBIETO,atencion odontologica,periodoncia,2024-05-01,0,0,0,4,3,8,13,40,3,3,0,0,0,0,74
