,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES
CARANGAS,atencion odontologica,medidas preventivas,2024-04-01,3,3,5,8,2,5,3,2,3,2,0,0,0,0,36
CARAPARI,atencion odontologica,medidas preventivas,2024-04-01,0,6,57,43,10,12,48,67,4,1,0,0,0,0,248
CARIPUYO,atencion odontologica,medidas preventivas,2024-04-01,0,1,1,3,0,3,0,3,0,0,0,0,0,0,11
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2024-04-01,14,18,16,15,0,0,0,0,0,0,0,0,0,0,63
CATACORA,atencion odontologica,medidas preventivas,2024-04-01,2,3,8,2,0,0,0,1,0,0,0,0,0,0,16
CHACARILLA,atencion odontologica,medidas preventivas,2024-04-01,0,0,2,0,1,1,7,7,1,1,0,0,0,0,20
CHALLAPATA,atencion odontologica,medidas preventivas,2024-04-01,39,51,70,97,3,25,14,27,4,2,0,0,0,0,332
CHAQUI,atencion odontologica,medidas preventivas,2024-04-01,10,21,32,56,5,11,5,12,2,7,0,0,0,0,161
CHARAGUA,atencion odontologica,medidas preventivas,2024-04-01,21,25,18,21,3,4,2,28,4,5,0,0,0,0,131
CHARAÑA,atencion odontologica,medidas preventivas,2024-04-01,2,3,2,4,0,3,1,1,1,0,0,0,0,0,17
CHAYANTA,atencion odontologica,medidas preventivas,2024-04-01,38,35,37,21,3,9,5,23,1,0,0,0,0,0,172
CHIMORE,atencion odontologica,medidas preventivas,2024-04-01,32,43,54,68,43,29,27,65,1,0,0,0,0,0,362
CHIPAYA,atencion odontologica,medidas preventivas,2024-04-01,6,2,26,37,1,1,0,4,2,1,0,0,0,0,80
CHOQUE COTA,atencion odontologica,medidas preventivas,2024-04-01,41,37,10,21,0,4,0,0,0,0,0,0,0,0,113
CHUA COCANI,atencion odontologica,medidas preventivas,2024-04-01,0,1,5,10,0,0,0,0,0,0,0,0,0,0,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2024-04-01,0,0,29,22,0,0,0,2,0,1,0,0,0,0,54
CHUMA,atencion odontologica,medidas preventivas,2024-04-01,19,20,49,58,2,4,5,18,7,8,0,0,0,0,190
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2024-04-01,20,10,54,70,8,16,11,28,1,2,0,0,0,0,220
CKOCHAS,atencion odontologica,medidas preventivas,2024-04-01,13,8,28,37,11,10,7,13,0,1,0,0,0,0,128
CLIZA,atencion odontologica,medidas preventivas,2024-04-01,18,8,42,45,2,11,8,30,2,3,0,0,0,0,169
COBIJA,atencion odontologica,medidas preventivas,2024-04-01,248,220,152,141,43,57,142,299,37,33,0,0,0,0,1372
COCAPATA,atencion odontologica,medidas preventivas,2024-04-01,3,14,10,13,5,16,6,19,2,1,0,0,0,0,89
COCHABAMBA,atencion odontologica,medidas preventivas,2024-04-01,524,649,1890,1925,1036,1107,2469,3853,986,978,0,0,0,0,15417
COIPASA,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,2,0,17,2,4,4,3,0,0,0,0,32
COLCAPIRHUA,atencion odontologica,medidas preventivas,2024-04-01,26,38,51,61,22,29,56,105,7,10,0,0,0,0,405
"COLCHA ""K""",atencion odontologica,medidas preventivas,2024-04-01,24,11,24,22,10,14,11,28,1,0,0,0,0,0,145
COLLANA,atencion odontologica,medidas preventivas,2024-04-01,3,3,48,34,57,30,2,4,0,0,0,0,0,0,181
COLOMI,atencion odontologica,medidas preventivas,2024-04-01,30,21,78,121,4,18,20,44,11,8,0,0,0,0,355
COLPA BELGICA,atencion odontologica,medidas preventivas,2024-04-01,0,1,5,6,4,2,4,16,0,0,0,0,0,0,38
COLQUECHACA,atencion odontologica,medidas preventivas,2024-04-01,10,16,32,43,23,44,49,101,12,9,0,0,0,0,339
COLQUENCHA,atencion odontologica,medidas preventivas,2024-04-01,26,27,86,86,2,1,4,19,0,0,0,0,0,0,251
COLQUIRI,atencion odontologica,medidas preventivas,2024-04-01,15,10,58,65,23,31,22,9,0,3,0,0,0,0,236
COMANCHE,atencion odontologica,medidas preventivas,2024-04-01,8,8,17,25,2,2,2,0,0,0,0,0,0,0,64
COMARAPA,atencion odontologica,medidas preventivas,2024-04-01,7,27,27,22,8,5,10,31,6,0,0,0,0,0,143
CONCEPCION,atencion odontologica,medidas preventivas,2024-04-01,11,5,1,2,3,3,1,4,2,1,0,0,0,0,33
COPACABANA,atencion odontologica,medidas preventivas,2024-04-01,20,23,147,179,51,61,7,26,14,8,0,0,0,0,536
CORIPATA,atencion odontologica,medidas preventivas,2024-04-01,13,13,23,17,0,3,1,9,1,1,0,0,0,0,81
CORO CORO,atencion odontologica,medidas preventivas,2024-04-01,4,10,87,46,17,49,67,45,0,4,0,0,0,0,329
COROICO,atencion odontologica,medidas preventivas,2024-04-01,1,4,0,2,0,1,1,2,0,0,0,0,0,0,11
CORQUE,atencion odontologica,medidas preventivas,2024-04-01,23,29,91,88,6,7,7,19,2,2,0,0,0,0,274
COTAGAITA,atencion odontologica,medidas preventivas,2024-04-01,46,44,120,137,17,35,92,132,27,24,0,0,0,0,674
COTOCA,atencion odontologica,medidas preventivas,2024-04-01,29,11,17,8,8,9,25,36,0,0,0,0,0,0,143
CRUZ DE MACHACAMARCA,atencion odontologica,medidas preventivas,2024-04-01,0,1,1,0,0,0,1,4,1,1,0,0,0,0,9
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2024-04-01,61,77,21,36,11,4,9,24,1,2,0,0,0,0,246
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2024-04-01,8,1,28,21,2,4,5,9,3,2,0,0,0,0,83
CUEVO,atencion odontologica,medidas preventivas,2024-04-01,0,5,0,1,1,0,0,3,0,0,0,0,0,0,10
CULPINA,atencion odontologica,medidas preventivas,2024-04-01,9,17,21,19,2,2,3,8,0,0,0,0,0,0,81
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2024-04-01,2,7,1,22,1,3,2,20,15,17,0,0,0,0,90
CURVA,atencion odontologica,medidas preventivas,2024-04-01,4,0,7,3,1,1,1,4,0,2,0,0,0,0,23
DESAGUADERO,atencion odontologica,medidas preventivas,2024-04-01,1,2,2,7,5,3,16,6,0,0,0,0,0,0,42
EL ALTO,atencion odontologica,medidas preventivas,2024-04-01,720,721,1276,1540,403,504,633,1601,186,82,0,0,0,0,7666
EL CHORO,atencion odontologica,medidas preventivas,2024-04-01,5,7,10,10,2,7,6,4,4,2,0,0,0,0,57
EL PUENTE(STC),atencion odontologica,medidas preventivas,2024-04-01,47,32,148,178,2,17,22,42,16,10,0,0,0,0,514
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2024-04-01,2,6,4,13,2,2,1,25,0,2,0,0,0,0,57
EL TORNO,atencion odontologica,medidas preventivas,2024-04-01,173,170,354,325,12,23,20,105,5,5,0,0,0,0,1192
EL VILLAR,atencion odontologica,medidas preventivas,2024-04-01,7,1,47,33,1,17,1,17,0,0,0,0,0,0,124
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2024-04-01,55,41,131,120,2,7,9,17,3,4,0,0,0,0,389
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2024-04-01,43,44,58,108,21,23,36,66,9,2,0,0,0,0,410
ESCARA,atencion odontologica,medidas preventivas,2024-04-01,1,6,9,9,8,12,1,0,0,0,0,0,0,0,46
ESCOMA,atencion odontologica,medidas preventivas,2024-04-01,6,2,4,7,0,5,0,4,0,0,0,0,0,0,28
ESMERALDA,atencion odontologica,medidas preventivas,2024-04-01,3,0,16,17,0,0,3,8,4,2,0,0,0,0,53
EUCALIPTUS,atencion odontologica,medidas preventivas,2024-04-01,11,7,28,24,0,0,3,5,0,0,0,0,0,0,78
EXALTACION,atencion odontologica,medidas preventivas,2024-04-01,0,0,4,5,8,4,1,19,6,0,0,0,0,0,47
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2024-04-01,16,11,12,17,8,12,10,36,1,0,0,0,0,0,123
FILADELFIA,atencion odontologica,medidas preventivas,2024-04-01,6,8,2,8,0,2,2,9,0,0,0,0,0,0,37
GAIOC JATUN AYLLU YURA,atencion odontologica,medidas preventivas,2024-04-01,6,0,26,11,8,0,1,3,0,1,0,0,0,0,56
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2024-04-01,9,8,14,10,1,3,1,5,0,1,0,0,0,0,52
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2024-04-01,44,43,126,130,10,19,12,29,6,5,0,0,0,0,424
GUANAY,atencion odontologica,medidas preventivas,2024-04-01,10,8,32,39,0,9,0,7,2,1,0,0,0,0,108
GUAQUI,atencion odontologica,medidas preventivas,2024-04-01,6,7,3,2,0,1,10,14,7,11,0,0,0,0,61
GUAYARAMERIN,atencion odontologica,medidas preventivas,2024-04-01,43,64,201,227,62,150,204,431,134,39,0,0,0,0,1555
GUTIERREZ,atencion odontologica,medidas preventivas,2024-04-01,7,20,32,33,0,3,4,14,0,1,0,0,0,0,114
HUACARAJE,atencion odontologica,medidas preventivas,2024-04-01,2,3,3,9,3,1,2,8,3,0,0,0,0,0,34
HUACARETA,atencion odontologica,medidas preventivas,2024-04-01,7,6,18,25,3,15,17,46,7,2,0,0,0,0,146
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2024-04-01,6,3,4,17,1,2,0,5,0,0,0,0,0,0,38
HUACHACALLA,atencion odontologica,medidas preventivas,2024-04-01,1,0,2,14,2,2,0,0,0,0,0,0,0,0,21
HUANUNI,atencion odontologica,medidas preventivas,2024-04-01,33,47,99,68,38,36,51,75,11,6,0,0,0,0,464
HUARINA,atencion odontologica,medidas preventivas,2024-04-01,8,2,41,50,2,0,7,10,2,4,0,0,0,0,126
HUATAJATA,atencion odontologica,medidas preventivas,2024-04-01,7,6,51,54,0,3,1,15,3,9,0,0,0,0,149
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2024-04-01,13,8,5,4,12,9,2,13,6,7,0,0,0,0,79
HUMANATA,atencion odontologica,medidas preventivas,2024-04-01,9,3,26,26,4,12,13,28,11,7,0,0,0,0,139
ICHOCA,atencion odontologica,medidas preventivas,2024-04-01,8,13,9,3,6,3,4,16,1,3,0,0,0,0,66
ICLA,atencion odontologica,medidas preventivas,2024-04-01,10,13,8,5,2,3,2,17,0,0,0,0,0,0,60
INCAHUASI,atencion odontologica,medidas preventivas,2024-04-01,17,27,40,35,4,7,3,27,2,2,0,0,0,0,164
INQUISIVI,atencion odontologica,medidas preventivas,2024-04-01,19,26,40,56,22,34,3,15,1,0,0,0,0,0,216
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2024-04-01,35,34,116,145,12,13,16,22,5,0,0,0,0,0,398
IXIAMAS,atencion odontologica,medidas preventivas,2024-04-01,3,4,16,6,0,0,2,2,1,0,0,0,0,0,34
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2024-04-01,11,9,16,16,1,10,1,4,0,0,0,0,0,0,68
LA ASUNTA,atencion odontologica,medidas preventivas,2024-04-01,162,152,213,175,11,28,16,55,1,4,0,0,0,0,817
LA GUARDIA,atencion odontologica,medidas preventivas,2024-04-01,89,74,70,55,6,21,26,96,6,3,0,0,0,0,446
LA PAZ,atencion odontologica,medidas preventivas,2024-04-01,1724,1477,3802,3946,659,1028,2594,4672,1072,1112,0,0,0,0,22086
LA RIVERA,atencion odontologica,medidas preventivas,2024-04-01,1,4,1,0,0,2,0,2,0,0,0,0,0,0,10
LAGUNILLAS,atencion odontologica,medidas preventivas,2024-04-01,14,16,19,6,0,0,2,2,0,0,0,0,0,0,59
LAJA,atencion odontologica,medidas preventivas,2024-04-01,120,83,205,200,11,33,13,75,4,8,0,0,0,0,752
LAS CARRERAS,atencion odontologica,medidas preventivas,2024-04-01,3,7,16,18,3,7,1,3,0,0,0,0,0,0,58
LICOMA PAMPA,atencion odontologica,medidas preventivas,2024-04-01,7,14,42,94,1,6,0,6,0,0,0,0,0,0,170
LLALLAGUA,atencion odontologica,medidas preventivas,2024-04-01,75,68,63,76,25,26,34,89,15,8,0,0,0,0,479
LLICA,atencion odontologica,medidas preventivas,2024-04-01,12,11,0,0,0,0,0,0,0,0,0,0,0,0,23
LORETO,atencion odontologica,medidas preventivas,2024-04-01,0,1,11,7,7,15,0,10,0,0,0,0,0,0,51
LURIBAY,atencion odontologica,medidas preventivas,2024-04-01,9,15,17,10,4,0,5,1,0,2,0,0,0,0,63
MACHACAMARCA,atencion odontologica,medidas preventivas,2024-04-01,3,6,27,20,6,2,6,23,2,8,0,0,0,0,103
MACHARETI,atencion odontologica,medidas preventivas,2024-04-01,2,12,18,13,4,2,2,1,4,1,0,0,0,0,59
MAGDALENA,atencion odontologica,medidas preventivas,2024-04-01,3,2,21,18,0,1,0,13,0,0,0,0,0,0,58
MAIRANA,atencion odontologica,medidas preventivas,2024-04-01,6,16,29,27,8,18,9,15,3,0,0,0,0,0,131
MALLA,atencion odontologica,medidas preventivas,2024-04-01,13,8,25,25,0,0,4,7,10,12,0,0,0,0,104
MAPIRI,atencion odontologica,medidas preventivas,2024-04-01,1,3,29,11,1,5,1,8,0,0,0,0,0,0,59
MECAPACA,atencion odontologica,medidas preventivas,2024-04-01,9,22,53,57,8,13,3,9,0,0,0,0,0,0,174
MINEROS,atencion odontologica,medidas preventivas,2024-04-01,17,15,27,37,1,3,0,0,0,0,0,0,0,0,100
MIZQUE,atencion odontologica,medidas preventivas,2024-04-01,28,21,49,56,1,26,12,35,5,6,0,0,0,0,239
MOCOMOCO,atencion odontologica,medidas preventivas,2024-04-01,9,12,13,16,2,9,7,17,2,3,0,0,0,0,90
MOJINETE,atencion odontologica,medidas preventivas,2024-04-01,1,4,1,2,2,2,2,4,3,3,0,0,0,0,24
MOJOCOYA,atencion odontologica,medidas preventivas,2024-04-01,13,35,30,58,4,10,7,27,1,4,0,0,0,0,189
MONTEAGUDO,atencion odontologica,medidas preventivas,2024-04-01,26,41,102,75,17,17,27,94,5,7,0,0,0,0,411
MONTERO,atencion odontologica,medidas preventivas,2024-04-01,49,59,118,150,19,37,67,179,16,7,0,0,0,0,701
MORO MORO,atencion odontologica,medidas preventivas,2024-04-01,7,6,1,1,0,0,0,2,0,0,0,0,0,0,17
MOROCHATA,atencion odontologica,medidas preventivas,2024-04-01,12,19,37,34,23,37,18,46,14,16,0,0,0,0,256
NAZACARA DE PACAJES,atencion odontologica,medidas preventivas,2024-04-01,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3
OCURI,atencion odontologica,medidas preventivas,2024-04-01,10,12,45,41,9,7,4,13,7,14,0,0,0,0,162
OKINAWA,atencion odontologica,medidas preventivas,2024-04-01,0,0,3,2,0,1,2,3,0,2,0,0,0,0,13
OMEREQUE,atencion odontologica,medidas preventivas,2024-04-01,3,2,0,10,0,2,2,4,2,2,0,0,0,0,27
ORURO,atencion odontologica,medidas preventivas,2024-04-01,252,335,320,371,116,169,351,616,108,94,0,0,0,0,2732
PADCAYA,atencion odontologica,medidas preventivas,2024-04-01,11,7,52,85,1,3,9,14,1,0,0,0,0,0,183
PADILLA,atencion odontologica,medidas preventivas,2024-04-01,8,16,21,26,2,0,10,20,2,2,0,0,0,0,107
PAILON,atencion odontologica,medidas preventivas,2024-04-01,33,34,47,52,4,18,17,74,4,6,0,0,0,0,289
PALCA,atencion odontologica,medidas preventivas,2024-04-01,52,47,42,54,11,21,9,31,1,3,0,0,0,0,271
PALOS BLANCOS,atencion odontologica,medidas preventivas,2024-04-01,58,83,164,179,16,35,40,98,7,10,0,0,0,0,690
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2024-04-01,1,0,7,7,0,4,0,6,0,1,0,0,0,0,26
PAMPA GRANDE,atencion odontologica,medidas preventivas,2024-04-01,4,5,9,6,1,4,1,10,0,1,0,0,0,0,41
PAPEL PAMPA,atencion odontologica,medidas preventivas,2024-04-01,4,8,28,21,0,1,4,4,4,5,0,0,0,0,79
PASORAPA,atencion odontologica,medidas preventivas,2024-04-01,0,2,28,2,5,6,4,23,7,5,0,0,0,0,82
PATACAMAYA,atencion odontologica,medidas preventivas,2024-04-01,15,22,60,64,11,5,8,16,1,1,0,0,0,0,203
PAZÑA,atencion odontologica,medidas preventivas,2024-04-01,13,11,28,36,7,14,14,20,16,9,0,0,0,0,168
PELECHUCO,atencion odontologica,medidas preventivas,2024-04-01,21,19,12,9,10,6,1,7,1,0,0,0,0,0,86
POCOATA,atencion odontologica,medidas preventivas,2024-04-01,49,45,99,82,17,47,26,65,10,5,0,0,0,0,445
POCONA,atencion odontologica,medidas preventivas,2024-04-01,15,11,31,48,4,35,22,42,11,6,0,0,0,0,225
POJO (CBBA),atencion odontologica,medidas preventivas,2024-04-01,20,18,33,40,12,36,12,17,4,0,0,0,0,0,192
POOPO,atencion odontologica,medidas preventivas,2024-04-01,17,14,19,43,1,4,1,20,3,7,0,0,0,0,129
PORCO,atencion odontologica,medidas preventivas,2024-04-01,7,5,5,27,0,3,2,16,0,0,0,0,0,0,65
POROMA,atencion odontologica,medidas preventivas,2024-04-01,12,19,81,136,0,9,0,4,0,0,0,0,0,0,261
PORONGO,atencion odontologica,medidas preventivas,2024-04-01,22,17,46,49,3,14,6,11,1,2,0,0,0,0,171
PORTACHUELO,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORVENIR,atencion odontologica,medidas preventivas,2024-04-01,22,24,22,29,3,13,9,51,5,3,0,0,0,0,181
POSTRER VALLE,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,medidas preventivas,2024-04-01,175,158,210,233,46,66,310,453,35,30,0,0,0,0,1716
PRESTO,atencion odontologica,medidas preventivas,2024-04-01,5,8,42,32,1,14,10,27,2,0,0,0,0,0,141
PUCARANI,atencion odontologica,medidas preventivas,2024-04-01,31,29,44,34,6,9,9,19,5,5,0,0,0,0,191
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2024-04-01,22,8,1,18,1,13,3,6,0,2,0,0,0,0,74
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2024-04-01,23,17,8,9,1,1,2,5,0,0,0,0,0,0,66
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2024-04-01,4,3,5,7,3,7,4,16,1,2,0,0,0,0,52
PUERTO PEREZ,atencion odontologica,medidas preventivas,2024-04-01,3,3,6,8,0,1,0,3,0,0,0,0,0,0,24
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2024-04-01,13,11,3,0,4,0,0,3,0,0,0,0,0,0,34
PUERTO RICO,atencion odontologica,medidas preventivas,2024-04-01,22,23,10,11,0,0,0,0,0,0,0,0,0,0,66
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2024-04-01,48,33,28,26,4,8,14,16,0,1,0,0,0,0,178
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2024-04-01,87,64,141,149,15,43,26,85,11,14,0,0,0,0,635
PUNA,atencion odontologica,medidas preventivas,2024-04-01,15,24,13,43,2,17,6,39,7,5,0,0,0,0,171
PUNATA,atencion odontologica,medidas preventivas,2024-04-01,19,54,232,159,15,32,109,251,101,41,0,0,0,0,1013
QUIABAYA,atencion odontologica,medidas preventivas,2024-04-01,0,2,0,5,0,0,0,2,0,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,medidas preventivas,2024-04-01,159,186,414,397,106,189,325,648,184,206,0,0,0,0,2814
QUIME,atencion odontologica,medidas preventivas,2024-04-01,8,3,0,6,3,0,0,0,0,0,0,0,0,0,20
QUIRUSILLAS,atencion odontologica,medidas preventivas,2024-04-01,7,4,4,12,7,7,4,12,0,0,0,0,0,0,57
RAVELO,atencion odontologica,medidas preventivas,2024-04-01,38,47,60,49,3,5,2,7,2,0,0,0,0,0,213
REYES,atencion odontologica,medidas preventivas,2024-04-01,1,1,8,3,0,1,17,25,3,5,0,0,0,0,64
RIBERALTA,atencion odontologica,medidas preventivas,2024-04-01,164,144,240,266,57,98,78,397,45,37,0,0,0,0,1526
ROBORE,atencion odontologica,medidas preventivas,2024-04-01,10,17,54,25,3,13,23,47,16,27,0,0,0,0,235
RURRENABAQUE,atencion odontologica,medidas preventivas,2024-04-01,15,11,25,24,8,8,6,33,5,3,0,0,0,0,138
SABAYA,atencion odontologica,medidas preventivas,2024-04-01,2,9,5,13,3,3,1,5,2,3,0,0,0,0,46
SACABA,atencion odontologica,medidas preventivas,2024-04-01,149,137,549,481,87,135,207,536,72,83,0,0,0,0,2436
SACABAMBA,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SACACA,atencion odontologica,medidas preventivas,2024-04-01,16,24,94,131,2,9,4,15,1,0,0,0,0,0,296
SAIPINA,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,medidas preventivas,2024-04-01,49,50,79,67,9,14,1,15,13,22,0,0,0,0,319
SAMAIPATA,atencion odontologica,medidas preventivas,2024-04-01,8,9,16,21,1,9,1,9,0,0,0,0,0,0,74
SAN AGUSTIN,atencion odontologica,medidas preventivas,2024-04-01,1,0,2,0,1,0,0,4,1,0,0,0,0,0,9
SAN ANDRES,atencion odontologica,medidas preventivas,2024-04-01,37,34,19,13,2,4,4,8,0,0,0,0,0,0,121
SAN ANDRES DE MACHACA,atencion odontologica,medidas preventivas,2024-04-01,0,2,0,3,0,0,0,0,0,0,0,0,0,0,5
SAN ANTONIO DE ESMORUCO,atencion odontologica,medidas preventivas,2024-04-01,13,10,40,41,0,0,0,0,0,0,0,0,0,0,104
SAN BENITO,atencion odontologica,medidas preventivas,2024-04-01,6,4,4,5,1,2,7,15,3,3,0,0,0,0,50
SAN BORJA,atencion odontologica,medidas preventivas,2024-04-01,27,24,24,23,6,13,12,30,8,3,0,0,0,0,170
SAN BUENA VENTURA,atencion odontologica,medidas preventivas,2024-04-01,6,10,4,8,0,2,2,10,0,1,0,0,0,0,43
SAN CARLOS,atencion odontologica,medidas preventivas,2024-04-01,30,21,15,12,1,2,3,1,0,0,0,0,0,0,85
SAN IGNACIO,atencion odontologica,medidas preventivas,2024-04-01,6,6,26,27,9,19,14,21,10,0,0,0,0,0,138
SAN IGNACIO DE VELASCO,atencion odontologica,medidas preventivas,2024-04-01,1,0,3,2,2,2,12,9,2,3,0,0,0,0,36
SAN JAVIER(BNI),atencion odontologica,medidas preventivas,2024-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,medidas preventivas,2024-04-01,5,2,3,8,0,1,0,6,0,0,0,0,0,0,25
SAN JOAQUIN,atencion odontologica,medidas preventivas,2024-04-01,4,0,20,6,5,3,2,2,0,0,0,0,0,0,42
SAN JOSE DE CHIQUITOS,atencion odontologica,medidas preventivas,2024-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN JUAN DE YAPACANI,atencion odontologica,medidas preventivas,2024-04-01,0,3,0,3,0,0,0,5,2,0,0,0,0,0,13
SAN JULIAN,atencion odontologica,medidas preventivas,2024-04-01,88,100,54,37,9,22,22,67,26,24,0,0,0,0,449
SAN LORENZO(PND),atencion odontologica,medidas preventivas,2024-04-01,8,22,54,46,0,2,0,6,0,0,0,0,0,0,138
SAN LORENZO(TJA),atencion odontologica,medidas preventivas,2024-04-01,10,17,27,28,0,3,4,19,2,4,0,0,0,0,114
SAN LUCAS,atencion odontologica,medidas preventivas,2024-04-01,38,18,56,54,1,15,10,72,4,1,0,0,0,0,269
SAN MATIAS,atencion odontologica,medidas preventivas,2024-04-01,3,10,9,9,2,3,1,8,1,5,0,0,0,0,51
SAN MIGUEL DE VELASCO,atencion odontologica,medidas preventivas,2024-04-01,9,13,23,33,10,41,27,71,15,5,0,0,0,0,247
SAN PABLO DE LIPEZ,atencion odontologica,medidas preventivas,2024-04-01,2,12,3,9,0,1,0,0,0,0,0,0,0,0,27
SAN PEDRO,atencion odontologica,medidas preventivas,2024-04-01,8,17,37,42,3,11,9,25,1,0,0,0,0,0,153
SAN PEDRO DE BUENA VISTA,atencion odontologica,medidas preventivas,2024-04-01,5,6,46,51,3,4,7,9,1,0,0,0,0,0,132
SAN PEDRO DE CURAHUARA,atencion odontologica,medidas preventivas,2024-04-01,6,5,16,16,1,6,0,4,0,0,0,0,0,0,54
SAN PEDRO DE MACHA,atencion odontologica,medidas preventivas,2024-04-01,11,14,12,37,13,21,16,34,9,5,0,0,0,0,172
SAN PEDRO DE QUEMES,atencion odontologica,medidas preventivas,2024-04-01,1,1,20,13,0,0,0,0,0,0,0,0,0,0,35
SAN PEDRO DE TIQUINA,atencion odontologica,medidas preventivas,2024-04-01,13,10,67,55,0,4,2,3,0,1,0,0,0,0,155
SAN RAFAEL,atencion odontologica,medidas preventivas,2024-04-01,2,7,4,27,6,15,35,70,3,1,0,0,0,0,170
SAN RAMON SCZ,atencion odontologica,medidas preventivas,2024-04-01,43,48,80,89,29,28,19,21,0,0,0,0,0,0,357
SANTA ANA,atencion odontologica,medidas preventivas,2024-04-01,1,0,22,28,1,29,6,48,4,7,0,0,0,0,146
SANTA CRUZ DE LA SIERRA,atencion odontologica,medidas preventivas,2024-04-01,1308,1407,1177,1248,316,450,1300,2479,522,415,0,0,0,0,10622
SANTA ROSA,atencion odontologica,medidas preventivas,2024-04-01,1,6,39,43,2,3,6,18,1,0,0,0,0,0,119
SANTA ROSA DEL SARA,atencion odontologica,medidas preventivas,2024-04-01,65,57,188,265,3,3,6,25,0,0,0,0,0,0,612
SANTIAGO DE CALLAPA,atencion odontologica,medidas preventivas,2024-04-01,1,0,11,8,0,2,1,0,0,0,0,0,0,0,23
SANTIAGO DE HUARI,atencion odontologica,medidas preventivas,2024-04-01,12,11,71,64,29,38,5,17,4,5,0,0,0,0,256
SANTIAGO DE HUATA,atencion odontologica,medidas preventivas,2024-04-01,6,3,24,19,2,10,5,14,4,2,0,0,0,0,89
SANTIAGO DE MACHACA,atencion odontologica,medidas preventivas,2024-04-01,1,0,8,3,0,0,0,0,0,0,0,0,0,0,12
SANTIVAÑES,atencion odontologica,medidas preventivas,2024-04-01,14,9,62,29,1,5,4,29,6,4,0,0,0,0,163
SANTUARIO DE QUILLACAS,atencion odontologica,medidas preventivas,2024-04-01,1,4,22,37,0,2,2,0,0,0,0,0,0,0,68
SAPAHAQUI,atencion odontologica,medidas preventivas,2024-04-01,14,11,30,26,2,4,2,4,2,0,0,0,0,0,95
SENA,atencion odontologica,medidas preventivas,2024-04-01,6,6,0,0,2,2,0,7,0,0,0,0,0,0,23
SHINAOTA,atencion odontologica,medidas preventivas,2024-04-01,5,9,23,28,2,11,27,38,2,4,0,0,0,0,149
SICA SICA (VILLA AROMA),atencion odontologica,medidas preventivas,2024-04-01,20,6,52,43,3,2,1,19,2,1,0,0,0,0,149
