,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2024-03-01,0,0,0,3,1,0,3,19,0,2,0,0,0,0,28
GAIOC JATUN AYLLU YURA,atencion odontologica,consulta repetida,2024-03-01,1,0,13,20,4,6,21,47,5,0,0,0,0,0,117
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2024-03-01,0,0,3,0,2,1,4,11,0,0,0,0,0,0,21
GUANAY,atencion odontologica,consulta repetida,2024-03-01,0,0,2,4,2,0,3,12,2,0,0,0,0,1,26
GUAQUI,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,2,2,2,6,0,0,0,0,0,0,13
GUAYARAMERIN,atencion odontologica,consulta repetida,2024-03-01,1,2,0,1,1,0,2,3,0,0,0,1,0,0,11
GUTIERREZ,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4
HUACARAJE,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,consulta repetida,2024-03-01,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2024-03-01,0,5,1,0,2,5,0,7,0,0,0,0,0,0,20
HUACHACALLA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7
HUANUNI,atencion odontologica,consulta repetida,2024-03-01,5,4,10,19,4,18,28,39,5,1,0,0,0,0,133
HUARINA,atencion odontologica,consulta repetida,2024-03-01,0,0,3,1,0,1,4,5,1,0,0,0,0,0,15
HUATAJATA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
HUMANATA,atencion odontologica,consulta repetida,2024-03-01,13,2,11,14,5,7,9,16,14,6,0,0,0,3,100
ICHOCA,atencion odontologica,consulta repetida,2024-03-01,0,1,3,0,1,0,1,4,0,0,0,0,0,0,10
ICLA,atencion odontologica,consulta repetida,2024-03-01,2,5,5,4,1,3,3,16,1,3,0,0,0,0,43
INCAHUASI,atencion odontologica,consulta repetida,2024-03-01,1,0,5,2,0,3,8,14,1,0,0,0,0,0,34
INQUISIVI,atencion odontologica,consulta repetida,2024-03-01,2,0,0,2,1,2,4,17,0,1,0,3,0,1,33
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2024-03-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
IXIAMAS,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,2,6,0,0,0,0,0,0,9
JESUS DE MACHACA,atencion odontologica,consulta repetida,2024-03-01,1,0,1,1,1,8,4,12,1,4,0,0,0,0,33
LA ASUNTA,atencion odontologica,consulta repetida,2024-03-01,1,2,9,5,5,7,8,32,1,0,0,1,0,0,71
LA GUARDIA,atencion odontologica,consulta repetida,2024-03-01,1,0,0,1,0,1,4,15,1,0,0,0,0,0,23
LA PAZ,atencion odontologica,consulta repetida,2024-03-01,246,275,664,702,311,431,1384,2309,478,382,0,28,0,5,7215
LAGUNILLAS,atencion odontologica,consulta repetida,2024-03-01,1,0,0,1,0,0,0,3,0,0,0,0,0,0,5
LAJA,atencion odontologica,consulta repetida,2024-03-01,4,8,11,2,1,1,1,10,2,3,0,0,0,0,43
LAS CARRERAS,atencion odontologica,consulta repetida,2024-03-01,0,0,2,3,7,8,21,29,0,0,0,0,0,0,70
LLALLAGUA,atencion odontologica,consulta repetida,2024-03-01,1,2,3,2,3,7,10,81,0,1,0,2,0,0,112
LLICA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
LURIBAY,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,1,2,0,4,0,0,0,0,0,0,7
MACHACAMARCA,atencion odontologica,consulta repetida,2024-03-01,0,1,8,5,1,3,20,9,2,2,0,0,0,0,51
MACHARETI,atencion odontologica,consulta repetida,2024-03-01,16,12,15,23,1,0,0,12,1,0,0,9,0,0,89
MAGDALENA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
MAPIRI,atencion odontologica,consulta repetida,2024-03-01,0,0,1,0,1,0,1,2,0,2,0,0,0,0,7
MECAPACA,atencion odontologica,consulta repetida,2024-03-01,1,0,20,2,7,16,24,23,0,0,0,0,0,1,94
MIZQUE,atencion odontologica,consulta repetida,2024-03-01,0,1,9,21,7,19,29,36,23,3,0,0,0,0,148
MOCOMOCO,atencion odontologica,consulta repetida,2024-03-01,4,0,0,7,7,3,5,14,0,4,0,0,0,1,45
MOJINETE,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,consulta repetida,2024-03-01,9,6,13,17,5,25,21,44,8,0,0,0,0,0,148
MONTEAGUDO,atencion odontologica,consulta repetida,2024-03-01,3,2,6,4,1,3,12,20,5,2,0,0,0,0,58
MONTERO,atencion odontologica,consulta repetida,2024-03-01,3,3,11,19,18,10,25,40,0,4,0,0,0,0,133
MORO MORO,atencion odontologica,consulta repetida,2024-03-01,2,1,1,1,0,3,3,12,0,0,0,0,0,0,23
MOROCHATA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,1,0,1,4,0,0,0,0,0,0,6
OCURI,atencion odontologica,consulta repetida,2024-03-01,0,2,3,1,5,4,6,22,0,0,0,0,0,0,43
OKINAWA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,1,2,4,7,0,0,0,0,0,0,15
OMEREQUE,atencion odontologica,consulta repetida,2024-03-01,3,1,4,4,1,0,6,14,0,2,0,0,0,0,35
ORURO,atencion odontologica,consulta repetida,2024-03-01,122,110,278,282,133,176,744,1111,169,150,0,20,0,14,3309
PADCAYA,atencion odontologica,consulta repetida,2024-03-01,0,0,10,10,3,15,14,33,3,2,0,0,0,0,90
PADILLA,atencion odontologica,consulta repetida,2024-03-01,0,3,2,1,0,5,14,27,2,2,0,0,0,0,56
PAILON,atencion odontologica,consulta repetida,2024-03-01,1,1,0,0,0,0,1,4,2,0,0,0,0,0,9
PALCA,atencion odontologica,consulta repetida,2024-03-01,4,1,3,3,4,8,12,14,1,0,0,0,0,0,50
PALOS BLANCOS,atencion odontologica,consulta repetida,2024-03-01,0,0,1,1,3,2,0,6,0,0,0,0,0,0,13
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,4,5,10,0,3,0,3,0,0,25
PAMPA GRANDE,atencion odontologica,consulta repetida,2024-03-01,8,1,0,0,0,1,3,2,0,0,0,0,0,0,15
PASORAPA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,2,0,1,4,3,0,0,0,0,0,0,10
PATACAMAYA,atencion odontologica,consulta repetida,2024-03-01,7,2,5,1,0,8,0,23,0,1,0,0,0,0,47
PAZÑA,atencion odontologica,consulta repetida,2024-03-01,1,2,5,1,2,2,10,19,2,10,0,0,0,0,54
POCOATA,atencion odontologica,consulta repetida,2024-03-01,0,0,4,2,2,13,8,20,1,0,0,0,0,1,51
POCONA,atencion odontologica,consulta repetida,2024-03-01,0,1,0,0,2,1,3,8,1,1,0,0,0,0,17
POJO (CBBA),atencion odontologica,consulta repetida,2024-03-01,0,6,4,6,1,6,6,14,1,0,0,0,0,0,44
POOPO,atencion odontologica,consulta repetida,2024-03-01,1,2,1,4,3,10,11,30,2,4,0,1,0,0,69
PORCO,atencion odontologica,consulta repetida,2024-03-01,9,4,11,5,1,12,3,31,1,2,0,16,0,0,95
POROMA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,3,5,3,0,6,0,0,0,0,0,0,17
PORONGO,atencion odontologica,consulta repetida,2024-03-01,0,4,4,1,0,2,2,5,1,0,0,0,0,0,19
PORTACHUELO,atencion odontologica,consulta repetida,2024-03-01,0,0,1,2,1,1,2,5,1,0,0,0,0,0,13
PORVENIR,atencion odontologica,consulta repetida,2024-03-01,0,0,5,3,2,5,6,6,0,0,0,0,0,0,27
POSTRER VALLE,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,5
POTOSI,atencion odontologica,consulta repetida,2024-03-01,116,83,223,290,117,203,439,1012,111,55,0,29,0,7,2685
PRESTO,atencion odontologica,consulta repetida,2024-03-01,0,0,0,5,0,14,8,17,4,0,0,0,0,0,48
PUCARANI,atencion odontologica,consulta repetida,2024-03-01,1,0,2,0,0,1,4,6,0,2,0,0,0,0,16
PUERTO ACOSTA,atencion odontologica,consulta repetida,2024-03-01,2,0,2,0,0,0,0,2,3,1,0,0,0,0,10
PUERTO CARABUCO,atencion odontologica,consulta repetida,2024-03-01,0,1,2,5,1,4,11,8,0,0,0,0,0,0,32
PUERTO GONZALO MORENO,atencion odontologica,consulta repetida,2024-03-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3
PUERTO PEREZ,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2024-03-01,10,8,0,0,0,0,1,0,0,1,0,0,0,0,20
PUERTO RICO,atencion odontologica,consulta repetida,2024-03-01,0,3,3,1,1,0,5,13,0,0,0,1,0,0,27
PUERTO SUAREZ,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,1,2,1,0,0,0,0,4
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2024-03-01,0,2,3,11,1,15,9,46,1,1,0,4,0,3,96
PUNA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,2,1,1,1,2,1,0,0,0,0,0,8
PUNATA,atencion odontologica,consulta repetida,2024-03-01,2,8,12,8,1,7,19,29,8,11,0,1,0,0,106
QUIABAYA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
QUILLACOLLO,atencion odontologica,consulta repetida,2024-03-01,5,8,31,19,21,23,84,97,58,29,0,7,0,0,382
QUIME,atencion odontologica,consulta repetida,2024-03-01,0,0,1,0,3,4,28,10,0,0,0,0,0,0,46
QUIRUSILLAS,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,1,1,3,7,2,0,0,0,0,0,15
RAVELO,atencion odontologica,consulta repetida,2024-03-01,2,0,6,4,1,13,2,16,2,0,0,0,0,1,47
REYES,atencion odontologica,consulta repetida,2024-03-01,0,0,9,7,0,7,24,24,0,21,0,0,0,0,92
RIBERALTA,atencion odontologica,consulta repetida,2024-03-01,8,4,9,13,7,6,18,49,11,6,0,1,0,0,132
ROBORE,atencion odontologica,consulta repetida,2024-03-01,1,5,30,12,8,10,24,43,12,12,0,0,0,0,157
RURRENABAQUE,atencion odontologica,consulta repetida,2024-03-01,0,3,4,7,0,2,1,5,2,2,0,0,0,0,26
SABAYA,atencion odontologica,consulta repetida,2024-03-01,0,0,5,9,2,0,6,21,4,0,0,0,0,0,47
SACABA,atencion odontologica,consulta repetida,2024-03-01,7,5,39,55,12,30,71,138,28,27,0,3,0,2,417
SACABAMBA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5
SAIPINA,atencion odontologica,consulta repetida,2024-03-01,0,1,0,0,0,2,6,6,0,0,0,1,0,0,16
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta repetida,2024-03-01,2,2,14,4,1,1,13,22,10,4,0,0,0,0,73
SAMAIPATA,atencion odontologica,consulta repetida,2024-03-01,0,1,3,2,0,2,0,12,2,0,0,0,0,0,22
SAN ANDRES,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
SAN ANDRES DE MACHACA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,2,1,3,1,0,0,0,0,7
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,3,1,2,0,0,0,0,0,0,6
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta repetida,2024-03-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,consulta repetida,2024-03-01,0,9,6,10,1,3,3,19,10,2,0,0,0,0,63
SAN BORJA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,2,2,0,1,0,0,0,0,5
SAN BUENA VENTURA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SAN CARLOS,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SAN IGNACIO,atencion odontologica,consulta repetida,2024-03-01,0,0,3,3,3,15,15,32,0,0,0,0,0,0,71
SAN IGNACIO DE VELASCO,atencion odontologica,consulta repetida,2024-03-01,0,0,4,1,3,1,7,29,1,0,0,2,0,0,48
SAN JAVIER(STC),atencion odontologica,consulta repetida,2024-03-01,9,11,3,9,4,5,0,6,0,0,0,0,0,1,48
SAN JOAQUIN,atencion odontologica,consulta repetida,2024-03-01,0,0,3,1,2,0,2,2,0,0,0,0,0,2,12
SAN JOSE DE CHIQUITOS,atencion odontologica,consulta repetida,2024-03-01,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3
SAN JULIAN,atencion odontologica,consulta repetida,2024-03-01,0,2,3,5,0,2,2,2,7,0,0,0,0,3,26
SAN LORENZO(PND),atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3
SAN LORENZO(TJA),atencion odontologica,consulta repetida,2024-03-01,1,0,13,7,3,9,15,68,3,2,0,3,0,1,125
SAN LUCAS,atencion odontologica,consulta repetida,2024-03-01,4,2,4,1,5,8,5,40,0,6,0,0,0,0,75
SAN MATIAS,atencion odontologica,consulta repetida,2024-03-01,1,1,15,8,7,7,22,19,0,2,0,3,0,0,85
SAN MIGUEL DE VELASCO,atencion odontologica,consulta repetida,2024-03-01,0,0,7,8,6,10,11,14,5,5,0,0,0,0,66
SAN PABLO DE LIPEZ,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,4,3,0,0,0,1,0,0,8
SAN PEDRO,atencion odontologica,consulta repetida,2024-03-01,1,1,2,6,1,3,17,38,0,4,0,0,0,1,74
SAN PEDRO DE BUENA VISTA,atencion odontologica,consulta repetida,2024-03-01,2,5,5,7,13,4,4,32,0,1,0,4,0,0,77
SAN PEDRO DE MACHA,atencion odontologica,consulta repetida,2024-03-01,3,5,10,9,13,20,48,82,10,6,0,3,0,3,212
SAN PEDRO DE QUEMES,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SAN PEDRO DE TIQUINA,atencion odontologica,consulta repetida,2024-03-01,1,0,1,1,0,0,1,2,0,0,0,0,0,0,6
SAN RAFAEL,atencion odontologica,consulta repetida,2024-03-01,0,0,1,1,1,0,2,11,0,0,0,0,0,0,16
SANTA ANA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,6,0,0,2,0,0,0,0,0,0,0,8
SANTA CRUZ DE LA SIERRA,atencion odontologica,consulta repetida,2024-03-01,203,211,504,414,149,201,1093,1761,400,374,0,10,0,1,5321
SANTA ROSA,atencion odontologica,consulta repetida,2024-03-01,10,8,0,0,3,0,1,0,0,0,0,1,0,0,23
SANTA ROSA DEL SARA,atencion odontologica,consulta repetida,2024-03-01,0,0,1,8,1,3,2,29,0,0,0,0,0,0,44
SANTIAGO DE HUARI,atencion odontologica,consulta repetida,2024-03-01,2,2,4,6,0,9,11,20,9,11,0,0,0,0,74
SANTIAGO DE HUATA,atencion odontologica,consulta repetida,2024-03-01,6,1,2,5,5,5,4,14,2,3,0,0,0,0,47
SANTIAGO DE MACHACA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,4,0,5,2,3,0,0,0,0,14
SANTIVAÑES,atencion odontologica,consulta repetida,2024-03-01,7,0,0,1,1,3,8,17,0,5,0,0,0,0,42
SANTUARIO DE QUILLACAS,atencion odontologica,consulta repetida,2024-03-01,0,4,0,0,8,0,8,3,4,0,0,0,0,0,27
SAPAHAQUI,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,1,2,3,1,0,1,0,0,0,0,9
SENA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,1,0,2,4,0,0,0,0,0,0,7
SHINAOTA,atencion odontologica,consulta repetida,2024-03-01,1,1,0,1,0,0,7,3,0,1,0,0,0,0,14
SICA SICA (VILLA AROMA),atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,6,0,1,9,12,0,0,0,0,0,28
SICAYA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,1,7,4,6,8,0,1,0,0,0,0,27
SIPE SIPE,atencion odontologica,consulta repetida,2024-03-01,35,36,45,79,22,24,40,186,76,110,0,2,0,1,656
SOPACHUY,atencion odontologica,consulta repetida,2024-03-01,7,6,19,28,3,31,36,83,5,3,0,0,0,0,221
SORACACHI,atencion odontologica,consulta repetida,2024-03-01,1,1,3,14,4,11,14,21,4,1,0,1,0,0,75
SORATA,atencion odontologica,consulta repetida,2024-03-01,1,1,1,0,4,5,2,3,0,0,0,0,0,0,17
SUCRE,atencion odontologica,consulta repetida,2024-03-01,109,122,278,305,170,220,581,1129,154,147,0,31,0,1,3247
TACACHI,atencion odontologica,consulta repetida,2024-03-01,0,0,4,6,6,3,6,16,0,1,0,0,0,0,42
TACACOMA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,2,1,4,0,0,0,1,0,0,8
TACOBAMBA,atencion odontologica,consulta repetida,2024-03-01,0,0,4,2,5,9,14,16,0,0,0,0,0,0,50
TACOPAYA,atencion odontologica,consulta repetida,2024-03-01,1,1,2,2,3,22,19,35,4,4,0,0,0,0,93
TAPACARI,atencion odontologica,consulta repetida,2024-03-01,0,1,3,1,1,1,5,12,2,0,0,1,0,0,27
TARABUCO,atencion odontologica,consulta repetida,2024-03-01,10,6,1,13,6,13,13,36,3,3,0,0,0,0,104
TARACO,atencion odontologica,consulta repetida,2024-03-01,0,0,1,2,1,2,0,0,0,0,0,0,0,0,6
TARATA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARIJA,atencion odontologica,consulta repetida,2024-03-01,77,92,273,374,131,128,529,875,182,103,0,6,0,0,2770
TARVITA,atencion odontologica,consulta repetida,2024-03-01,43,12,32,46,18,39,17,31,7,1,0,1,0,0,247
TEOPONTE,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
TIAHUANACU,atencion odontologica,consulta repetida,2024-03-01,17,18,20,17,2,18,18,36,5,6,0,1,0,0,158
TINGUIPAYA,atencion odontologica,consulta repetida,2024-03-01,8,3,11,13,14,24,16,66,15,6,0,1,0,2,179
TIQUIPAYA,atencion odontologica,consulta repetida,2024-03-01,11,6,29,8,3,17,18,27,0,1,0,0,0,0,120
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2024-03-01,0,1,1,7,3,6,4,13,3,0,0,0,0,0,38
TOCO,atencion odontologica,consulta repetida,2024-03-01,1,0,0,0,0,1,0,0,3,1,0,0,0,0,6
TODOS SANTOS,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,1,2,0,7,0,0,0,0,0,0,10
TOLATA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,4,4,0,5,0,0,0,0,13
TOLEDO,atencion odontologica,consulta repetida,2024-03-01,0,0,1,2,0,0,2,15,0,0,0,0,0,0,20
TOMAVE,atencion odontologica,consulta repetida,2024-03-01,1,3,4,2,0,3,5,26,3,2,0,0,0,0,49
TOMINA,atencion odontologica,consulta repetida,2024-03-01,3,13,4,5,11,18,36,48,6,3,0,0,0,0,147
TORO TORO,atencion odontologica,consulta repetida,2024-03-01,0,0,12,10,6,5,3,18,0,0,0,1,0,0,55
TOTORA(CBBA),atencion odontologica,consulta repetida,2024-03-01,9,3,13,17,4,5,6,39,0,1,0,0,0,1,98
TOTORA(ORR),atencion odontologica,consulta repetida,2024-03-01,0,1,3,2,0,1,6,5,1,0,0,0,0,0,19
TRIGAL,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3
TRINIDAD,atencion odontologica,consulta repetida,2024-03-01,5,7,37,47,31,25,62,128,24,7,0,1,0,0,374
TUPIZA,atencion odontologica,consulta repetida,2024-03-01,19,1,32,27,19,40,88,108,44,23,0,2,0,2,405
TURCO,atencion odontologica,consulta repetida,2024-03-01,1,0,1,4,4,2,14,25,7,2,0,0,0,0,60
UNCIA,atencion odontologica,consulta repetida,2024-03-01,6,1,7,25,4,18,21,67,6,4,0,9,0,0,168
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2024-03-01,3,6,9,10,20,21,29,115,0,10,0,0,0,0,223
URUBICHA,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5
UYUNI,atencion odontologica,consulta repetida,2024-03-01,7,3,10,18,1,16,9,36,5,6,0,1,0,0,112
VACAS,atencion odontologica,consulta repetida,2024-03-01,1,4,2,2,2,2,4,3,1,1,0,0,0,0,22
VALLEGRANDE,atencion odontologica,consulta repetida,2024-03-01,4,1,4,8,1,1,6,23,3,2,0,2,0,0,55
VIACHA,atencion odontologica,consulta repetida,2024-03-01,9,46,30,40,19,21,28,109,16,5,0,6,0,1,330
VILA VILA,atencion odontologica,consulta repetida,2024-03-01,0,0,2,4,1,1,5,3,0,0,0,0,0,0,16
VILLA CHARCAS,atencion odontologica,consulta repetida,2024-03-01,0,6,4,2,8,2,11,32,1,0,0,2,0,0,68
VILLA MONTES,atencion odontologica,consulta repetida,2024-03-01,10,6,16,16,11,3,29,56,10,17,0,1,0,0,175
VILLA NUEVA (LOMA ALTA),atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA RIVERO,atencion odontologica,consulta repetida,2024-03-01,0,5,4,1,2,4,9,25,1,8,0,1,0,0,60
VILLA SERRANO,atencion odontologica,consulta repetida,2024-03-01,0,0,0,2,0,0,1,0,0,1,0,0,0,0,4
VILLA TUNARI,atencion odontologica,consulta repetida,2024-03-01,0,0,6,7,0,0,13,13,1,0,0,1,0,0,41
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2024-03-01,14,11,4,2,2,7,6,34,0,1,0,6,0,8,95
VILLAZON,atencion odontologica,consulta repetida,2024-03-01,12,16,40,65,7,35,32,119,28,2,0,10,0,10,376
VINTO,atencion odontologica,consulta repetida,2024-03-01,2,1,1,4,0,1,0,5,0,0,0,0,0,0,14
VITICHI,atencion odontologica,consulta repetida,2024-03-01,3,1,17,9,1,12,16,49,5,1,0,4,0,1,119
WALDO BALLIVIAN,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
WARNES,atencion odontologica,consulta repetida,2024-03-01,12,25,53,126,20,27,109,221,19,11,0,8,0,0,631
YACO,atencion odontologica,consulta repetida,2024-03-01,0,0,0,0,19,9,3,7,0,0,0,3,0,0,41
YACUIBA,atencion odontologica,consulta repetida,2024-03-01,4,13,31,32,12,39,56,134,12,6,0,2,0,1,342
YAMPARAEZ,atencion odontologica,consulta repetida,2024-03-01,16,20,22,14,8,6,14,9,0,2,0,0,0,0,111
YANACACHI,atencion odontologica,consulta repetida,2024-03-01,3,1,1,0,0,0,0,1,0,0,0,0,0,0,6
YAPACANI,atencion odontologica,consulta repetida,2024-03-01,0,3,26,26,1,1,6,4,5,0,0,15,0,0,87
YOCALLA,atencion odontologica,consulta repetida,2024-03-01,23,7,7,22,5,14,19,49,6,0,0,0,0,3,155
YOTALA,atencion odontologica,consulta repetida,2024-03-01,3,7,0,4,5,2,2,5,0,0,0,1,0,0,29
YUNCHARA,atencion odontologica,consulta repetida,2024-03-01,0,0,1,2,1,0,0,3,0,0,0,0,0,0,7
ZUDAÑEZ,atencion odontologica,consulta repetida,2024-03-01,1,0,1,0,2,6,4,19,0,4,0,0,0,0,37
ACACIO,atencion odontologica,consulta repetida,2024-04-01,0,0,1,1,1,1,4,6,0,0,0,0,0,0,14
ACHACACHI,atencion odontologica,consulta repetida,2024-04-01,14,16,10,20,6,17,15,49,8,0,0,0,0,0,155
ACHOCALLA,atencion odontologica,consulta repetida,2024-04-01,1,0,4,1,2,7,11,21,0,0,0,0,0,1,48
AIQUILE,atencion odontologica,consulta repetida,2024-04-01,0,1,2,1,3,0,5,33,14,6,0,3,0,0,68
ALALAY,atencion odontologica,consulta repetida,2024-04-01,0,0,0,2,3,2,3,0,0,0,0,0,0,0,10
ALCALA,atencion odontologica,consulta repetida,2024-04-01,0,1,10,2,4,7,17,41,1,0,0,0,0,0,83
ALTO BENI,atencion odontologica,consulta repetida,2024-04-01,0,0,1,1,3,2,3,0,2,0,0,0,0,0,12
ANCORAIMES,atencion odontologica,consulta repetida,2024-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ANDAMARCA,atencion odontologica,consulta repetida,2024-04-01,1,0,5,7,6,2,10,15,0,5,0,0,0,0,51
ANTEQUERA,atencion odontologica,consulta repetida,2024-04-01,6,0,1,22,4,10,3,22,0,0,0,0,0,0,68
APOLO,atencion odontologica,consulta repetida,2024-04-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
ARAMPAMPA,atencion odontologica,consulta repetida,2024-04-01,0,0,0,0,0,0,2,3,0,0,0,0,0,0,5
ARANI,atencion odontologica,consulta repetida,2024-04-01,3,1,2,4,4,3,8,17,1,3,0,0,0,0,46
ARBIETO,atencion odontologica,consulta repetida,2024-04-01,2,1,2,4,0,2,2,3,5,4,0,0,0,0,25
ARQUE,atencion odontologica,consulta repetida,2024-04-01,2,0,5,15,4,11,4,25,0,2,0,0,0,1,69
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2024-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ATOCHA,atencion odontologica,consulta repetida,2024-04-01,21,9,25,56,16,36,123,155,9,20,0,1,0,0,471
AUCAPATA,atencion odontologica,consulta repetida,2024-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYO AYO,atencion odontologica,consulta repetida,2024-04-01,0,0,0,3,2,8,2,16,3,2,0,0,0,0,36
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2024-04-01,0,1,5,11,2,31,34,52,1,1,0,0,0,0,138
AZURDUY,atencion odontologica,consulta repetida,2024-04-01,20,7,10,8,1,9,24,45,2,2,0,1,0,0,129
BATALLAS,atencion odontologica,consulta repetida,2024-04-01,0,0,0,2,3,0,1,10,4,0,0,0,0,0,20
BAURES,atencion odontologica,consulta repetida,2024-04-01,0,0,0,1,0,0,2,5,0,2,0,0,0,0,10
BELEN DE URMIRI,atencion odontologica,consulta repetida,2024-04-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
BERMEJO,atencion odontologica,consulta repetida,2024-04-01,1,3,5,3,12,7,33,46,5,4,0,2,0,0,121
