,group,variable,month,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTAL 1610 EPISODIOS DEPRESIVOS / ANSIEDAD CANTIDAD,TOTALES
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,3,5,8
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,0,2,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,2,2,4
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,1,3,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,7,10,17
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-04-01,0,1,1
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,5,6
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,5,6
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,3,5
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,1,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,2,4
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,6,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,67,123,190
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,2,3
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,11,46,57
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,2,5
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,7,10
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,81,177,258
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,4,5,9
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,6,21,27
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,4,6,10
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,9,20,29
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,8,11
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,4,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,10,10
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,1,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,85,85
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,5,5
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,4,5
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,2,3
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,129,288,417
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,3,3
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,5,7
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,7,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,56,110,166
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,2,2
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,1,0,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,4,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,12,13,25
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,4,6,10
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,1,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,3,0,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,5,2,7
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-05-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,3,4
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,3,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,3,5,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,52,133,185
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,12,54,66
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,5,8,13
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,80,176,256
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,7,8
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,3,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,12,17,29
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,2,3
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,9,16,25
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,8,5,13
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,1,2
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,10,12,22
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,29,148,177
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,3,0,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,4,4
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,85,261,346
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,4,5
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,46,66,112
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,2,2,4
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,11,18,29
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,2,5,7
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,6,13,19
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,0,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,1,3,4
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,2,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-06-01,9,7,16
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,5,5
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,1,3
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,3,4
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,1,2
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,7,8
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,6,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,59,118,177
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,3,0,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,1,3
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,0,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,31,59,90
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,1,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,5,6,11
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,81,135,216
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,1,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,6,20,26
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,12,26,38
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,6,10,16
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,7,15,22
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,10,10
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,47,296,343
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,3,2,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,2,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,2,2
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,3,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,2,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,98,232,330
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,2,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,14,17,31
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,3,7,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,44,38,82
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,4,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,6,11,17
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,2,2,4
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,6,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,5,11,16
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,0,0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,0,2,2
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,0,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-07-01,1,7,8
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,2,2
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,2,2
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,4,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,0,6,6
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,44,112,156
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,2,0,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,3,4
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       episodios depresivos / ansiedad,2014-08-01,1,0,1
