,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,13,20,33
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,19,21,40
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,13,13,26
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,1,1,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,108,120,228
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,1,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,4,26,30
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,74,89,163
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,7,10
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,9,9,18
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,2,0,2
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-03-01,3,4,7
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,8,3,11
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,0,2
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,0,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,1,5
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,10,15,25
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,0,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,24,38,62
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,6,7,13
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,7,10,17
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,1,3
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,3,7
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,1,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,17,17,34
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,41,24,65
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,5,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,0,2
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,2,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,2,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,46,80,126
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,4,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,6,10
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,2,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,8,5,13
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,4,5
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,1,3
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,5,7
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,132,141,273
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,17,23,40
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,5,5
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,18,10,28
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,7,24,31
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,6,12,18
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,0,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,5,8
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,8,3,11
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,14,27,41
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,232,360,592
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,4,6
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,2,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,4,4
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,3,6
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,4,5
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,6,2,8
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,31,36,67
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,9,10
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,10,12
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,2,2
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,32,30,62
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,50,59,109
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,6,9
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,6,4,10
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,0,3
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,11,6,17
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,65,88,153
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,9,10,19
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,1,4
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,12,11,23
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,14,9,23
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,6,11
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,4,8
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,5,8
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,5,8
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,2,5
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,3,5
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,13,12,25
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,2,5
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,1,5
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,1,4
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,10,12,22
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,2,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,6,7,13
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,10,16,26
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,3,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,0,4
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,488,653,1141
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,7,6,13
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,1,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,14,6,20
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,8,7,15
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,37,83,120
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,11,18,29
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,0,2
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,2,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,31,38,69
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,3,8
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,2,2
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,13,11,24
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,524,296,820
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,3,6
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,11,16
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,3,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,12,14,26
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,18,9,27
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,5,6,11
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,7,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,167,100,267
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,12,11,23
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,1,2
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,79,104,183
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,7,10,17
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,3,2,5
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,1,2,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-04-01,4,0,4
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,8,0,8
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,2,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,3,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,3,6
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,14,20,34
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,19,22
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,5,11,16
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,5,9
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,3,4
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,2,4
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,24,32,56
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,57,28,85
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,1,4
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,7,7,14
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,3,4
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,2,2
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,15,19
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,3,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,16,15,31
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,46,82,128
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,6,9
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,5,6
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,4,7
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,152,175,327
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,116,972,1088
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,4,6
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,5,5
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,0,3
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,15,17,32
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,2,5
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,2,2
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,4,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,6,5,11
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,9,14,23
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,135,296,431
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,3,7
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,4,5,9
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,0,3
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,11,7,18
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,25,23,48
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,30,5,35
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,17,19,36
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,60,46,106
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,5,5,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,11,8,19
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,2,3
POCOATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,5,5
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,5,7
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,1,0,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,12,15
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,56,69,125
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,1,3
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,10,13,23
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,3,0,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,16,18,34
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-05-01,2,6,8
