,group,variable,month,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTAL 16.7 SOBREPESO EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,19,14,33
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,2,2
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,8,166,174
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,3,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,8,55,63
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,5,6
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,17,32,49
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,2,4
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,4,6
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,5,5,10
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,237,709,946
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,5,6
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,1,3
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,2,4
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,52,52
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,6,6
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,38,311,349
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,3,0,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,103,202,305
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,60,81,141
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,13,53,66
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,3,4
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,314,488,802
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,0,2
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,5,7
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,2,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,2,3,5
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,10,9,19
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,1,2
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,13,19,32
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,0,1,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-03-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,8,9
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,34,115,149
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,5,12,17
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,6,7,13
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,4,4
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,9,9
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,35,204,239
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,132,548,680
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,0,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,4,9,13
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,255,897,1152
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,12,15
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,0,1
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,3,3
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,3,3
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,6,9
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,6,2,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,0,2
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,172,886,1058
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,4,10,14
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,2,3
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,4,7,11
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,8,16,24
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,0,3
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,54,524,578
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,0,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,1,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,8,10
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,1,1
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,0,2
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,14,149,163
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,16,3,19
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,3,6
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,21,153,174
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,10,82,92
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,1,3
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,14,25,39
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,5,6,11
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,2,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,4,7
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,200,594,794
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,1,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,15,55,70
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,3,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,2,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,8,0,8
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,23,290,313
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,1,2
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,120,210,330
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,5,6
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,4,7
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,13,29,42
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,2,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,4,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,2,3
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,0,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,340,159,499
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,22,19,41
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,8,8
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,0,3,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,75,148,223
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,1,0,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,5,8
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,4,8,12
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,3,2,5
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,2,5,7
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-04-01,25,29,54
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,2,4
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,31,114,145
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,4,4
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,7,10
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,6,6
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,3,5
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,3,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,47,249,296
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,144,544,688
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,4,2,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,5,32,37
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,279,688,967
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,7,10
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,4,1,5
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,6,8
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,5,13,18
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,2,3
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,274,808,1082
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,0,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,15,17
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,5,7,12
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,3,3
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,67,718,785
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,7,10
POJO (CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,1,4
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,0,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,8,79,87
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,5,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,13,7,20
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,3,5
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,15,141,156
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,7,66,73
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,1,2
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,14,31,45
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,9,12
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,4,10,14
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,2,1,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,327,859,1186
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,3,0,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,10,100,110
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,1,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,3,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,17,152,169
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,5,6,11
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,85,282,367
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,6,5,11
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,23,74,97
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       sobrepeso en mayores de 5 anos,2014-05-01,0,2,2
