,group,variable,month,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON TB EN TSF CON PRUEBA RÁPIDA CANTIDAD,TOTALES
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,23,19,42
EL CHORO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,3,2,5
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,8,3,11
EUCALIPTUS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,3,0,3
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,6,0,6
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,15,6,21
MACHARETI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,2,0,2
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,14,6,20
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
OMEREQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,10,2,12
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
POJO (CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
PORTACHUELO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,2,0,2
PORVENIR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,8,1,9
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
PUERTO RICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,6,2,8
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,4,4,8
REYES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,3,4,7
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,3,1,4
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,6,3,9
SAMAIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,5,6
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,101,56,157
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SANTIAGO DE HUARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SAPAHAQUI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,2,1,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,9,5,14
TACACOMA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,2,0,2
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,6,0,6
TARVITA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,2,3
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,6,2,8
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,5,1,6
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,1,1,2
VITICHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,0,1,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,4,3,7
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,5,6,11
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-04-01,8,3,11
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,2,3
ALTO BENI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,2,2
ANCORAIMES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
BELLA FLOR,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,5,1,6
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,2,2
CAPINOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,7,3,10
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,1,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,3,6
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,18,19,37
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
COLOMI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
COMBAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
COPACABANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,2,2
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,4,0,4
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,4,3,7
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,12,21,33
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,0,3
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
INCAHUASI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,7,7,14
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,16,8,24
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,18,0,18
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,9,8,17
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,2,4
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
PUCARANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,4,7
PUNATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,10,1,11
QUIRUSILLAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,1,2
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,2,2
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,7,0,7
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
SAN JAVIER(STC),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,1,2
SAN PEDRO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,100,52,152
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,2,2
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,1,4
SICAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,3,3
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,0,2
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,10,6,16
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,4,2,6
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,2,1,3
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,1,4
UNCIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,4,1,5
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,7,3,10
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,5,2,7
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,0,1,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,3,4,7
YOTALA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,2,4
CAMARGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,6,6
CARAPARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
CHUA COCANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,2,2
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,3,6
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,24,8,32
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,1,2
COLQUIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,5,0,5
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,2,3
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,25,12,37
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,5,6,11
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
GUTIERREZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,1,2
INGAVI (HUMAITA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,2,5
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,3,6
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,16,12,28
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,1,3
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
MAPIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,11,4,15
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,10,7,17
PALOS BLANCOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,2,2
PORONGO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
POTOSI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,5,0,5
PRESTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,7,4,11
QUILLACOLLO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,4,5,9
ROBORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SACABA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,8,3,11
SAN BENITO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,3,3
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
SANTA ANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,87,49,136
SANTA ROSA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SHINAOTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SORATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
SUCRE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,9,4,13
TARABUCO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
TARIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,4,7
TIPUANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,1,2
TRINIDAD,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,1,3
UYUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
VIACHA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,0,3
VILLA MONTES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
VILLAZON,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
VINTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,0,2
WARNES,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,5,5,10
YACUIBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,3,4,7
YAMPARAEZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
YANACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,1,0,1
YAPACANI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-06-01,2,1,3
ACHACACHI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,1,2
ARBIETO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,2,2
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
BERMEJO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,2,1,3
CABEZAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,1,2
CAJUATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
CAMIRI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,8,4,12
CHALLAPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
CHARAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
CHIMORE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,1,2
CLIZA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
COBIJA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,6,4,10
COCHABAMBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,30,29,59
COLCAPIRHUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,3,2,5
COMARAPA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
COMBAYA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
CONCEPCION,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,2,3
CORIPATA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
COROICO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,2,0,2
COTOCA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,2,1,3
CULPINA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
EL ALTO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,19,10,29
EL TORNO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,3,4
ENTRE RIOS TRJ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
GUANAY,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
HUANUNI,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,8,5,13
LA PAZ,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,21,18,39
LLALLAGUA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,3,0,3
MAIRANA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,2,0,2
MINEROS,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
MIZQUE,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,1,0,1
MONTERO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,8,2,10
OKINAWA,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,0,1,1
ORURO,tuberculosis y lepra,no de personas con tb en tsf con prueba rapida,2019-07-01,11,5,16
