,group,variable,month,N° DE TBP BAAR (+) NUEVOS CANTIDAD,N° DE TBP BAAR (+) NUEVOS CANTIDAD,TOTALES
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
AYATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,0,4
BOYUIBE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,6,8
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,2,6
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,14,0,14
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
COLQUIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,1,3
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,5,7
CULPINA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,15,8,23
EL CHORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
EL PUENTE(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,3,0,3
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,9,2,11
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,3,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,16,8,24
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
LURIBAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
MACHACAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
MAPIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
MECAPACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
MIZQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,8,4,12
OMEREQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,7,0,7
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
PALCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
POCOATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
POJO (CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
PORTACHUELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
PORVENIR,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,7,4,11
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
PUERTO RICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,6,2,8
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,2,6
RAQAYPAMPA(ETA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
RAVELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,3,4,7
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,2,4
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,3,2,5
SAMAIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,4,5
SAN IGNACIO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
SAN LORENZO(PND),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,96,52,148
SANTIAGO DE HUARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
SAPAHAQUI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,1,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,6,2,8
TACACOMA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,0,2
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
TORO TORO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,6,3,9
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,1,3
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,1,5
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,3,7
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,1,1,2
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,2,4,6
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,4,1,5
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-04-01,8,3,11
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
ANCORAIMES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,1,3
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,4,1,5
CARAPARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,1,2
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,2,3
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,15,11,26
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
COLOMI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
COLQUECHACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
COMBAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
CONCEPCION,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,1,2
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,2,2
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,4,1,5
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,10,17,27
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,4,3,7
FERNANDEZ ALONSO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
HUANUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
INCAHUASI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,3,0,3
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,3,5,8
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,17,8,25
LAJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
MAGDALENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
MINEROS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
MONTEAGUDO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,15,1,16
MOROCHATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,5,3,8
PADCAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,1,3
PATACAMAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
PAZÑA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
PUCARANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,4,6
PUNATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,3,2,5
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,6,0,6
RAVELO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,3,5
RURRENABAQUE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,2,2
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,3,0,3
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,1,3
SAN JAVIER(STC),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,1,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,1,3
SANTA ANA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,85,49,134
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,2,3
SENA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,3,2,5
SICAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,3,3
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,5,7
TACOBAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,2,3
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,3,4
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,5,7,12
TUPIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
UNCIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,5,2,7
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,5,4,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,5,4,9
YAMPARAEZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
YANACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,0,1,1
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,2,4,6
YOTALA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,1,2
APOLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,1,2
BETANZOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
CAMARGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,2,3
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
COBIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,3,2,5
COCHABAMBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,19,9,28
COLCAPIRHUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
CORIPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
COROICO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
COTOCA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,2,4
CUATRO CAÑADAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
EL ALTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,14,16,30
EL TORNO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,4,6,10
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
GUANAY,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,6,0,6
GUTIERREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
INGAVI (HUMAITA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
INQUISIVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,2,3
LA ASUNTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,4,2,6
LA GUARDIA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,3,4,7
LA PAZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,16,9,25
LLALLAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,3,0,3
MOCOMOCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
MONTERO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,10,4,14
ORURO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,4,5,9
PAILON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,2,2
PALOS BLANCOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,2,2
PELECHUCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
POCOATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
PORONGO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
POTOSI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,11,0,11
PRESTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
PUERTO SUAREZ,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,6,4,10
QUILLACOLLO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,3,3
RIBERALTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,5,4,9
ROBORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SACABA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,5,1,6
SACACA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
SAN BENITO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,4,4
SAN BUENA VENTURA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,2,4
SAN JULIAN,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,3,1,4
SAN LORENZO(TJA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
SAN LUCAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SAN MATIAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
SAN PEDRO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,76,40,116
SANTA ROSA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SIPE SIPE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SORATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
SUCRE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,5,2,7
TARIJA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,4,1,5
TEOPONTE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
TIPUANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
TOTORA(CBBA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,1,2
TRINIDAD,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,4,4,8
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
UYUNI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,0,1,1
VIACHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
VILLA TUNARI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
VILLAZON,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,0,2
VINTO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,1,0,1
WARNES,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,3,6,9
YACUIBA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,3,5
YAPACANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-06-01,2,1,3
ACHOCALLA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
ARAMPAMPA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
ARBIETO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
ATOCHA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
AUCAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,3,0,3
CABEZAS,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
CAJUATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,2,3
CAMIRI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,2,0,2
CAPINOTA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,2,4,6
CHALLAPATA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
CHARAGUA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,1,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
CLIZA,tuberculosis y lepra,n de tbp baar (+) nuevos,2019-07-01,1,0,1
