,group,variable,month,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,N° DE TB EXTRAPULMONAR NUEVOS CANTIDAD,TOTALES
CHALLAPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,6,4,10
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,12,6,18
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,20,21,41
LAJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,5,1,6
PORTACHUELO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,5,0,5
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,1,2
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,1,2
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
SAN LUCAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,19,10,29
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,1,2
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,1,2
TEOPONTE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,2,0,2
VILLA RIVERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,0,1,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-08-01,1,0,1
AIQUILE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
ATOCHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
BATALLAS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
BETANZOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
CHIMORE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,5,4,9
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,7,8,15
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
ICLA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
INQUISIVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,10,14,24
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
MINEROS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,6,4,10
PALCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,2,2
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
PUNATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,1,2
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,3,4
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,14,13,27
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,2,2,4
TACACOMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
TAPACARI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
TINGUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,2,3
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,0,2,2
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,2,0,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,4,1,5
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-09-01,1,0,1
ANCORAIMES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
AZURDUY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,7,4,11
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,2,1,3
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,1,2
CULPINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,8,10,18
ENTRE RIOS CBBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
HUARINA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,12,13,25
LICOMA PAMPA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,2,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,3,2,5
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,4,0,4
PRESTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
QUILLACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,3,4
RIBERALTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,14,13,27
SANTIAGO DE MACHACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
SHINAOTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,2,1,3
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,2,0,2
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,2,0,2
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,1,0,1
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,2,1,3
YAPACANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-10-01,0,1,1
BERMEJO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,1,2
CAJUATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
CAMIRI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
CARACOLLO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
CARANAVI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,7,4,11
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,7,5,12
EL TORNO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
ENTRE RIOS TRJ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
LA ASUNTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,18,8,26
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
LURIBAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,2,0,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,7,2,9
PAILON,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
PALOS BLANCOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,4,0,4
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,2,0,2
SACABA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
SACABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
SAN BORJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
SAN IGNACIO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,10,11,21
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,1,2
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,3,2,5
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,3,1,4
UYUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,2,0,2
VIACHA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,3,0,3
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,0,1,1
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,1,1,2
YACUIBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-11-01,2,2,4
ACHACACHI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
ARBIETO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
BUENA VISTA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
CAIROMA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
COBIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,2,0,2
COCHABAMBA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,12,8,20
COLCAPIRHUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,3,0,3
CORIPATA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
COTAGAITA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,0,1,1
COTOCA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,1,2
EL ALTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,11,6,17
GUANAY,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
HUANUNI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,2,0,2
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,0,1,1
LA GUARDIA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
LA PAZ,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,22,10,32
LLALLAGUA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
MECAPACA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
MONTERO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,1,2
ORURO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,4,2,6
PORONGO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
POTOSI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
PUCARANI,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
SAN CARLOS,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,14,7,21
SIPE SIPE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,2,3
SUCRE,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,2,1,3
TARABUCO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
TARIJA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,3,4
TIQUIPAYA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
TRINIDAD,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
TUPIZA,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
VILLA MONTES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,1,0,1
VINTO,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,3,1,4
WARNES,tuberculosis y lepra,n de tb extrapulmonar nuevos,2019-12-01,0,2,2
