,group,variable,month,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,Nº DE QUIMIOPROFILAXIS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,20,16,36
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,3,0,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,3,2,5
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-06-01,1,1,2
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,5,6,11
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,2,2
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
COROICO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,3,3
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,5,7
EL PUENTE(STC),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,3,0,3
ENTRE RIOS TRJ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,0,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,5,5,10
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,4,1,5
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,1,3
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,0,2
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,1,3
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,2,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,7,1,8
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,4,0,4
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
SAN RAMON BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,0,2
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,16,27,43
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,1,3
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,3,4
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,3,3,6
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,2,2,4
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,7,1,8
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,1,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-07-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
CLIZA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,4,3,7
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,2,3
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,2,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,5,4,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,2,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,0,2
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,4,3,7
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,3,2,5
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,3,3
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,2,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,2,4
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,2,3
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,2,2
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,20,11,31
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,0,2
TAPACARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,1,3
VILLA MONTES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,2,3
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,0,3,3
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,1,0,1
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-08-01,2,2,4
AZURDUY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
BOYUIBE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,3,3
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,3,3,6
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,6,7,13
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,3,1,4
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,4,5,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,1,3
MAPIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,3,4
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
PAILON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
PUERTO QUIJARRO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,1,3
SAN BENITO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
SAN BUENA VENTURA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
SAN JUAN DE YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
SAN LORENZO(TJA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
SANTA ANA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,23,14,37
SENA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,4,1,5
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,4,5
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,1,2
TOMINA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,1,0,1
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,0,2,2
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,3,2,5
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-09-01,2,0,2
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,4,0,4
CHARAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
CHUMA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,3,5
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,4,6
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
CONCEPCION,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,4,0,4
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,5,7
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,0,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
IXIAMAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,0,2
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,3,3,6
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
MIZQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,3,3,6
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,3,4
PAMPA GRANDE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
PRESTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,0,2
PUERTO CARABUCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,3,4
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,3,2,5
RIBERALTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,5,7
RURRENABAQUE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,4,0,4
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,2,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,14,12,26
SANTIAGO DE HUATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
SHINAOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,3,4
TARIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
TEOPONTE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
TIPUANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,1,2
TIRAQUE (CBBA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,1,1
TOMAVE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
VILLA CHARCAS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,1,3
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,0,2,2
VINTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,1,3
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,4,5,9
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,2,0,2
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-10-01,1,0,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
AIQUILE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
CAPINOTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
CARACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,3,9,12
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
COMARAPA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,2,3
CORIPATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
COTOCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,2,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,4,6
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
LA ASUNTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
LA GUARDIA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,2,3
LA PAZ,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,3,5,8
LLALLAGUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
MINEROS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
MONTERO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,4,5
OKINAWA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
ORURO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
PALCA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
PATACAMAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
PORONGO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
POTOSI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,1,3
PUNATA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,2,2
QUILLACOLLO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,3,3
ROBORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,1,2
SACABA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
SAN BORJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,0,2
SAN CARLOS,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
SAN JULIAN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,20,23,43
SANTA ROSA DEL SARA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
SIPE SIPE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,2,2
SUCRE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
TRINIDAD,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
VILLA TUNARI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,1,3
VILLAZON,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,1,2
WARNES,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,1,0,1
YACUIBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,2,2,4
YAPACANI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-11-01,0,1,1
ACHOCALLA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
ARBIETO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
BERMEJO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,2,2
BUENA VISTA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
CAMIRI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,0,1
CARANAVI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
CHIMORE,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
COBIJA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
COCHABAMBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,8,4,12
COLCAPIRHUA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
EL ALTO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,6,3,9
EL TORNO,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
ENTRE RIOS CBBA,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
GUANAY,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,0,1,1
GUAYARAMERIN,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,1,2
INCAHUASI,tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,1,2,3
INGAVI (HUMAITA),tuberculosis y lepra,no de quimioprofilaxis en menores de 5 anos,2019-12-01,2,2,4
