,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,9,12
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,88,34,122
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,12,16
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,257,216,473
COIPASA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,10,24,34
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,6,12
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,2,5
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,13,12,25
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,2,7
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,6,8
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,3,9
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,10,5,15
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,7,11
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,11,19
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,29,46,75
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,18,11,29
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,1,3
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,15,22
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,247,250,497
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,4,5
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,0,3
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,9,17
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,16,27,43
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,7,12
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,9,12
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,12,12,24
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,2,3
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
EXALTACION,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,6,12
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,7,14
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,3,6
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,12,2,14
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,13,10,23
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,2,3
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,4,7
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,3,4
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,25,19,44
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
HUATAJATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,3,4
HUAYLLAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,1,3
ICHOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,5,11
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,6,9
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,10,8,18
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,6,9
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,7,10
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,21,17,38
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,61,65,126
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,362,269,631
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,2,2
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,19,18,37
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,3,8
MAIRANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,1,4
MAPIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,11,1,12
MECAPACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,5,7
MINEROS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,5,12
MIZQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,9,7,16
MOCOMOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,4,8
MOJOCOYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
MONTEAGUDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,6,14
MONTERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,81,64,145
MOROCHATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
OCURI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,6,9
OKINAWA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,6,9
OMEREQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,2,5
ORURO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,114,116,230
PADCAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,4,8
PADILLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,4,7
PAILON,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,6,13
PALCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,11,6,17
PALOS BLANCOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,27,24,51
PAMPA AULLAGAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,1,6
PAMPA GRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
PASORAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
PATACAMAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,9,4,13
PAZÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,3,6
PELECHUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,0,3
POCOATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,8,11
POCONA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,5,8
POJO (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,4,5
POOPO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,2,10
PORCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,2,5
POROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,14,19
PORONGO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,2,7
PORTACHUELO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,5,10
PORVENIR,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,1,8
POTOSI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,133,33,166
PRESTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,9,11,20
PUCARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,2,7
PUERTO ACOSTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,4,7
PUERTO CARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,3,8
PUERTO GONZALO MORENO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
PUERTO PEREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
PUERTO QUIJARRO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
PUERTO RICO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,1,7
PUERTO SUAREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,1,5
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,32,26,58
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,6,13
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,19,27
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,46,33,79
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,1,6
RAQAYPAMPA(ETA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,1,3
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,39,39,78
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,10,1,11
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,7,14
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,0,3
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,58,37,95
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,2,5
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,2,3
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,7,15
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
SAN AGUSTIN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,3,3
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,10,10,20
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,2,5
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,14,17,31
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,5,7
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,11,9,20
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,2,8
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,4,10
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,1,3
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,19,26,45
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,11,11,22
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,5,9
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,8,13
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,8,16
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,12,20
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,1,4
SAN PEDRO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,2,2
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,3,5
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,0,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,493,400,893
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,6,11
SANTIAGO DE CALLAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,5,13
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,2,2
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,0,4
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,2,8
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,0,1
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,19,8,27
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,1,5
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,9,9,18
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,2,3
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,5,13
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,118,157,275
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,0,3
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,12,5,17
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,6,8
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,55,59,114
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,7,12
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,4,10
TIAHUANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,8,6,14
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,21,5,26
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,22,19,41
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,8,14
TOCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,2,4
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,4,5
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,3,6
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,4,5
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,1,3
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,6,6,12
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,7,8
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,47,19,66
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,23,14,37
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,23,15,38
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,7,10
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,1,5
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,3,10
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,14,14,28
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,7,3,10
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,42,21,63
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,3,4
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,3,6
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,3,7
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,56,47,103
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,1,2
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,15,16,31
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,13,12,25
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,4,5,9
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,47,47,94
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,58,41,99
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,1,2,3
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,2,0,2
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,61,57,118
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,0,1,1
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,3,6
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,3,4,7
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-03-01,5,5,10
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,0,1,1
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,2,5
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,2,6
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,7,6,13
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,1,2
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,5,9
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,3,9
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,1,7
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,5,2,7
ARANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,1,2
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,5,11
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,5,9
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,8,14
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,2,5
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,2,3
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,4,7
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,12,7,19
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,8,12
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,2,5
BAURES,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,0,2
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,23,14,37
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,6,12
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,2,3
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,10,4,14
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,18,24
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,4,10
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
CALACOTO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,1,3
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,2,5
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,6,7
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,16,17,33
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,7,13
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,0,1,1
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,2,6
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,63,51,114
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,2,6
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,0,3
CARMEN RIVERO TORREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,3,5
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,4,8
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,6,2,8
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,4,6,10
CHARAÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,1,0,1
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,5,8
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,14,13,27
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,8,10,18
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,3,5
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,5,7
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,11,10,21
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,93,37,130
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,7,9
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,272,241,513
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,16,15,31
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,2,4
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,3,3,6
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2019-04-01,2,2,4
