,group,variable,month,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TRATAMIENTOS INICIADOS CON ESQUEMA I CANTIDAD,TOTALES
SAN LUCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,0,2
SAN MATIAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,1,2
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,0,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,0,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,100,55,155
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,3,0,3
SICAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,0,1
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,3,1,4
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,1,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,7,8
TAPACARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,0,1
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,2,3
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,1,3
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,0,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,1,2
TOMAVE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,0,1
TOMINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,0,1
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,1,2
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,4,0,4
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,3,4
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,0,1,1
URIONDO (A. CONCEPCION),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,0,2
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,4,0,4
VILLA CHARCAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,0,1,1
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,3,0,3
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,3,3,6
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,3,1,4
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,2,6,8
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,8,6,14
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,1,0,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-03-01,4,1,5
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
AIQUILE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
ATOCHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
AYATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
BOYUIBE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
BUENA VISTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
"CAIZA ""D""",tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,2,3
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,4,6,10
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,6,2,8
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,26,6,32
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
COPACABANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,3,1,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,7,9
CULPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,28,20,48
EL CHORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
EL PUENTE(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,3,2,5
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,7,3,10
EUCALIPTUS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,7,3,10
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,42,19,61
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
MACHACAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
MIZQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,11,4,15
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
OMEREQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,11,2,13
PALCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
POCOATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,1,3
POJO (CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
PORTACHUELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
PORVENIR,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,7,6,13
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
PUERTO PEREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
PUERTO QUIJARRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,6,2,8
PUNA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,6,4,10
RAQAYPAMPA(ETA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,5,5,10
ROBORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,5,3,8
SAMAIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
SAN BENITO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,4,4
SAN CARLOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SAN LORENZO(PND),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,1,3
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,121,65,186
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SANTIAGO DE HUARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
SAPAHAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,1,3
SICA SICA (VILLA AROMA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,8,6,14
TACACOMA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,5,0,5
TARVITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,1,2
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,2,3
TORO TORO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
TOTORA(CBBA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,6,2,8
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,1,3
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,0,2
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,5,1,6
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,3,3,6
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
VITICHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,0,1,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,2,7,9
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,5,4,9
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-04-01,8,3,11
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
ALTO BENI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,2,2
ANCORAIMES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
ARBIETO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
ASCENCION DE GUARAYOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
BELLA FLOR,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,4,1,5
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
CABEZAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
CAJUATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,2,2
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,4,3,7
CARAPARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
CHARAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
CHIMORE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
CLIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,2,4
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,17,16,33
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,1,3
COLOMI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
COLQUECHACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
COMANCHE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
COMBAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,2,2
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,0,3
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,5,3,8
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,18,31,49
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,4,3,7
FERNANDEZ ALONSO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
HUANUNI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,0,3
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,6,5,11
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,45,24,69
LAJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
MACHACAMARCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
MAGDALENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
MAIRANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
MECAPACA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
MINEROS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
MONTEAGUDO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,16,1,17
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,10,8,18
PADCAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
PALOS BLANCOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,1,3
PATACAMAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,0,3
PUCARANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
PUERTO VILLARROEL,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,4,5,9
PUNATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,3,6
QUILLACOLLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,10,1,11
RAVELO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
RIBERALTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,5,3,8
RURRENABAQUE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,2,2
SACABA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,4,0,4
SAIPINA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
SAN BORJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
SAN IGNACIO DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
SAN JAVIER(STC),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
SAN JULIAN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
SAN LORENZO(TJA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
SAN MIGUEL DE VELASCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,1,2
SAN PEDRO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,1,3
SANTA ANA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,107,64,171
SANTA ROSA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,2,3
SENA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,1,4
SIPE SIPE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,3,3
SORATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
SUCRE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,6,6,12
TARIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,2,4
TEOPONTE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
TIPUANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,0,3
TIQUIPAYA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,3,4
TRINIDAD,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,4,7
TUPIZA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,2,0,2
UNCIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
VALLEGRANDE,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
VIACHA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,1,4
VILLA MONTES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
VILLA TUNARI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,5,1,6
VILLAZON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
VINTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
WARNES,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,7,4,11
YACUIBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,8,5,13
YAMPARAEZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
YANACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,0,1,1
YAPACANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,3,4,7
YOTALA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-05-01,1,0,1
ACHACACHI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
ACHOCALLA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
APOLO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,0,3
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,1,4
BERMEJO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
BETANZOS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
CAMARGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
CAMIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
CAPINOTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
CARANAVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,0,3
COBIJA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,2,6
COCHABAMBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,33,13,46
COLCAPIRHUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,1,2
COLQUIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
CONCEPCION,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
CORIPATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,0,4
COROICO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,2,3
COTAGAITA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
COTOCA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,3,2,5
CUATRO CAÑADAS,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
EL ALTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,29,20,49
EL TORNO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,0,2
ENTRE RIOS TRJ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
ENTRE RIOS CBBA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,5,6,11
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
GUANAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
GUAQUI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
GUAYARAMERIN,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,6,0,6
GUTIERREZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
INCAHUASI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
INGAVI (HUMAITA),tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
INQUISIVI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,2,3
LA ASUNTA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,4,2,6
LA GUARDIA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,5,4,9
LA PAZ,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,29,20,49
LLALLAGUA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,1,3
LURIBAY,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
MAPIRI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,1,0,1
MONTERO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,11,4,15
ORURO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,8,7,15
PAILON,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
PELECHUCO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,2,0,2
POCOATA,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
PORONGO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
POTOSI,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,9,1,10
PRESTO,tuberculosis y lepra,tratamientos iniciados con esquema i,2019-06-01,0,1,1
