,group,variable,month,DPT 2DA DOSIS,DPT 2DA DOSIS,TOTALES,TOTALES,TOTALES
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,82,20,82,20,102
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,1,1,1,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,7,1,7,1,8
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,2,2,2,2,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,2,0,2,2
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,1,0,1,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,3,0,3,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,32,1,32,33
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,3,0,3,0,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,2,1,2,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,0,2,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,6,3,6,3,9
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,4,1,4,1,5
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-05-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,0,2,0,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,0,2,0,2
AYATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,1,2,1,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,3,0,3,0,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,8,0,8,8
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,7,2,7,2,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,35,3,35,3,38
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,8,0,8,8
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,2,0,2,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,36,4,36,4,40
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,2,2,2,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,25,2,25,2,27
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,10,0,10,0,10
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,5,1,5,1,6
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,3,0,3,0,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,5,12,5,12,17
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,22,8,22,8,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,2,0,2,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,8,22,8,22,30
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,5,4,5,4,9
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,14,0,14,14
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,5,0,5,0,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,5,0,5,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,1,2,1,3
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,2,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,3,0,3,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,0,1,0,1,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,3,0,3,0,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-06-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,3,0,3,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,6,0,6,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,3,4,3,4,7
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,10,0,10,0,10
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,3,0,3,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,7,0,7,7
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,0,2,0,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,48,5,48,5,53
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,5,2,5,7
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,31,3,31,3,34
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,6,0,6,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,4,3,4,3,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,6,1,6,1,7
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,6,0,6,0,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,3,2,3,2,5
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,8,2,8,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,4,0,4,0,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,1,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,3,1,3,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,3,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,11,4,11,4,15
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,5,1,5,1,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,13,0,13,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,9,2,9,11
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,12,2,12,2,14
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,3,0,3,0,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,2,1,2,1,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,4,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,1,1,1,2
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-07-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,4,0,4,0,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,6,3,6,9
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,3,0,3,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,2,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,1,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,4,0,4,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,67,7,67,7,74
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,1,3,1,4
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,39,1,39,1,40
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,0,2,0,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,19,0,19,19
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,13,1,13,1,14
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,12,1,12,1,13
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,10,0,10,0,10
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,0,3,0,3
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,5,10,5,10,15
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,1,2,1,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,6,2,6,2,8
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,28,22,28,22,50
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,3,2,3,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,3,0,3,0,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,4,4,4,4,8
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,14,18,14,18,32
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,35,0,35,0,35
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,2,0,2,2
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,5,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-08-01,0,1,0,1,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,3,0,3,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,20,0,20,20
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,6,3,6,3,9
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,22,0,22,0,22
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,47,5,47,5,52
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,2,0,2,2
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,38,6,38,6,44
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,12,0,12,0,12
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
POOPO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,5,1,5,1,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,10,0,10,0,10
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,2,2,2,4
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,4,1,4,1,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,80,6,80,6,86
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,2,1,2,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 2da dosis,2011-09-01,1,0,1,0,1
