,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS,ANTIPOLIOMIELÍTICA 2DA DOSIS,TOTALES,TOTALES,TOTALES
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,36,4,36,4,40
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,2,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,26,0,26,0,26
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,8,0,8,0,8
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,4,0,4,4
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,5,1,5,1,6
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,4,0,4,0,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,3,3,3,3,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,4,0,4,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,8,22,8,22,30
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,2,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,4,4,4,4,8
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,3,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,3,0,3,3
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,3,0,3,0,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-06-01,1,0,1,0,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,3,4,3,4,7
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,7,0,7,0,7
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,46,5,46,5,51
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,13,0,13,13
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,4,0,4,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,10,0,10,0,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,4,3,4,3,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,5,1,5,1,6
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,4,0,4,0,4
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,2,1,2,3
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,8,1,8,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,4,0,4,0,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,1,1,1,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,3,0,3,0,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,3,1,3,4
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,3,0,3,3
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,11,4,11,4,15
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,9,1,9,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,10,2,10,2,12
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,4,0,4,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,4,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-07-01,1,1,1,1,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,5,0,5,0,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,4,0,4,0,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,3,6,3,6,9
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,2,0,2,2
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,1,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,4,0,4,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,4,8,4,8,12
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,38,1,38,1,39
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,1,1,1,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,2,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,12,0,12,12
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,11,1,11,1,12
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,12,1,12,1,13
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,3,0,3,0,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,16,0,16,0,16
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,1,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,4,10,4,10,14
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,3,0,3,3
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,22,22,22,22,44
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,3,2,3,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,3,0,3,0,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,2,1,2,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,8,3,8,3,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-08-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,6,3,6,3,9
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,13,0,13,0,13
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,50,5,50,5,55
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,3,0,3,0,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,2,2,2,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,15,0,15,0,15
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,12,0,12,0,12
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,5,0,5,5
POOPO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,5,1,5,1,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,7,0,7,0,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,3,2,3,2,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,3,0,3,3
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,6,6,6,6,12
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,2,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,5,1,5,6
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,90,61,90,61,151
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,2,0,2,2
SORACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,2,0,2,0,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-09-01,1,0,1,0,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,0,1,0,1
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,1,1,1,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,2,0,2,0,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,5,0,5,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,6,0,6,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,8,1,8,1,9
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,8,0,8,0,8
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,7,1,7,1,8
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,36,7,36,7,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,2,2,2,2,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,7,7,7,7,14
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,27,0,27,0,27
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 2da dosis,2011-10-01,0,2,0,2,2
