,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
CAMIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,52,57,52,57,109
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,28,0,28,0,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,25,0,25,25
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,27,8,27,8,35
CARANAVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,108,40,108,40,148
CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,17,8,17,25
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,15,0,15,15
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,4,0,4,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,28,17,28,17,45
CHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,33,1,33,34
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,20,45,20,45,65
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,2,1,2,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,19,1,19,20
CHIMORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,31,18,31,18,49
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,18,42,18,42,60
CHUMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,0,6,0,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,15,0,15,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,16,21,16,21,37
CLIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,22,14,22,14,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,46,30,46,30,76
COCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,14,6,14,6,20
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,991,61,991,61,1052
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,61,6,61,6,67
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,9,11,9,11,20
COLLANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,2,0,2,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,29,30,29,30,59
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,9,3,9,12
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,59,8,59,67
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,14,0,14,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,25,4,25,29
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,15,11,15,26
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,21,20,21,20,41
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,15,33,15,33,48
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,34,6,34,40
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,15,5,15,20
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,33,3,33,36
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,13,15,13,15,28
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,94,134,94,134,228
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,26,41,26,41,67
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,3,4,3,7
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,12,11,12,23
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,8,0,8,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1688,150,1688,150,1838
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,5,4,5,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,2,8,2,10
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,16,10,16,26
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,79,17,79,17,96
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,40,10,40,10,50
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,50,11,50,11,61
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,0,8,0,8
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,0,7,0,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,34,5,34,5,39
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,16,20,16,20,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,16,8,16,24
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,21,7,21,28
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,15,13,15,13,28
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,37,11,37,48
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,25,19,25,19,44
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,4,11,4,15
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,36,18,36,18,54
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,0,8,0,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,5,0,5,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,6,2,6,8
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,10,3,10,13
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,8,8,8,16
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,15,6,15,21
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,15,8,15,23
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,11,2,11,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,36,6,36,42
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,28,30,28,30,58
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,10,6,10,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,112,12,112,12,124
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,177,18,177,18,195
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1004,72,1004,72,1076
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,13,24,13,24,37
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,0,1,0,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,0,4,0,4
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,43,48,43,48,91
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,0,7,0,7
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,2,0,2,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,12,7,12,19
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,1,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,34,1,34,1,35
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,25,0,25,0,25
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,5,10,5,15
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,15,30,15,30,45
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,14,55,14,55,69
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,8,11,8,19
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,2,2,2,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,44,27,44,27,71
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,202,23,202,23,225
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,5,0,5,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,11,2,11,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,4,0,4,4
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,24,16,24,16,40
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,14,31,14,31,45
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,390,2,390,2,392
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,46,10,46,56
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,21,10,21,10,31
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,27,81,27,81,108
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,28,0,28,28
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,50,30,50,30,80
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,26,3,26,3,29
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,4,0,4,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,3,1,3,4
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,42,70,42,70,112
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,0,8,0,8
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,80,5,80,85
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,15,0,15,15
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,20,51,20,51,71
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,6,1,6,7
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,9,2,9,2,11
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,37,26,37,26,63
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,12,8,12,20
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,37,13,37,13,50
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,16,3,16,19
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,470,7,470,7,477
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,19,5,19,24
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,7,2,7,9
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,41,17,41,17,58
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,15,1,15,16
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,23,3,23,26
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,2,2,2,4
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,0,10,0,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,24,40,24,40,64
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,6,2,6,8
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,0,5,0,5
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,40,10,40,50
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,106,44,106,44,150
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,33,81,33,81,114
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,43,19,43,19,62
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,173,3,173,3,176
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,11,1,11,12
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,4,6,4,10
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,44,69,44,69,113
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,19,14,19,14,33
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,76,31,76,31,107
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,24,18,24,18,42
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,29,43,29,43,72
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,165,19,165,19,184
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,27,71,27,71,98
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,14,0,14,14
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,3,7,3,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,41,2,41,43
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,2,3,2,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,4,6,4,10
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,6,1,6,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,9,3,9,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,40,33,40,33,73
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,16,12,16,12,28
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,40,7,40,7,47
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,36,22,36,22,58
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,147,38,147,38,185
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,4,1,4,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,29,10,29,10,39
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,18,5,18,23
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,23,20,23,20,43
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,12,16,12,16,28
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,45,111,45,111,156
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,20,3,20,23
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,25,30,25,30,55
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,20,44,20,44,64
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,17,42,17,42,59
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,28,21,28,21,49
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,1,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,22,5,22,5,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,61,6,61,67
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,7,1,7,8
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,8,4,8,12
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,25,3,25,28
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,19,0,19,19
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,26,12,26,12,38
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,20,35,20,35,55
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2730,394,2730,394,3124
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,0,10,0,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,15,17,15,17,32
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,13,2,13,15
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,9,0,9,9
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,4,0,4,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,11,6,11,17
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,3,3,3,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,5,7,5,7,12
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,5,0,5,5
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,53,3,53,3,56
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,21,69,21,69,90
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,50,13,50,13,63
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,18,1,18,19
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,24,0,24,24
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,26,0,26,26
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,462,115,462,115,577
TACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,4,0,4,0,4
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,16,3,16,19
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,10,9,10,9,19
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,17,6,17,23
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,23,43,23,43,66
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,29,36,29,36,65
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,16,5,16,5,21
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,278,5,278,5,283
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,15,6,15,21
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,20,3,20,23
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,12,16,12,16,28
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,19,29,19,29,48
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,16,3,16,19
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,67,10,67,10,77
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,30,29,30,29,59
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,12,8,12,20
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,2,7,2,9
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,6,32,6,32,38
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,17,8,17,8,25
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,12,21,12,21,33
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,30,14,30,14,44
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,3,3,3,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,132,8,132,8,140
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,28,23,28,23,51
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,3,0,3,3
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,14,0,14,14
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,27,17,27,17,44
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,8,7,8,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,20,1,20,21
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,7,0,7,7
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,59,9,59,9,68
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,46,5,46,5,51
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,0,6,0,6,6
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,8,22,8,22,30
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,68,19,68,19,87
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,1,3,1,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,12,3,12,15
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,11,13,11,13,24
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,124,59,124,59,183
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,15,7,15,22
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,60,27,60,27,87
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,71,20,71,20,91
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,7,2,7,2,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,3,2,3,2,5
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,145,109,145,109,254
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,1,15,1,15,16
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,99,17,99,17,116
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2011-04-01,16,8,16,8,24
