,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,6,1,6,1,7
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,81,0,81,0,81
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,1,0,1,1
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,31,0,31,31
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,16,2,16,18
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,3,0,3,3
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,12,2,12,14
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,53,2,53,2,55
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,17,0,17,0,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,12,8,12,8,20
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,8,2,8,2,10
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,2,0,2,2
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,5,36,5,36,41
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,39,0,39,0,39
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,5,1,5,1,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,6,6,6,6,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,34,38,34,38,72
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,24,11,24,11,35
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,8,0,8,0,8
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,1,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,12,2,12,14
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,16,2,16,2,18
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,4,15,4,15,19
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,13,25,13,25,38
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,5,2,5,2,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,6,1,6,1,7
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,322,99,322,99,421
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,0,2,0,2
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,7,0,7,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,8,0,8,0,8
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,17,1,17,1,18
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,35,3,35,3,38
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,8,2,8,10
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,129,9,129,9,138
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,2,3,2,3,5
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,12,3,12,3,15
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,7,4,7,4,11
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,6,0,6,0,6
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,18,3,18,3,21
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,1,7,1,7,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,25,5,25,5,30
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,3,1,3,1,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,28,2,28,2,30
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,27,0,27,0,27
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,46,17,46,17,63
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,0,2,0,2,2
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-03-01,3,9,3,9,12
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,7,1,7,8
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,1,3,1,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,2,1,2,3
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,9,14,9,14,23
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,0,4,0,4
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,10,3,10,13
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,0,2,0,2
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,22,2,22,24
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,19,0,19,19
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,13,7,13,7,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,29,4,29,4,33
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,215,24,215,24,239
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,4,0,4,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,5,0,5,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,3,3,3,6
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,9,21,9,21,30
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,7,14,7,14,21
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,348,120,348,120,468
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,9,3,9,12
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,6,8,6,8,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,37,27,37,27,64
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,11,1,11,1,12
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,1,3,1,4
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,0,3,0,3
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,6,0,6,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,16,1,16,1,17
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,19,6,19,6,25
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,4,3,4,7
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,4,0,4,4
HUARINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,1,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,5,6,5,6,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,19,31,19,31,50
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,42,17,42,17,59
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,9,0,9,9
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,2,1,2,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,13,1,13,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,7,5,7,5,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,4,0,4,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,29,4,29,4,33
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,25,0,25,0,25
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,3,1,3,4
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,2,3,2,5
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,95,0,95,0,95
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,16,0,16,16
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,13,3,13,3,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,0,2,0,2
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,18,3,18,21
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,2,1,2,3
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,24,24,24,24,48
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,5,1,5,1,6
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,43,2,43,2,45
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,5,6,5,6,11
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,10,11,10,11,21
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,3,2,3,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,0,4,0,4
QUIME,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,43,4,43,47
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,4,3,4,7
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,6,0,6,0,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,8,11,8,11,19
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,26,9,26,9,35
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,23,3,23,26
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,25,4,25,29
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,15,4,15,4,19
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,2,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,18,0,18,0,18
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,17,4,17,4,21
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,1,2,1,3
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,17,1,17,18
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,2,5,2,5,7
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,22,26,22,26,48
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,9,0,9,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,9,0,9,0,9
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,7,0,7,0,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,12,0,12,0,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,338,88,338,88,426
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,3,4,3,7
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,15,1,15,16
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,4,3,4,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,60,16,60,16,76
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,10,1,10,11
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,17,64,17,64,81
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,107,13,107,13,120
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,12,11,12,11,23
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,9,18,9,18,27
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,9,8,9,8,17
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,14,0,14,0,14
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,1,4,1,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,5,3,5,8
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,9,0,9,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,10,2,10,2,12
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,3,39,3,39,42
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,44,10,44,10,54
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,55,11,55,11,66
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,33,3,33,3,36
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,20,70,20,70,90
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,38,1,38,1,39
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,15,4,15,19
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,4,16,4,16,20
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,0,4,0,4,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-04-01,1,5,1,5,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,1,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,2,3,2,5
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,8,1,8,1,9
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,4,0,4,4
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,22,0,22,0,22
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,4,0,4,4
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,6,2,6,8
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,18,20,18,20,38
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,19,23,19,23,42
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,4,0,4,4
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,1,1,1,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,0,3,0,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,6,0,6,6
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,5,4,5,9
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
CATACORA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,4,0,4,4
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,4,2,4,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,9,1,9,10
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,33,14,33,14,47
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,329,42,329,42,371
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,15,5,15,5,20
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,10,0,10,0,10
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,7,1,7,8
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,4,4,4,4,8
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,18,115,18,115,133
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,6,23,6,23,29
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,3,13,3,13,16
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,5,0,5,5
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,17,0,17,17
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,3,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,294,149,294,149,443
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,22,5,22,27
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,4,1,4,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,41,7,41,7,48
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,13,59,13,59,72
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,4,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,21,10,21,10,31
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,11,2,11,2,13
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,5,0,5,5
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,1,1,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,2,5,2,5,7
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,0,6,0,6,6
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,5,6,5,6,11
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2011-05-01,10,9,10,9,19
