,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,49,3,49,3,52
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,6,1,6,7
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,2,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,1,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,3,0,3,3
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,1,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,13,15,13,15,28
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,10,0,10,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,3,0,3,0,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,6,0,6,0,6
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,0,1,0,1
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,4,0,4,4
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,2,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,3,0,3,0,3
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,2,0,2,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,4,1,4,1,5
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,7,7,7,7,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,5,0,5,0,5
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,5,8,5,8,13
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,6,0,6,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,10,2,10,12
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,3,10,3,10,13
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,52,0,52,0,52
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,2,0,2,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,1,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,1,2,1,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,1,1,1,1,2
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,4,15,4,15,19
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,7,0,7,0,7
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,4,0,4,0,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,5,0,5,0,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,2,5,2,5,7
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-05-01,10,4,10,4,14
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,2,0,2,0,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,4,0,4,0,4
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,2,0,2,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,15,0,15,0,15
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,46,1,46,1,47
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,6,1,6,7
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,2,0,2,0,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,3,2,3,2,5
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,3,0,3,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,19,1,19,1,20
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
MOJINETE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,5,0,5,0,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,11,2,11,2,13
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,12,1,12,1,13
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,7,0,7,0,7
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,1,1,1,2
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,4,0,4,4
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,7,1,7,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,1,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,2,2,2,2,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,4,0,4,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,62,8,62,8,70
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,3,0,3,0,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,5,1,5,1,6
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,1,1,1,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,3,0,3,0,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,8,5,8,5,13
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,10,2,10,2,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,9,0,9,0,9
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,2,0,2,0,2
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,1,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,1,0,1,0,1
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-06-01,3,0,3,0,3
APOLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,2,0,2,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,10,3,10,3,13
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,4,1,4,5
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,35,3,35,3,38
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,9,2,9,2,11
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,3,0,3,3
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,2,1,2,1,3
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,10,0,10,0,10
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,2,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,13,0,13,0,13
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,2,0,2,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,4,0,4,0,4
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,3,0,3,0,3
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,12,12,12,12,24
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,7,0,7,0,7
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,9,7,9,7,16
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,3,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,5,1,5,6
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,1,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,33,2,33,2,35
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,4,0,4,0,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,3,0,3,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,4,0,4,0,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,2,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,5,13,5,13,18
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,3,0,3,0,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,4,1,4,1,5
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-07-01,6,7,6,7,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,4,0,4,4
CALACOTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,2,0,2,0,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,2,5,2,5,7
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,2,0,2,0,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,21,4,21,4,25
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,6,0,6,0,6
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,33,11,33,11,44
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,3,0,3,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,7,1,7,8
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,3,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,20,0,20,0,20
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,3,0,3,0,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,5,0,5,0,5
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,16,2,16,2,18
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,12,0,12,0,12
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,7,0,7,0,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,1,1,1,2
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,7,0,7,0,7
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,2,9,2,9,11
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,7,1,7,8
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,2,0,2,0,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,3,4,3,4,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,34,17,34,17,51
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,4,1,4,5
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,3,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,11,0,11,0,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,11,0,11,0,11
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,0,1,0,1,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,3,0,3,0,3
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,5,1,5,1,6
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,3,0,3,0,3
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-08-01,9,0,9,0,9
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,3,1,3,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,15,2,15,2,17
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,1,1,1,2
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,32,2,32,2,34
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,1,1,1,2
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,1,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,2,0,2,0,2
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,5,0,5,5
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,3,1,3,1,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,16,0,16,0,16
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,2,0,2,2
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2011-09-01,0,3,0,3,3
