,group,variable,month,DPT 1RA DOSIS,DPT 1RA DOSIS,TOTALES,TOTALES,TOTALES
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,4,2,4,2,6
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,0,5,0,5,5
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,7,5,7,5,12
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,2,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,3,3,3,3,6
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,48,0,48,0,48
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-03-01,36,0,36,0,36
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,3,0,3,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,10,0,10,10
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,3,1,3,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,7,0,7,7
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,2,3,2,5
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,6,0,6,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,8,4,8,4,12
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,5,0,5,5
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,27,4,27,31
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,7,14,7,14,21
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,10,3,10,3,13
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,6,2,6,8
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,5,3,5,8
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,8,1,8,9
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,8,0,8,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,10,0,10,10
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,37,0,37,37
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,0,2,0,2
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,4,2,4,6
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,77,26,77,26,103
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,5,2,5,2,7
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,7,17,7,17,24
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,17,4,17,21
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,14,0,14,0,14
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,10,0,10,0,10
CORIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,5,0,5,0,5
COROICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,3,0,3,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,15,2,15,17
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,176,96,176,96,272
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,9,0,9,9
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,1,4,1,5
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,15,29,15,29,44
GUAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,6,0,6,6
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,6,13,6,13,19
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,6,3,6,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,12,2,12,2,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,13,2,13,2,15
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,38,4,38,42
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,123,24,123,24,147
LAJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,15,0,15,15
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,17,0,17,17
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,21,11,21,11,32
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,8,1,8,9
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,39,13,39,13,52
OCURI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,20,0,20,20
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,28,0,28,0,28
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,4,0,4,4
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,8,2,8,10
PALCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,10,0,10,10
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,10,0,10,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,0,4,0,4
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,6,0,6,0,6
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,2,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,6,0,6,0,6
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,20,0,20,0,20
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,13,10,13,10,23
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,0,3,0,3
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,2,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,6,2,6,8
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,4,4,4,8
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,5,0,5,0,5
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,22,0,22,0,22
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,39,19,39,19,58
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,8,2,8,10
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,8,0,8,8
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,1,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,8,0,8,8
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,8,0,8,8
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,8,2,8,2,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,26,0,26,26
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,19,0,19,19
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,2,2,2,4
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,16,11,16,11,27
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,8,2,8,10
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,1,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,275,88,275,88,363
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,0,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,4,0,4,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,6,0,6,0,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,4,1,4,5
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,20,2,20,2,22
TACACOMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,2,3,2,5
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,2,4,2,6
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,5,11,5,11,16
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,8,4,8,4,12
TOMAVE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,2,0,2,2
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,13,0,13,0,13
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,3,2,3,2,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,22,1,22,1,23
UMALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,4,1,4,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,7,3,7,3,10
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,9,0,9,9
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,4,38,4,38,42
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,17,3,17,3,20
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,8,0,8,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,18,0,18,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,2,3,2,3,5
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,22,23,22,23,45
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,5,1,5,6
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,25,2,25,2,27
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,1,0,1,0,1
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-04-01,0,1,0,1,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,7,0,7,7
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,16,3,16,19
ARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,4,0,4,4
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,6,0,6,6
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,9,0,9,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,6,0,6,6
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,12,4,12,4,16
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,6,0,6,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,61,2,61,63
CAIROMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,14,2,14,2,16
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,9,6,9,6,15
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,7,0,7,7
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,8,1,8,9
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,45,1,45,1,46
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,5,3,5,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,4,0,4,4
CHUMA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,23,2,23,25
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,18,1,18,1,19
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,7,3,7,3,10
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,74,32,74,32,106
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,18,2,18,2,20
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,7,0,7,7
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,0,4,0,4
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,20,0,20,20
COMANCHE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,9,4,9,4,13
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,2,1,2,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,9,10,9,10,19
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,108,43,108,43,151
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,32,0,32,32
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,13,2,13,2,15
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,14,0,14,14
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,10,3,10,3,13
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,5,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,7,8,7,8,15
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,1,3,1,4
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,53,0,53,53
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,6,5,6,5,11
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,19,0,19,19
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,6,1,6,7
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,3,3,3,6
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,13,2,13,15
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,15,4,15,19
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,120,57,120,57,177
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,2,3,2,3,5
MECAPACA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,11,0,11,11
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,27,4,27,4,31
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,47,3,47,3,50
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,5,0,5,5
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,193,159,193,159,352
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,17,4,17,21
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,10,0,10,10
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,2,0,2,2
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,8,4,8,4,12
PORCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,3,0,3,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,9,0,9,9
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,14,4,14,4,18
PUCARANI,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,5,1,5,6
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,9,1,9,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,7,9,7,9,16
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,1,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,0,1,0,1,1
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,24,10,24,10,34
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,23,43,23,43,66
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,8,0,8,0,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,8,11,8,11,19
SAIPINA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,1,4,1,5
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,11,1,11,12
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,5,2,5,2,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,8,6,8,6,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,3,2,3,2,5
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,4,18,4,18,22
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,5,2,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,1,8,1,8,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 1ra dosis,2011-05-01,20,0,20,0,20
