,group,variable,month,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA INICIADO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TRATAMIENTOS DE LEISHMANIA CUTÁNEA CONCLUIDO,TOTALES,TOTALES,TOTALES
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,0,0,1,1,1,1,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,3,1,2,1,5,2,7
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,2,0,0,0,2,0,2
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,0,0,1,0,1,0,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,17,0,4,0,21,0,21
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,2,0,2,1,4,1,5
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,2,1,0,0,2,1,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,22,24,22,11,44,35,79
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,5,2,1,0,6,2,8
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,3,2,3,0,6,2,8
POCOATA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,0,0,1,0,1
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,0,3,1,0,1,3,4
QUILLACOLLO,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,11,2,5,3,16,5,21
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,3,1,1,1,4,2,6
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,0,0,1,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,0,1,1,3,1,4,5
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,1,2,1,3,2,5
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,1,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,1,0,0,0,1,0,1
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2017-08-01,12,7,4,3,16,10,26
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,2,3,2,3,4,6,10
ARQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,1,0,2,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,0,0,1,0,1
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,1,1,1,2,2,4
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,4,5,4,6,8,11,19
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,2,0,2,0,2
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,5,0,3,0,8,0,8
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,0,0,1,0,1
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,1,0,1,0,1
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,2,1,2,1,4,2,6
CONCEPCION,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,2,0,1,0,3,0,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,4,1,13,1,17,2,19
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,1,0,1,0,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,1,1,2,1,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,3,0,3,0,6,6
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,22,9,22,24,44,33,77
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,4,0,4,0,4
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,2,1,5,3,7,4,11
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,3,0,1,0,4,0,4
POCOATA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,1,0,2,0,2
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,0,1,0,1,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,7,0,8,0,8
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,0,0,3,1,3,1,4
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,1,0,2,0,2
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,4,1,0,0,4,1,5
SAN RAMON SCZ,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,0,0,1,0,1
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,1,0,2,0,2
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,1,0,2,1,3,1,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2017-09-01,7,3,13,4,20,7,27
ARQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,0,1,0,0,0,1,1
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,2,1,0,3,2,5
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,0,0,0,2,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,0,0,0,2,0,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,14,13,0,0,14,13,27
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,1,1,0,3,1,4
CHULUMANI (V. DE LA LIBERTAD),leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,4,2,0,3,4,7
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,22,4,12,1,34,5,39
COCHABAMBA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,1,0,0,2,1,3
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,5,0,5,0,10,0,10
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,1,0,0,2,1,3
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,1,0,0,1,1,2
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,0,1,0,0,0,1,1
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,2,0,1,0,3,0,3
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,13,10,0,0,13,10,23
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,10,1,0,0,10,1,11
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,29,36,22,9,51,45,96
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,3,1,1,0,4,1,5
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,11,2,2,0,13,2,15
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,3,0,0,0,3,0,3
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
REYES,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,3,3,0,0,3,3,6
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,5,0,0,0,5,0,5
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,3,1,4,1,5
SANTA ROSA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
SENA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,0,0,0,1,0,1
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,1,1,1,0,2,1,3
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,7,3,0,0,7,3,10
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,4,0,0,0,4,0,4
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,16,10,0,1,16,11,27
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2017-10-01,3,2,3,1,6,3,9
ALCALA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,1,0,2,0,2
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,19,8,17,6,36,14,50
ARQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,0,0,1,0,1,1
BAURES,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,1,0,2,0,2
BELLA FLOR,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,2,0,5,2,7,2,9
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,1,0,0,0,1,1
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,5,0,5,0,10,0,10
CAJUATA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,8,11,8,11,16,22,38
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,16,17,23,21,39,38,77
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,2,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,8,1,13,2,21,3,24
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,2,3,1,3,3,6,9
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,6,2,4,2,10,4,14
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,0,2,0,2,0,2
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,2,1,3,1,4
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,4,1,2,4,6,10
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,0,1,1,1,2
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,0,5,1,8,1,9
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,4,13,10,14,14,28
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,1,2,0,5,1,6
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,50,50,35,42,85,92,177
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,4,0,0,0,4,0,4
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,1,0,0,1,1,2
MIZQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,1,0,2,0,2
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,4,1,4,2,8,3,11
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,1,1,0,4,1,5
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,14,2,15,4,29,6,35
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,2,3,3,0,5,3,8
PUERTO GONZALO MORENO,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,0,1,0,1,0,1
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,0,4,0,7,0,7
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,4,1,1,0,5,1,6
REYES,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,1,1,0,1,1,2
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,4,2,3,3,7,5,12
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,13,1,14,1,27,2,29
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,2,0,1,1,3,4
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,8,1,2,0,10,1,11
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,0,0,1,0,1
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,4,5,0,1,4,6,10
SAN PEDRO(PND),leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,1,0,2,0,2
SENA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,7,1,1,0,8,1,9
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,2,2,0,1,2,3,5
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,3,1,7,4,10,5,15
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,23,10,31,12,54,22,76
YACUIBA,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,1,0,0,0,1,0,1
YANACACHI,leishmaniasis,tratamientos de leishmania cutanea,2017-11-01,0,0,0,1,0,1,1
ALTO BENI,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,2,4,4,6,6,12
BERMEJO,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,0,0,0,2,0,2
BOLPEBRA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,2,0,2,0,2
CARANAVI,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,6,2,16,9,22,11,33
CHIMORE,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,0,0,0,2,0,2
COBIJA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,3,1,4,1,7,2,9
COCAPATA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,0,1,0,1
COROICO,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,0,1,0,1,1
EL TORNO,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,4,0,4,0,8,0,8
ENTRE RIOS CBBA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,0,0,0,1,0,1
FILADELFIA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,3,1,3,1,4
GUANAY,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,3,0,2,0,5,0,5
GUAYARAMERIN,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,0,1,0,2,0,2
IRUPANA (VILLA DE LANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,3,1,4,5,7,6,13
IXIAMAS,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,1,1,0,3,1,4
LA ASUNTA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,7,7,14,11,21,18,39
LA PAZ,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,0,0,0,2,0,2
MAPIRI,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,0,1,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,3,0,0,0,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,0,1,1,2,1,3
PADCAYA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,0,1,0,1
PALOS BLANCOS,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,0,8,1,10,1,11
PORVENIR,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,3,1,3,4
PUERTO RICO,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,0,1,0,1
PUERTO VILLARROEL,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,0,3,0,5,0,5
RIBERALTA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,4,2,6,2,10,4,14
RURRENABAQUE,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,2,1,4,0,6,1,7
SACABA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,0,1,0,1
SAN BORJA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,6,3,7,1,13,4,17
SAN BUENA VENTURA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,1,1,0,2,1,3
SAN IGNACIO,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,3,0,2,2,5,2,7
SENA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,7,1,7,1,8
SHINAOTA,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,0,1,1,1,1,2
SUCRE,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,1,0,0,0,1,0,1
TEOPONTE,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,4,0,4,0,8,8
TRINIDAD,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,7,0,0,0,7,0,7
VILLA TUNARI,leishmaniasis,tratamientos de leishmania cutanea,2017-12-01,0,1,2,4,2,5,7
