,group,variable,month,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD DENTRO,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,INFLUENZA ESTACIONAL A PERSONAL DE SALUD FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,3,3,8,5,11,16
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,8,2,1,8,9,17
SAN JULIAN,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,22,0,1,11,23,34
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,7,0,1,3,8,11
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,35,1,4,8,39,47
SAN LUCAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,42,67,0,0,42,67,109
SAN MATIAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,36,5,18,17,54,71
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,16,24,0,1,16,25,41
SAN PEDRO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,22,0,1,9,23,32
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,18,2,5,12,23,35
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,6,1,1,3,7,10
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,3,1,0,2,3,5
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,10,2,5,6,15,21
SAN RAFAEL,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,8,0,0,4,8,12
SAN RAMON BENI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,18,21,0,0,18,21,39
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,22,0,0,10,22,32
SANTA ANA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,21,23,0,0,21,23,44
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,499,1073,56,124,555,1197,1752
SANTA ROSA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,14,0,0,3,14,17
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,29,1,2,11,31,42
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,6,0,1,4,7,11
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,0,6,4,11,4,15
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,15,0,0,10,15,25
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,2,0,0,2,2,4
SANTIVAÑES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,17,2,1,15,18,33
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,9,2,0,10,9,19
SAPAHAQUI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,14,1,2,11,16,27
SENA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,6,0,0,11,6,17
SHINAOTA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,12,28,1,1,13,29,42
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,2,0,3,0,5,5
SICAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,2,1,1,6,3,9
SIPE SIPE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,44,75,10,21,54,96,150
SOPACHUY,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,25,1,2,12,27,39
SORACACHI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,3,4,4,8,7,15
SORATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,6,0,1,6,7,13
SUCRE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,355,772,86,178,441,950,1391
TACACHI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,4,0,0,4,4,8
TACACOMA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,0,3,3,3,3,6
TACOBAMBA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,6,0,1,2,7,9
TACOPAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,9,2,3,11,12,23
TAHUA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,20,10,6,4,26,14,40
TARABUCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,32,46,0,0,32,46,78
TARACO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,8,2,1,4,9,13
TARATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,11,0,2,8,13,21
TARIJA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,118,316,8,35,126,351,477
TARVITA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,37,53,0,0,37,53,90
TEOPONTE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,14,7,1,0,15,7,22
TIAWANACU,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,12,2,4,8,16,24
TIPUANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,3,0,0,2,3,5
TIQUIPAYA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,70,105,51,91,121,196,317
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,2,3,9,4,11,15
TODOS SANTOS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,0,0,0,1,0,1
TOLATA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,3,0,0,2,3,5
TOLEDO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,4,0,2,1,6,7
TOMAVE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,20,18,2,0,22,18,40
TOMINA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,21,36,0,0,21,36,57
TORO TORO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,4,5,7,16,11,27
TOTORA(CBBA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,5,4,1,6,6,10,16
TOTORA(ORR),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,6,10,6,0,12,10,22
TRIGAL,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,2,0,0,2,2,4
TRINIDAD,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,81,110,3,3,84,113,197
TUPIZA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,23,25,20,31,43,56,99
TURCO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,13,18,0,0,13,18,31
UMALA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,7,14,0,0,7,14,21
UNCIA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,16,23,3,6,19,29,48
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,14,1,0,12,14,26
URUBICHA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,1,0,0,1,1,2
UYUNI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,36,48,0,1,36,49,85
VACAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,10,16,0,0,10,16,26
VALLEGRANDE,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,3,5,7,12,10,17,27
VIACHA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,47,63,0,12,47,75,122
VILLA CHARCAS,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,17,24,2,4,19,28,47
VILLA MONTES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,40,64,2,0,42,64,106
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,14,0,0,11,14,25
VILLA RIVERO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,8,12,1,8,9,20,29
VILLA SERRANO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,26,32,2,0,28,32,60
VILLA TUNARI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,33,45,0,0,33,45,78
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,0,3,0,3,0,3
VILLAZON,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,45,127,0,0,45,127,172
VINTO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,43,68,6,9,49,77,126
VITICHI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,0,5,0,0,0,5,5
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,2,7,0,0,2,7,9
WARNES,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,73,120,2,2,75,122,197
YACO,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,6,0,0,4,6,10
YACUIBA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,76,104,7,7,83,111,194
YAMPARAEZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,11,25,0,0,11,25,36
YANACACHI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,4,9,0,0,4,9,13
YAPACANI,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,34,97,9,10,43,107,150
YOCALLA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,10,0,0,9,10,19
YOTALA,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,1,1,0,3,1,4,5
ZUDAÑEZ,otras vacunaciones,influenza estacional a personal de salud,2016-05-01,9,28,3,0,12,28,40
ACACIO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,12,6,0,0,12,6,18
ACHACACHI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,13,3,0,10,13,23
AIQUILE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,12,26,0,0,12,26,38
ALALAY,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,2,2,1,5,3,8
ALTO BENI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,13,12,0,0,13,12,25
ANCORAIMES,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,13,1,0,8,13,21
ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,3,1,3,2,6,8
ANTEQUERA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,1,7,1,8,9
ANZALDO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,5,0,0,0,5,5
APOLO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,6,3,3,4,9,13
ARAMPAMPA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,6,4,4,8,10,18
ARANI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,15,3,2,9,17,26
ARBIETO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,18,4,4,8,22,30
ARQUE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,8,1,1,8,9,17
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,14,1,2,8,16,24
ATOCHA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,21,18,11,23,32,55
AUCAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,0,0,1,2,1,3
AYATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,3,1,0,3,3,6
AYO AYO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,3,0,0,3,3,6
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,0,1,1,4,1,5
AZURDUY,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,25,14,0,0,25,14,39
BATALLAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,14,4,1,11,15,26
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,0,1,1,2
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,1,1,1,2,3
BELLA FLOR,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,9,1,3,4,12,16
BERMEJO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,11,23,2,4,13,27,40
BETANZOS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,24,12,6,0,30,12,42
BOLIVAR,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,1,6,4,11,5,16
BOLPEBRA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,2,0,0,1,2,3
BOYUIBE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,4,0,0,1,4,5
BUENA VISTA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,33,66,0,1,33,67,100
CABEZAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,30,34,10,16,40,50,90
CAIROMA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,3,1,1,1,4,5
"CAIZA ""D""",otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,3,1,0,6,3,9
CAJUATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,9,14,0,0,9,14,23
CALACOTO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,0,0,4,3,4,7
CALAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,4,2,4,5,8,13
CAMARGO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,4,12,4,17,8,25
CAMIRI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,32,61,0,0,32,61,93
CAPINOTA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,10,24,0,5,10,29,39
CAQUIAVIRI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,7,0,0,3,7,10
CARACOLLO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,13,2,5,8,18,26
CARANAVI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,10,7,2,9,12,21
CARAPARI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,13,10,5,11,18,21,39
CARIPUYO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,10,5,4,0,14,5,19
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,5,0,0,3,5,8
CATACORA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,0,0,0,1,1
CHACARILLA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,13,25,7,13,20,38,58
CHAQUI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,3,0,0,4,3,7
CHARAGUA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,14,22,3,5,17,27,44
CHARAÑA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,12,17,7,5,19,22,41
CHIMORE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,17,25,13,27,30,52,82
CHIPAYA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,0,0,0,7,0,7
CHOQUE COTA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,2,0,0,3,2,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,6,0,0,6,6,12
CHUMA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,8,7,0,0,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,4,0,0,0,4,4
CKOCHAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,23,17,6,7,29,24,53
CLIZA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,9,6,6,9,15,24
COBIJA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,86,184,52,82,138,266,404
COCAPATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,6,1,0,6,6,12
COCHABAMBA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,596,828,71,192,667,1020,1687
COIPASA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,0,0,0,2,0,2
COLCAPIRHUA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,24,29,20,21,44,50,94
"COLCHA ""K""",otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,14,0,0,4,14,18
COLLANA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,0,1,0,2,2
COLOMI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,7,0,2,4,9,13
COLQUECHACA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,37,55,0,1,37,56,93
COLQUENCHA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,9,0,0,7,9,16
COLQUIRI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,7,0,0,4,7,11
COMANCHE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,15,16,0,0,15,16,31
COMBAYA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,4,0,0,4,4,8
CONCEPCION,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,4,0,0,1,4,5
COPACABANA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,8,3,6,5,14,19
CORIPATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,0,1,3,1,3,4
CORO CORO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,9,12,2,3,11,15,26
COROICO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,1,0,2,0,2
CORQUE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,9,0,0,0,9,9
COTAGAITA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,11,0,1,5,12,17
COTOCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,65,74,0,2,65,76,141
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,2,0,0,1,2,3
CUATRO CAÑADAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,29,69,0,0,29,69,98
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,0,1,2,1,2,3
CUEVO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,1,0,1,2,3
CULPINA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,14,8,0,0,14,8,22
CURVA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,4,0,0,2,4,6
DESAGUADERO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,7,5,9,7,16,23
EL ALTO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,808,1113,548,517,1356,1630,2986
EL CHORO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,0,0,0,2,2
EL PUENTE(STC),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,8,0,0,6,8,14
EL PUENTE(TJA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,18,26,0,1,18,27,45
EL TORNO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,12,66,4,6,16,72,88
EL VILLAR,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,3,0,3,2,6,8
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,15,25,7,5,22,30,52
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,24,31,4,0,28,31,59
ESCOMA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,3,0,0,1,3,4
ESMERALDA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,0,0,0,2,0,2
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,0,0,0,5,0,5
FILADELFIA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,8,4,0,4,8,8,16
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,9,26,0,0,9,26,35
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,9,0,0,5,9,14
GUANAY,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,24,4,2,9,26,35
GUAQUI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,2,1,0,2,2,4
GUAYARAMERIN,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,33,39,15,32,48,71,119
GUTIERREZ,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,25,17,0,0,25,17,42
HUACARETA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,5,2,1,9,6,15
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,1,1,2,3
HUACHACALLA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,7,0,0,7,7,14
HUANUNI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,28,73,6,20,34,93,127
HUARACAJE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,2,0,0,1,2,3
HUARINA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,0,0,1,0,1,1
HUATAJATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,0,1,1,2
HUAYLLAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,3,0,1,1,4,5
HUMANATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,2,0,0,4,2,6
ICHOCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,0,1,0,1,0,1
ICLA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,0,0,1,0,1
INCAHUASI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,2,0,0,3,2,5
INGAVI (HUMAITA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,0,0,2,0,2,2
INQUISIVI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,13,11,0,1,13,12,25
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,11,0,0,7,11,18
IXIAMAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,0,1,1,2
JESUS DE MACHACA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,3,1,1,1,4,5
LA ASUNTA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,9,8,0,0,9,8,17
LA GUARDIA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,53,85,0,0,53,85,138
LA PAZ,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1197,1681,525,921,1722,2602,4324
LAGUNILLAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,6,0,0,3,6,9
LAJA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,4,2,0,4,4,8
LAS CARRERAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,0,1,0,3,3
LLALLAGUA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,21,20,13,14,34,34,68
LLICA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,0,0,0,2,2
LORETO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,0,1,1,1,2
LURIBAY,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,7,0,0,6,7,13
MACHACAMARCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,1,3,1,4,5
MACHARETI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,5,0,0,3,5,8
MAGDALENA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,12,4,0,0,12,4,16
MAIRANA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,11,1,2,6,13,19
MALLA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,0,0,1,1,2
MAPIRI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,2,0,0,2,2,4
MECAPACA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,7,3,1,7,8,15
MINEROS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,21,34,3,0,24,34,58
MIZQUE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,9,12,3,3,12,15,27
MOCOMOCO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,6,0,0,2,6,8
MOJINETE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,1,1,0,2,1,3
MOJOCOYA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,3,0,1,0,4,4
MONTEAGUDO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,18,22,0,0,18,22,40
MONTERO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,86,157,28,70,114,227,341
MOROCHATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,6,2,3,5,9,14
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,0,0,0,1,1
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,5,0,0,3,5,8
OCURI,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,2,1,0,1,2,3
OKINAWA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,7,0,0,3,7,10
OMEREQUE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,1,1,0,6,1,7
ORURO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,417,530,319,363,736,893,1629
PADCAYA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,20,43,2,2,22,45,67
PADILLA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,16,1,0,7,16,23
PAILON,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,17,18,20,10,37,28,65
PALCA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,4,6,0,0,4,6,10
PALOS BLANCOS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,5,8,18,13,23,36
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,1,0,0,1,1,1,2
PAMPA GRANDE,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,0,1,0,2,2
PAPEL PAMPA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,3,5,0,0,3,5,8
PASORAPA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,3,0,0,2,3,5
PATACAMAYA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,7,4,0,0,7,4,11
PAZÑA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,0,1,0,1,0,2,2
PELECHUCO,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,6,1,1,1,7,2,9
POCOATA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,2,2,5,7,7,9,16
POCONA,otras vacunaciones,influenza estacional a personal de salud,2016-06-01,5,6,2,3,7,9,16
POJO (CBBA),otras vacunaciones,influenza estacional a personal de salud,2016-06-01,11,8,0,1,11,9,20
