,group,variable,month,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
YOCALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-02-01,0,5,0,0,0,5,5
YOTALA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-02-01,4,0,1,3,5,3,8
YUNCHARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-02-01,2,2,1,2,3,4,7
ZUDAÑEZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-02-01,1,1,0,3,1,4,5
ACACIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,9,0,11,11
ACHACACHI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,20,4,21,5,41,46
ACHOCALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,7,7,7,9,14,23
AIQUILE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,6,11,7,7,13,18,31
ALALAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,5,15,5,15,20
ALTO BENI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,5,14,11,8,16,22,38
ANCORAIMES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,10,4,8,4,18,22
ANDAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,2,2,1,3,3,6
ANTEQUERA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,0,2,0,2,2
ANZALDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,5,3,8,4,13,17
APOLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,13,0,1,1,14,15
ARAMPAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,3,9,4,10,7,17
ARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,27,16,14,18,41,59
ARBIETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,8,27,18,30,26,57,83
ARQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,4,13,4,19,23
ASCENCION DE GUARAYOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,28,53,78,57,106,163
ATOCHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,17,0,0,0,17,17
AUCAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,3,0,0,0,3,3
AYATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,6,4,2,5,8,13
AYO AYO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,1,0,5,5
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,9,23,25,27,34,61
AZURDUY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,7,1,7,8
BATALLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,6,10,11,11,17,28
BAURES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,0,0,0,6,6
BELEN DE ANDAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
BELLA FLOR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,5,6,5,6,11
BERMEJO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,53,2,9,6,62,68
BETANZOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,1,4,1,10,11
BOLIVAR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,4,3,5,4,9
BOLPEBRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,1,0,0,4,1,5
BOYUIBE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,11,1,0,0,11,1,12
BUENA VISTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,21,4,1,5,22,27
CABEZAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,39,56,220,61,259,117,376
CAIROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,10,1,2,5,12,17
"CAIZA ""D""",otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,15,0,5,1,20,21
CAJUATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,33,15,24,18,57,75
CALACOTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,1,15,1,16,17
CALAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,7,0,3,2,10,12
CAMARGO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,7,9,4,7,11,16,27
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,1,0,1,0,1
CAMIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,38,56,32,85,70,141,211
CAPINOTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,7,38,52,41,59,100
CAQUIAVIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,14,1,1,1,15,16
CARACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,54,20,1,20,55,40,95
CARANAVI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,9,55,35,26,44,81,125
CARAPARI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,7,8,5,8,12,16,28
CARIPUYO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,2,1,2,2,4
CARMEN RIVERO TORREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,18,14,0,0,18,14,32
CATACORA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,0,3,0,3,3
CHACARILLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
CHALLAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,24,4,19,6,43,49
CHAQUI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,1,0,1,6,7
CHARAGUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,8,6,10,10,18,28
CHAYANTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,8,8,25,9,33,42
CHIMORE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,20,45,63,23,83,68,151
CHIPAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,2,1,2,1,3
CHUA COCANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,3,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,10,8,41,60,51,68,119
CHUMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,3,0,1,0,4,4
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,12,0,3,0,15,15
CKOCHAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,0,0,0,6,6
CLIZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,12,46,56,50,68,118
COBIJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,33,89,605,34,638,123,761
COCAPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,0,5,5,8,5,13
COCHABAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,240,597,248,261,488,858,1346
COLCAPIRHUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,11,46,67,52,78,98,176
"COLCHA ""K""",otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,12,0,4,2,16,18
COLLANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,1,0,2,2
COLOMI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,18,14,1,15,19,29,48
COLPA BELGICA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,11,0,0,3,11,14
COLQUECHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,12,12,18,12,30,42
COLQUENCHA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,6,0,0,1,6,7
COLQUIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,14,0,4,0,18,18
COMANCHE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,5,0,0,0,5,5
COMARAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,109,110,109,114,223
COPACABANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,9,10,1,11,10,21
CORIPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,18,0,0,2,18,20
CORO CORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,0,0,4,4
COROICO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,6,12,49,39,55,51,106
CORQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,3,138,7,138,10,148
COTAGAITA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,7,2,6,3,13,16
COTOCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,16,79,24,14,40,93,133
CUATRO CAÑADAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,9,32,34,36,43,79
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,2,7,4,11,6,17
CUEVO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,14,8,14,8,22
CULPINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,5,2,0,13,5,15,20
CURAHUARA DE CARANGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,7,3,5,4,12,16
DESAGUADERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,21,26,0,0,21,26,47
EL ALTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,110,1237,1435,1880,1545,3117,4662
EL PUENTE(STC),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,7,7,1,7,8,15
EL PUENTE(TJA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,0,0,4,4
EL TORNO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,0,1,0,1
EL VILLAR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,1,2,1,4,2,6
ENTRE RIOS TRJ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,2,14,10,18,12,30
ENTRE RIOS CBBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,37,58,8,4,45,62,107
ESCARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
ESCOMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,16,17,16,21,37
EUCALIPTUS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,0,0,4,4
EUREKA (SANTOS MERCADO),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,3,7,3,7,10
FERNANDEZ ALONSO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,20,0,15,0,35,35
FILADELFIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,2,4,7,5,9,14
GENERAL SAAVEDRA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,40,55,79,55,119,174
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,0,0,1,1,2
GUANAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,17,5,14,5,31,36
GUAQUI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,14,179,4,179,18,197
GUAYARAMERIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,9,77,140,97,149,174,323
GUTIERREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,0,26,26,30,26,56
HUACARETA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,1,3,2,4,6
HUACHACALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,209,0,210,1,211
HUANUNI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,17,2,11,4,28,32
HUARACAJE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,0,0,4,4
HUATAJATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,1,1,1,1,2
HUAYLLAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,1,3,2,4,6
HUMANATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,1,0,5,5
ICHOCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,5,0,6,6
ICLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,3,0,0,1,3,4
INCAHUASI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,7,0,6,1,13,14
INGAVI (HUMAITA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,3,5,3,6,9
INQUISIVI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,6,9,7,10,17
IRUPANA (VILLA DE LANZA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,16,8,16,8,24
IXIAMAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,13,0,0,0,13,13
JESUS DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,3,0,3,1,6,7
LA ASUNTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,9,8,20,9,29,38
LA GUARDIA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,25,28,152,167,177,195,372
LA PAZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,151,1057,295,460,446,1517,1963
LAGUNILLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,6,3,0,2,6,5,11
LAJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,23,1,5,3,28,31
LICOMA PAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
LLALLAGUA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,35,39,86,41,121,162
LLICA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,0,2,0,2,2
LORETO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,13,18,16,39,29,57,86
LURIBAY,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,17,5,9,61,26,66,92
MACHACAMARCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,0,0,2,2
MACHARETI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,7,1,1,5,8,13
MAGDALENA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,21,0,0,0,21,21
MAIRANA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,2,0,0,1,2,3
MALLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,2,1,2,1,3
MAPIRI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,8,21,24,39,32,60,92
MECAPACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,5,14,0,0,5,14,19
MINEROS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,43,12,18,16,61,77
MIZQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,7,37,61,50,68,87,155
MOCOMOCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,0,4,0,10,10
MOJOCOYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,5,8,5,10,15
MONTEAGUDO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,11,7,4,1,15,8,23
MONTERO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,14,201,505,523,519,724,1243
MORO MORO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
MOROCHATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,7,34,33,36,40,76
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,3,12,11,14,14,28
NAZACARA DE PACAJES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,3,0,0,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,15,1,10,0,25,1,26
OCURI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,9,12,12,12,21,33
OKINAWA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,9,33,20,36,29,65
OMEREQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,6,66,65,67,71,138
ORURO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,39,257,170,40,209,297,506
PADCAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,5,22,0,6,5,28,33
PADILLA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,3,2,1,4,4,8
PAILON,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,8,36,66,53,74,89,163
PALCA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,9,13,21,16,30,46
PALOS BLANCOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,22,262,254,266,276,542
PAMPA AULLAGAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,5,0,4,1,9,10
PAMPA GRANDE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,13,14,13,15,28
PAPEL PAMPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
PASORAPA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,12,13,13,13,26
PATACAMAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,31,2,151,4,182,6,188
PAZÑA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,4,2,4,8,12
PELECHUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,8,0,4,1,12,13
POCOATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,3,2,36,2,39,41
POCONA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,2,4,14,5,16,21
POJO (CBBA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,8,1,23,27,31,28,59
POOPO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,0,0,0,4,4
PORCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,11,5,8,9,19,28
POROMA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,11,1,13,4,24,28
PORONGO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,0,7,0,7,7
PORTACHUELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,21,2,3,4,24,28
PORVENIR,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,9,2,1,2,10,12
POSTRER VALLE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,1,1,1,2
POTOSI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,19,282,19,52,38,334,372
PRESTO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,5,0,7,7
PUCARA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
PUCARANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,29,46,51,48,80,128
PUERTO ACOSTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,3,0,5,5
PUERTO CARABUCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,0,1,0,1
PUERTO GONZALO MORENO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,29,18,30,19,49
PUERTO PEREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,1,9,1,10,11
PUERTO QUIJARRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,7,0,3,0,10,10
PUERTO RICO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,8,148,4,149,12,161
PUERTO SILES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,1,0,3,3
PUERTO SUAREZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,8,13,6,0,14,13,27
PUERTO VILLARROEL,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,16,51,180,80,196,131,327
PUNA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,4,18,0,0,4,18,22
PUNATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,13,27,26,23,39,50,89
QUIABAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,0,12,0,12,12
QUILLACOLLO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,30,47,124,126,154,173,327
QUIME,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,1,7,9,8,10,18
QUIRUSILLAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,10,2,1,0,11,2,13
RAVELO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,8,15,8,15,16,31
REYES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,16,16,23,16,39,55
RIBERALTA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,259,4,13,7,272,279
ROBORE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,0,1,0,1
RURRENABAQUE,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,9,0,0,2,9,11
SABAYA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,1,0,0,3,1,4
SACABA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,29,172,123,234,152,406,558
SACABAMBA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,6,6,7,7,13,20
SACACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,8,0,4,1,12,13
SAIPINA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,0,0,0,2,0,2
SALINAS DE GARCI MENDOZA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,13,5,15,7,28,35
SAMAIPATA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,34,11,2,1,36,12,48
SAN ANDRES,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,23,8,8,10,31,41
SAN ANDRES DE MACHACA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,0,7,4,7,4,11
SAN BENITO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,5,12,11,13,16,29
SAN BORJA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,15,46,177,207,192,253,445
SAN BUENA VENTURA,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,15,3,1,4,16,20
SAN CARLOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,19,5,12,6,31,37
SAN IGNACIO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,16,51,167,170,183,221,404
SAN IGNACIO DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,5,40,245,238,250,278,528
SAN JAVIER(BNI),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,4,3,6,5,10,15
SAN JAVIER(STC),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,15,0,0,0,15,15
SAN JOAQUIN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,2,0,0,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,2,3,19,18,21,21,42
SAN JUAN DE YAPACANI,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,4,629,587,629,591,1220
SAN JULIAN,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,6,44,10,13,16,57,73
SAN LORENZO(PND),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,0,6,10,0,10,6,16
SAN LORENZO(TJA),otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,32,3,14,6,46,52
SAN LUCAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,60,64,2,7,62,71,133
SAN MATIAS,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,15,192,47,195,62,257
SAN MIGUEL DE VELASCO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,30,0,0,3,30,33
SAN PABLO DE LIPEZ,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,1,0,0,0,1,0,1
SAN PEDRO,otras vacunaciones,dt 2da. dosis de 10 a 49 anos,2016-03-01,3,9,18,12,21,21,42
