,group,variable,month,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TUPIZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,121,172,42,72,163,244,407
TURCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,41,31,144,129,185,160,345
UMALA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,30,21,24,36,54,57,111
UNCIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,12,25,111,152,123,177,300
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,4,10,16,15,20,35
URUBICHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,15,22,0,0,15,22,37
UYUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,98,118,26,26,124,144,268
VACAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,30,33,18,17,48,50,98
VALLEGRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,32,23,255,315,287,338,625
VIACHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,162,216,177,223,339,439,778
VILA VILA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,3,9,8,15,11,24,35
VILLA CHARCAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,55,95,49,60,104,155,259
VILLA MONTES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,92,47,134,192,226,239,465
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,4,2,10,5,14,7,21
VILLA RIVERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,8,13,87,127,95,140,235
VILLA SERRANO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,19,25,52,38,71,63,134
VILLA TUNARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,131,94,81,64,212,158,370
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,5,4,24,29,29,33,62
VILLAZON,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,129,194,80,106,209,300,509
VINTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,88,81,123,217,211,298,509
VITICHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,27,16,0,0,27,16,43
WALDO BALLIVIAN,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,2,1,11,25,13,26,39
WARNES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,145,184,51,54,196,238,434
YACO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,32,22,34,46,66,68,134
YACUIBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,98,139,22,39,120,178,298
YAMPARAEZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,34,50,59,99,93,149,242
YANACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,21,14,43,34,64,48,112
YAPACANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,113,73,38,48,151,121,272
YOCALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,71,111,45,57,116,168,284
YOTALA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,2,7,19,31,21,38,59
YUNGUYO DE LITORAL,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,0,0,5,1,5,1,6
ZUDAÑEZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-05-01,1,3,25,34,26,37,63
ACACIO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,16,17,64,57,80,74,154
ACHACACHI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,96,121,285,316,381,437,818
ACHOCALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,65,64,35,44,100,108,208
AIQUILE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,112,154,191,409,303,563,866
ALALAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,5,32,41,32,46,78
ALCALA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,5,11,17,17,22,28,50
ALTO BENI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,190,105,57,34,247,139,386
ANCORAIMES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,36,42,145,170,181,212,393
ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1,1,32,28,33,29,62
ANTEQUERA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,3,1,2,4,5,9
ANZALDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,3,79,108,81,111,192
APOLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,57,34,129,122,186,156,342
ARAMPAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,5,5,111,135,116,140,256
ARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,88,166,143,233,231,399,630
ARBIETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,100,133,109,208,209,341,550
ARQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,71,87,139,189,210,276,486
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,38,42,0,1,38,43,81
ATOCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,11,17,25,25,36,42,78
AUCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,16,10,16,21,32,31,63
AYATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,40,52,28,39,68,91,159
AYO AYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,33,9,76,118,109,127,236
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,31,21,104,106,135,127,262
AZURDUY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,99,106,73,74,172,180,352
BATALLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,34,33,137,183,171,216,387
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,1,10,9,12,10,22
BELEN DE URMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,23,19,19,21,42,40,82
BELLA FLOR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,10,10,10,10,20
BERMEJO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,84,97,31,51,115,148,263
BETANZOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,199,251,291,344,490,595,1085
BOLIVAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,9,6,100,112,109,118,227
BOLPEBRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,0,8,3,12,3,15
BOYUIBE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,21,18,27,35,48,53,101
BUENA VISTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,167,174,25,9,192,183,375
CABEZAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,97,79,90,107,187,186,373
CAIROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,40,37,89,78,129,115,244
"CAIZA ""D""",otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,24,39,79,125,103,164,267
CAJUATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,82,60,53,33,135,93,228
CALACOTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,33,25,241,178,274,203,477
CALAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,92,82,23,39,115,121,236
CAMARGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,39,53,148,218,187,271,458
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,15,18,18,20,33,38,71
CAMIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,427,539,28,51,455,590,1045
CAPINOTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,51,43,322,521,373,564,937
CAQUIAVIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,69,85,175,202,244,287,531
CARACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,29,29,96,107,125,136,261
CARANAVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,502,334,238,122,740,456,1196
CARAPARI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,27,25,125,135,152,160,312
CARIPUYO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,120,158,120,158,278
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,20,19,2,4,22,23,45
CATACORA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,7,5,21,27,28,32,60
CHACARILLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,5,26,23,28,28,56
CHALLAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,139,83,254,197,393,280,673
CHAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,21,19,28,39,49,58,107
CHARAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,66,85,117,173,183,258,441
CHARAÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,7,21,27,25,34,59
CHAYANTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,55,85,143,245,198,330,528
CHIMORE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,36,33,35,43,71,76,147
CHIPAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,6,8,6,8,14
CHOQUE COTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,3,9,10,12,13,25
CHUA COCANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,25,33,2,6,27,39,66
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,103,76,42,41,145,117,262
CHUMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,74,87,82,89,156,176,332
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,32,26,28,56,60,82,142
CKOCHAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,156,174,172,199,328,373,701
CLIZA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,80,141,219,369,299,510,809
COBIJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,81,66,44,51,125,117,242
COCAPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,93,73,105,85,198,158,356
COCHABAMBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3529,3817,451,478,3980,4295,8275
COIPASA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1,4,0,0,1,4,5
COLCAPIRHUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,146,163,259,188,405,351,756
"COLCHA ""K""",otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,53,68,43,67,96,135,231
COLLANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,55,55,45,35,100,90,190
COLOMI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,37,30,58,73,95,103,198
COLPA BELGICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,20,30,5,8,25,38,63
COLQUECHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,244,328,690,721,934,1049,1983
COLQUENCHA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,39,60,6,11,45,71,116
COLQUIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,45,46,185,188,230,234,464
COMANCHE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,14,8,77,74,91,82,173
COMARAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,67,55,57,69,124,124,248
COMBAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,3,64,53,66,56,122
CONCEPCION,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,75,57,29,22,104,79,183
COPACABANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,26,16,101,121,127,137,264
CORIPATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,76,63,128,109,204,172,376
CORO CORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,40,32,70,64,110,96,206
COROICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,34,20,98,75,132,95,227
CORQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,27,19,73,53,100,72,172
COTAGAITA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,43,42,101,166,144,208,352
COTOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,251,193,25,28,276,221,497
CRUZ DE MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,9,4,2,0,11,4,15
CUATRO CAÑADAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,103,113,70,49,173,162,335
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,6,14,20,30,26,44,70
CUEVO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,6,11,31,40,37,51,88
CULPINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,71,99,58,89,129,188,317
CURAHUARA DE CARANGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,7,7,7,11,14,25
CURVA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,3,7,30,11,33,44
DESAGUADERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,23,15,54,85,77,100,177
EL ALTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4502,5079,3599,4837,8101,9916,18017
EL CHORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,8,6,61,57,69,63,132
EL PUENTE(STC),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,106,75,66,70,172,145,317
EL PUENTE(TJA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,34,45,123,180,157,225,382
EL TORNO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,249,274,200,208,449,482,931
EL VILLAR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,12,21,38,69,50,90,140
ENTRE RIOS TRJ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,100,91,148,174,248,265,513
ENTRE RIOS CBBA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,99,80,213,97,312,177,489
ESCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,4,6,4,6,10
ESCOMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,11,10,8,19,19,29,48
ESMERALDA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,8,11,8,11,19
EUCALIPTUS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,5,5,22,31,27,36,63
EUREKA (SANTOS MERCADO),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1,0,7,2,8,2,10
EXALTACION,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,6,6,5,5,11,11,22
FERNANDEZ ALONSO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,5,57,51,61,56,117
FILADELFIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,1,13,5,16,6,22
GENERAL SAAVEDRA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,64,55,7,1,71,56,127
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,67,52,88,90,155,142,297
GUANAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,129,101,61,58,190,159,349
GUAQUI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,20,27,64,72,84,99,183
GUAYARAMERIN,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,73,40,49,46,122,86,208
GUTIERREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,59,70,81,160,140,230,370
HUACARETA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,43,63,37,39,80,102,182
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,5,22,40,25,45,70
HUACHACALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,1,0,0,0,1,1
HUANUNI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,59,51,66,108,125,159,284
HUARACAJE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1,0,0,0,1,0,1
HUARINA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,12,12,78,112,90,124,214
HUATAJATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,2,25,29,25,31,56
HUAYLLAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,10,4,20,32,30,36,66
HUMANATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,29,32,29,26,58,58,116
ICHOCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,30,34,99,88,129,122,251
ICLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,26,42,41,108,67,150,217
INCAHUASI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,88,89,107,185,195,274,469
INGAVI (HUMAITA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,2,3,2,3,5
INQUISIVI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,42,42,302,264,344,306,650
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,69,64,123,111,192,175,367
IXIAMAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,26,31,5,10,31,41,72
JESUS DE MACHACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,93,80,31,44,124,124,248
LA ASUNTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,42,21,43,20,85,41,126
LA GUARDIA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,402,502,15,26,417,528,945
LA PAZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,7073,8019,2950,3255,10023,11274,21297
LA RIVERA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1,2,0,0,1,2,3
LAGUNILLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,25,28,66,78,91,106,197
LAJA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,117,112,99,98,216,210,426
LAS CARRERAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,13,14,22,25,35,39,74
LICOMA PAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,0,49,45,52,45,97
LLALLAGUA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,23,38,182,228,205,266,471
LLICA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,25,27,3,7,28,34,62
LORETO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,2,1,2,3,4,7
LURIBAY,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,51,36,119,125,170,161,331
MACHACAMARCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,35,17,9,22,44,39,83
MACHARETI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,17,22,25,27,42,49,91
MAGDALENA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,1,0,0,2,1,3
MAIRANA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,25,24,5,3,30,27,57
MALLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,2,27,36,30,38,68
MAPIRI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,21,23,47,33,68,56,124
MECAPACA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,78,55,87,84,165,139,304
MINEROS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,222,279,10,7,232,286,518
MIZQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,98,123,175,231,273,354,627
MOCOMOCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,44,42,75,71,119,113,232
MOJINETE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,4,4,4,4,8
MOJOCOYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,39,86,26,32,65,118,183
MONTEAGUDO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,134,159,76,93,210,252,462
MONTERO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,437,485,146,133,583,618,1201
MORO MORO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,7,7,4,4,11,11,22
MOROCHATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,15,15,133,155,148,170,318
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,0,0,1,4,1,5
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,13,10,20,17,33,27,60
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,13,7,6,10,19,17,36
OCURI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,253,310,253,310,563
OKINAWA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,13,24,3,0,16,24,40
OMEREQUE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,6,6,20,16,26,22,48
ORURO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1355,1780,723,514,2078,2294,4372
PADCAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,143,167,203,194,346,361,707
PADILLA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,55,91,86,92,141,183,324
PAILON,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,26,39,72,89,98,128,226
PALCA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,73,68,91,91,164,159,323
PALOS BLANCOS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,110,81,271,238,381,319,700
PAMPA AULLAGAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,8,4,18,27,26,31,57
PAMPA GRANDE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,19,26,58,61,77,87,164
PAPEL PAMPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,41,28,100,93,141,121,262
PASORAPA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,0,0,1,2,1,2,3
PATACAMAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,296,225,459,389,755,614,1369
PAZÑA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,10,10,17,23,27,33,60
PELECHUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,20,14,66,60,86,74,160
POCOATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,63,85,489,544,552,629,1181
POCONA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,41,83,38,52,79,135,214
POJO (CBBA),otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,32,42,25,19,57,61,118
POOPO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,5,25,36,27,41,68
PORCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,13,10,65,77,78,87,165
POROMA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,106,151,165,202,271,353,624
PORONGO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,51,48,88,71,139,119,258
PORTACHUELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,141,210,3,1,144,211,355
PORVENIR,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,7,7,0,0,7,7,14
POSTRER VALLE,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,44,39,8,12,52,51,103
POTOSI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,1050,1439,387,579,1437,2018,3455
PRESTO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,46,53,83,129,129,182,311
PUCARA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,2,4,1,1,3,5,8
PUCARANI,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,142,130,170,194,312,324,636
PUERTO ACOSTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,5,33,55,36,60,96
PUERTO CARABUCO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,44,38,103,113,147,151,298
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,7,4,14,8,21,12,33
PUERTO PEREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,11,4,22,33,33,37,70
PUERTO QUIJARRO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,75,2,1,4,76,6,82
PUERTO RICO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,4,3,9,4,13,7,20
PUERTO SILES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,3,8,0,0,3,8,11
PUERTO SUAREZ,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,37,38,13,11,50,49,99
PUERTO VILLARROEL,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,99,79,216,201,315,280,595
PUNA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,130,209,176,303,306,512,818
PUNATA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,192,297,557,882,749,1179,1928
QUIABAYA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,32,43,15,13,47,56,103
QUILLACOLLO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,337,409,359,563,696,972,1668
QUIME,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,32,56,40,50,72,106,178
QUIRUSILLAS,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,23,31,4,2,27,33,60
RAVELO,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,55,79,352,490,407,569,976
REYES,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,10,14,7,6,17,20,37
RIBERALTA,otras vacunaciones,influenza estacional en mayores de 65 anos,2016-06-01,120,141,15,12,135,153,288
