,group,variable,month,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS DENTRO,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,INFLUENZA ESTACIONAL A PERSONAS CON ENFERMEDADES CRÓNICAS FUERA,TOTALES,TOTALES,TOTALES
MONTERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,109,130,101,242,210,372,582
MORO MORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,7,0,7,1,14,15
MOROCHATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,6,21,26,21,32,53
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,5,5,16,18,21,23,44
OKINAWA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,4,12,7,13,11,24
OMEREQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,8,9,62,82,70,91,161
ORURO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,169,202,28,99,197,301,498
PADCAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,3,9,4,9,13
PADILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,5,7,5,8,13
PAILON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,2,93,82,96,84,180
PALCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,9,8,6,11,15,26
PALOS BLANCOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,17,16,43,44,60,60,120
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,0,1,0,1
PAMPA GRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,31,60,71,102,102,162,264
PASORAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,34,48,136,198,170,246,416
PATACAMAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,66,22,28,30,94,52,146
PAZÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,34,45,35,45,80
PELECHUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,4,10,8,12,12,24
POCOATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,16,22,9,26,25,51
POCONA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,8,9,17,12,25,37
POJO (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,3,4,4,5,9
POOPO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,0,20,1,21,22
PORCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,16,15,37,21,53,74
POROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,8,8,14,11,22,33
PORONGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,12,14,5,21,17,35,52
PORTACHUELO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,55,52,131,130,186,182,368
PORVENIR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,2,1,2,1,3
POTOSI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,111,195,131,164,242,359,601
PRESTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,8,9,34,11,42,53
PUCARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,5,4,1,4,6,8,14
PUCARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,0,6,13,12,13,25
PUERTO ACOSTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,3,1,3,2,5
PUERTO CARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,9,10,10,11,21
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,2,1,2,3
PUERTO PEREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,3,7,15,10,18,28
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,31,51,12,14,43,65,108
PUERTO RICO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,6,7,6,8,14
PUERTO SUAREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,21,32,39,77,60,109,169
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,25,29,58,69,83,98,181
PUNA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,2,10,14,11,16,27
PUNATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,19,25,35,83,54,108,162
QUILLACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,107,148,207,613,314,761,1075
QUIRUSILLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,9,8,8,14,17,22,39
REYES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,1,0,0,3,1,4
ROBORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,9,5,8,9,17,26
RURRENABAQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,7,22,7,23,30
SABAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,7,3,6,2,13,5,18
SACABA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,69,108,581,518,650,626,1276
SACABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,2,5,8,8,10,18
SACACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,2,12,2,13,15
SAIPINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,8,9,10,13,18,22,40
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,10,3,10,3,13
SAMAIPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,20,27,50,91,70,118,188
SAN AGUSTIN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,0,0,0,1,1
SAN ANDRES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,9,0,0,2,9,11
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,7,6,8,6,14
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,0,0,1,1,2
SAN BENITO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,10,4,8,7,18,25
SAN BORJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,5,4,8,1,13,5,18
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,5,6,5,6,11
SAN CARLOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,5,1,1,5,6,11
SAN IGNACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,1,6,6,12,7,19
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,19,17,2,0,21,17,38
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,8,19,8,19,27
SAN JAVIER(STC),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,29,35,0,0,29,35,64
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,0,10,9,12,9,21
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,7,4,25,25,32,29,61
SAN JULIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,13,67,41,58,54,125,179
SAN LORENZO(PND),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,3,5,3,5,8
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,14,2,2,8,16,24
SAN LUCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,9,1,6,7,15,22
SAN MATIAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,7,9,28,51,35,60,95
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,12,18,0,3,12,21,33
SAN PEDRO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,7,22,13,20,20,42,62
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,7,5,9,9,16,25
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,1,2,2,3,5
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,2,2,8,4,10,14
SAN RAFAEL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,8,4,1,3,9,7,16
SAN RAMON BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,9,11,0,0,9,11,20
SAN RAMON SCZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,54,70,0,0,54,70,124
SANTA ANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,5,0,0,3,5,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1833,2009,155,139,1988,2148,4136
SANTA ROSA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,23,26,46,68,69,94,163
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,6,12,1,1,7,13,20
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,1,4,2,5,7
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,2,10,2,11,13
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,5,12,1,10,6,22,28
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,1,0,0,1,1,2
SANTIVAÑES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,13,11,42,56,55,67,122
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,0,0,1,0,1
SAPAHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,7,11,6,7,13,18,31
SENA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,1,9,2,9,11
SHINAOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,13,8,5,7,18,15,33
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,13,22,26,19,39,41,80
SICAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,4,8,3,11,7,18
SIPE SIPE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,18,30,116,171,134,201,335
SOPACHUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,4,5,5,5,10
SORACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,1,5,8,5,9,14
SORATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,3,25,33,28,36,64
SUCRE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,176,309,65,87,241,396,637
TACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,4,1,4,5
TACACOMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,12,9,13,9,22
TACOBAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,3,2,3,2,5
TACOPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,1,23,21,25,22,47
TAHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,2,2,2,2,4
TAPACARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,15,8,30,35,45,43,88
TARABUCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,4,4,6,6,10,16
TARACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,2,0,0,3,2,5
TARATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,4,4,2,7,6,13
TARIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,152,223,60,134,212,357,569
TARVITA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,2,0,4,1,6,7
TEOPONTE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,9,16,4,7,13,23,36
TIAWANACU,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,4,0,2,3,6,9
TIPUANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,13,9,11,16,24,25,49
TIQUIPAYA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,214,126,108,142,322,268,590
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,2,39,44,41,46,87
TOLATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,2,1,1,2,3,5
TOLEDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,3,1,3,4
TOMAVE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,3,3,8,7,11,18
TOMINA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,0,2,4,3,4,7
TORO TORO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,11,16,23,20,34,54
TOTORA(ORR),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,2,2,2,2,4
TRIGAL,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,3,4,12,7,15,22
TRINIDAD,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,38,85,91,145,129,230,359
TUPIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,23,55,5,13,28,68,96
TURCO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,0,1,0,1
UNCIA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,3,6,5,7,8,15
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,2,3,2,5,4,9
URUBICHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,5,1,3,2,8,3,11
UYUNI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,41,86,7,6,48,92,140
VACAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,24,1,8,5,32,6,38
VALLEGRANDE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,16,36,196,261,212,297,509
VIACHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,49,67,28,31,77,98,175
VILA VILA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,1,1,1,1,2
VILLA CHARCAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,12,13,1,12,13,25,38
VILLA MONTES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,26,35,45,54,71,89,160
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,3,2,7,8,10,10,20
VILLA RIVERO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,3,10,3,10,13
VILLA SERRANO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,12,23,7,9,19,32,51
VILLA TUNARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,9,10,12,15,21,25,46
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,4,2,1,0,5,2,7
VILLAZON,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,23,65,25,23,48,88,136
VINTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,10,30,27,57,37,87,124
VITICHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,2,0,0,0,2,2
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,1,2,1,4,2,6,8
WARNES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,172,222,33,51,205,273,478
YACO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,0,0,0,1,0,1,1
YACUIBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,33,51,18,46,51,97,148
YAMPARAEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,3,2,17,4,20,24
YANACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,9,8,29,28,38,36,74
YAPACANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,31,42,12,26,43,68,111
YOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,1,0,2,2,3,5
YOTALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,1,2,5,4,6,10
ZUDAÑEZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-05-01,2,3,21,3,23,6,29
ACACIO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,7,3,13,7,20,27
ACHACACHI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,63,74,43,71,106,145,251
ACHOCALLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,3,7,4,8,12
AIQUILE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,10,26,22,37,32,69
ALALAY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,2,14,15,17,17,34
ALCALA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,25,22,11,14,36,36,72
ALTO BENI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,22,24,1,6,23,30,53
ANCORAIMES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,4,3,7,4,11,15
ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,2,5,2,5,7
ANTEQUERA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,3,0,0,0,3,3
ANZALDO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,1,5,2,7,9
APOLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,6,14,24,15,30,45
ARAMPAMPA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,2,23,7,25,9,34
ARANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,16,22,35,32,51,83
ARBIETO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,31,52,52,84,83,136,219
ARQUE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,9,14,38,79,47,93,140
ASCENCION DE GUARAYOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,14,1,7,5,21,26
ATOCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,35,53,67,32,102,85,187
AUCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,1,1,1,4,2,6
AYATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,2,6,3,7,10
AYO AYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,29,27,48,56,77,83,160
AZURDUY,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,14,19,19,22,33,41,74
BATALLAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,2,4,8,7,10,17
BAURES,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,9,0,0,10,9,19
BELEN DE ANDAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,2,2,2,2,4
BELEN DE URMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,5,12,21,15,26,41
BELLA FLOR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,10,6,10,8,18
BERMEJO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,27,20,4,19,31,39,70
BETANZOS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,33,53,36,54,69,107,176
BOLIVAR,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,7,8,18,15,25,40
BOLPEBRA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,2,2,3,5,5,10
BOYUIBE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,11,9,16,13,27,40
BUENA VISTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,14,17,56,59,70,76,146
CABEZAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,64,119,111,99,175,218,393
CAIROMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,43,34,6,6,49,40,89
"CAIZA ""D""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,7,15,24,21,31,52
CAJUATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,9,12,15,23,24,47
CALACOTO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,2,2,2,4,6
CALAMARCA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,7,5,6,0,13,5,18
CAMARGO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,24,32,45,49,69,81,150
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,3,3,4,3,7
CAMIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,205,294,7,15,212,309,521
CAPINOTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,6,3,53,91,59,94,153
CAQUIAVIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,4,19,25,29,29,58
CARACOLLO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,4,12,9,12,13,24,37
CARANAVI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,54,46,43,31,97,77,174
CARAPARI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,19,25,31,41,50,91
CARIPUYO,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,1,4,9,6,10,16
CARMEN RIVERO TORREZ,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,10,20,0,1,10,21,31
CATACORA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,1,2,2,2,3,5
CHACARILLA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,2,1,3,2,5
CHALLAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,13,19,16,37,29,56,85
CHAQUI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,1,0,0,1,1,2
CHARAGUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,165,140,55,59,220,199,419
CHARAÑA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,1,3,1,3,4
CHAYANTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,3,5,17,15,20,20,40
CHIMORE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,21,43,66,39,87,82,169
CHOQUE COTA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,2,0,0,0,2,2
CHUA COCANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,1,0,3,5,4,9
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,15,3,4,19,19,38
CHUMA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,2,13,4,14,6,20
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,5,4,1,15,6,21
CKOCHAS,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,16,12,5,5,21,17,38
CLIZA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,23,26,53,18,76,44,120
COBIJA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,125,119,61,66,186,185,371
COCAPATA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,24,29,8,12,32,41,73
COCHABAMBA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2729,2482,129,177,2858,2659,5517
COLCAPIRHUA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,36,30,84,44,120,74,194
"COLCHA ""K""",otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,11,10,2,7,13,17,30
COLLANA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,2,3,1,5,3,8,11
COLOMI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,15,24,12,29,27,53,80
COLPA BELGICA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,0,0,3,3,3,3,6
COLQUECHACA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,20,35,42,53,62,88,150
COLQUENCHA,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,5,0,3,5,8,13
COLQUIRI,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,5,7,9,17,14,24,38
COMANCHE,otras vacunaciones,influenza estacional a personas con enfermedades cronicas,2016-06-01,1,0,4,4,5,4,9
