,group,variable,month,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
HUANUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,30.0,0.0,9.0,0.0,39.0,39.0
HUARACAJE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
HUAYLLAMARCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,10.0,0.0,16.0,16.0
HUMANATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,5.0,0.0,9.0,9.0
ICLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,7.0,0.0,21.0,21.0
INCAHUASI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
INQUISIVI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,1.0,0.0,8.0,8.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,30.0,0.0,6.0,0.0,36.0,36.0
IXIAMAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,17.0,0.0,1.0,0.0,18.0,18.0
JESUS DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,37.0,0.0,11.0,0.0,48.0,48.0
LA ASUNTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,95.0,0.0,49.0,0.0,144.0,144.0
LA GUARDIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,58.0,0.0,21.0,0.0,79.0,79.0
LA PAZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1977.0,0.0,65.0,0.0,2042.0,2042.0
LAGUNILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,15.0,0.0,4.0,0.0,19.0,19.0
LAJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,41.0,0.0,6.0,0.0,47.0,47.0
LAS CARRERAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
LICOMA PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
LLALLAGUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,365.0,0.0,211.0,0.0,576.0,576.0
LLICA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,11.0,0.0,1.0,0.0,12.0,12.0
LORETO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,21.0,0.0,29.0,29.0
MACHARETI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,23.0,0.0,16.0,0.0,39.0,39.0
MAGDALENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,25.0,0.0,4.0,0.0,29.0,29.0
MAIRANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
MAPIRI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,57.0,0.0,13.0,0.0,70.0,70.0
MECAPACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,41.0,0.0,3.0,0.0,44.0,44.0
MINEROS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,82.0,0.0,7.0,0.0,89.0,89.0
MIZQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,63.0,0.0,30.0,0.0,93.0,93.0
MOCOMOCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,11.0,0.0,20.0,0.0,31.0,31.0
MOJINETE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
MOJOCOYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
MONTEAGUDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,11.0,0.0,3.0,0.0,14.0,14.0
MONTERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,217.0,0.0,15.0,0.0,232.0,232.0
MORO MORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,11.0,0.0,17.0,17.0
MOROCHATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,7.0,0.0,10.0,10.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,10.0,0.0,17.0,17.0
NAZACARA DE PACAJES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
OKINAWA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,9.0,0.0,2.0,0.0,11.0,11.0
OMEREQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,23.0,0.0,37.0,37.0
ORURO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,251.0,0.0,32.0,0.0,283.0,283.0
PADCAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
PADILLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
PAILON,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,12.0,0.0,20.0,0.0,32.0,32.0
PALCA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,17.0,0.0,3.0,0.0,20.0,20.0
PALOS BLANCOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,35.0,0.0,36.0,0.0,71.0,71.0
PAMPA AULLAGAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,7.0,0.0,10.0,10.0
PAMPA GRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,19.0,0.0,7.0,0.0,26.0,26.0
PAPEL PAMPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
PASORAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
PATACAMAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,23.0,0.0,1.0,0.0,24.0,24.0
PAZÑA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,17.0,0.0,25.0,25.0
PELECHUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
POCOATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,21.0,0.0,13.0,0.0,34.0,34.0
POCONA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,31.0,0.0,19.0,0.0,50.0,50.0
POJO (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,35.0,0.0,9.0,0.0,44.0,44.0
POOPO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,3.0,0.0,8.0,8.0
PORCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,21.0,0.0,39.0,0.0,60.0,60.0
POROMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,22.0,0.0,18.0,0.0,40.0,40.0
PORONGO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,7.0,0.0,10.0,10.0
PORTACHUELO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,50.0,0.0,0.0,0.0,50.0,50.0
PORVENIR,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
POTOSI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,269.0,0.0,141.0,0.0,410.0,410.0
PRESTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,15.0,0.0,15.0,0.0,30.0,30.0
PUCARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
PUCARANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,51.0,0.0,32.0,0.0,83.0,83.0
PUERTO ACOSTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,11.0,0.0,14.0,0.0,25.0,25.0
PUERTO CARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,4.0,0.0,11.0,11.0
PUERTO GONZALO MORENO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,8.0,0.0,13.0,13.0
PUERTO PEREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
PUERTO QUIJARRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
PUERTO RICO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,13.0,0.0,19.0,0.0,32.0,32.0
PUERTO SILES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PUERTO SUAREZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,22.0,0.0,30.0,30.0
PUERTO VILLARROEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,246.0,0.0,50.0,0.0,296.0,296.0
PUNA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,28.0,0.0,25.0,0.0,53.0,53.0
PUNATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,44.0,0.0,50.0,50.0
QUIABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
QUILLACOLLO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,180.0,0.0,218.0,0.0,398.0,398.0
QUIME,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,12.0,0.0,11.0,0.0,23.0,23.0
QUIRUSILLAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
REYES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,18.0,0.0,0.0,0.0,18.0,18.0
ROBORE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,40.0,0.0,1.0,0.0,41.0,41.0
RURRENABAQUE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
SABAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
SACABA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,257.0,0.0,547.0,0.0,804.0,804.0
SACABAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,4.0,0.0,9.0,9.0
SACACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,9.0,0.0,12.0,0.0,21.0,21.0
SAIPINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,6.0,0.0,10.0,10.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,9.0,0.0,23.0,23.0
SAMAIPATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,22.0,0.0,11.0,0.0,33.0,33.0
SAN AGUSTIN,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN ANDRES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,31.0,0.0,45.0,45.0
SAN ANDRES DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,9.0,0.0,11.0,0.0,20.0,20.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
SAN BENITO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,18.0,0.0,1.0,0.0,19.0,19.0
SAN BORJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,252.0,0.0,5.0,0.0,257.0,257.0
SAN BUENA VENTURA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,39.0,0.0,17.0,0.0,56.0,56.0
SAN CARLOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,3.0,0.0,17.0,17.0
SAN IGNACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,45.0,0.0,6.0,0.0,51.0,51.0
SAN IGNACIO DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,98.0,0.0,11.0,0.0,109.0,109.0
SAN JAVIER(BNI),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SAN JAVIER(STC),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,23.0,0.0,0.0,0.0,23.0,23.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,13.0,0.0,1.0,0.0,14.0,14.0
SAN JUAN DE YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
SAN JULIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,21.0,0.0,36.0,0.0,57.0,57.0
SAN LORENZO(PND),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
SAN LORENZO(TJA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,13.0,0.0,3.0,0.0,16.0,16.0
SAN LUCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,17.0,0.0,9.0,0.0,26.0,26.0
SAN MATIAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,4.0,0.0,12.0,12.0
SAN MIGUEL DE VELASCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,38.0,0.0,0.0,0.0,38.0,38.0
SAN PEDRO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,16.0,0.0,10.0,0.0,26.0,26.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,48.0,0.0,39.0,0.0,87.0,87.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,15.0,0.0,8.0,0.0,23.0,23.0
SAN PEDRO DE QUEMES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN PEDRO DE TIQUINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,30.0,0.0,3.0,0.0,33.0,33.0
SAN RAFAEL,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
SAN RAMON BENI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,20.0,0.0,0.0,0.0,20.0,20.0
SAN RAMON SCZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
SANTA ANA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1953.0,0.0,79.0,0.0,2032.0,2032.0
SANTA ROSA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,3.0,0.0,9.0,9.0
SANTA ROSA DEL SARA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,3.0,0.0,4.0,4.0
SANTIAGO DE CALLAPA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,4.0,0.0,11.0,11.0
SANTIAGO DE HUARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,11.0,0.0,12.0,12.0
SANTIAGO DE HUATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
SANTIAGO DE MACHACA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
SANTIVAÑES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,30.0,0.0,16.0,0.0,46.0,46.0
SANTUARIO DE QUILLACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAPAHAQUI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,10.0,0.0,5.0,0.0,15.0,15.0
SENA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,32.0,0.0,7.0,0.0,39.0,39.0
SHINAOTA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
SICA SICA (VILLA AROMA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,6.0,0.0,20.0,20.0
SICAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,3.0,0.0,4.0,0.0,7.0,7.0
SIPE SIPE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,118.0,0.0,65.0,0.0,183.0,183.0
SOPACHUY,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,7.0,0.0,11.0,11.0
SORACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,15.0,0.0,6.0,0.0,21.0,21.0
SORATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,29.0,0.0,43.0,0.0,72.0,72.0
SUCRE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,563.0,0.0,67.0,0.0,630.0,630.0
TACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TACACOMA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,7.0,0.0,7.0,7.0
TACOBAMBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,11.0,0.0,7.0,0.0,18.0,18.0
TACOPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
TAHUA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
TAPACARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,32.0,0.0,33.0,0.0,65.0,65.0
TARABUCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,9.0,0.0,23.0,23.0
TARACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,3.0,0.0,11.0,11.0
TARATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,5.0,0.0,10.0,0.0,15.0,15.0
TARIJA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,462.0,0.0,71.0,0.0,533.0,533.0
TARVITA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
TEOPONTE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,18.0,0.0,30.0,0.0,48.0,48.0
TIAWANACU,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,39.0,0.0,9.0,0.0,48.0,48.0
TIPUANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,11.0,0.0,25.0,25.0
TIQUIPAYA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,253.0,0.0,69.0,0.0,322.0,322.0
TIRAQUE (CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,19.0,0.0,25.0,0.0,44.0,44.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
TOLATA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,8.0,0.0,2.0,0.0,10.0,10.0
TOLEDO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,5.0,0.0,7.0,7.0
TOMAVE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,17.0,0.0,1.0,0.0,18.0,18.0
TOMINA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,25.0,0.0,6.0,0.0,31.0,31.0
TORO TORO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TOTORA(CBBA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,70.0,0.0,6.0,0.0,76.0,76.0
TOTORA(ORR),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,5.0,0.0,6.0,6.0
TRIGAL,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,4.0,0.0,8.0,8.0
TRINIDAD,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,322.0,0.0,52.0,0.0,374.0,374.0
TUPIZA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,26.0,0.0,11.0,0.0,37.0,37.0
TURCO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,18.0,0.0,24.0,24.0
UMALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
UNCIA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,24.0,0.0,6.0,0.0,30.0,30.0
URIONDO (A. CONCEPCION),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,13.0,0.0,2.0,0.0,15.0,15.0
URUBICHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
UYUNI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,17.0,0.0,6.0,0.0,23.0,23.0
VACAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,4.0,0.0,10.0,10.0
VALLEGRANDE,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,0.0,0.0,6.0,0.0,6.0,6.0
VIACHA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,248.0,0.0,24.0,0.0,272.0,272.0
VILA VILA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,4.0,0.0,5.0,5.0
VILLA CHARCAS,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,33.0,0.0,19.0,0.0,52.0,52.0
VILLA MONTES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,116.0,0.0,41.0,0.0,157.0,157.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,4.0,0.0,5.0,5.0
VILLA RIVERO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,20.0,0.0,17.0,0.0,37.0,37.0
VILLA SERRANO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,15.0,0.0,3.0,0.0,18.0,18.0
VILLA TUNARI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,88.0,0.0,17.0,0.0,105.0,105.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
VILLAZON,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,107.0,0.0,21.0,0.0,128.0,128.0
VINTO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,247.0,0.0,38.0,0.0,285.0,285.0
VITICHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
WALDO BALLIVIAN,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,7.0,0.0,17.0,0.0,24.0,24.0
WARNES,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,197.0,0.0,29.0,0.0,226.0,226.0
YACO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,13.0,0.0,5.0,0.0,18.0,18.0
YACUIBA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,57.0,0.0,10.0,0.0,67.0,67.0
YAMPARAEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,10.0,0.0,10.0,0.0,20.0,20.0
YANACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,14.0,0.0,1.0,0.0,15.0,15.0
YAPACANI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,43.0,0.0,11.0,0.0,54.0,54.0
YOCALLA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,12.0,0.0,1.0,0.0,13.0,13.0
YOTALA,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,2.0,0.0,6.0,0.0,8.0,8.0
ZUDAÑEZ,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-05-01,0.0,19.0,0.0,7.0,0.0,26.0,26.0
ACACIO,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-06-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
ACHACACHI,otras vacunaciones,influenza estacional a mujeres embarazadas,2016-06-01,0.0,104.0,0.0,11.0,0.0,115.0,115.0
