municipality,group,variable,month,Pentavalente 3ra dosis -DENTRO,TOTAL DENTRO,Pentavalente 3ra dosis -FUERA,TOTAL FUERA
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,88,88,22,22
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,9,9
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,32,32
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,6,6,9,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,12,12
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,2,2
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,4,4,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,14,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,3,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,16,16,1,1
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,9,9,4,4
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,52,52,28,28
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,6,6,8,8
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,24,24,4,4
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,32,32,29,29
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,90,90,23,23
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,9,9,6,6
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,18,18,30,30
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,10,10,10,10
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,44,44,44,44
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,7,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,12,12,5,5
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,19,19,43,43
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,26,26,3,3
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,14,14,8,8
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,35,35,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,8,8,20,20
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,1,1,5,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,3,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,4,4
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,4,4
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,2,2
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,11,11,1,1
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,16,16,6,6
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,1587,1587,78,78
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,9,9,4,4
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,33,33,28,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,1,1
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,1,1,0,0
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,2,2
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,8,8
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,3,3
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,6,6,25,25
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,24,24,19,19
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,11,11,7,7
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,4,4
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,29,29
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,376,376,70,70
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,0,0
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,6,6,2,2
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,10,10
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,6,6,6,6
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,1,1,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,30,30,34,34
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,20,20,16,16
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,7,7,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,188,188,18,18
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,7,7,25,25
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,1,1,6,6
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,8,8,5,5
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,7,7,33,33
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,11,11,6,6
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,58,58,10,10
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,47,47,23,23
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,7,7
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,3,3
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,4,4
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,12,12
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,9,9,13,13
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,7,7,18,18
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,14,14,9,9
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,0,0
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,116,116,5,5
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,34,34,39,39
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,2,2
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,15,15
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,44,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,14,14,5,5
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,10,10,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,18,18,27,27
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,4,4,9,9
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,21,21,5,5
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,45,45,46,46
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,3,3
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,39,39,13,13
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,7,7
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,4,4,18,18
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,111,111,54,54
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,10,10,7,7
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,48,48,24,24
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,28,28,15,15
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,8,8,25,25
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,7,7
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,62,62,38,38
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,14,14
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,58,58,16,16
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,7,7,6,6
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,4,4,1,1
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,67,67,15,15
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,0,0,5,5
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,5,5,5,5
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,3,3,13,13
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-02-01,2,2,9,9
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,9,9
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,20,20,73,73
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,6,6,19,19
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,22,22,35,35
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,4,4,10,10
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,3,3
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,20,20
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,18,18
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,6,6,16,16
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,11,11
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,7,7,12,12
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,7,7
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,12,12,16,16
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,28,28,6,6
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,15,15
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,6,6
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,13,13
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,10,10,41,41
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,12,12,20,20
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,13,13,13,13
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,6,6,5,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,5,5
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,4,4
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,21,21,7,7
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,15,15,35,35
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,7,7,10,10
BOLPEBRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,5,5
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,10,10
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,22,22,25,25
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,17,17
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,9,9
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,18,18,4,4
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,11,11
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,5,5,17,17
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,39,39,29,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,3,3
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,26,26,12,12
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,12,12
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,8,8
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,12,12,42,42
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,46,46,73,73
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,8,8
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,3,3,34,34
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,6,6
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,21,21,39,39
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,9,9,7,7
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,22,22
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,6,6
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,10,10,21,21
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,22,22,25,25
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,13,13,10,10
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,14,14
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,21,21,7,7
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,52,52,5,5
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1352,1352,51,51
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,125,125,15,15
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,10,10
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,1,1
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,30,30,9,9
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,8,8,6,6
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,7,7,106,106
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,11,11
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,19,19,48,48
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,5,5,3,3
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,28,28,19,19
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1,1,4,4
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,18,18,23,23
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,8,8,14,14
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,15,15,8,8
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,5,5,2,2
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,15,15,18,18
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,2,2
COTAGAITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,14,14,38,38
COTOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,97,97,22,22
CUATRO CAÑADAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,12,12
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,0,0
CUEVO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,7,7,1,1
CULPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,15,15,32,32
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,6,6,0,0
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,6,6
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,0,0,10,10
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,1338,1338,82,82
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,2,2,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalente 3ra dosis,2006-03-01,17,17,6,6
