municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,269,269,0,0
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,30,30,32,32
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,28,28
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,19,19,1,1
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,6,6
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,515,515,14,14
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,10,10,6,6
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,2,2
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,27,27,13,13
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,14,14
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,28,28,11,11
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,4,4
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,4,4
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,6,6
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,36,36,22,22
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,5,5
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,12,12
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,39,39
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,11,11,12,12
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,14,14
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,2,2
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,6,6
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,12,12,17,17
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,5,5
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,1,1
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,8,8
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,316,316,8,8
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,13,13
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,20,20,39,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,43,43
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,19,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,10,10
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,8,8
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,1,1
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,34,34,0,0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,87,87,5,5
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,59,59
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,46,46,4,4
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,8,8
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,217,217,6,6
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,9,9
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,15,15,30,30
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,0,0
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,166,166,8,8
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,21,21,12,12
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,37,37,18,18
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,2,2
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,143,143,7,7
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,6,6
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,35,35
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,10,10,0,0
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,12,12
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,2,2
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,11,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,9,9,1,1
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,4,4
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,49,49,28,28
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,8,8
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,40,40,18,18
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,36,36,16,16
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,115,115,10,10
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,0,0
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,0,0
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,3,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,29,29,27,27
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,10,10
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,59,59,13,13
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,12,12
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,37,37,46,46
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,25,25,0,0
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,26,26,0,0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,40,40,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,15,15,13,13
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,6,6
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,8,8
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,20,20,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,24,24,5,5
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1768,1768,122,122
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,5,5
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,18,18,8,8
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,8,8
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,10,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,12,12
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,31,31
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,5,5
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,46,46,18,18
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,17,17
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,10,10
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,9,9,32,32
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,411,411,20,20
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,0,0
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,7,7
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,22,22,8,8
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,2,2
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,21,21,33,33
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,41,41,20,20
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,3,3
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,14,14,3,3
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,289,289,3,3
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,13,13,21,21
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,13,13
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,10,10
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,43,43
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,11,11,7,7
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,50,50,0,0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,87,87,26,26
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,2,2
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,3,3,2,2
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,16,16
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,10,10
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,6,6
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,15,15,16,16
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,1,1
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,277,277,5,5
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,53,53,25,25
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,2,2,1,1
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,6,6
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,25,25,42,42
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,6,6
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,19,19,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,31,31,20,20
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,4,4,17,17
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,16,16,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,42,42,10,10
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,2,2
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,67,67,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,6,6,2,2
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,10,10
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,109,109,36,36
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,12,12,8,8
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,53,53,10,10
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,47,47,0,0
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,5,5,22,22
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,3,3
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,88,88,32,32
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,16,16
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,129,129,10,10
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,15,15,4,4
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,7,7
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,64,64,10,10
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,1,1,8,8
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,8,8,3,3
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,0,0,3,3
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-02-01,7,7,16,16
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,13,13
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,30,30,66,66
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,11,11
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,33,33,19,19
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,11,11
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,8,8,0,0
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,25,25
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,6,6
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,3,3,0,0
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,16,16
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,23,23
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,9,9
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,12,12
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,5,5,6,6
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,20,20,14,14
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,79,79,8,8
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,8,8
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,7,7
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,11,11
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,3,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,30,30
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,13,13
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,19,19,13,13
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,1,1
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,10,10
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,61,61,3,3
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,30,30,49,49
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,13,13,13,13
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,5,5
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,9,9,8,8
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,49,49
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,23,23
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,8,8
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,23,23,6,6
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,18,18
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,1,1
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,28,28,6,6
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,4,4,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,24,24,9,9
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,31,31,21,21
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,2,2,5,5
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,32,32,14,14
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,98,98,73,73
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,6,6,4,4
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,43,43
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,9,9
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,16,16
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,33,33,27,27
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,12,12
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,27,27
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,12,12
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,39,39
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,21,21,34,34
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,18,18,11,11
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,31,31
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,32,32,1,1
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,103,103,0,0
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1661,1661,3,3
COIPASA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,0,0
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,73,73,1,1
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,16,16,3,3
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,1,1,6,6
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,30,30,16,16
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,10,10,2,2
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,7,7,100,100
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,4,4
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,12,12,44,44
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-03-01,0,0,4,4
