municipality,group,variable,month,Nº de comunidades que participaron en el CAI de sector,TOTAL
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,89,89
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,21,21
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,7,7
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,14,14
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
MOJINETE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,25,25
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,14,14
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,7,7
NAZACARA DE PACAJES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,8,8
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
PAILON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,10,10
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
POCOATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,7,7
PORCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,18,18
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,10,10
PRESTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,30,30
PUERTO CARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
PUERTO QUIJARRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,10,10
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,30,30
REYES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,11,11
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,18,18
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,43,43
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,31,31
SAN LORENZO(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,55,55
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,17,17
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,6,6
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,15,15
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
SAPAHAQUI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,8,8
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,9,9
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,20,20
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,9,9
TEOPONTE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TIAWANACU,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TIPUANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
TOLATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,2,2
TOMAVE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TOTORA(ORR),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TRIGAL,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,4,4
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,12,12
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
URIONDO (A. CONCEPCION),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,4,4
UYUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,1,1
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,7,7
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,14,14
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,3,3
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,8,8
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-03-01,5,5
ACACIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,29,29
ACHOCALLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
AIQUILE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,14,14
ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,14,14
ANTEQUERA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
ARQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
AYO AYO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
BELEN DE ANDAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
BELEN DE URMIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,8,8
BERMEJO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,37,37
CALACOTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
CAMARGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,49,49
CAMIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
CAPINOTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
CHACARILLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
CHALLAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,57,57
CHARAGUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
COTOCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,8,8
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
CULPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
CURAHUARA DE CARANGAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
DESAGUADERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,31,31
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,14,14
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,18,18
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,18,18
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
HUANUNI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,76,76
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,18,18
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,11,11
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
MOJINETE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
MOJOCOYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,13,13
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,11,11
OCURI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
ORURO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
PADCAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
PALOS BLANCOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,3,3
PASORAPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,34,34
PATACAMAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
PAZÑA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
POCONA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,15,15
POJO (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
PORONGO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
POTOSI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
PUCARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
PUCARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,32,32
PUERTO GONZALO MORENO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
PUERTO PEREZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
PUNA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,36,36
PUNATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,8,8
QUILLACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
REYES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
RIBERALTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,24,24
RURRENABAQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
SACABA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,15,15
SACACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,34,34
SAIPINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,56,56
SAN ANTONIO DE LOMERIO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
SAN BENITO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
SAN BORJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SAN BUENA VENTURA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
SAN CARLOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
SAN IGNACIO DE VELASCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
SAN JAVIER(BNI),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SAN JAVIER(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SAN JULIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,50,50
SAN LUCAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,31,31
SAN MATIAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
SAN PABLO DE LIPEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SAN PEDRO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,11,11
SAN PEDRO DE TIQUINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
SAN PEDRO(PND),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
SANTA ANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
SANTA CRUZ DE LA SIERRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,15,15
SANTA ROSA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SANTA ROSA DEL SARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SANTIVAÑES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
SENA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SICA SICA (VILLA AROMA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,12,12
SIPE SIPE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
SORACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
SUCRE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
TAPACARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,16,16
TARABUCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,15,15
TARIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
TEOPONTE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
TINGUIPAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,8,8
TIRAQUE (CBBA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,12,12
TITO YUPANQUI (PARQUIPUJIO),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,5,5
TOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
TOMINA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,11,11
TRINIDAD,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,10,10
TUPIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,16,16
TURCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
UMALA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,8,8
UNCIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,73,73
VACAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
VALLEGRANDE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,6,6
VIACHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,16,16
VILA VILA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
VILLA RIVERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
VILLA SERRANO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,2,2
VILLA TUNARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,17,17
VILLAZON,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,12,12
VINTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,14,14
WALDO BALLIVIAN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,4,4
WARNES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,9,9
YANACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,1,1
YUNCHARA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,7,7
ZUDAÑEZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-04-01,43,43
ACHACACHI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,55,55
ANCORAIMES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,17,17
ANZALDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
ARANI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
ARBIETO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
ARQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
ASCENCION DE GUARAYOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,40,40
AUCAPATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
AYATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
AZURDUY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
BETANZOS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,86,86
BUENA VISTA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
"CAIZA ""D""",actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
CALAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,9,9
CAMIRI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
CARACOLLO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,21,21
CARANAVI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,8,8
CARAPARI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
CLIZA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
COBIJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
COCHABAMBA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,11,11
COLCAPIRHUA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
COLLANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
COLQUENCHA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
COMBAYA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
CONCEPCION,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
COPACABANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,8,8
CORQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,39,39
COTAGAITA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
CUATRO CAÑADAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
CUCHUMUELA (V. G. VILLARROEL),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
CURVA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
EL ALTO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,20,20
EL PUENTE(STC),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,13,13
EL PUENTE(TJA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,27,27
EL TORNO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,10,10
EUCALIPTUS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
FERNANDEZ ALONSO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
GENERAL SAAVEDRA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
GUANAY,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
GUAYARAMERIN,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,13,13
HUAYLLAMARCA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,6,6
ICLA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
INCAHUASI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
JESUS DE MACHACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
LA GUARDIA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
LA PAZ,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,71,71
LAGUNILLAS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,11,11
LAJA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
LICOMA PAMPA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
MACHARETI,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
MAIRANA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
MECAPACA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
MINEROS,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,5,5
MIZQUE,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,30,30
MOCOMOCO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
MONTEAGUDO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
MONTERO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,17,17
MORO MORO,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,2,2
MOROCHATA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,7,7
NAZACARA DE PACAJES,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,1,1
OKINAWA,actividades con la comunidad,no de comunidades que participaron en el cai de sector,2009-05-01,4,4
