municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,30,30
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,34,34
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,37,37
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,14,14
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,20,20
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
ARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,14,14
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,18,18
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
BELLA FLOR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,80,80
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,20,20
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,29,29
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,17,17
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,48,48
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,31,31
CHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,20,20
CHARAÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
CHOQUE COTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
CHUA COCANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,25,25
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,98,98
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,28,28
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,46,46
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,30,30
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,105,105
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,67,67
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,58,58
COLQUENCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,21,21
COMBAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
COTOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,17,17
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
CULPINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
CURVA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,169,169
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
EL PUENTE(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,120,120
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,122,122
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,13,13
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,27,27
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
FILADELFIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,32,32
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,25,25
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,22,22
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
HUACHACALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
HUATAJATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,22,22
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,37,37
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,255,255
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
LICOMA PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
LORETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,100,100
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
MINEROS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,38,38
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,33,33
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,14,14
MORO MORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,46,46
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,33,33
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
OCURI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,25,25
OMEREQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,106,106
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,22,22
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,30,30
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,53,53
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,18,18
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,13,13
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,13,13
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,40,40
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,36,36
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,129,129
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,81,81
PUCARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,121,121
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
PUERTO ACOSTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,14,14
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,28,28
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,34,34
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,55,55
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
REYES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
ROBORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
RURRENABAQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,26,26
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,13,13
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,61,61
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SAN BUENA VENTURA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,14,14
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,22,22
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,134,134
SAN JAVIER(BNI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,96,96
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,26,26
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,79,79
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,17,17
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,100,100
SAN PABLO DE LIPEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,40,40
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1203,1203
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,18,18
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
SANTIAGO DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
SENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
SHINAOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,9,9
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,23,23
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,19,19
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,24,24
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,671,671
TACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
TACACOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
TACOBAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,27,27
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,33,33
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,533,533
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,30,30
TEOPONTE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,21,21
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,60,60
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,20,20
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,3,3
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,8,8
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
TOTORA(ORR),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,1,1
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,33,33
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,50,50
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
UMALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,10,10
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,62,62
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,7,7
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,6,6
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,348,348
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,5,5
VILA VILA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,20,20
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,33,33
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,24,24
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,2,2
VILLA RIVERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,15,15
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,107,107
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,12,12
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,17,17
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,16,16
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,79,79
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,116,116
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,21,21
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,13,13
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,4,4
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,100,100
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,145,145
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-04-01,11,11
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-05-01,25,25
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-05-01,2,2
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-05-01,32,32
ALALAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-05-01,1,1
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2013-05-01,14,14
