municipality,group,variable,month,Partos atendidos por otros,TOTAL
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,4,4
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2019-06-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
BOLIVAR,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,3,3
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,3,3
COMARAPA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
CUEVO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,22,22
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
ESCOMA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,4,4
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,5,5
MACHACAMARCA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
MECAPACA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
MINEROS,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
MOCOMOCO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,6,6
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
SAIPINA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,5,5
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAN JULIAN,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,6,6
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,0,0
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,3,3
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-07-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-07-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
CAMARGO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,5,5
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,4,4
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
COBIJA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,5,5
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
CORIPATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,33,33
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
LAJA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
OCURI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SAMAIPATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,8,8
SAN JUAN DE YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SANTIAGO DE MACHACA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
SOPACHUY,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,0,0
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
TARABUCO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
TARATA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,4,4
TUPIZA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
TURCO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,3,3
VIACHA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-08-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,8,8
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
COLQUIRI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,31,31
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,6,6
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,3,3
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,5,5
LAJA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,8,8
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,5,5
SACABA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,4,4
SAN BUENA VENTURA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,5,5
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
SANTIVAÑES,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,4,4
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,3,3
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2019-09-01,5,5
ANDAMARCA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
ARANI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
COLLANA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,27,27
EL CHORO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,3,3
GUTIERREZ,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
LA ASUNTA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,3,3
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
MOJINETE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,5,5
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,3,3
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,7,7
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,5,5
SUCRE,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
TAPACARI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,3,3
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
TIPUANI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,6,6
TORO TORO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
WARNES,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por otros,2019-10-01,2,2
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
"CAIZA ""D""",atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
COCAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,3,3
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
CORQUE,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,24,24
EL TORNO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,4,4
FILADELFIA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
MIZQUE,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,4,4
POJO (CBBA),atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,3,3
RAVELO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
SAN PEDRO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,3,3
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,8,8
TACOPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,5,5
TARATA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
TARIJA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
TIAHUANACU,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,3,3
TIPUANI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,3,3
VINTO,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,2,2
YACUIBA,atencion de partos en domicilio,partos atendidos por otros,2019-11-01,1,1
ACHACACHI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
ALALAY,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
ARBIETO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
CALAMARCA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
CAPINOTA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
CARACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
CHALLAPATA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
CHAYANTA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
CHUA COCANI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
COLQUENCHA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
COROICO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,41,41
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
LA GUARDIA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,4,4
LA PAZ,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,6,6
LLALLAGUA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
ORURO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
PAMPA GRANDE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
PAZÑA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
POROMA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
POTOSI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,4,4
PUCARANI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
QUILLACOLLO,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
RAQAYPAMPA(ETA),atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
SACACA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,7,7
SAN BORJA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
SANTA ANA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
SAPAHAQUI,atencion de partos en domicilio,partos atendidos por otros,2019-12-01,1,1
