municipality,group,variable,month,Nacidos vivos atendidos por partera,TOTAL
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,2,2
SENA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
YUNCHARA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-09-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
ARQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,22,22
CHIMORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
COROICO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
INGAVI (HUMAITA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
MAIRANA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,2,2
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
POTOSI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,2,2
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,4,4
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
RIBERALTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
SACABA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,4,4
SAN MATIAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,2,2
SANTIAGO DE CALLAPA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
TIPUANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,2,2
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,1,1
WARNES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-10-01,5,5
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
BUENA VISTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,19,19
"CAIZA ""D""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
CALAMARCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
CHUA COCANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,2,2
COLQUECHACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
COTOCA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,2,2
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
LURIBAY,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
MOROCHATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,3,3
PAILON,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
PAMPA GRANDE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
PELECHUCO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,2,2
ROBORE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
RURRENABAQUE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAN ANDRES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAN BENITO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAN BUENA VENTURA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,8,8
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,4,4
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SAPAHAQUI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
SUCRE,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,2,2
TARIJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
TINGUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,3,3
TRINIDAD,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,2,2
VILLA CHARCAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-11-01,1,1
APOLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
CABEZAS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,7,7
CARACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
CHAYANTA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
COCHABAMBA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
EL ALTO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,2,2
LLALLAGUA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,3,3
ORURO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,3,3
PORTACHUELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
PUCARANI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
QUILLACOLLO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
RAQAYPAMPA(ETA),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,3,3
RAVELO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
REYES,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,2,2
SACACA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SAMAIPATA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SAN BORJA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SAN CARLOS,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SAN IGNACIO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,3,3
SAN LORENZO(PND),atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
TAPACARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
TIAHUANACU,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,2,2
TIQUIPAYA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
TORO TORO,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
TUPIZA,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
VILLA TUNARI,atencion de partos en domicilio,nacidos vivos atendidos por partera,2019-12-01,1,1
