,group,variable,month,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS INICIADO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TRATAMIENTOS DE 15 AÑOS Y MÁS CONCLUIDO,TOTALES,TOTALES
ALCALA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,0,1,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-08-01,0,2,0,0,0,2
ARAMPAMPA,chagas,tratamientos de 15 anos y mas,2023-08-01,2,2,0,0,2,2
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-08-01,1,3,1,3,2,6
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-08-01,1,0,0,1,1,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-08-01,0,3,0,0,0,3
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,4,1,0,1,4
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,0,1,0,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-08-01,17,26,19,21,36,47
CORIPATA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,2,0,0,0,2
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-08-01,2,2,0,0,2,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2023-08-01,3,2,1,0,4,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,0,1,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,1,0,0,1,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,3,0,2,1,5
LA PAZ,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,1,0,1,0
MAIRANA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,1,1,1,2
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-08-01,3,3,2,1,5,4
MONTERO,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
MORO MORO,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,0,1,0,1
POROMA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,1,0,0,1,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-08-01,7,2,1,4,8,6
PUNATA,chagas,tratamientos de 15 anos y mas,2023-08-01,4,3,1,0,5,3
SACABA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,6,3,1,4,7
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,2,7,2,7
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-08-01,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-08-01,8,19,9,21,17,40
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-08-01,1,3,0,0,1,3
SUCRE,chagas,tratamientos de 15 anos y mas,2023-08-01,3,22,9,9,12,31
TAPACARI,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,1,0,1,0
TARABUCO,chagas,tratamientos de 15 anos y mas,2023-08-01,0,2,0,2,0,4
TARATA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,1,0,1,1,2
TARIJA,chagas,tratamientos de 15 anos y mas,2023-08-01,16,29,7,10,23,39
TOLATA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,2,0,2,0
TOMINA,chagas,tratamientos de 15 anos y mas,2023-08-01,1,0,0,0,1,0
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,1,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-08-01,11,8,7,7,18,15
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-08-01,0,1,1,5,1,6
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-08-01,5,9,2,1,7,10
VINTO,chagas,tratamientos de 15 anos y mas,2023-08-01,1,1,0,0,1,1
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,0,0,1,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-08-01,1,0,5,6,6,6
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-08-01,0,2,2,3,2,5
YOTALA,chagas,tratamientos de 15 anos y mas,2023-08-01,0,2,0,0,0,2
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-09-01,2,0,0,0,2,0
ALCALA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,1,0,2,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,2,0,2,0,4
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-09-01,2,0,0,0,2,0
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,2,0,0,0,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,0,0,0,1
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,0,1,0,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,0,2,0,2
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,1,1,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-09-01,8,27,6,18,14,45
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2023-09-01,2,3,1,0,3,3
COMARAPA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,1,1,1,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,0,2,0,3
FERNANDEZ ALONSO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,0,0,0,1
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,0,0,0,1
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,9,0,2,0,11
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-09-01,1,3,1,4,2,7
MONTERO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,0,1,0,1
OCURI,chagas,tratamientos de 15 anos y mas,2023-09-01,1,1,0,0,1,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,1,1,1
POROMA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,2,0,2,0
PORONGO,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-09-01,2,3,3,3,5,6
PUNA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,3,0,0,0,3
PUNATA,chagas,tratamientos de 15 anos y mas,2023-09-01,3,0,0,1,3,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-09-01,3,2,0,0,3,2
RIBERALTA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
SACABA,chagas,tratamientos de 15 anos y mas,2023-09-01,2,3,0,4,2,7
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,1,0,1,0
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,2,0,2,1
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-09-01,1,6,1,3,2,9
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-09-01,1,3,0,2,1,5
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-09-01,2,14,4,10,6,24
SICAYA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,1,0,0,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-09-01,0,2,2,4,2,6
SUCRE,chagas,tratamientos de 15 anos y mas,2023-09-01,15,2,9,13,24,15
TAPACARI,chagas,tratamientos de 15 anos y mas,2023-09-01,0,2,0,0,0,2
TARATA,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2023-09-01,5,23,22,27,27,50
TOCO,chagas,tratamientos de 15 anos y mas,2023-09-01,0,0,1,1,1,1
TOMINA,chagas,tratamientos de 15 anos y mas,2023-09-01,0,2,0,0,0,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,1,1,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-09-01,5,9,6,23,11,32
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,1,0,1,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2023-09-01,2,8,0,0,2,8
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-09-01,3,1,0,1,3,2
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-09-01,1,2,2,3,3,5
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-09-01,0,1,3,2,3,3
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-09-01,1,0,0,0,1,0
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,2,0,2,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,6,0,2,0,8
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,1,2,1,3
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,2,1,0,2,2
BETANZOS,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,1,0,2
CAPINOTA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,0,1,2,1,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-10-01,2,1,0,0,2,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-10-01,2,1,0,1,2,2
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-10-01,20,30,13,18,33,48
COLCAPIRHUA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,2,1,0,1,2
CORIPATA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,0,0,2,0,2
EL TORNO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,1,3,1,4,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-10-01,2,0,0,0,2,0
FERNANDEZ ALONSO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2023-10-01,0,9,0,0,0,9
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-10-01,2,1,0,1,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-10-01,1,7,1,3,2,10
MACHARETI,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-10-01,1,2,0,1,1,3
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,7,2,1,2,8
MONTERO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,1,1,1
OCURI,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-10-01,1,1,0,0,1,1
POROMA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,0,1,1,1,1
PRESTO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-10-01,3,6,4,2,7,8
PUNA,chagas,tratamientos de 15 anos y mas,2023-10-01,4,8,4,6,8,14
PUNATA,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-10-01,2,3,0,0,2,3
RAVELO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,2,0,0,0,2
SACABA,chagas,tratamientos de 15 anos y mas,2023-10-01,7,6,0,6,7,12
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,1,0,1,1,2
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,1,0,2
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-10-01,2,2,0,0,2,2
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,2,0,3,0,5
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-10-01,6,16,3,8,9,24
SHINAOTA,chagas,tratamientos de 15 anos y mas,2023-10-01,2,0,0,0,2,0
SICAYA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-10-01,2,1,1,1,3,2
SOPACHUY,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2023-10-01,7,8,3,17,10,25
TARABUCO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,1,0,2
TARATA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,1,1,1,2
TARIJA,chagas,tratamientos de 15 anos y mas,2023-10-01,10,10,11,20,21,30
TORO TORO,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,1,0,2
TOTORA(CBBA),chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,0,1,0
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-10-01,12,12,10,8,22,20
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2023-10-01,0,4,1,1,1,5
VILLA RIVERO,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,1,1,2,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-10-01,1,0,0,2,1,2
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-10-01,0,2,1,0,1,2
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,2,0,3
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-10-01,0,4,0,0,0,4
YOTALA,chagas,tratamientos de 15 anos y mas,2023-10-01,0,0,0,1,0,1
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-10-01,0,1,0,0,0,1
AIQUILE,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,1,0,1,0
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,0,1,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,4,0,1,0,5
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,0,2,0,4
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,0,3,1,4
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-11-01,1,0,0,0,1,0
COCAPATA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-11-01,6,8,10,18,16,26
COLOMI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,0,0,0,1,0
COMARAPA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
CORIPATA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,2,0,0,1,2
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,2,0,1,1,3
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2023-11-01,0,4,0,0,0,4
INCAHUASI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,0,0,0,2
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,0,1,0,3
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,3,0,4
MACHARETI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,0,0,0,2
MINEROS,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,1,0,1,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-11-01,12,1,3,1,15,2
MONTERO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,1,1,2,2
POROMA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,0,0,0,1,0
PORONGO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,1,0,1,0
PUCARA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-11-01,2,2,1,2,3,4
PUNATA,chagas,tratamientos de 15 anos y mas,2023-11-01,2,1,0,0,2,1
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-11-01,1,4,3,2,4,6
RAVELO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,3,0,3,2
SACABA,chagas,tratamientos de 15 anos y mas,2023-11-01,3,4,1,2,4,6
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
SAN BORJA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-11-01,0,2,0,1,0,3
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,3,5,3,5
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,1,2,1,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-11-01,4,9,2,7,6,16
SICAYA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,1,1,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-11-01,2,3,0,1,2,4
SUCRE,chagas,tratamientos de 15 anos y mas,2023-11-01,5,8,9,3,14,11
TACOPAYA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,0,0,1,1
TAPACARI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,0,1,0,1
TARABUCO,chagas,tratamientos de 15 anos y mas,2023-11-01,1,0,0,0,1,0
TARATA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,0,0,1,1
TARIJA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,3,20,3,21
TARVITA,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
TOCO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
TORO TORO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
TRIGAL,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-11-01,7,16,6,9,13,25
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-11-01,2,1,0,0,2,1
VILLA CHARCAS,chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,0,0,1,1
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-11-01,1,1,0,1,1,2
VINTO,chagas,tratamientos de 15 anos y mas,2023-11-01,0,3,1,0,1,3
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-11-01,1,0,0,0,1,0
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-11-01,2,5,1,2,3,7
YANACACHI,chagas,tratamientos de 15 anos y mas,2023-11-01,0,0,0,1,0,1
YAPACANI,chagas,tratamientos de 15 anos y mas,2023-11-01,1,4,0,1,1,5
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-11-01,0,1,0,0,0,1
ALCALA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
ANZALDO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
ARBIETO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
AZURDUY,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
BERMEJO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,1,1,1
"CAIZA ""D""",chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,1,0,2
CARAPARI,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,2,1,2,1
CHIMORE,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,2,1,2
CLIZA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
COCHABAMBA,chagas,tratamientos de 15 anos y mas,2023-12-01,5,5,18,32,23,37
COLQUECHACA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
CORIPATA,chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,1,1,2,1
COTAGAITA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
ENTRE RIOS CBBA,chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,1,0,2,0
FERNANDEZ ALONSO,chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,0,1,1,1
GUAYARAMERIN,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,0,1,0
HUACAYA (VILLA DE HUACAYA),chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,0,0,1,0
INCAHUASI,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,2,0,2
IRUPANA (VILLA DE LANZA),chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,0,1,0
LA ASUNTA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,2,1,2,2
LA GUARDIA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,2,1,5,1,7
MAIRANA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
MIZQUE,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,3,1,3
MOJOCOYA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
MONTEAGUDO,chagas,tratamientos de 15 anos y mas,2023-12-01,1,1,0,4,1,5
MONTERO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,1,0,1,1
PADILLA,chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,0,0,1,0
POROMA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
PORONGO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
PUERTO VILLARROEL,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,1,2,1,3
PUNA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,2,0,2
QUILLACOLLO,chagas,tratamientos de 15 anos y mas,2023-12-01,1,1,2,3,3,4
SACABA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,5,3,5,3
SAN BENITO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,1,1,1
SAN BORJA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,3,1,0,1,3
SAN JULIAN,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,0,1,0
SAN LUCAS,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,2,2,2,2
SAN PEDRO,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,chagas,tratamientos de 15 anos y mas,2023-12-01,4,4,2,9,6,13
SANTIVAÑES,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
SHINAOTA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,1,0,1,1
SICAYA,chagas,tratamientos de 15 anos y mas,2023-12-01,1,0,0,1,1,1
SIPE SIPE,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
SOPACHUY,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,0,1,0
SUCRE,chagas,tratamientos de 15 anos y mas,2023-12-01,1,3,12,7,13,10
TARATA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,1,0,1,0
TARIJA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,9,6,9,6
TUPIZA,chagas,tratamientos de 15 anos y mas,2023-12-01,2,2,12,12,14,14
VALLEGRANDE,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
VILLA MONTES,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,2,0,3
VILLA TUNARI,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,5,6,5,7
YACUIBA,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,0,0,1
YAMPARAEZ,chagas,tratamientos de 15 anos y mas,2023-12-01,0,1,0,1,0,2
ZUDAÑEZ,chagas,tratamientos de 15 anos y mas,2023-12-01,0,0,0,1,0,1
