,group,variable,month,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,15,15
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
ICLA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,19,19
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,29,29
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,265,265
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1751,1751
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
LAJA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,153,153
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,10,10
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,30,30
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,33,33
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,37,37
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,86,86
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,42,42
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,373,373
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1,1
OCURI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,23,23
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,13,13
ORURO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,965,965
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
PAILON,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,95,95
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,29,29
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,11,11
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,50,50
POCONA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,29,29
POOPO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
PORCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
POROMA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,20,20
PORONGO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
PORTACHUELO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,70,70
PORVENIR,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
POTOSI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,322,322
PRESTO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,11,11
PUERTO GONZALO MORENO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
PUERTO QUIJARRO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,54,54
PUERTO RICO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,10,10
PUERTO SUAREZ,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,62,62
PUERTO VILLARROEL,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,300,300
PUNA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
PUNATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,150,150
QUILLACOLLO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,425,425
QUIME,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,17,17
QUIRUSILLAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
RAQAYPAMPA(ETA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1,1
RAVELO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
REYES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,13,13
RIBERALTA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,687,687
ROBORE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,41,41
SABAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
SACABA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,530,530
SACABAMBA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,7,7
SACACA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
SAIPINA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,13,13
SALINAS DE GARCI MENDOZA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
SAMAIPATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,31,31
SAN ANDRES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,12,12
SAN ANTONIO DE LOMERIO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
SAN BENITO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,23,23
SAN BORJA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,163,163
SAN BUENA VENTURA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,25,25
SAN CARLOS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,79,79
SAN IGNACIO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,54,54
SAN IGNACIO DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,170,170
SAN JAVIER(STC),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,37,37
SAN JOAQUIN,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,21,21
SAN JUAN DE YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
SAN JULIAN,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,135,135
SAN LORENZO(PND),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,11,11
SAN LORENZO(TJA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,32,32
SAN LUCAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,44,44
SAN MATIAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,26,26
SAN MIGUEL DE VELASCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
SAN PEDRO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,19,19
SAN PEDRO DE BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,42,42
SAN PEDRO DE MACHA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,25,25
SAN PEDRO DE QUEMES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
SAN PEDRO DE TIQUINA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1,1
SAN PEDRO(PND),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
SAN RAFAEL,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,19,19
SAN RAMON BENI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,21,21
SAN RAMON SCZ,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,13,13
SANTA ANA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,65,65
SANTA CRUZ DE LA SIERRA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2820,2820
SANTA ROSA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
SANTA ROSA DEL SARA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,27,27
SANTIAGO DE HUARI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
SANTIAGO DE HUATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
SANTIVAÑES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
SANTUARIO DE QUILLACAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
SAPAHAQUI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
SENA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,29,29
SHINAOTA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,68,68
SICAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
SIPE SIPE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,150,150
SOPACHUY,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
SORACACHI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
SORATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
SUCRE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,648,648
TACACOMA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,15,15
TACOBAMBA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
TACOPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,11,11
TAPACARI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
TARABUCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,16,16
TARACO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,10,10
TARATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
TARIJA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,276,276
TARVITA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,14,14
TEOPONTE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,10,10
TIAHUANACU,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
TINGUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,30,30
TIPUANI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,5,5
TIQUIPAYA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,32,32
TIRAQUE (CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,22,22
TOCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,16,16
TODOS SANTOS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1,1
TOLATA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,24,24
TOLEDO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
TOMAVE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
TOMINA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
TORO TORO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,19,19
TOTORA(CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,55,55
TOTORA(ORR),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
TRINIDAD,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,121,121
TUPIZA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,49,49
TURCO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
UMALA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,2,2
UNCIA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,45,45
URIONDO (A. CONCEPCION),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,31,31
URUBICHA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,6,6
UYUNI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
VALLEGRANDE,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,49,49
VIACHA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,99,99
VILA VILA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,8,8
VILLA CHARCAS,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,18,18
VILLA MONTES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,94,94
VILLA NUEVA (LOMA ALTA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
VILLA SERRANO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
VILLA TUNARI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,343,343
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,11,11
VILLAZON,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,90,90
VINTO,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,186,186
VITICHI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,12,12
WARNES,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,27,27
YACUIBA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,176,176
YAMPARAEZ,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
YANACACHI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,1,1
YAPACANI,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,121,121
YOCALLA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,4,4
YOTALA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,9,9
YUNCHARA,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,3,3
ZUDAÑEZ,vih,no de mujeres embarazadas con prueba rapida,2022-04-01,0,12,12
ACACIO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
ACHACACHI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,46,46
AIQUILE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,43,43
ALALAY,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
ALCALA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
ALTO BENI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,15,15
ANCORAIMES,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,6,6
ANDAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
ANZALDO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,12,12
APOLO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,27,27
ARAMPAMPA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
ARANI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,15,15
ARBIETO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,48,48
ARQUE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,9,9
ASCENCION DE GUARAYOS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,76,76
ATOCHA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,11,11
AUCAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
AYATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,39,39
AZURDUY,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,8,8
BATALLAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,17,17
BELLA FLOR,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
BERMEJO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,105,105
BETANZOS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,54,54
BOLIVAR,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,7,7
BOLPEBRA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
BOYUIBE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
BUENA VISTA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,28,28
CABEZAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,43,43
CAIROMA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,14,14
"CAIZA ""D""",vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,14,14
CALAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,21,21
CAMARGO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,23,23
CAMATAQUI (C. VILLA ABECIA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
CAMIRI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,74,74
CAPINOTA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,40,40
CAQUIAVIRI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,21,21
CARACOLLO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,25,25
CARANAVI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,188,188
CARAPARI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,20,20
CARIPUYO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
CARMEN RIVERO TORREZ,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,6,6
CHALLAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,134,134
CHAQUI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
CHARAGUA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,64,64
CHAYANTA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,15,15
CHIMORE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,86,86
CHUA COCANI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,36,36
CHUMA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
CHUQUIHUTA AYLLU JUCUMANI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
CKOCHAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,29,29
CLIZA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,75,75
COBIJA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,146,146
COCAPATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,15,15
COCHABAMBA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1737,1737
COLCAPIRHUA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,150,150
"COLCHA ""K""",vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
COLOMI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,47,47
COLPA BELGICA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,32,32
COLQUECHACA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,41,41
COMARAPA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,52,52
COMBAYA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
CONCEPCION,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,74,74
COROICO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,60,60
CORQUE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,10,10
COTAGAITA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,29,29
COTOCA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,303,303
CUATRO CAÑADAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,24,24
CULPINA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,25,25
CURAHUARA DE CARANGAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
CURVA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
DESAGUADERO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,15,15
EL ALTO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2497,2497
EL PUENTE(STC),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,18,18
EL PUENTE(TJA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
EL TORNO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,167,167
EL VILLAR,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,7,7
ENTRE RIOS TRJ,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,31,31
ENTRE RIOS CBBA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,75,75
ESCARA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
ESCOMA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,6,6
EUCALIPTUS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
EUREKA (SANTOS MERCADO),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
FERNANDEZ ALONSO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,29,29
FILADELFIA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,10,10
GAIOC JATUN AYLLU YURA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
GENERAL SAAVEDRA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,43,43
GRAL. J.J. PEREZ (CHARAZANI),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,8,8
GUANAY,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,36,36
GUAYARAMERIN,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,183,183
GUTIERREZ,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,7,7
HUACARETA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,17,17
HUACAYA (VILLA DE HUACAYA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
HUACHACALLA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
HUANUNI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,25,25
HUARINA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,10,10
HUATAJATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
HUAYLLAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
ICLA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,8,8
INCAHUASI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,19,19
INGAVI (HUMAITA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
IRUPANA (VILLA DE LANZA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,21,21
IXIAMAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,9,9
JESUS DE MACHACA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,17,17
LA GUARDIA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,308,308
LA PAZ,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1793,1793
LAGUNILLAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
LAJA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,9,9
LAS CARRERAS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
LLALLAGUA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,195,195
LLICA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,2,2
MACHACAMARCA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
MACHARETI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,11,11
MAIRANA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,35,35
MAPIRI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,31,31
MINEROS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,49,49
MIZQUE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,133,133
MOJOCOYA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,4,4
MONTEAGUDO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,29,29
MONTERO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,511,511
MOROCHATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
OCURI,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,26,26
OKINAWA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,36,36
OMEREQUE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,10,10
ORURO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,1124,1124
PADCAYA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,28,28
PADILLA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,12,12
PAILON,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,85,85
PALOS BLANCOS,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,35,35
PAMPA GRANDE,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,13,13
PASORAPA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,3,3
PATACAMAYA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,79,79
PAZÑA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,5,5
PELECHUCO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,9,9
POCOATA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,34,34
POCONA,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,11,11
POJO (CBBA),vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,21,21
POOPO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,18,18
PORCO,vih,no de mujeres embarazadas con prueba rapida,2022-05-01,0,35,35
