,group,variable,month,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,Nº DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
SHINAOTA,vih,no de personas con prueba rapida,2022-02-01,31,97,128
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2022-02-01,1,2,3
SICAYA,vih,no de personas con prueba rapida,2022-02-01,1,2,3
SIPE SIPE,vih,no de personas con prueba rapida,2022-02-01,11,38,49
SOPACHUY,vih,no de personas con prueba rapida,2022-02-01,2,12,14
SORACACHI,vih,no de personas con prueba rapida,2022-02-01,1,0,1
SORATA,vih,no de personas con prueba rapida,2022-02-01,12,20,32
SUCRE,vih,no de personas con prueba rapida,2022-02-01,175,423,598
TACACOMA,vih,no de personas con prueba rapida,2022-02-01,3,4,7
TACOPAYA,vih,no de personas con prueba rapida,2022-02-01,5,6,11
TAPACARI,vih,no de personas con prueba rapida,2022-02-01,2,10,12
TARABUCO,vih,no de personas con prueba rapida,2022-02-01,5,32,37
TARIJA,vih,no de personas con prueba rapida,2022-02-01,446,552,998
TARVITA,vih,no de personas con prueba rapida,2022-02-01,1,24,25
TEOPONTE,vih,no de personas con prueba rapida,2022-02-01,0,2,2
TIAHUANACU,vih,no de personas con prueba rapida,2022-02-01,2,19,21
TIPUANI,vih,no de personas con prueba rapida,2022-02-01,11,7,18
TIQUIPAYA,vih,no de personas con prueba rapida,2022-02-01,1,1,2
TOLATA,vih,no de personas con prueba rapida,2022-02-01,2,3,5
TOMINA,vih,no de personas con prueba rapida,2022-02-01,4,2,6
TOTORA(CBBA),vih,no de personas con prueba rapida,2022-02-01,9,28,37
TOTORA(ORR),vih,no de personas con prueba rapida,2022-02-01,5,1,6
TRINIDAD,vih,no de personas con prueba rapida,2022-02-01,187,114,301
TUPIZA,vih,no de personas con prueba rapida,2022-02-01,105,135,240
UNCIA,vih,no de personas con prueba rapida,2022-02-01,6,16,22
URUBICHA,vih,no de personas con prueba rapida,2022-02-01,7,19,26
UYUNI,vih,no de personas con prueba rapida,2022-02-01,11,25,36
VACAS,vih,no de personas con prueba rapida,2022-02-01,2,2,4
VALLEGRANDE,vih,no de personas con prueba rapida,2022-02-01,35,30,65
VIACHA,vih,no de personas con prueba rapida,2022-02-01,19,31,50
VILLA CHARCAS,vih,no de personas con prueba rapida,2022-02-01,2,9,11
VILLA MONTES,vih,no de personas con prueba rapida,2022-02-01,18,20,38
VILLA SERRANO,vih,no de personas con prueba rapida,2022-02-01,3,7,10
VILLA TUNARI,vih,no de personas con prueba rapida,2022-02-01,120,238,358
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2022-02-01,5,7,12
VILLAZON,vih,no de personas con prueba rapida,2022-02-01,8,34,42
VINTO,vih,no de personas con prueba rapida,2022-02-01,13,35,48
WARNES,vih,no de personas con prueba rapida,2022-02-01,17,18,35
YACUIBA,vih,no de personas con prueba rapida,2022-02-01,81,112,193
YAMPARAEZ,vih,no de personas con prueba rapida,2022-02-01,0,6,6
YAPACANI,vih,no de personas con prueba rapida,2022-02-01,59,156,215
YUNCHARA,vih,no de personas con prueba rapida,2022-02-01,1,0,1
ZUDAÑEZ,vih,no de personas con prueba rapida,2022-02-01,0,5,5
ACHOCALLA,vih,no de personas con prueba rapida,2022-03-01,0,3,3
AIQUILE,vih,no de personas con prueba rapida,2022-03-01,23,36,59
ALALAY,vih,no de personas con prueba rapida,2022-03-01,8,10,18
ALCALA,vih,no de personas con prueba rapida,2022-03-01,6,16,22
ALTO BENI,vih,no de personas con prueba rapida,2022-03-01,1,0,1
ANCORAIMES,vih,no de personas con prueba rapida,2022-03-01,16,20,36
ANTEQUERA,vih,no de personas con prueba rapida,2022-03-01,1,2,3
ARAMPAMPA,vih,no de personas con prueba rapida,2022-03-01,0,7,7
ARANI,vih,no de personas con prueba rapida,2022-03-01,0,2,2
ARBIETO,vih,no de personas con prueba rapida,2022-03-01,2,5,7
ARQUE,vih,no de personas con prueba rapida,2022-03-01,2,7,9
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2022-03-01,72,343,415
ATOCHA,vih,no de personas con prueba rapida,2022-03-01,2,2,4
AYATA,vih,no de personas con prueba rapida,2022-03-01,2,13,15
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2022-03-01,5,10,15
AZURDUY,vih,no de personas con prueba rapida,2022-03-01,0,20,20
BELLA FLOR,vih,no de personas con prueba rapida,2022-03-01,1,0,1
BERMEJO,vih,no de personas con prueba rapida,2022-03-01,28,26,54
BETANZOS,vih,no de personas con prueba rapida,2022-03-01,0,1,1
BOLIVAR,vih,no de personas con prueba rapida,2022-03-01,1,2,3
BUENA VISTA,vih,no de personas con prueba rapida,2022-03-01,11,28,39
CABEZAS,vih,no de personas con prueba rapida,2022-03-01,30,38,68
CAJUATA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
CALAMARCA,vih,no de personas con prueba rapida,2022-03-01,2,4,6
CAMARGO,vih,no de personas con prueba rapida,2022-03-01,23,60,83
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2022-03-01,0,8,8
CAMIRI,vih,no de personas con prueba rapida,2022-03-01,13,4,17
CAPINOTA,vih,no de personas con prueba rapida,2022-03-01,11,19,30
CARACOLLO,vih,no de personas con prueba rapida,2022-03-01,1,5,6
CARANAVI,vih,no de personas con prueba rapida,2022-03-01,66,65,131
CARAPARI,vih,no de personas con prueba rapida,2022-03-01,3,8,11
CARIPUYO,vih,no de personas con prueba rapida,2022-03-01,0,3,3
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2022-03-01,6,2,8
CHALLAPATA,vih,no de personas con prueba rapida,2022-03-01,18,46,64
CHARAGUA,vih,no de personas con prueba rapida,2022-03-01,4,68,72
CHIMORE,vih,no de personas con prueba rapida,2022-03-01,19,53,72
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2022-03-01,17,22,39
CHUMA,vih,no de personas con prueba rapida,2022-03-01,4,17,21
CLIZA,vih,no de personas con prueba rapida,2022-03-01,8,85,93
COBIJA,vih,no de personas con prueba rapida,2022-03-01,93,36,129
COCAPATA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
COCHABAMBA,vih,no de personas con prueba rapida,2022-03-01,1828,2450,4278
COIPASA,vih,no de personas con prueba rapida,2022-03-01,1,0,1
COLCAPIRHUA,vih,no de personas con prueba rapida,2022-03-01,74,91,165
COLLANA,vih,no de personas con prueba rapida,2022-03-01,2,0,2
COLOMI,vih,no de personas con prueba rapida,2022-03-01,2,0,2
COLPA BELGICA,vih,no de personas con prueba rapida,2022-03-01,7,7,14
COLQUECHACA,vih,no de personas con prueba rapida,2022-03-01,2,3,5
COLQUENCHA,vih,no de personas con prueba rapida,2022-03-01,4,25,29
COLQUIRI,vih,no de personas con prueba rapida,2022-03-01,7,5,12
COMARAPA,vih,no de personas con prueba rapida,2022-03-01,9,16,25
CONCEPCION,vih,no de personas con prueba rapida,2022-03-01,13,12,25
COROICO,vih,no de personas con prueba rapida,2022-03-01,18,27,45
CORQUE,vih,no de personas con prueba rapida,2022-03-01,0,5,5
COTAGAITA,vih,no de personas con prueba rapida,2022-03-01,29,18,47
COTOCA,vih,no de personas con prueba rapida,2022-03-01,41,37,78
CRUZ DE MACHACAMARCA,vih,no de personas con prueba rapida,2022-03-01,7,5,12
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2022-03-01,15,79,94
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2022-03-01,1,1,2
CULPINA,vih,no de personas con prueba rapida,2022-03-01,3,30,33
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2022-03-01,2,0,2
CURVA,vih,no de personas con prueba rapida,2022-03-01,21,32,53
DESAGUADERO,vih,no de personas con prueba rapida,2022-03-01,1,0,1
EL ALTO,vih,no de personas con prueba rapida,2022-03-01,1216,1864,3080
EL PUENTE(STC),vih,no de personas con prueba rapida,2022-03-01,15,37,52
EL TORNO,vih,no de personas con prueba rapida,2022-03-01,50,138,188
EL VILLAR,vih,no de personas con prueba rapida,2022-03-01,0,3,3
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2022-03-01,7,22,29
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2022-03-01,63,226,289
ESCARA,vih,no de personas con prueba rapida,2022-03-01,2,1,3
ESCOMA,vih,no de personas con prueba rapida,2022-03-01,1,4,5
ESMERALDA,vih,no de personas con prueba rapida,2022-03-01,7,10,17
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2022-03-01,19,57,76
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2022-03-01,0,47,47
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2022-03-01,14,26,40
GUANAY,vih,no de personas con prueba rapida,2022-03-01,16,32,48
GUAYARAMERIN,vih,no de personas con prueba rapida,2022-03-01,147,158,305
HUACARETA,vih,no de personas con prueba rapida,2022-03-01,2,2,4
HUACHACALLA,vih,no de personas con prueba rapida,2022-03-01,3,1,4
HUANUNI,vih,no de personas con prueba rapida,2022-03-01,80,49,129
HUAYLLAMARCA,vih,no de personas con prueba rapida,2022-03-01,10,18,28
ICLA,vih,no de personas con prueba rapida,2022-03-01,2,3,5
INCAHUASI,vih,no de personas con prueba rapida,2022-03-01,5,28,33
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2022-03-01,3,1,4
IXIAMAS,vih,no de personas con prueba rapida,2022-03-01,1,2,3
JESUS DE MACHACA,vih,no de personas con prueba rapida,2022-03-01,6,9,15
LA GUARDIA,vih,no de personas con prueba rapida,2022-03-01,54,75,129
LA PAZ,vih,no de personas con prueba rapida,2022-03-01,1182,1928,3110
LAGUNILLAS,vih,no de personas con prueba rapida,2022-03-01,2,1,3
LAJA,vih,no de personas con prueba rapida,2022-03-01,0,4,4
LAS CARRERAS,vih,no de personas con prueba rapida,2022-03-01,0,1,1
LLALLAGUA,vih,no de personas con prueba rapida,2022-03-01,15,11,26
MACHARETI,vih,no de personas con prueba rapida,2022-03-01,2,11,13
MAIRANA,vih,no de personas con prueba rapida,2022-03-01,8,18,26
MALLA,vih,no de personas con prueba rapida,2022-03-01,13,13,26
MAPIRI,vih,no de personas con prueba rapida,2022-03-01,0,1,1
MECAPACA,vih,no de personas con prueba rapida,2022-03-01,1,3,4
MINEROS,vih,no de personas con prueba rapida,2022-03-01,10,8,18
MIZQUE,vih,no de personas con prueba rapida,2022-03-01,19,26,45
MOCOMOCO,vih,no de personas con prueba rapida,2022-03-01,4,6,10
MOJOCOYA,vih,no de personas con prueba rapida,2022-03-01,0,6,6
MONTEAGUDO,vih,no de personas con prueba rapida,2022-03-01,34,79,113
MONTERO,vih,no de personas con prueba rapida,2022-03-01,128,187,315
NACEBE (SANTA ROSA DEL ABUNA),vih,no de personas con prueba rapida,2022-03-01,4,15,19
OCURI,vih,no de personas con prueba rapida,2022-03-01,1,5,6
OKINAWA,vih,no de personas con prueba rapida,2022-03-01,4,9,13
OMEREQUE,vih,no de personas con prueba rapida,2022-03-01,2,7,9
ORURO,vih,no de personas con prueba rapida,2022-03-01,302,1148,1450
PADCAYA,vih,no de personas con prueba rapida,2022-03-01,1,3,4
PADILLA,vih,no de personas con prueba rapida,2022-03-01,13,27,40
PAILON,vih,no de personas con prueba rapida,2022-03-01,2,13,15
PALOS BLANCOS,vih,no de personas con prueba rapida,2022-03-01,216,347,563
PAMPA GRANDE,vih,no de personas con prueba rapida,2022-03-01,0,8,8
PAPEL PAMPA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
PASORAPA,vih,no de personas con prueba rapida,2022-03-01,1,1,2
PATACAMAYA,vih,no de personas con prueba rapida,2022-03-01,6,10,16
PAZÑA,vih,no de personas con prueba rapida,2022-03-01,8,39,47
POCOATA,vih,no de personas con prueba rapida,2022-03-01,9,46,55
POCONA,vih,no de personas con prueba rapida,2022-03-01,4,2,6
POJO (CBBA),vih,no de personas con prueba rapida,2022-03-01,1,1,2
POOPO,vih,no de personas con prueba rapida,2022-03-01,2,6,8
PORCO,vih,no de personas con prueba rapida,2022-03-01,1,0,1
PORONGO,vih,no de personas con prueba rapida,2022-03-01,5,8,13
PORTACHUELO,vih,no de personas con prueba rapida,2022-03-01,8,7,15
PORVENIR,vih,no de personas con prueba rapida,2022-03-01,0,3,3
POTOSI,vih,no de personas con prueba rapida,2022-03-01,6,39,45
PRESTO,vih,no de personas con prueba rapida,2022-03-01,0,7,7
PUCARANI,vih,no de personas con prueba rapida,2022-03-01,3,2,5
PUERTO PEREZ,vih,no de personas con prueba rapida,2022-03-01,1,1,2
PUERTO QUIJARRO,vih,no de personas con prueba rapida,2022-03-01,10,14,24
PUERTO RICO,vih,no de personas con prueba rapida,2022-03-01,0,7,7
PUERTO SUAREZ,vih,no de personas con prueba rapida,2022-03-01,14,19,33
PUERTO VILLARROEL,vih,no de personas con prueba rapida,2022-03-01,213,288,501
PUNA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
PUNATA,vih,no de personas con prueba rapida,2022-03-01,62,71,133
QUILLACOLLO,vih,no de personas con prueba rapida,2022-03-01,117,225,342
QUIME,vih,no de personas con prueba rapida,2022-03-01,6,8,14
QUIRUSILLAS,vih,no de personas con prueba rapida,2022-03-01,1,1,2
RAVELO,vih,no de personas con prueba rapida,2022-03-01,3,8,11
REYES,vih,no de personas con prueba rapida,2022-03-01,2,2,4
RIBERALTA,vih,no de personas con prueba rapida,2022-03-01,120,181,301
ROBORE,vih,no de personas con prueba rapida,2022-03-01,2,2,4
RURRENABAQUE,vih,no de personas con prueba rapida,2022-03-01,15,24,39
SABAYA,vih,no de personas con prueba rapida,2022-03-01,67,94,161
SACABA,vih,no de personas con prueba rapida,2022-03-01,125,252,377
SACACA,vih,no de personas con prueba rapida,2022-03-01,3,4,7
SAIPINA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
SAMAIPATA,vih,no de personas con prueba rapida,2022-03-01,8,20,28
SAN ANDRES,vih,no de personas con prueba rapida,2022-03-01,1,4,5
SAN ANDRES DE MACHACA,vih,no de personas con prueba rapida,2022-03-01,9,22,31
SAN ANTONIO DE LOMERIO,vih,no de personas con prueba rapida,2022-03-01,0,1,1
SAN BENITO,vih,no de personas con prueba rapida,2022-03-01,1,5,6
SAN BORJA,vih,no de personas con prueba rapida,2022-03-01,29,45,74
SAN BUENA VENTURA,vih,no de personas con prueba rapida,2022-03-01,2,5,7
SAN CARLOS,vih,no de personas con prueba rapida,2022-03-01,13,24,37
SAN IGNACIO,vih,no de personas con prueba rapida,2022-03-01,29,35,64
SAN IGNACIO DE VELASCO,vih,no de personas con prueba rapida,2022-03-01,13,15,28
SAN JAVIER(BNI),vih,no de personas con prueba rapida,2022-03-01,1,0,1
SAN JAVIER(STC),vih,no de personas con prueba rapida,2022-03-01,0,2,2
SAN JOAQUIN,vih,no de personas con prueba rapida,2022-03-01,51,54,105
SAN JUAN DE YAPACANI,vih,no de personas con prueba rapida,2022-03-01,0,2,2
SAN JULIAN,vih,no de personas con prueba rapida,2022-03-01,35,103,138
SAN LORENZO(PND),vih,no de personas con prueba rapida,2022-03-01,7,9,16
SAN LORENZO(TJA),vih,no de personas con prueba rapida,2022-03-01,1,1,2
SAN LUCAS,vih,no de personas con prueba rapida,2022-03-01,9,49,58
SAN MIGUEL DE VELASCO,vih,no de personas con prueba rapida,2022-03-01,3,1,4
SAN PEDRO,vih,no de personas con prueba rapida,2022-03-01,50,34,84
SAN PEDRO DE BUENA VISTA,vih,no de personas con prueba rapida,2022-03-01,2,2,4
SAN PEDRO DE TIQUINA,vih,no de personas con prueba rapida,2022-03-01,3,1,4
SAN RAFAEL,vih,no de personas con prueba rapida,2022-03-01,1,2,3
SAN RAMON BENI,vih,no de personas con prueba rapida,2022-03-01,7,17,24
SAN RAMON SCZ,vih,no de personas con prueba rapida,2022-03-01,2,2,4
SANTA ANA,vih,no de personas con prueba rapida,2022-03-01,24,19,43
SANTA CRUZ DE LA SIERRA,vih,no de personas con prueba rapida,2022-03-01,1230,1971,3201
SANTA ROSA,vih,no de personas con prueba rapida,2022-03-01,4,0,4
SANTA ROSA DEL SARA,vih,no de personas con prueba rapida,2022-03-01,4,4,8
SANTIAGO DE CALLAPA,vih,no de personas con prueba rapida,2022-03-01,5,5,10
SANTIAGO DE HUARI,vih,no de personas con prueba rapida,2022-03-01,4,7,11
SANTIAGO DE HUATA,vih,no de personas con prueba rapida,2022-03-01,31,83,114
SANTIVAÑES,vih,no de personas con prueba rapida,2022-03-01,3,7,10
SANTUARIO DE QUILLACAS,vih,no de personas con prueba rapida,2022-03-01,1,15,16
SENA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
SHINAOTA,vih,no de personas con prueba rapida,2022-03-01,22,33,55
SICA SICA (VILLA AROMA),vih,no de personas con prueba rapida,2022-03-01,3,4,7
SICAYA,vih,no de personas con prueba rapida,2022-03-01,2,2,4
SIPE SIPE,vih,no de personas con prueba rapida,2022-03-01,11,20,31
SOPACHUY,vih,no de personas con prueba rapida,2022-03-01,4,11,15
SORATA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
SUCRE,vih,no de personas con prueba rapida,2022-03-01,165,424,589
TACACOMA,vih,no de personas con prueba rapida,2022-03-01,7,7,14
TACOPAYA,vih,no de personas con prueba rapida,2022-03-01,4,8,12
TAPACARI,vih,no de personas con prueba rapida,2022-03-01,8,9,17
TARABUCO,vih,no de personas con prueba rapida,2022-03-01,12,45,57
TARACO,vih,no de personas con prueba rapida,2022-03-01,0,1,1
TARATA,vih,no de personas con prueba rapida,2022-03-01,6,5,11
TARIJA,vih,no de personas con prueba rapida,2022-03-01,451,771,1222
TARVITA,vih,no de personas con prueba rapida,2022-03-01,6,19,25
TEOPONTE,vih,no de personas con prueba rapida,2022-03-01,1,1,2
TIAHUANACU,vih,no de personas con prueba rapida,2022-03-01,9,18,27
TIPUANI,vih,no de personas con prueba rapida,2022-03-01,0,1,1
TIQUIPAYA,vih,no de personas con prueba rapida,2022-03-01,4,5,9
TIRAQUE (CBBA),vih,no de personas con prueba rapida,2022-03-01,2,2,4
TOMAVE,vih,no de personas con prueba rapida,2022-03-01,0,1,1
TOMINA,vih,no de personas con prueba rapida,2022-03-01,14,7,21
TORO TORO,vih,no de personas con prueba rapida,2022-03-01,0,1,1
TOTORA(CBBA),vih,no de personas con prueba rapida,2022-03-01,8,26,34
TRINIDAD,vih,no de personas con prueba rapida,2022-03-01,454,435,889
TUPIZA,vih,no de personas con prueba rapida,2022-03-01,105,187,292
TURCO,vih,no de personas con prueba rapida,2022-03-01,0,1,1
UNCIA,vih,no de personas con prueba rapida,2022-03-01,24,51,75
URUBICHA,vih,no de personas con prueba rapida,2022-03-01,13,12,25
UYUNI,vih,no de personas con prueba rapida,2022-03-01,0,115,115
VALLEGRANDE,vih,no de personas con prueba rapida,2022-03-01,33,35,68
VIACHA,vih,no de personas con prueba rapida,2022-03-01,21,35,56
VILA VILA,vih,no de personas con prueba rapida,2022-03-01,0,1,1
VILLA CHARCAS,vih,no de personas con prueba rapida,2022-03-01,6,8,14
VILLA MONTES,vih,no de personas con prueba rapida,2022-03-01,18,24,42
VILLA SERRANO,vih,no de personas con prueba rapida,2022-03-01,7,43,50
VILLA TUNARI,vih,no de personas con prueba rapida,2022-03-01,96,445,541
VILLA VACA GUZMAN (MUYUPAMPA),vih,no de personas con prueba rapida,2022-03-01,3,6,9
VILLAZON,vih,no de personas con prueba rapida,2022-03-01,19,26,45
VINTO,vih,no de personas con prueba rapida,2022-03-01,25,63,88
WARNES,vih,no de personas con prueba rapida,2022-03-01,9,11,20
YACUIBA,vih,no de personas con prueba rapida,2022-03-01,98,138,236
YAMPARAEZ,vih,no de personas con prueba rapida,2022-03-01,2,11,13
YAPACANI,vih,no de personas con prueba rapida,2022-03-01,14,47,61
YOTALA,vih,no de personas con prueba rapida,2022-03-01,3,0,3
YUNCHARA,vih,no de personas con prueba rapida,2022-03-01,2,7,9
ZUDAÑEZ,vih,no de personas con prueba rapida,2022-03-01,4,9,13
ACHACACHI,vih,no de personas con prueba rapida,2022-04-01,3,2,5
AIQUILE,vih,no de personas con prueba rapida,2022-04-01,22,38,60
ALCALA,vih,no de personas con prueba rapida,2022-04-01,9,15,24
ALTO BENI,vih,no de personas con prueba rapida,2022-04-01,1,0,1
ANTEQUERA,vih,no de personas con prueba rapida,2022-04-01,7,16,23
APOLO,vih,no de personas con prueba rapida,2022-04-01,3,1,4
ARAMPAMPA,vih,no de personas con prueba rapida,2022-04-01,0,6,6
ARANI,vih,no de personas con prueba rapida,2022-04-01,3,2,5
ARBIETO,vih,no de personas con prueba rapida,2022-04-01,7,13,20
ARQUE,vih,no de personas con prueba rapida,2022-04-01,3,9,12
ASCENCION DE GUARAYOS,vih,no de personas con prueba rapida,2022-04-01,45,165,210
ATOCHA,vih,no de personas con prueba rapida,2022-04-01,3,4,7
AYATA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vih,no de personas con prueba rapida,2022-04-01,3,8,11
AZURDUY,vih,no de personas con prueba rapida,2022-04-01,4,28,32
BERMEJO,vih,no de personas con prueba rapida,2022-04-01,27,21,48
BETANZOS,vih,no de personas con prueba rapida,2022-04-01,1,1,2
BOLIVAR,vih,no de personas con prueba rapida,2022-04-01,0,2,2
BUENA VISTA,vih,no de personas con prueba rapida,2022-04-01,2,3,5
CABEZAS,vih,no de personas con prueba rapida,2022-04-01,2,0,2
CAIROMA,vih,no de personas con prueba rapida,2022-04-01,1,0,1
CAJUATA,vih,no de personas con prueba rapida,2022-04-01,4,0,4
CALAMARCA,vih,no de personas con prueba rapida,2022-04-01,1,2,3
CAMARGO,vih,no de personas con prueba rapida,2022-04-01,29,51,80
CAMATAQUI (C. VILLA ABECIA),vih,no de personas con prueba rapida,2022-04-01,3,4,7
CAMIRI,vih,no de personas con prueba rapida,2022-04-01,7,8,15
CAPINOTA,vih,no de personas con prueba rapida,2022-04-01,8,24,32
CARACOLLO,vih,no de personas con prueba rapida,2022-04-01,0,7,7
CARANAVI,vih,no de personas con prueba rapida,2022-04-01,51,64,115
CARAPARI,vih,no de personas con prueba rapida,2022-04-01,2,3,5
CARIPUYO,vih,no de personas con prueba rapida,2022-04-01,0,2,2
CARMEN RIVERO TORREZ,vih,no de personas con prueba rapida,2022-04-01,3,0,3
CHALLAPATA,vih,no de personas con prueba rapida,2022-04-01,9,18,27
CHARAGUA,vih,no de personas con prueba rapida,2022-04-01,1,9,10
CHAYANTA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,no de personas con prueba rapida,2022-04-01,21,18,39
CHUMA,vih,no de personas con prueba rapida,2022-04-01,5,4,9
CHUQUIHUTA AYLLU JUCUMANI,vih,no de personas con prueba rapida,2022-04-01,2,1,3
CKOCHAS,vih,no de personas con prueba rapida,2022-04-01,0,1,1
CLIZA,vih,no de personas con prueba rapida,2022-04-01,3,67,70
COBIJA,vih,no de personas con prueba rapida,2022-04-01,43,43,86
COCHABAMBA,vih,no de personas con prueba rapida,2022-04-01,1560,2056,3616
COIPASA,vih,no de personas con prueba rapida,2022-04-01,1,1,2
COLCAPIRHUA,vih,no de personas con prueba rapida,2022-04-01,88,54,142
COLOMI,vih,no de personas con prueba rapida,2022-04-01,2,5,7
COLPA BELGICA,vih,no de personas con prueba rapida,2022-04-01,35,6,41
COLQUECHACA,vih,no de personas con prueba rapida,2022-04-01,0,10,10
COLQUENCHA,vih,no de personas con prueba rapida,2022-04-01,5,8,13
COMARAPA,vih,no de personas con prueba rapida,2022-04-01,3,15,18
CONCEPCION,vih,no de personas con prueba rapida,2022-04-01,6,5,11
COROICO,vih,no de personas con prueba rapida,2022-04-01,24,37,61
CORQUE,vih,no de personas con prueba rapida,2022-04-01,0,2,2
COTAGAITA,vih,no de personas con prueba rapida,2022-04-01,7,10,17
COTOCA,vih,no de personas con prueba rapida,2022-04-01,56,180,236
CUATRO CAÑADAS,vih,no de personas con prueba rapida,2022-04-01,16,59,75
CUCHUMUELA (V. G. VILLARROEL),vih,no de personas con prueba rapida,2022-04-01,1,2,3
CULPINA,vih,no de personas con prueba rapida,2022-04-01,1,32,33
CURAHUARA DE CARANGAS,vih,no de personas con prueba rapida,2022-04-01,0,1,1
CURVA,vih,no de personas con prueba rapida,2022-04-01,0,2,2
DESAGUADERO,vih,no de personas con prueba rapida,2022-04-01,1,2,3
EL ALTO,vih,no de personas con prueba rapida,2022-04-01,995,1695,2690
EL PUENTE(STC),vih,no de personas con prueba rapida,2022-04-01,11,36,47
EL PUENTE(TJA),vih,no de personas con prueba rapida,2022-04-01,1,0,1
EL TORNO,vih,no de personas con prueba rapida,2022-04-01,49,133,182
EL VILLAR,vih,no de personas con prueba rapida,2022-04-01,0,2,2
ENTRE RIOS TRJ,vih,no de personas con prueba rapida,2022-04-01,6,20,26
ENTRE RIOS CBBA,vih,no de personas con prueba rapida,2022-04-01,42,151,193
ESCOMA,vih,no de personas con prueba rapida,2022-04-01,1,5,6
EUCALIPTUS,vih,no de personas con prueba rapida,2022-04-01,0,4,4
FERNANDEZ ALONSO,vih,no de personas con prueba rapida,2022-04-01,34,56,90
GENERAL SAAVEDRA,vih,no de personas con prueba rapida,2022-04-01,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),vih,no de personas con prueba rapida,2022-04-01,2,2,4
GUANAY,vih,no de personas con prueba rapida,2022-04-01,18,71,89
GUAYARAMERIN,vih,no de personas con prueba rapida,2022-04-01,68,114,182
HUACARETA,vih,no de personas con prueba rapida,2022-04-01,0,5,5
HUACAYA (VILLA DE HUACAYA),vih,no de personas con prueba rapida,2022-04-01,0,1,1
HUACHACALLA,vih,no de personas con prueba rapida,2022-04-01,4,7,11
HUANUNI,vih,no de personas con prueba rapida,2022-04-01,41,72,113
HUAYLLAMARCA,vih,no de personas con prueba rapida,2022-04-01,13,17,30
ICLA,vih,no de personas con prueba rapida,2022-04-01,0,5,5
INCAHUASI,vih,no de personas con prueba rapida,2022-04-01,7,18,25
INGAVI (HUMAITA),vih,no de personas con prueba rapida,2022-04-01,1,2,3
IRUPANA (VILLA DE LANZA),vih,no de personas con prueba rapida,2022-04-01,37,66,103
IXIAMAS,vih,no de personas con prueba rapida,2022-04-01,0,1,1
JESUS DE MACHACA,vih,no de personas con prueba rapida,2022-04-01,5,12,17
LA GUARDIA,vih,no de personas con prueba rapida,2022-04-01,37,60,97
LA PAZ,vih,no de personas con prueba rapida,2022-04-01,1100,1918,3018
LAJA,vih,no de personas con prueba rapida,2022-04-01,0,1,1
LAS CARRERAS,vih,no de personas con prueba rapida,2022-04-01,4,7,11
LLALLAGUA,vih,no de personas con prueba rapida,2022-04-01,7,11,18
MACHACAMARCA,vih,no de personas con prueba rapida,2022-04-01,1,3,4
MACHARETI,vih,no de personas con prueba rapida,2022-04-01,1,3,4
MAIRANA,vih,no de personas con prueba rapida,2022-04-01,4,16,20
MAPIRI,vih,no de personas con prueba rapida,2022-04-01,2,0,2
MINEROS,vih,no de personas con prueba rapida,2022-04-01,2,2,4
MIZQUE,vih,no de personas con prueba rapida,2022-04-01,19,52,71
MOJOCOYA,vih,no de personas con prueba rapida,2022-04-01,0,7,7
MONTEAGUDO,vih,no de personas con prueba rapida,2022-04-01,35,70,105
MONTERO,vih,no de personas con prueba rapida,2022-04-01,118,241,359
MOROCHATA,vih,no de personas con prueba rapida,2022-04-01,0,2,2
OCURI,vih,no de personas con prueba rapida,2022-04-01,2,4,6
OKINAWA,vih,no de personas con prueba rapida,2022-04-01,2,1,3
