,group,variable,month,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA REDUCIDO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
TIPUANI,rabia,no de personas con esquema reducido completo,2016-05-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-05-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-05-01,1,3,1,3,4
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-05-01,2,4,2,4,6
VIACHA,rabia,no de personas con esquema reducido completo,2016-05-01,6,3,6,3,9
VILLAZON,rabia,no de personas con esquema reducido completo,2016-05-01,3,3,3,3,6
WARNES,rabia,no de personas con esquema reducido completo,2016-05-01,12,10,12,10,22
YAPACANI,rabia,no de personas con esquema reducido completo,2016-05-01,4,2,4,2,6
ACHOCALLA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
AIQUILE,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
ARBIETO,rabia,no de personas con esquema reducido completo,2016-06-01,1,3,1,3,4
AYO AYO,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
BATALLAS,rabia,no de personas con esquema reducido completo,2016-06-01,0,1,0,1,1
BUENA VISTA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-06-01,2,1,2,1,3
CALAMARCA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
CAQUIAVIRI,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-06-01,5,6,5,6,11
CKOCHAS,rabia,no de personas con esquema reducido completo,2016-06-01,0,2,0,2,2
CLIZA,rabia,no de personas con esquema reducido completo,2016-06-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-06-01,28,16,28,16,44
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-06-01,2,0,2,0,2
CORIPATA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-06-01,3,2,3,2,5
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-06-01,3,2,3,2,5
EL ALTO,rabia,no de personas con esquema reducido completo,2016-06-01,20,26,20,26,46
EL TORNO,rabia,no de personas con esquema reducido completo,2016-06-01,9,9,9,9,18
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-06-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2016-06-01,3,0,3,0,3
GUANAY,rabia,no de personas con esquema reducido completo,2016-06-01,0,2,0,2,2
HUANUNI,rabia,no de personas con esquema reducido completo,2016-06-01,3,8,3,8,11
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-06-01,7,8,7,8,15
LA PAZ,rabia,no de personas con esquema reducido completo,2016-06-01,61,47,61,47,108
MAPIRI,rabia,no de personas con esquema reducido completo,2016-06-01,1,1,1,1,2
MINEROS,rabia,no de personas con esquema reducido completo,2016-06-01,4,0,4,0,4
MONTERO,rabia,no de personas con esquema reducido completo,2016-06-01,16,16,16,16,32
MORO MORO,rabia,no de personas con esquema reducido completo,2016-06-01,1,1,1,1,2
ORURO,rabia,no de personas con esquema reducido completo,2016-06-01,66,53,66,53,119
PADILLA,rabia,no de personas con esquema reducido completo,2016-06-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema reducido completo,2016-06-01,4,2,4,2,6
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-06-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-06-01,6,8,6,8,14
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-06-01,6,2,6,2,8
ROBORE,rabia,no de personas con esquema reducido completo,2016-06-01,4,4,4,4,8
SACABA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,rabia,no de personas con esquema reducido completo,2016-06-01,3,0,3,0,3
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-06-01,3,1,3,1,4
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2016-06-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-06-01,40,30,40,30,70
SANTUARIO DE QUILLACAS,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2016-06-01,1,1,1,1,2
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-06-01,0,1,0,1,1
SUCRE,rabia,no de personas con esquema reducido completo,2016-06-01,42,34,42,34,76
TARACO,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
TARATA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2016-06-01,18,20,18,20,38
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
TIRAQUE (CBBA),rabia,no de personas con esquema reducido completo,2016-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-06-01,3,5,3,5,8
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-06-01,0,3,0,3,3
VIACHA,rabia,no de personas con esquema reducido completo,2016-06-01,4,1,4,1,5
VILLAZON,rabia,no de personas con esquema reducido completo,2016-06-01,3,3,3,3,6
WARNES,rabia,no de personas con esquema reducido completo,2016-06-01,10,7,10,7,17
YAPACANI,rabia,no de personas con esquema reducido completo,2016-06-01,2,4,2,4,6
ANTEQUERA,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
ARQUE,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
BATALLAS,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2016-07-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-07-01,3,4,3,4,7
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-07-01,23,16,23,16,39
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-07-01,1,3,1,3,4
COPACABANA,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
CORO CORO,rabia,no de personas con esquema reducido completo,2016-07-01,2,0,2,0,2
CORQUE,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-07-01,3,1,3,1,4
EL ALTO,rabia,no de personas con esquema reducido completo,2016-07-01,41,26,41,26,67
EL TORNO,rabia,no de personas con esquema reducido completo,2016-07-01,16,12,16,12,28
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2016-07-01,0,2,0,2,2
GUAQUI,rabia,no de personas con esquema reducido completo,2016-07-01,1,2,1,2,3
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-07-01,19,12,19,12,31
LA PAZ,rabia,no de personas con esquema reducido completo,2016-07-01,58,43,58,43,101
LLALLAGUA,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2016-07-01,12,13,12,13,25
ORURO,rabia,no de personas con esquema reducido completo,2016-07-01,52,29,52,29,81
PADILLA,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
PAILON,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
PAZÑA,rabia,no de personas con esquema reducido completo,2016-07-01,4,1,4,1,5
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-07-01,2,1,2,1,3
PUCARANI,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-07-01,6,2,6,2,8
ROBORE,rabia,no de personas con esquema reducido completo,2016-07-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema reducido completo,2016-07-01,4,1,4,1,5
SAN BENITO,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
SAN LORENZO(TJA),rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-07-01,47,68,47,68,115
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
SUCRE,rabia,no de personas con esquema reducido completo,2016-07-01,47,41,47,41,88
TARATA,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
TARIJA,rabia,no de personas con esquema reducido completo,2016-07-01,14,9,14,9,23
TEOPONTE,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-07-01,2,2,2,2,4
TRIGAL,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-07-01,1,6,1,6,7
UYUNI,rabia,no de personas con esquema reducido completo,2016-07-01,1,1,1,1,2
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-07-01,1,3,1,3,4
VIACHA,rabia,no de personas con esquema reducido completo,2016-07-01,2,4,2,4,6
VILLA SERRANO,rabia,no de personas con esquema reducido completo,2016-07-01,0,1,0,1,1
VILLA TUNARI,rabia,no de personas con esquema reducido completo,2016-07-01,1,0,1,0,1
VILLAZON,rabia,no de personas con esquema reducido completo,2016-07-01,3,4,3,4,7
WARNES,rabia,no de personas con esquema reducido completo,2016-07-01,1,3,1,3,4
ANTEQUERA,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-08-01,1,2,1,2,3
CAPINOTA,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-08-01,5,2,5,2,7
CARANAVI,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
CARAPARI,rabia,no de personas con esquema reducido completo,2016-08-01,4,2,4,2,6
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-08-01,22,10,22,10,32
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-08-01,5,0,5,0,5
COPACABANA,rabia,no de personas con esquema reducido completo,2016-08-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-08-01,2,3,2,3,5
EL ALTO,rabia,no de personas con esquema reducido completo,2016-08-01,46,29,46,29,75
EL TORNO,rabia,no de personas con esquema reducido completo,2016-08-01,9,4,9,4,13
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
GUANAY,rabia,no de personas con esquema reducido completo,2016-08-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-08-01,7,12,7,12,19
LA PAZ,rabia,no de personas con esquema reducido completo,2016-08-01,59,39,59,39,98
LLALLAGUA,rabia,no de personas con esquema reducido completo,2016-08-01,0,1,0,1,1
MONTEAGUDO,rabia,no de personas con esquema reducido completo,2016-08-01,3,0,3,0,3
MONTERO,rabia,no de personas con esquema reducido completo,2016-08-01,6,2,6,2,8
ORURO,rabia,no de personas con esquema reducido completo,2016-08-01,66,44,66,44,110
PAILON,rabia,no de personas con esquema reducido completo,2016-08-01,3,1,3,1,4
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
PATACAMAYA,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-08-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-08-01,4,2,4,2,6
RURRENABAQUE,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2016-08-01,3,2,3,2,5
SAN CARLOS,rabia,no de personas con esquema reducido completo,2016-08-01,4,1,4,1,5
SAN JUAN DE YAPACANI,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-08-01,5,4,5,4,9
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-08-01,56,64,56,64,120
SICA SICA (VILLA AROMA),rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
SICAYA,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-08-01,2,2,2,2,4
SORACACHI,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
SUCRE,rabia,no de personas con esquema reducido completo,2016-08-01,53,36,53,36,89
TARATA,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
TARIJA,rabia,no de personas con esquema reducido completo,2016-08-01,23,15,23,15,38
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-08-01,2,2,2,2,4
TOLATA,rabia,no de personas con esquema reducido completo,2016-08-01,0,2,0,2,2
TRIGAL,rabia,no de personas con esquema reducido completo,2016-08-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
UYUNI,rabia,no de personas con esquema reducido completo,2016-08-01,0,1,0,1,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-08-01,2,2,2,2,4
VIACHA,rabia,no de personas con esquema reducido completo,2016-08-01,1,3,1,3,4
VILLAZON,rabia,no de personas con esquema reducido completo,2016-08-01,4,3,4,3,7
WARNES,rabia,no de personas con esquema reducido completo,2016-08-01,1,1,1,1,2
YAPACANI,rabia,no de personas con esquema reducido completo,2016-08-01,2,4,2,4,6
ALTO BENI,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2016-09-01,2,0,2,0,2
BATALLAS,rabia,no de personas con esquema reducido completo,2016-09-01,2,1,2,1,3
BERMEJO,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
CARANAVI,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-09-01,5,4,5,4,9
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-09-01,15,12,15,12,27
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-09-01,1,1,1,1,2
COPACABANA,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-09-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema reducido completo,2016-09-01,40,63,40,63,103
EL TORNO,rabia,no de personas con esquema reducido completo,2016-09-01,20,7,20,7,27
FERNANDEZ ALONSO,rabia,no de personas con esquema reducido completo,2016-09-01,2,0,2,0,2
GUANAY,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-09-01,3,3,3,3,6
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-09-01,7,4,7,4,11
LA PAZ,rabia,no de personas con esquema reducido completo,2016-09-01,68,53,68,53,121
LLALLAGUA,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
MAPIRI,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
MINEROS,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
MONTERO,rabia,no de personas con esquema reducido completo,2016-09-01,13,11,13,11,24
ORURO,rabia,no de personas con esquema reducido completo,2016-09-01,62,44,62,44,106
PAILON,rabia,no de personas con esquema reducido completo,2016-09-01,2,2,2,2,4
PATACAMAYA,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
PORCO,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
PORONGO,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-09-01,1,7,1,7,8
PUCARANI,rabia,no de personas con esquema reducido completo,2016-09-01,1,3,1,3,4
PUERTO SUAREZ,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
PUNA,rabia,no de personas con esquema reducido completo,2016-09-01,1,1,1,1,2
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-09-01,4,6,4,6,10
QUIRUSILLAS,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
SACABA,rabia,no de personas con esquema reducido completo,2016-09-01,2,2,2,2,4
SAN ANDRES,rabia,no de personas con esquema reducido completo,2016-09-01,1,1,1,1,2
SAN BENITO,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
SAN CARLOS,rabia,no de personas con esquema reducido completo,2016-09-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-09-01,3,6,3,6,9
SAN PEDRO DE TIQUINA,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-09-01,74,48,74,48,122
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2016-09-01,2,2,2,2,4
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-09-01,3,4,3,4,7
SORACACHI,rabia,no de personas con esquema reducido completo,2016-09-01,3,0,3,0,3
SUCRE,rabia,no de personas con esquema reducido completo,2016-09-01,24,20,24,20,44
TARIJA,rabia,no de personas con esquema reducido completo,2016-09-01,23,21,23,21,44
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-09-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-09-01,0,2,0,2,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-09-01,1,2,1,2,3
UNCIA,rabia,no de personas con esquema reducido completo,2016-09-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-09-01,5,0,5,0,5
VIACHA,rabia,no de personas con esquema reducido completo,2016-09-01,0,2,0,2,2
VILLA MONTES,rabia,no de personas con esquema reducido completo,2016-09-01,2,1,2,1,3
VILLAZON,rabia,no de personas con esquema reducido completo,2016-09-01,11,5,11,5,16
WARNES,rabia,no de personas con esquema reducido completo,2016-09-01,4,2,4,2,6
ARBIETO,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
ATOCHA,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
BATALLAS,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
BERMEJO,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-10-01,3,0,3,0,3
CAJUATA,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
CAMIRI,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-10-01,12,0,12,0,12
CARANAVI,rabia,no de personas con esquema reducido completo,2016-10-01,2,1,2,1,3
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-10-01,2,5,2,5,7
CHIMORE,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con esquema reducido completo,2016-10-01,1,1,1,1,2
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-10-01,22,14,22,14,36
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-10-01,0,2,0,2,2
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2016-10-01,0,2,0,2,2
COTOCA,rabia,no de personas con esquema reducido completo,2016-10-01,5,0,5,0,5
CUATRO CAÑADAS,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
EL ALTO,rabia,no de personas con esquema reducido completo,2016-10-01,45,50,45,50,95
EL TORNO,rabia,no de personas con esquema reducido completo,2016-10-01,18,11,18,11,29
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2016-10-01,0,2,0,2,2
ENTRE RIOS CBBA,rabia,no de personas con esquema reducido completo,2016-10-01,2,0,2,0,2
GENERAL SAAVEDRA,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-10-01,3,0,3,0,3
HUAYLLAMARCA,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-10-01,3,2,3,2,5
LA PAZ,rabia,no de personas con esquema reducido completo,2016-10-01,72,57,72,57,129
MAPIRI,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
MIZQUE,rabia,no de personas con esquema reducido completo,2016-10-01,3,1,3,1,4
MONTERO,rabia,no de personas con esquema reducido completo,2016-10-01,7,6,7,6,13
OKINAWA,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
ORURO,rabia,no de personas con esquema reducido completo,2016-10-01,64,54,64,54,118
PADILLA,rabia,no de personas con esquema reducido completo,2016-10-01,0,2,0,2,2
PAILON,rabia,no de personas con esquema reducido completo,2016-10-01,1,2,1,2,3
PALOS BLANCOS,rabia,no de personas con esquema reducido completo,2016-10-01,2,0,2,0,2
PORONGO,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con esquema reducido completo,2016-10-01,1,2,1,2,3
PUCARANI,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
PUERTO ACOSTA,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
PUNA,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con esquema reducido completo,2016-10-01,2,1,2,1,3
SACABA,rabia,no de personas con esquema reducido completo,2016-10-01,1,1,1,1,2
SAN IGNACIO,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema reducido completo,2016-10-01,2,1,2,1,3
SAN LUCAS,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
SAN PEDRO,rabia,no de personas con esquema reducido completo,2016-10-01,3,4,3,4,7
SAN PEDRO DE BUENA VISTA,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema reducido completo,2016-10-01,63,58,63,58,121
SANTIVAÑES,rabia,no de personas con esquema reducido completo,2016-10-01,0,2,0,2,2
SAPAHAQUI,rabia,no de personas con esquema reducido completo,2016-10-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con esquema reducido completo,2016-10-01,4,0,4,0,4
SUCRE,rabia,no de personas con esquema reducido completo,2016-10-01,11,14,11,14,25
TARIJA,rabia,no de personas con esquema reducido completo,2016-10-01,23,24,23,24,47
TEOPONTE,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
TIAWANACU,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
TIQUIPAYA,rabia,no de personas con esquema reducido completo,2016-10-01,1,1,1,1,2
TRINIDAD,rabia,no de personas con esquema reducido completo,2016-10-01,4,1,4,1,5
UYUNI,rabia,no de personas con esquema reducido completo,2016-10-01,1,0,1,0,1
VALLEGRANDE,rabia,no de personas con esquema reducido completo,2016-10-01,4,3,4,3,7
VIACHA,rabia,no de personas con esquema reducido completo,2016-10-01,2,2,2,2,4
VILLAZON,rabia,no de personas con esquema reducido completo,2016-10-01,2,1,2,1,3
WARNES,rabia,no de personas con esquema reducido completo,2016-10-01,7,6,7,6,13
ANTEQUERA,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
ARBIETO,rabia,no de personas con esquema reducido completo,2016-11-01,1,1,1,1,2
ARQUE,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con esquema reducido completo,2016-11-01,1,0,1,0,1
ATOCHA,rabia,no de personas con esquema reducido completo,2016-11-01,1,1,1,1,2
BETANZOS,rabia,no de personas con esquema reducido completo,2016-11-01,1,0,1,0,1
CABEZAS,rabia,no de personas con esquema reducido completo,2016-11-01,1,0,1,0,1
CAPINOTA,rabia,no de personas con esquema reducido completo,2016-11-01,1,2,1,2,3
CARACOLLO,rabia,no de personas con esquema reducido completo,2016-11-01,1,2,1,2,3
CARANAVI,rabia,no de personas con esquema reducido completo,2016-11-01,0,4,0,4,4
CHALLAPATA,rabia,no de personas con esquema reducido completo,2016-11-01,1,4,1,4,5
COCHABAMBA,rabia,no de personas con esquema reducido completo,2016-11-01,20,17,20,17,37
COLCAPIRHUA,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
"COLCHA ""K""",rabia,no de personas con esquema reducido completo,2016-11-01,1,1,1,1,2
COPACABANA,rabia,no de personas con esquema reducido completo,2016-11-01,1,0,1,0,1
CORO CORO,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
COTOCA,rabia,no de personas con esquema reducido completo,2016-11-01,5,3,5,3,8
EL ALTO,rabia,no de personas con esquema reducido completo,2016-11-01,48,47,48,47,95
EL TORNO,rabia,no de personas con esquema reducido completo,2016-11-01,16,16,16,16,32
ENTRE RIOS TRJ,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
GUANAY,rabia,no de personas con esquema reducido completo,2016-11-01,0,1,0,1,1
HUANUNI,rabia,no de personas con esquema reducido completo,2016-11-01,0,2,0,2,2
LA GUARDIA,rabia,no de personas con esquema reducido completo,2016-11-01,9,12,9,12,21
LA PAZ,rabia,no de personas con esquema reducido completo,2016-11-01,58,69,58,69,127
LAJA,rabia,no de personas con esquema reducido completo,2016-11-01,2,0,2,0,2
MONTERO,rabia,no de personas con esquema reducido completo,2016-11-01,12,12,12,12,24
MORO MORO,rabia,no de personas con esquema reducido completo,2016-11-01,1,0,1,0,1
