,group,variable,month,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,Nº DE PERSONAS CON ESQUEMA CLASICO COMPLETO CANTIDAD,TOTALES,TOTALES,TOTALES
COCHABAMBA,rabia,no de personas con esquema clasico completo,2016-12-01,2,0,2,0,2
COTOCA,rabia,no de personas con esquema clasico completo,2016-12-01,4,2,4,2,6
EL ALTO,rabia,no de personas con esquema clasico completo,2016-12-01,13,20,13,20,33
EL TORNO,rabia,no de personas con esquema clasico completo,2016-12-01,0,2,0,2,2
HUANUNI,rabia,no de personas con esquema clasico completo,2016-12-01,2,1,2,1,3
LA GUARDIA,rabia,no de personas con esquema clasico completo,2016-12-01,2,2,2,2,4
LA PAZ,rabia,no de personas con esquema clasico completo,2016-12-01,1,1,1,1,2
MONTERO,rabia,no de personas con esquema clasico completo,2016-12-01,0,1,0,1,1
ORURO,rabia,no de personas con esquema clasico completo,2016-12-01,11,8,11,8,19
PORTACHUELO,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
POTOSI,rabia,no de personas con esquema clasico completo,2016-12-01,19,10,19,10,29
PUERTO QUIJARRO,rabia,no de personas con esquema clasico completo,2016-12-01,2,0,2,0,2
SAMAIPATA,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
SAN JULIAN,rabia,no de personas con esquema clasico completo,2016-12-01,1,1,1,1,2
SAN PEDRO,rabia,no de personas con esquema clasico completo,2016-12-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con esquema clasico completo,2016-12-01,18,18,18,18,36
TRINIDAD,rabia,no de personas con esquema clasico completo,2016-12-01,2,2,2,2,4
UYUNI,rabia,no de personas con esquema clasico completo,2016-12-01,2,0,2,0,2
VIACHA,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
VILLA MONTES,rabia,no de personas con esquema clasico completo,2016-12-01,1,0,1,0,1
WARNES,rabia,no de personas con esquema clasico completo,2016-12-01,3,2,3,2,5
YAPACANI,rabia,no de personas con esquema clasico completo,2016-12-01,3,3,3,3,6
