,group,variable,month,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,Nº DE PERSONAS CON VACUNA ANTIRRÁBICA CANTIDAD,TOTALES,TOTALES,TOTALES
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-04-01,28,41,28,41,69
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-04-01,125,107,125,107,232
LAJA,rabia,no de personas con vacuna antirrabica,2016-04-01,4,0,4,0,4
MAIRANA,rabia,no de personas con vacuna antirrabica,2016-04-01,2,1,2,1,3
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-04-01,1,2,1,2,3
MINEROS,rabia,no de personas con vacuna antirrabica,2016-04-01,4,3,4,3,7
MIZQUE,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
MONTERO,rabia,no de personas con vacuna antirrabica,2016-04-01,18,15,18,15,33
MORO MORO,rabia,no de personas con vacuna antirrabica,2016-04-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2016-04-01,23,21,23,21,44
PADILLA,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2016-04-01,5,3,5,3,8
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,1,1,1,2
PAZÑA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
PORONGO,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-04-01,12,17,12,17,29
POTOSI,rabia,no de personas con vacuna antirrabica,2016-04-01,111,112,111,112,223
PUCARANI,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
PUERTO ACOSTA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
PUERTO QUIJARRO,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2016-04-01,0,8,0,8,8
PUNA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-04-01,4,1,4,1,5
SACABA,rabia,no de personas con vacuna antirrabica,2016-04-01,5,4,5,4,9
SACABAMBA,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,3,1,3,4
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-04-01,12,3,12,3,15
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-04-01,2,4,2,4,6
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-04-01,5,6,5,6,11
SAN MIGUEL DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-04-01,4,3,4,3,7
SAN PABLO DE LIPEZ,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-04-01,375,277,375,277,652
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-04-01,0,1,0,1,1
SORACACHI,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
SUCRE,rabia,no de personas con vacuna antirrabica,2016-04-01,39,29,39,29,68
TARABUCO,rabia,no de personas con vacuna antirrabica,2016-04-01,2,0,2,0,2
TARATA,rabia,no de personas con vacuna antirrabica,2016-04-01,2,1,2,1,3
TARIJA,rabia,no de personas con vacuna antirrabica,2016-04-01,35,20,35,20,55
TARVITA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
TEOPONTE,rabia,no de personas con vacuna antirrabica,2016-04-01,0,6,0,6,6
TIAWANACU,rabia,no de personas con vacuna antirrabica,2016-04-01,2,0,2,0,2
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
TRIGAL,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-04-01,26,21,26,21,47
TUPIZA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,0,1,0,1
UNCIA,rabia,no de personas con vacuna antirrabica,2016-04-01,1,1,1,1,2
UYUNI,rabia,no de personas con vacuna antirrabica,2016-04-01,1,3,1,3,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2016-04-01,3,2,3,2,5
VIACHA,rabia,no de personas con vacuna antirrabica,2016-04-01,10,7,10,7,17
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-04-01,2,4,2,4,6
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-04-01,5,4,5,4,9
WARNES,rabia,no de personas con vacuna antirrabica,2016-04-01,2,11,2,11,13
YACUIBA,rabia,no de personas con vacuna antirrabica,2016-04-01,2,1,2,1,3
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-04-01,5,2,5,2,7
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,2,1,2,3
AIQUILE,rabia,no de personas con vacuna antirrabica,2016-05-01,2,0,2,0,2
ANCORAIMES,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
ARBIETO,rabia,no de personas con vacuna antirrabica,2016-05-01,1,3,1,3,4
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
BATALLAS,rabia,no de personas con vacuna antirrabica,2016-05-01,0,2,0,2,2
BETANZOS,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
BUENA VISTA,rabia,no de personas con vacuna antirrabica,2016-05-01,0,3,0,3,3
CABEZAS,rabia,no de personas con vacuna antirrabica,2016-05-01,2,0,2,0,2
CALAMARCA,rabia,no de personas con vacuna antirrabica,2016-05-01,9,0,9,0,9
CAMIRI,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
CAQUIAVIRI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
CARACOLLO,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-05-01,6,2,6,2,8
CARAPARI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-05-01,6,7,6,7,13
CHOQUE COTA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
CLIZA,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-05-01,20,13,20,13,33
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,3,1,3,4
COPACABANA,rabia,no de personas con vacuna antirrabica,2016-05-01,2,0,2,0,2
CORIPATA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
COTOCA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,5,1,5,6
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-05-01,257,218,257,218,475
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-05-01,11,8,11,8,19
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
ESCOMA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
GUANAY,rabia,no de personas con vacuna antirrabica,2016-05-01,1,2,1,2,3
HUANUNI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,6,1,6,7
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-05-01,15,12,15,12,27
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-05-01,144,150,144,150,294
MACHACAMARCA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,3,1,3,4
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,2,1,2,3
MOJOCOYA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
MONTEAGUDO,rabia,no de personas con vacuna antirrabica,2016-05-01,0,2,0,2,2
MONTERO,rabia,no de personas con vacuna antirrabica,2016-05-01,17,10,17,10,27
MORO MORO,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
ORURO,rabia,no de personas con vacuna antirrabica,2016-05-01,25,25,25,25,50
PADILLA,rabia,no de personas con vacuna antirrabica,2016-05-01,2,0,2,0,2
PAILON,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-05-01,2,1,2,1,3
PORCO,rabia,no de personas con vacuna antirrabica,2016-05-01,2,2,2,2,4
PORONGO,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-05-01,2,1,2,1,3
POTOSI,rabia,no de personas con vacuna antirrabica,2016-05-01,135,107,135,107,242
PUCARANI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
PUNA,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-05-01,6,4,6,4,10
SACABA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
SAN ANDRES,rabia,no de personas con vacuna antirrabica,2016-05-01,1,1,1,1,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2016-05-01,3,0,3,0,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-05-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
SAN JUAN DE YAPACANI,rabia,no de personas con vacuna antirrabica,2016-05-01,2,0,2,0,2
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-05-01,234,217,234,217,451
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
SANTIVAÑES,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-05-01,1,2,1,2,3
SUCRE,rabia,no de personas con vacuna antirrabica,2016-05-01,95,43,95,43,138
TACOBAMBA,rabia,no de personas con vacuna antirrabica,2016-05-01,2,1,2,1,3
TARACO,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
TARATA,rabia,no de personas con vacuna antirrabica,2016-05-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2016-05-01,9,20,9,20,29
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-05-01,5,0,5,0,5
TRIGAL,rabia,no de personas con vacuna antirrabica,2016-05-01,0,1,0,1,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-05-01,8,22,8,22,30
UYUNI,rabia,no de personas con vacuna antirrabica,2016-05-01,0,2,0,2,2
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2016-05-01,2,4,2,4,6
VIACHA,rabia,no de personas con vacuna antirrabica,2016-05-01,3,5,3,5,8
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-05-01,3,3,3,3,6
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-05-01,12,7,12,7,19
WARNES,rabia,no de personas con vacuna antirrabica,2016-05-01,19,14,19,14,33
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-05-01,3,2,3,2,5
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-06-01,2,1,2,1,3
ACHOCALLA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,1,3,1,4
APOLO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
ARQUE,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
ATOCHA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
BATALLAS,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
CABEZAS,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
CALACOTO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
CALAMARCA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-06-01,5,5,5,5,10
CARAPARI,rabia,no de personas con vacuna antirrabica,2016-06-01,3,2,3,2,5
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-06-01,5,7,5,7,12
CHULUMANI (V. DE LA LIBERTAD),rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
CKOCHAS,rabia,no de personas con vacuna antirrabica,2016-06-01,0,2,0,2,2
CLIZA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-06-01,33,26,33,26,59
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,3,0,3,3
COLQUECHACA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
CONCEPCION,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
COTOCA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,2,3,2,5
CUATRO CAÑADAS,rabia,no de personas con vacuna antirrabica,2016-06-01,5,3,5,3,8
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-06-01,193,171,193,171,364
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-06-01,11,9,11,9,20
ESCOMA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
GUAQUI,rabia,no de personas con vacuna antirrabica,2016-06-01,1,2,1,2,3
HUANUNI,rabia,no de personas con vacuna antirrabica,2016-06-01,4,8,4,8,12
HUARINA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
LA ASUNTA,rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-06-01,24,20,24,20,44
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-06-01,122,91,122,91,213
LLALLAGUA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
MECAPACA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
MINEROS,rabia,no de personas con vacuna antirrabica,2016-06-01,4,0,4,0,4
MIZQUE,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
MONTERO,rabia,no de personas con vacuna antirrabica,2016-06-01,6,4,6,4,10
MORO MORO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2016-06-01,41,26,41,26,67
PADCAYA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
PADILLA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2016-06-01,5,3,5,3,8
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
PATACAMAYA,rabia,no de personas con vacuna antirrabica,2016-06-01,2,1,2,1,3
PAZÑA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
PORCO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
PORONGO,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-06-01,7,8,7,8,15
POTOSI,rabia,no de personas con vacuna antirrabica,2016-06-01,168,152,168,152,320
PUCARANI,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
PUERTO SUAREZ,rabia,no de personas con vacuna antirrabica,2016-06-01,0,2,0,2,2
PUERTO VILLARROEL,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
PUNATA,rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-06-01,7,2,7,2,9
ROBORE,rabia,no de personas con vacuna antirrabica,2016-06-01,4,4,4,4,8
SACABA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,3,3,3,6
SAIPINA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
SAMAIPATA,rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
SAN BENITO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
SAN BORJA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-06-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-06-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,rabia,no de personas con vacuna antirrabica,2016-06-01,3,0,3,0,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-06-01,4,4,4,4,8
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-06-01,288,241,288,241,529
SANTA ROSA DEL SARA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
SANTIAGO DE HUARI,rabia,no de personas con vacuna antirrabica,2016-06-01,1,2,1,2,3
SANTIAGO DE MACHACA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
SAPAHAQUI,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
SICA SICA (VILLA AROMA),rabia,no de personas con vacuna antirrabica,2016-06-01,1,3,1,3,4
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
SUCRE,rabia,no de personas con vacuna antirrabica,2016-06-01,60,36,60,36,96
TARATA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
TARIJA,rabia,no de personas con vacuna antirrabica,2016-06-01,21,22,21,22,43
TEOPONTE,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
TIQUIPAYA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,5,1,5,6
TOLEDO,rabia,no de personas con vacuna antirrabica,2016-06-01,1,0,1,0,1
TRINIDAD,rabia,no de personas con vacuna antirrabica,2016-06-01,23,33,23,33,56
TUPIZA,rabia,no de personas con vacuna antirrabica,2016-06-01,1,1,1,1,2
UNCIA,rabia,no de personas con vacuna antirrabica,2016-06-01,0,2,0,2,2
UYUNI,rabia,no de personas con vacuna antirrabica,2016-06-01,4,0,4,0,4
VALLEGRANDE,rabia,no de personas con vacuna antirrabica,2016-06-01,4,3,4,3,7
VIACHA,rabia,no de personas con vacuna antirrabica,2016-06-01,3,12,3,12,15
VILLA MONTES,rabia,no de personas con vacuna antirrabica,2016-06-01,3,1,3,1,4
VILLAZON,rabia,no de personas con vacuna antirrabica,2016-06-01,7,7,7,7,14
VITICHI,rabia,no de personas con vacuna antirrabica,2016-06-01,0,1,0,1,1
WARNES,rabia,no de personas con vacuna antirrabica,2016-06-01,33,17,33,17,50
YACUIBA,rabia,no de personas con vacuna antirrabica,2016-06-01,2,0,2,0,2
YAPACANI,rabia,no de personas con vacuna antirrabica,2016-06-01,4,6,4,6,10
ACHACACHI,rabia,no de personas con vacuna antirrabica,2016-07-01,4,0,4,0,4
AIQUILE,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
ALTO BENI,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,rabia,no de personas con vacuna antirrabica,2016-07-01,3,1,3,1,4
ATOCHA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
CABEZAS,rabia,no de personas con vacuna antirrabica,2016-07-01,1,1,1,1,2
CAPINOTA,rabia,no de personas con vacuna antirrabica,2016-07-01,2,1,2,1,3
CARACOLLO,rabia,no de personas con vacuna antirrabica,2016-07-01,9,4,9,4,13
CARANAVI,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
CARAPARI,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
CHALLAPATA,rabia,no de personas con vacuna antirrabica,2016-07-01,4,5,4,5,9
COCHABAMBA,rabia,no de personas con vacuna antirrabica,2016-07-01,33,21,33,21,54
COLCAPIRHUA,rabia,no de personas con vacuna antirrabica,2016-07-01,6,0,6,0,6
COLQUECHACA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,3,0,3,3
COMARAPA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
COPACABANA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,2,0,2,2
CORQUE,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
COTAGAITA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
COTOCA,rabia,no de personas con vacuna antirrabica,2016-07-01,6,2,6,2,8
CURAHUARA DE CARANGAS,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
EL ALTO,rabia,no de personas con vacuna antirrabica,2016-07-01,147,125,147,125,272
EL PUENTE(STC),rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
EL TORNO,rabia,no de personas con vacuna antirrabica,2016-07-01,16,13,16,13,29
ENTRE RIOS CBBA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
ESCOMA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
EUCALIPTUS,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
FERNANDEZ ALONSO,rabia,no de personas con vacuna antirrabica,2016-07-01,1,2,1,2,3
GENERAL SAAVEDRA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
GUANAY,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
HUARINA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
HUAYLLAMARCA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
LA GUARDIA,rabia,no de personas con vacuna antirrabica,2016-07-01,50,32,50,32,82
LA PAZ,rabia,no de personas con vacuna antirrabica,2016-07-01,108,86,108,86,194
MAPIRI,rabia,no de personas con vacuna antirrabica,2016-07-01,2,0,2,0,2
MINEROS,rabia,no de personas con vacuna antirrabica,2016-07-01,1,1,1,1,2
MIZQUE,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
MOCOMOCO,rabia,no de personas con vacuna antirrabica,2016-07-01,1,1,1,1,2
MONTERO,rabia,no de personas con vacuna antirrabica,2016-07-01,10,14,10,14,24
OCURI,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
ORURO,rabia,no de personas con vacuna antirrabica,2016-07-01,31,27,31,27,58
PADCAYA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,2,0,2,2
PADILLA,rabia,no de personas con vacuna antirrabica,2016-07-01,0,1,0,1,1
PAILON,rabia,no de personas con vacuna antirrabica,2016-07-01,2,1,2,1,3
PALCA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
PALOS BLANCOS,rabia,no de personas con vacuna antirrabica,2016-07-01,1,2,1,2,3
PAMPA GRANDE,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
PAZÑA,rabia,no de personas con vacuna antirrabica,2016-07-01,4,4,4,4,8
POROMA,rabia,no de personas con vacuna antirrabica,2016-07-01,60,40,60,40,100
PORTACHUELO,rabia,no de personas con vacuna antirrabica,2016-07-01,2,1,2,1,3
PORVENIR,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
POTOSI,rabia,no de personas con vacuna antirrabica,2016-07-01,92,92,92,92,184
QUILLACOLLO,rabia,no de personas con vacuna antirrabica,2016-07-01,6,0,6,0,6
ROBORE,rabia,no de personas con vacuna antirrabica,2016-07-01,2,1,2,1,3
SACABA,rabia,no de personas con vacuna antirrabica,2016-07-01,8,5,8,5,13
SAN BUENA VENTURA,rabia,no de personas con vacuna antirrabica,2016-07-01,2,0,2,0,2
SAN CARLOS,rabia,no de personas con vacuna antirrabica,2016-07-01,4,2,4,2,6
SAN IGNACIO,rabia,no de personas con vacuna antirrabica,2016-07-01,5,1,5,1,6
SAN IGNACIO DE VELASCO,rabia,no de personas con vacuna antirrabica,2016-07-01,2,1,2,1,3
SAN JULIAN,rabia,no de personas con vacuna antirrabica,2016-07-01,3,3,3,3,6
SAN LORENZO(TJA),rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
SAN PEDRO,rabia,no de personas con vacuna antirrabica,2016-07-01,2,5,2,5,7
SAN PEDRO DE BUENA VISTA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
SAN RAMON SCZ,rabia,no de personas con vacuna antirrabica,2016-07-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,rabia,no de personas con vacuna antirrabica,2016-07-01,265,234,265,234,499
SIPE SIPE,rabia,no de personas con vacuna antirrabica,2016-07-01,2,3,2,3,5
SORACACHI,rabia,no de personas con vacuna antirrabica,2016-07-01,1,0,1,0,1
