,group,variable,month,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS VIVAX,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,NÚMERO DE MUESTRAS HEMÁTICAS TOMADAS FALCIPARUM,TOTALES,TOTALES,TOTALES
CULPINA,malaria,numero de muestras hematicas tomadas,2013-04-01,6,9,0,0,6,9,15
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-04-01,28,16,0,0,28,16,44
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-04-01,4,12,0,0,4,12,16
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-04-01,160,260,0,0,160,260,420
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-04-01,74,79,0,0,74,79,153
FILADELFIA,malaria,numero de muestras hematicas tomadas,2013-04-01,15,11,0,0,15,11,26
GUANAY,malaria,numero de muestras hematicas tomadas,2013-04-01,20,12,0,0,20,12,32
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-04-01,563,622,0,0,563,622,1185
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2013-04-01,0,15,0,0,0,15,15
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-04-01,31,39,0,0,31,39,70
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-04-01,0,0,1,11,1,11,12
ICLA,malaria,numero de muestras hematicas tomadas,2013-04-01,4,9,0,0,4,9,13
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-04-01,19,20,0,0,19,20,39
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-04-01,55,48,0,0,55,48,103
IXIAMAS,malaria,numero de muestras hematicas tomadas,2013-04-01,98,31,0,0,98,31,129
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-04-01,2,5,0,0,2,5,7
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-04-01,1,12,0,0,1,12,13
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-04-01,0,1,0,0,0,1,1
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-04-01,44,85,0,0,44,85,129
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-04-01,66,64,0,0,66,64,130
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-04-01,7,3,0,0,7,3,10
MIZQUE,malaria,numero de muestras hematicas tomadas,2013-04-01,1,1,0,0,1,1,2
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-04-01,14,28,0,0,14,28,42
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-04-01,75,140,0,0,75,140,215
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-04-01,32,21,0,0,32,21,53
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-04-01,120,94,0,0,120,94,214
OMEREQUE,malaria,numero de muestras hematicas tomadas,2013-04-01,1,0,0,0,1,0,1
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-04-01,26,35,0,0,26,35,61
PADILLA,malaria,numero de muestras hematicas tomadas,2013-04-01,99,130,0,0,99,130,229
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-04-01,7,8,0,0,7,8,15
POROMA,malaria,numero de muestras hematicas tomadas,2013-04-01,58,31,0,0,58,31,89
PORONGO,malaria,numero de muestras hematicas tomadas,2013-04-01,0,4,0,0,0,4,4
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-04-01,50,44,0,0,50,44,94
PRESTO,malaria,numero de muestras hematicas tomadas,2013-04-01,3,14,0,0,3,14,17
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-04-01,62,14,0,0,62,14,76
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-04-01,55,31,0,0,55,31,86
PUERTO VILLARROEL,malaria,numero de muestras hematicas tomadas,2013-04-01,3,1,0,0,3,1,4
RAVELO,malaria,numero de muestras hematicas tomadas,2013-04-01,13,2,0,0,13,2,15
REYES,malaria,numero de muestras hematicas tomadas,2013-04-01,2,2,0,0,2,2,4
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-04-01,697,505,0,83,697,588,1285
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-04-01,2,0,2,0,4,0,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-04-01,68,108,0,0,68,108,176
SAMAIPATA,malaria,numero de muestras hematicas tomadas,2013-04-01,0,1,0,0,0,1,1
SAN BORJA,malaria,numero de muestras hematicas tomadas,2013-04-01,4,0,0,0,4,0,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-04-01,14,10,0,0,14,10,24
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-04-01,2,1,0,0,2,1,3
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-04-01,15,25,0,0,15,25,40
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-04-01,279,212,0,0,279,212,491
SAN LORENZO(TJA),malaria,numero de muestras hematicas tomadas,2013-04-01,0,1,0,0,0,1,1
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-04-01,20,52,0,0,20,52,72
SAN MATIAS,malaria,numero de muestras hematicas tomadas,2013-04-01,119,122,0,0,119,122,241
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-04-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2013-04-01,1,1,0,0,1,1,2
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-04-01,5,4,0,0,5,4,9
SENA,malaria,numero de muestras hematicas tomadas,2013-04-01,43,51,0,0,43,51,94
SHINAOTA,malaria,numero de muestras hematicas tomadas,2013-04-01,2,1,0,0,2,1,3
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-04-01,0,15,0,0,0,15,15
SUCRE,malaria,numero de muestras hematicas tomadas,2013-04-01,48,53,0,0,48,53,101
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-04-01,2,2,0,0,2,2,4
TARVITA,malaria,numero de muestras hematicas tomadas,2013-04-01,24,98,0,0,24,98,122
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-04-01,16,16,0,0,16,16,32
TOMINA,malaria,numero de muestras hematicas tomadas,2013-04-01,4,2,0,0,4,2,6
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-04-01,17,21,0,0,17,21,38
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-04-01,2,1,0,0,2,1,3
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-04-01,10,18,0,0,10,18,28
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-04-01,149,184,0,0,149,184,333
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-04-01,57,49,0,0,57,49,106
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-04-01,6,13,0,0,6,13,19
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-04-01,7,19,0,0,7,19,26
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-04-01,317,381,0,0,317,381,698
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-04-01,2,24,0,0,2,24,26
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-04-01,1,0,0,0,1,0,1
YOTALA,malaria,numero de muestras hematicas tomadas,2013-04-01,0,11,0,0,0,11,11
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-04-01,4,9,0,0,4,9,13
ALCALA,malaria,numero de muestras hematicas tomadas,2013-05-01,2,7,0,0,2,7,9
APOLO,malaria,numero de muestras hematicas tomadas,2013-05-01,2,2,0,0,2,2,4
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-05-01,4,24,0,0,4,24,28
BAURES,malaria,numero de muestras hematicas tomadas,2013-05-01,15,18,0,0,15,18,33
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-05-01,50,14,0,0,50,14,64
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-05-01,41,56,0,0,41,56,97
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2013-05-01,12,10,0,0,12,10,22
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-05-01,2,2,0,0,2,2,4
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-05-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-05-01,0,63,0,0,0,63,63
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-05-01,3,9,0,0,3,9,12
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-05-01,16,20,0,0,16,20,36
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-05-01,3,2,0,0,3,2,5
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-05-01,8,3,0,0,8,3,11
COBIJA,malaria,numero de muestras hematicas tomadas,2013-05-01,13,9,0,0,13,9,22
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-05-01,17,15,0,0,17,15,32
CUEVO,malaria,numero de muestras hematicas tomadas,2013-05-01,1,2,0,0,1,2,3
CULPINA,malaria,numero de muestras hematicas tomadas,2013-05-01,53,67,0,0,53,67,120
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-05-01,15,21,0,0,15,21,36
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-05-01,9,33,0,0,9,33,42
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-05-01,75,91,0,0,75,91,166
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-05-01,69,17,0,0,69,17,86
FILADELFIA,malaria,numero de muestras hematicas tomadas,2013-05-01,7,0,0,0,7,0,7
GUANAY,malaria,numero de muestras hematicas tomadas,2013-05-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-05-01,504,407,0,0,504,407,911
GUTIERREZ,malaria,numero de muestras hematicas tomadas,2013-05-01,0,13,0,0,0,13,13
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-05-01,50,79,0,0,50,79,129
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-05-01,1,0,0,1,1,1,2
ICLA,malaria,numero de muestras hematicas tomadas,2013-05-01,4,8,0,0,4,8,12
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-05-01,6,19,0,0,6,19,25
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-05-01,31,31,0,0,31,31,62
IXIAMAS,malaria,numero de muestras hematicas tomadas,2013-05-01,29,18,0,0,29,18,47
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-05-01,1,1,0,0,1,1,2
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-05-01,1,9,0,0,1,9,10
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-05-01,0,3,0,1,0,4,4
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-05-01,18,44,0,0,18,44,62
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-05-01,63,52,0,0,63,52,115
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-05-01,8,9,0,0,8,9,17
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-05-01,35,62,0,0,35,62,97
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-05-01,97,137,0,0,97,137,234
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-05-01,16,9,0,0,16,9,25
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-05-01,75,95,0,0,75,95,170
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-05-01,2,5,0,0,2,5,7
PADILLA,malaria,numero de muestras hematicas tomadas,2013-05-01,26,53,0,0,26,53,79
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-05-01,10,2,0,0,10,2,12
POROMA,malaria,numero de muestras hematicas tomadas,2013-05-01,112,128,0,0,112,128,240
PORONGO,malaria,numero de muestras hematicas tomadas,2013-05-01,0,5,0,0,0,5,5
PORTACHUELO,malaria,numero de muestras hematicas tomadas,2013-05-01,1,0,0,0,1,0,1
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-05-01,25,5,0,0,25,5,30
PRESTO,malaria,numero de muestras hematicas tomadas,2013-05-01,8,44,0,0,8,44,52
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-05-01,65,25,0,0,65,25,90
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-05-01,104,86,0,0,104,86,190
RAVELO,malaria,numero de muestras hematicas tomadas,2013-05-01,13,3,0,0,13,3,16
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-05-01,523,340,1,91,524,431,955
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-05-01,12,33,0,0,12,33,45
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-05-01,3,1,0,0,3,1,4
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-05-01,16,13,0,0,16,13,29
SAN JAVIER(STC),malaria,numero de muestras hematicas tomadas,2013-05-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-05-01,10,20,0,0,10,20,30
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-05-01,125,84,0,0,125,84,209
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-05-01,24,46,0,0,24,46,70
SAN PEDRO DE BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-05-01,37,28,0,0,37,28,65
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-05-01,55,42,0,0,55,42,97
SANTA CRUZ DE LA SIERRA,malaria,numero de muestras hematicas tomadas,2013-05-01,1,0,0,0,1,0,1
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-05-01,9,5,0,0,9,5,14
SENA,malaria,numero de muestras hematicas tomadas,2013-05-01,82,80,0,0,82,80,162
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-05-01,5,12,0,0,5,12,17
SUCRE,malaria,numero de muestras hematicas tomadas,2013-05-01,33,71,0,0,33,71,104
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-05-01,9,14,0,0,9,14,23
TARVITA,malaria,numero de muestras hematicas tomadas,2013-05-01,1,17,0,0,1,17,18
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-05-01,3,4,0,0,3,4,7
TOMINA,malaria,numero de muestras hematicas tomadas,2013-05-01,0,0,0,1,0,1,1
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-05-01,10,15,0,0,10,15,25
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-05-01,1,1,0,0,1,1,2
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-05-01,0,14,0,0,0,14,14
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-05-01,92,87,0,0,92,87,179
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-05-01,60,38,0,0,60,38,98
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-05-01,8,10,0,0,8,10,18
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-05-01,15,46,0,0,15,46,61
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-05-01,131,206,0,0,131,206,337
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-05-01,11,23,0,0,11,23,34
YOTALA,malaria,numero de muestras hematicas tomadas,2013-05-01,1,25,0,0,1,25,26
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-05-01,4,10,0,0,4,10,14
ACACIO,malaria,numero de muestras hematicas tomadas,2013-06-01,3,19,0,0,3,19,22
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
ALCALA,malaria,numero de muestras hematicas tomadas,2013-06-01,0,7,0,0,0,7,7
APOLO,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-06-01,18,26,0,0,18,26,44
BAURES,malaria,numero de muestras hematicas tomadas,2013-06-01,20,23,0,0,20,23,43
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-06-01,54,29,0,0,54,29,83
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-06-01,18,20,0,0,18,20,38
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-06-01,3,2,0,0,3,2,5
CABEZAS,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-06-01,0,52,0,0,0,52,52
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-06-01,11,20,0,0,11,20,31
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-06-01,15,14,0,0,15,14,29
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-06-01,3,1,0,0,3,1,4
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-06-01,2,2,0,0,2,2,4
COBIJA,malaria,numero de muestras hematicas tomadas,2013-06-01,23,9,0,0,23,9,32
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-06-01,15,13,0,0,15,13,28
COROICO,malaria,numero de muestras hematicas tomadas,2013-06-01,0,1,0,0,0,1,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-06-01,4,1,0,0,4,1,5
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-06-01,20,22,0,0,20,22,42
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-06-01,2,8,0,0,2,8,10
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-06-01,213,216,0,0,213,216,429
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-06-01,96,0,0,0,96,0,96
FILADELFIA,malaria,numero de muestras hematicas tomadas,2013-06-01,35,36,0,0,35,36,71
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2013-06-01,0,0,1,0,1,0,1
GUANAY,malaria,numero de muestras hematicas tomadas,2013-06-01,3,1,0,0,3,1,4
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-06-01,768,622,4,3,772,625,1397
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-06-01,31,27,0,0,31,27,58
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-06-01,5,6,3,3,8,9,17
ICLA,malaria,numero de muestras hematicas tomadas,2013-06-01,3,15,0,0,3,15,18
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-06-01,117,92,0,0,117,92,209
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-06-01,39,15,0,0,39,15,54
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-06-01,0,9,0,0,0,9,9
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-06-01,58,80,0,0,58,80,138
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-06-01,34,76,0,0,34,76,110
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-06-01,98,94,0,0,98,94,192
MAPIRI,malaria,numero de muestras hematicas tomadas,2013-06-01,2,2,0,0,2,2,4
MOJOCOYA,malaria,numero de muestras hematicas tomadas,2013-06-01,36,17,0,0,36,17,53
MONTEAGUDO,malaria,numero de muestras hematicas tomadas,2013-06-01,80,137,0,0,80,137,217
NACEBE (SANTA ROSA DEL ABUNA),malaria,numero de muestras hematicas tomadas,2013-06-01,32,21,0,0,32,21,53
NUEVO MANOA (NUEVA ESPERANZA),malaria,numero de muestras hematicas tomadas,2013-06-01,97,52,0,0,97,52,149
PADCAYA,malaria,numero de muestras hematicas tomadas,2013-06-01,8,13,0,0,8,13,21
PADILLA,malaria,numero de muestras hematicas tomadas,2013-06-01,9,7,0,0,9,7,16
PALOS BLANCOS,malaria,numero de muestras hematicas tomadas,2013-06-01,16,9,0,0,16,9,25
POROMA,malaria,numero de muestras hematicas tomadas,2013-06-01,89,85,0,5,89,90,179
PORONGO,malaria,numero de muestras hematicas tomadas,2013-06-01,3,6,0,0,3,6,9
PORVENIR,malaria,numero de muestras hematicas tomadas,2013-06-01,64,63,0,0,64,63,127
PRESTO,malaria,numero de muestras hematicas tomadas,2013-06-01,17,14,0,0,17,14,31
PUERTO GONZALO MORENO,malaria,numero de muestras hematicas tomadas,2013-06-01,52,22,0,1,52,23,75
PUERTO RICO,malaria,numero de muestras hematicas tomadas,2013-06-01,106,69,0,0,106,69,175
REYES,malaria,numero de muestras hematicas tomadas,2013-06-01,0,1,0,0,0,1,1
RIBERALTA,malaria,numero de muestras hematicas tomadas,2013-06-01,746,635,2,0,748,635,1383
RURRENABAQUE,malaria,numero de muestras hematicas tomadas,2013-06-01,1,1,1,1,2,2,4
SAIPINA,malaria,numero de muestras hematicas tomadas,2013-06-01,38,28,0,0,38,28,66
SAN CARLOS,malaria,numero de muestras hematicas tomadas,2013-06-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,malaria,numero de muestras hematicas tomadas,2013-06-01,9,13,0,0,9,13,22
SAN JOAQUIN,malaria,numero de muestras hematicas tomadas,2013-06-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,malaria,numero de muestras hematicas tomadas,2013-06-01,15,45,0,0,15,45,60
SAN LORENZO(PND),malaria,numero de muestras hematicas tomadas,2013-06-01,251,151,0,0,251,151,402
SAN LUCAS,malaria,numero de muestras hematicas tomadas,2013-06-01,25,57,0,0,25,57,82
SAN PEDRO(PND),malaria,numero de muestras hematicas tomadas,2013-06-01,35,18,0,0,35,18,53
SANTA ROSA,malaria,numero de muestras hematicas tomadas,2013-06-01,5,7,0,0,5,7,12
SENA,malaria,numero de muestras hematicas tomadas,2013-06-01,56,56,0,0,56,56,112
SOPACHUY,malaria,numero de muestras hematicas tomadas,2013-06-01,8,18,0,0,8,18,26
SUCRE,malaria,numero de muestras hematicas tomadas,2013-06-01,19,26,0,0,19,26,45
TARABUCO,malaria,numero de muestras hematicas tomadas,2013-06-01,11,8,0,0,11,8,19
TARVITA,malaria,numero de muestras hematicas tomadas,2013-06-01,0,16,0,0,0,16,16
TEOPONTE,malaria,numero de muestras hematicas tomadas,2013-06-01,5,3,0,0,5,3,8
TOMINA,malaria,numero de muestras hematicas tomadas,2013-06-01,12,30,0,0,12,30,42
TORO TORO,malaria,numero de muestras hematicas tomadas,2013-06-01,14,18,0,0,14,18,32
VALLEGRANDE,malaria,numero de muestras hematicas tomadas,2013-06-01,1,0,0,0,1,0,1
VILLA CHARCAS,malaria,numero de muestras hematicas tomadas,2013-06-01,13,18,0,0,13,18,31
VILLA MONTES,malaria,numero de muestras hematicas tomadas,2013-06-01,102,126,0,0,102,126,228
VILLA NUEVA (LOMA ALTA),malaria,numero de muestras hematicas tomadas,2013-06-01,37,31,0,0,37,31,68
VILLA SERRANO,malaria,numero de muestras hematicas tomadas,2013-06-01,74,62,0,0,74,62,136
VILLA TUNARI,malaria,numero de muestras hematicas tomadas,2013-06-01,0,1,0,0,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),malaria,numero de muestras hematicas tomadas,2013-06-01,16,41,0,0,16,41,57
YACUIBA,malaria,numero de muestras hematicas tomadas,2013-06-01,131,271,0,0,131,271,402
YAMPARAEZ,malaria,numero de muestras hematicas tomadas,2013-06-01,40,99,0,0,40,99,139
YAPACANI,malaria,numero de muestras hematicas tomadas,2013-06-01,3,2,0,0,3,2,5
YOTALA,malaria,numero de muestras hematicas tomadas,2013-06-01,3,11,0,0,3,11,14
ZUDAÑEZ,malaria,numero de muestras hematicas tomadas,2013-06-01,2,4,0,0,2,4,6
ACACIO,malaria,numero de muestras hematicas tomadas,2013-07-01,6,18,0,0,6,18,24
AIQUILE,malaria,numero de muestras hematicas tomadas,2013-07-01,2,1,0,0,2,1,3
ALCALA,malaria,numero de muestras hematicas tomadas,2013-07-01,5,14,0,0,5,14,19
APOLO,malaria,numero de muestras hematicas tomadas,2013-07-01,0,2,0,0,0,2,2
AZURDUY,malaria,numero de muestras hematicas tomadas,2013-07-01,17,11,0,0,17,11,28
BAURES,malaria,numero de muestras hematicas tomadas,2013-07-01,18,11,0,0,18,11,29
BELLA FLOR,malaria,numero de muestras hematicas tomadas,2013-07-01,44,20,0,0,44,20,64
BERMEJO,malaria,numero de muestras hematicas tomadas,2013-07-01,12,16,0,0,12,16,28
BOLPEBRA,malaria,numero de muestras hematicas tomadas,2013-07-01,20,17,0,0,20,17,37
BUENA VISTA,malaria,numero de muestras hematicas tomadas,2013-07-01,2,3,0,0,2,3,5
CAMARGO,malaria,numero de muestras hematicas tomadas,2013-07-01,2,58,0,0,2,58,60
CAMATAQUI (C. VILLA ABECIA),malaria,numero de muestras hematicas tomadas,2013-07-01,2,10,0,0,2,10,12
CAMIRI,malaria,numero de muestras hematicas tomadas,2013-07-01,7,6,0,0,7,6,13
CARANAVI,malaria,numero de muestras hematicas tomadas,2013-07-01,2,2,0,0,2,2,4
CARAPARI,malaria,numero de muestras hematicas tomadas,2013-07-01,4,6,0,0,4,6,10
COBIJA,malaria,numero de muestras hematicas tomadas,2013-07-01,14,14,0,0,14,14,28
CONCEPCION,malaria,numero de muestras hematicas tomadas,2013-07-01,23,20,0,0,23,20,43
COROICO,malaria,numero de muestras hematicas tomadas,2013-07-01,1,0,0,0,1,0,1
CULPINA,malaria,numero de muestras hematicas tomadas,2013-07-01,13,34,0,0,13,34,47
EL TORNO,malaria,numero de muestras hematicas tomadas,2013-07-01,23,16,0,0,23,16,39
EL VILLAR,malaria,numero de muestras hematicas tomadas,2013-07-01,4,10,0,0,4,10,14
ENTRE RIOS TRJ,malaria,numero de muestras hematicas tomadas,2013-07-01,143,173,0,0,143,173,316
EUREKA (SANTOS MERCADO),malaria,numero de muestras hematicas tomadas,2013-07-01,133,0,0,0,133,0,133
GRAL. J.J. PEREZ (CHARAZANI),malaria,numero de muestras hematicas tomadas,2013-07-01,1,1,0,0,1,1,2
GUANAY,malaria,numero de muestras hematicas tomadas,2013-07-01,1,1,0,0,1,1,2
GUAYARAMERIN,malaria,numero de muestras hematicas tomadas,2013-07-01,663,741,1,1,664,742,1406
HUACARETA,malaria,numero de muestras hematicas tomadas,2013-07-01,8,13,0,0,8,13,21
HUACAYA (VILLA DE HUACAYA),malaria,numero de muestras hematicas tomadas,2013-07-01,3,8,0,0,3,8,11
ICLA,malaria,numero de muestras hematicas tomadas,2013-07-01,12,12,0,0,12,12,24
INCAHUASI,malaria,numero de muestras hematicas tomadas,2013-07-01,3,7,0,0,3,7,10
INGAVI (HUMAITA),malaria,numero de muestras hematicas tomadas,2013-07-01,28,22,0,0,28,22,50
LA ASUNTA,malaria,numero de muestras hematicas tomadas,2013-07-01,2,0,0,0,2,0,2
LA GUARDIA,malaria,numero de muestras hematicas tomadas,2013-07-01,4,0,0,0,4,0,4
LAGUNILLAS,malaria,numero de muestras hematicas tomadas,2013-07-01,0,11,0,0,0,11,11
LAS CARRERAS,malaria,numero de muestras hematicas tomadas,2013-07-01,5,14,0,0,5,14,19
MACHARETI,malaria,numero de muestras hematicas tomadas,2013-07-01,27,51,0,0,27,51,78
MAGDALENA,malaria,numero de muestras hematicas tomadas,2013-07-01,89,68,0,0,89,68,157
