municipality,group,variable,month,Nº de reuniones realizadas con Comités Loc. de Salud,TOTAL
HUANUNI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
ICLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
LA ASUNTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
LA PAZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,15,15
LAJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
LLALLAGUA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
MACHARETI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
MOJOCOYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,10,10
MONTERO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
PADILLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
PAZÑA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
POCONA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
POOPO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,8,8
PORONGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,22,22
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,8,8
PUNA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,15,15
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,9,9
RAVELO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
SACABA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
SACABAMBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SACACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
SAIPINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
SAN ANDRES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
SAN BENITO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
SAN BORJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,24,24
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,19,19
SAN PEDRO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,7,7
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,8,8
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SANTIVAÑES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
SIPE SIPE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
SORACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
SORATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,11,11
TACOPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,25,25
TARVITA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
TIAWANACU,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,6,6
TIPUANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
TOMAVE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
TORO TORO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,7,7
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
TOTORA(ORR),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
TRINIDAD,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,10,10
UNCIA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
VALLEGRANDE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
VILLA RIVERO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
VILLA SERRANO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,5,5
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,9,9
YACUIBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
YAMPARAEZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
YAPACANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,3,3
YOTALA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,1,1
ZUDAÑEZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-04-01,8,8
ACHOCALLA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
AIQUILE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
ANZALDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
ARANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
ARBIETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
ARQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
BAURES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
BERMEJO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
BETANZOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,18,18
BUENA VISTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
CABEZAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,10,10
CAJUATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CAMIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
CAPINOTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
CAQUIAVIRI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
CARACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CHAQUI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
CHARAGUA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CHAYANTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,13,13
CHUA COCANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,8,8
CLIZA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
COBIJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,12,12
COLCAPIRHUA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
"COLCHA ""K""",actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
CORIPATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CORQUE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
COTAGAITA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,7,7
COTOCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
CUEVO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,15,15
EL ALTO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,22,22
EL CHORO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
EL TORNO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,10,10
EL VILLAR,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,7,7
GUANAY,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
HUACARETA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
HUANUNI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
HUATAJATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,6,6
IXIAMAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
LA ASUNTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,15,15
LAGUNILLAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
LAJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
LLICA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
LORETO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,7,7
MACHARETI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,60,60
MONTEAGUDO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,11,11
MONTERO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,5,5
MOROCHATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
NACEBE (SANTA ROSA DEL ABUNA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PADCAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
PAILON,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PALCA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,5,5
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PASORAPA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
PATACAMAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
POCONA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
POJO (CBBA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
POOPO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PORCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
POROMA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
PORONGO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
PORVENIR,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,9,9
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,13,13
PUNA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,14,14
PUNATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
QUILLACOLLO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,7,7
RAVELO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
REYES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,6,6
ROBORE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,8,8
SACABA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
SACACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,7,7
SAN ANDRES,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,8,8
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SAN BENITO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
SAN CARLOS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
SAN JULIAN,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
SAN LUCAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,18,18
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,13,13
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,3,3
SHINAOTA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
SIPE SIPE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,73,73
SORACACHI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,6,6
SORATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
SUCRE,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,25,25
TACOBAMBA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
TAPACARI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,1,1
TARATA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
TARIJA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,25,25
TARVITA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,4,4
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,5,5
TIPUANI,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de reuniones realizadas con comites loc. de salud,2015-05-01,2,2
