municipality,group,variable,month,Nº de quejas y reclamos realizadas por los usuarios,TOTAL
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,20,20
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,2,2
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,2,2
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
TODOS SANTOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,8,8
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,2,2
TUPIZA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,10,10
VITICHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-08-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,3,3
CKOCHAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,3,3
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,16,16
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,35,35
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
POJO (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,4,4
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,6,6
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
RIBERALTA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,10,10
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SAN PEDRO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,41,41
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,2,2
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,6,6
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,3,3
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,12,12
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,3,3
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-09-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
APOLO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
AZURDUY,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
CKOCHAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,26,26
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,18,18
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,3,3
MIZQUE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,17,17
PUNA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
ROBORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SABAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,18,18
SORACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,7,7
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,3,3
TARIJA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,71,71
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,10,10
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-10-01,2,2
ANZALDO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
"CAIZA ""D""",actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
CHIMORE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
COLQUECHACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
CULPINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,77,77
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
INCAHUASI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
IXIAMAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,19,19
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
POCONA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,5,5
PORONGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,10,10
PRESTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
SAN IGNACIO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,8,8
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
SAN LUCAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,3,3
SORATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
TARATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,3,3
TINGUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
TOTORA(CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,57,57
VILLA TUNARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
WARNES,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-11-01,1,1
CAMARGO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
COCHABAMBA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,4,4
COTOCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
EL ALTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,34,34
EL TORNO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,2,2
GUAQUI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,62,62
MACHACAMARCA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
ORURO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,2,2
POJO (CBBA),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
POTOSI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,11,11
SACACA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,3,3
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
SAN MATIAS,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,3,3
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,10,10
SORACACHI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
SUCRE,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,5,5
TAPACARI,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
TARABUCO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
TIQUIPAYA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,2,2
TOMINA,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
VINTO,actividades del establecimiento y con la comunidad,no de quejas y reclamos realizadas por los usuarios,2015-12-01,1,1
