,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO A. < 15,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO B. 15 A 19,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO C. 20 - 34,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO D. 35 - 49,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,NUEVAS ANTES DEL 5TO MES DE EMBARAZO E. 50 Y +,TOTALES
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,4,1,228,32,1149,198,255,20,0,0,1887
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,1,0,0,0,0,0,3
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,1,13,0,2,0,0,0,18
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,3,0,0,0,0,0,4
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,6,0,28,0,77,1,30,0,0,0,142
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,1,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,13,0,2,0,0,0,19
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,14,0,39,0,5,0,0,0,59
ESCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,1,0,0,0,2
ESMERALDA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,2,1,1,0,0,0,4
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,1,1,0,0,0,0,0,2
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,2,0,2,0,0,0,5
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,9,0,0,0,0,0,12
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,5,0,0,0,0,0,7
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,6,0,11,0,3,0,0,0,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,5,0,2,0,0,0,11
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,1,13,1,0,1,0,0,18
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,7,1,3,0,0,0,13
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,27,1,68,0,8,0,0,0,106
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,15,0,2,0,0,0,19
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,2,7,0,1,0,0,0,12
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,2,1,0,1,0,0,6
HUACHACALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,1,0,1,0,0,0,3
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,0,26,1,1,0,0,0,35
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,2,0,1,0,0,0,6
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,2,0,1,0,0,0,4
HUATAJATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,2,0,0,0,0,0,2
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,0,2,0,0,0,0,2
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,5,1,1,0,0,0,10
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,6,3,2,0,0,0,11
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,0,1,1,0,0,0,4
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,1,5,1,0,0,0,0,8
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,4,1,0,0,0,10
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,11,0,0,0,0,0,15
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,1,0,0,2,0,0,0,5
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,15,2,59,2,6,0,0,0,86
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,7,0,56,0,108,0,19,0,0,0,190
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,40,0,177,0,1134,0,305,0,0,0,1656
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,1,0,7,2,1,0,0,0,13
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,14,0,0,0,0,0,16
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,5,1,0,0,0,0,7
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,13,0,47,1,12,0,0,0,73
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,1,1,1,0,0,4
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,1,0,6,0,0,0,0,8
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,11,0,2,0,0,0,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,2,0,1,0,0,0,3
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,4,0,11,0,0,0,0,0,16
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,44,1,0,0,0,0,49
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,12,0,16,0,0,0,0,0,28
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,1,0,0,0,1,0,0,2
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,14,1,1,0,0,0,20
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,11,2,1,0,0,0,15
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,15,0,13,0,2,0,0,0,30
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,13,1,24,1,5,0,0,0,44
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,6,0,0,0,0,0,11
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,0,2,4,1,0,0,9
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,13,0,31,0,4,0,0,0,48
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,39,3,131,1,23,0,0,0,199
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,1,1,1,0,0,0,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,2,2,2,1,0,0,0,9
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,0,1,0,0,0,6
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,1,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,2,0,8,6,5,4,0,0,26
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,6,0,1,0,0,0,12
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,0,0,0,0,0,5
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,0,115,4,582,17,130,2,5,0,858
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,8,0,2,2,0,0,17
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,14,0,0,0,0,0,17
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,6,0,20,0,2,0,0,0,28
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,8,2,16,0,2,0,0,0,28
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,9,1,33,0,5,0,0,0,49
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,3,0,1,0,0,0,6
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,8,0,2,0,0,0,12
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,0,0,0,0,3
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,1,0,0,0,0,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,0,78,0,6,1,0,0,92
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,2,0,0,0,0,0,3
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,12,0,1,0,0,0,17
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,1,5,1,6,1,0,0,18
POCONA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,1,6,0,4,0,0,0,15
POJO (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,0,2,1,11,0,2,0,0,0,19
POOPO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,11,0,2,0,0,0,14
PORCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,1,8,0,3,0,0,0,15
POROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,7,4,4,2,0,0,20
PORONGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,6,0,10,0,0,0,0,0,17
PORTACHUELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,0,14,0,25,0,5,0,0,0,47
PORVENIR,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,6,0,1,0,0,0,10
POTOSI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,4,0,61,4,381,10,83,4,1,0,548
PRESTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,2,1,1,2,0,0,10
PUCARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,1,0,0,0,2
PUCARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,13,0,25,1,3,1,0,0,43
PUERTO ACOSTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,1,2,3,2,0,0,0,10
PUERTO CARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,8,1,3,0,0,0,13
PUERTO GONZALO MORENO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,2,5,2,2,0,0,0,14
PUERTO PEREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,5,0,0,0,0,0,5
PUERTO QUIJARRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,19,0,23,0,2,0,0,0,45
PUERTO RICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,14,0,0,0,0,0,17
PUERTO SILES,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,0,0,0,0,0,0,1
PUERTO SUAREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,6,0,19,0,2,0,0,0,28
PUERTO VILLARROEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,4,0,25,2,87,0,8,0,0,0,126
PUNA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,1,9,2,2,0,0,0,19
PUNATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,1,36,1,11,0,0,0,56
QUIABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,5,0,0,0,0,0,5
QUILLACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,45,1,162,7,36,3,0,0,255
QUIME,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,6,0,0,0,0,0,8
QUIRUSILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
RAVELO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,5,1,7,2,3,1,0,0,20
REYES,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,2,9,2,1,2,0,0,18
RIBERALTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,10,0,86,2,161,3,18,0,0,0,280
ROBORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,8,0,8,0,2,0,0,0,18
RURRENABAQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,13,0,33,1,5,0,0,0,53
SABAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,2,0,0,0,0,0,3
SACABA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,4,1,89,3,177,5,35,0,0,0,314
SACABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,6,1,0,0,0,0,9
SACACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,10,2,11,1,2,0,0,0,26
SAIPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,2,0,0,0,0,0,5
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,3,1,5,1,1,0,0,0,12
SAMAIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,6,0,1,0,0,0,10
SAN AGUSTIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,0,0,0,0,3
SAN ANDRES,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,9,0,16,0,1,0,0,0,26
SAN ANDRES DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,3,0,1,0,0,0,8
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,2,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,2,2,0,0,0,0,0,5
SAN BENITO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,12,0,1,0,0,0,16
SAN BORJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,2,15,3,36,0,8,1,0,0,68
SAN BUENA VENTURA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,1,7,0,13,1,2,1,0,0,25
SAN CARLOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,9,0,12,1,1,1,0,0,24
SAN IGNACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,5,1,10,0,1,0,0,0,18
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,1,30,3,58,5,11,0,0,0,111
SAN JAVIER(BNI),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,1,0,1,0,0,0,3
SAN JAVIER(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,10,0,0,0,0,0,14
SAN JOAQUIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,9,0,10,1,2,0,0,0,23
SAN JUAN DE YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,3,0,3,0,1,0,0,0,9
SAN JULIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,13,0,23,0,3,0,0,0,40
SAN LORENZO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,4,1,0,1,0,0,0,10
SAN LORENZO(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,17,2,1,0,0,0,25
SAN LUCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,16,1,18,7,10,2,0,0,54
SAN MATIAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,6,0,11,0,2,0,0,0,19
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,11,0,5,0,0,0,20
SAN PABLO DE LIPEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,0,0,0,0,0,5
SAN PEDRO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,3,0,13,1,1,0,0,0,19
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,4,5,13,0,1,0,0,0,25
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,7,0,1,0,0,0,10
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,2,0,0,0,5
SAN PEDRO(PND),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,1,1,1,0,0,0,0,0,0,3
SAN RAFAEL,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
SAN RAMON BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,9,0,1,0,0,0,14
SAN RAMON SCZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,6,0,10,0,2,0,0,0,18
SANTA ANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,4,0,7,0,18,0,4,0,0,0,33
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,30,0,585,0,1987,18,309,0,8,0,2937
SANTA ROSA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,10,0,8,1,2,0,0,0,21
SANTA ROSA DEL SARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,0,13,0,4,0,0,0,24
SANTIAGO DE CALLAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,0,1,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,1,4,1,2,0,0,0,9
SANTIAGO DE HUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,3,0,0,0,0,0,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,3,0,0,0,0,0,4
SANTIVAÑES,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,4,0,4,0,2,0,0,0,11
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,1,1,0,0,0,5
SAPAHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,5,0,2,0,0,0,7
SENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,6,0,14,0,2,0,0,0,23
SHINAOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,21,0,39,1,5,0,0,0,68
SICA SICA (VILLA AROMA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,10,0,16,0,0,0,0,0,26
SICAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,6,0,0,0,0,0,7
SIPE SIPE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,18,0,54,0,7,0,0,0,79
SOPACHUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,2,1,1,1,0,0,7
SORACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,6,0,2,0,0,0,9
SORATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,6,0,6,1,8,1,0,0,22
SUCRE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,3,0,107,7,390,4,91,0,0,0,602
TACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,1,0,0,0,2
TACACOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
TACOBAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,2,0,4,0,1,1,0,0,9
TACOPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,0,3,0,0,0,8
TAHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,9,1,3,1,0,0,17
TARABUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,3,2,0,1,1,0,8
TARACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,0,0,0,0,3
TARATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,7,0,1,0,0,0,8
TARIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,61,3,476,8,108,4,9,0,671
TARVITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,8,0,9,0,2,0,0,0,19
TEOPONTE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,4,0,6,0,0,0,12
TIAWANACU,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,12,1,2,0,0,0,18
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,3,7,6,5,4,0,0,26
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,4,0,0,0,0,0,5
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,26,0,74,4,10,0,0,0,114
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,1,11,0,3,0,0,0,22
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,4,0,2,0,0,0,0,0,7
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,1,5,0,1,0,0,0,8
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,3,0,0,0,0,0,3
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,2,6,0,0,0,0,0,8
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,2,0,0,0,0,0,3
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,4,0,5,1,0,0,0,0,10
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,7,0,12,0,4,1,0,0,24
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,1,0,0,0,0,0,0,0,1
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,5,0,66,2,204,1,32,0,0,0,310
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,1,4,2,31,18,5,4,0,0,65
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,3,0,2,0,0,0,8
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,0,0,2,1,0,0,0,0,3
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,8,2,0,0,0,0,15
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,5,0,6,0,4,1,0,0,16
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,2,0,4,0,2,0,0,0,8
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,1,11,0,33,1,6,0,0,0,52
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,0,0,3,0,5,0,3,0,0,0,11
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,2,0,4,0,14,0,8,0,0,0,28
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2016-04-01,1,0,3,7,32,40,8,9,0,0,100
