,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
LAS CARRERAS,consultas prenatales,repetidas,2016-04-01,1,0,3,1,12,0,6,0,0,0,23
LICOMA PAMPA,consultas prenatales,repetidas,2016-04-01,1,0,3,0,1,0,3,0,0,0,8
LLALLAGUA,consultas prenatales,repetidas,2016-04-01,0,1,62,3,276,6,41,2,0,0,391
LLICA,consultas prenatales,repetidas,2016-04-01,0,0,2,0,6,1,1,0,0,0,10
LORETO,consultas prenatales,repetidas,2016-04-01,1,0,0,0,4,5,2,0,0,0,12
LURIBAY,consultas prenatales,repetidas,2016-04-01,0,0,8,0,21,1,5,0,0,0,35
MACHACAMARCA,consultas prenatales,repetidas,2016-04-01,0,0,2,0,9,0,1,1,0,0,13
MACHARETI,consultas prenatales,repetidas,2016-04-01,2,0,9,0,27,1,2,0,0,0,41
MAGDALENA,consultas prenatales,repetidas,2016-04-01,0,0,16,0,116,0,8,0,0,0,140
MAIRANA,consultas prenatales,repetidas,2016-04-01,5,0,31,0,79,0,11,0,0,0,126
MALLA,consultas prenatales,repetidas,2016-04-01,0,0,0,2,0,0,0,1,0,0,3
MAPIRI,consultas prenatales,repetidas,2016-04-01,0,0,23,1,62,4,11,0,0,0,101
MECAPACA,consultas prenatales,repetidas,2016-04-01,1,0,9,0,39,3,5,0,0,0,57
MINEROS,consultas prenatales,repetidas,2016-04-01,3,0,48,0,96,0,9,1,0,0,157
MIZQUE,consultas prenatales,repetidas,2016-04-01,1,0,45,0,92,3,29,0,0,0,170
MOCOMOCO,consultas prenatales,repetidas,2016-04-01,0,0,10,1,21,1,9,2,0,0,44
MOJINETE,consultas prenatales,repetidas,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
MOJOCOYA,consultas prenatales,repetidas,2016-04-01,0,0,14,1,22,1,7,1,0,0,46
MONTEAGUDO,consultas prenatales,repetidas,2016-04-01,4,0,34,1,151,1,24,0,0,0,215
MONTERO,consultas prenatales,repetidas,2016-04-01,8,0,208,7,565,11,68,3,0,0,870
MORO MORO,consultas prenatales,repetidas,2016-04-01,0,0,2,2,10,2,0,1,0,0,17
MOROCHATA,consultas prenatales,repetidas,2016-04-01,0,0,5,3,20,1,6,3,0,0,38
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2016-04-01,0,0,0,0,11,1,2,1,0,0,15
NAZACARA DE PACAJES,consultas prenatales,repetidas,2016-04-01,0,0,0,0,1,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2016-04-01,0,0,2,0,10,0,1,0,0,0,13
OCURI,consultas prenatales,repetidas,2016-04-01,0,0,5,6,32,12,12,13,0,0,80
OKINAWA,consultas prenatales,repetidas,2016-04-01,1,0,25,0,60,3,5,1,0,0,95
OMEREQUE,consultas prenatales,repetidas,2016-04-01,0,0,11,0,25,1,8,2,0,0,47
ORURO,consultas prenatales,repetidas,2016-04-01,9,2,415,11,2084,37,539,3,1,0,3101
PADCAYA,consultas prenatales,repetidas,2016-04-01,1,0,23,4,57,5,9,1,0,0,100
PADILLA,consultas prenatales,repetidas,2016-04-01,0,0,15,0,32,0,19,2,0,0,68
PAILON,consultas prenatales,repetidas,2016-04-01,2,0,33,0,83,0,6,0,0,0,124
PALCA,consultas prenatales,repetidas,2016-04-01,0,0,22,0,61,0,5,0,0,0,88
PALOS BLANCOS,consultas prenatales,repetidas,2016-04-01,1,0,38,0,155,2,23,0,0,0,219
PAMPA AULLAGAS,consultas prenatales,repetidas,2016-04-01,0,0,6,0,6,0,4,0,0,0,16
PAMPA GRANDE,consultas prenatales,repetidas,2016-04-01,2,0,13,0,39,0,9,0,0,0,63
PAPEL PAMPA,consultas prenatales,repetidas,2016-04-01,0,0,2,1,10,1,2,0,1,0,17
PASORAPA,consultas prenatales,repetidas,2016-04-01,0,0,2,0,3,2,1,0,0,0,8
PATACAMAYA,consultas prenatales,repetidas,2016-04-01,0,0,27,0,97,1,43,0,0,0,168
PAZÑA,consultas prenatales,repetidas,2016-04-01,0,0,5,0,16,3,5,1,0,0,30
PELECHUCO,consultas prenatales,repetidas,2016-04-01,0,0,2,0,15,1,1,0,0,0,19
POCOATA,consultas prenatales,repetidas,2016-04-01,0,0,13,8,39,25,11,11,0,0,107
POCONA,consultas prenatales,repetidas,2016-04-01,2,0,10,1,31,1,14,0,0,0,59
POJO (CBBA),consultas prenatales,repetidas,2016-04-01,0,0,16,0,33,2,5,0,0,0,56
POOPO,consultas prenatales,repetidas,2016-04-01,0,0,5,0,24,1,3,0,0,0,33
PORCO,consultas prenatales,repetidas,2016-04-01,0,0,16,0,50,1,5,0,0,0,72
POROMA,consultas prenatales,repetidas,2016-04-01,1,0,15,4,25,12,11,7,0,0,75
PORONGO,consultas prenatales,repetidas,2016-04-01,1,0,2,0,21,3,4,0,0,0,31
PORTACHUELO,consultas prenatales,repetidas,2016-04-01,10,0,71,0,194,0,19,0,0,0,294
PORVENIR,consultas prenatales,repetidas,2016-04-01,2,0,10,0,22,0,3,0,0,0,37
POSTRER VALLE,consultas prenatales,repetidas,2016-04-01,0,0,1,1,2,0,0,0,0,0,4
POTOSI,consultas prenatales,repetidas,2016-04-01,5,0,308,3,1272,26,279,5,2,0,1900
PRESTO,consultas prenatales,repetidas,2016-04-01,0,0,4,1,12,7,10,6,0,0,40
PUCARA,consultas prenatales,repetidas,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
PUCARANI,consultas prenatales,repetidas,2016-04-01,1,0,21,5,80,10,14,2,0,0,133
PUERTO ACOSTA,consultas prenatales,repetidas,2016-04-01,0,0,8,1,4,6,4,2,0,0,25
PUERTO CARABUCO,consultas prenatales,repetidas,2016-04-01,1,0,8,2,24,4,9,2,0,0,50
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2016-04-01,1,0,13,2,19,2,6,0,0,0,43
PUERTO PEREZ,consultas prenatales,repetidas,2016-04-01,0,0,6,1,11,0,3,0,0,0,21
PUERTO QUIJARRO,consultas prenatales,repetidas,2016-04-01,0,0,41,0,46,0,24,0,0,0,111
PUERTO RICO,consultas prenatales,repetidas,2016-04-01,2,0,28,0,38,0,4,0,0,0,72
PUERTO SILES,consultas prenatales,repetidas,2016-04-01,1,0,0,0,4,0,0,0,0,0,5
PUERTO SUAREZ,consultas prenatales,repetidas,2016-04-01,5,0,39,0,83,0,10,0,0,0,137
PUERTO VILLARROEL,consultas prenatales,repetidas,2016-04-01,6,0,110,0,340,0,51,0,0,0,507
PUNA,consultas prenatales,repetidas,2016-04-01,0,0,16,1,54,5,17,1,0,0,94
PUNATA,consultas prenatales,repetidas,2016-04-01,0,0,48,2,189,1,31,2,0,0,273
QUIABAYA,consultas prenatales,repetidas,2016-04-01,0,0,5,0,7,0,0,0,0,0,12
QUILLACOLLO,consultas prenatales,repetidas,2016-04-01,6,1,202,13,705,50,118,8,0,0,1103
QUIME,consultas prenatales,repetidas,2016-04-01,0,0,8,0,22,0,3,0,0,0,33
QUIRUSILLAS,consultas prenatales,repetidas,2016-04-01,0,0,2,0,7,0,1,0,0,0,10
RAVELO,consultas prenatales,repetidas,2016-04-01,0,0,9,3,15,23,5,6,0,0,61
REYES,consultas prenatales,repetidas,2016-04-01,1,0,29,0,59,3,15,1,0,0,108
RIBERALTA,consultas prenatales,repetidas,2016-04-01,18,0,345,2,712,3,97,0,1,0,1178
ROBORE,consultas prenatales,repetidas,2016-04-01,10,0,15,0,48,0,13,0,0,0,86
RURRENABAQUE,consultas prenatales,repetidas,2016-04-01,4,0,35,0,104,0,24,0,0,0,167
SABAYA,consultas prenatales,repetidas,2016-04-01,0,0,4,0,12,1,4,0,0,0,21
SACABA,consultas prenatales,repetidas,2016-04-01,6,1,279,2,831,27,180,3,0,0,1329
SACABAMBA,consultas prenatales,repetidas,2016-04-01,0,0,7,0,6,0,2,0,0,0,15
SACACA,consultas prenatales,repetidas,2016-04-01,3,0,12,5,73,11,22,1,0,0,127
SAIPINA,consultas prenatales,repetidas,2016-04-01,1,0,4,0,29,0,2,0,0,0,36
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2016-04-01,0,0,11,1,21,6,2,1,0,0,42
SAMAIPATA,consultas prenatales,repetidas,2016-04-01,6,0,23,0,38,0,2,0,0,0,69
SAN AGUSTIN,consultas prenatales,repetidas,2016-04-01,0,0,2,0,3,0,0,0,0,0,5
SAN ANDRES,consultas prenatales,repetidas,2016-04-01,2,0,16,0,26,0,3,0,0,0,47
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2016-04-01,0,0,2,1,6,2,2,3,0,0,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2016-04-01,0,0,0,1,2,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2016-04-01,1,0,2,3,13,0,2,1,0,0,22
SAN BENITO,consultas prenatales,repetidas,2016-04-01,0,0,9,0,58,0,8,0,0,0,75
SAN BORJA,consultas prenatales,repetidas,2016-04-01,7,0,59,1,183,3,30,1,1,0,285
SAN BUENA VENTURA,consultas prenatales,repetidas,2016-04-01,0,0,18,0,44,2,7,1,0,0,72
SAN CARLOS,consultas prenatales,repetidas,2016-04-01,1,0,32,0,90,0,16,0,0,0,139
SAN IGNACIO,consultas prenatales,repetidas,2016-04-01,4,0,36,1,128,1,19,0,0,0,189
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2016-04-01,12,0,107,4,267,13,39,1,0,0,443
SAN JAVIER(BNI),consultas prenatales,repetidas,2016-04-01,0,0,2,0,4,1,0,0,0,0,7
SAN JAVIER(STC),consultas prenatales,repetidas,2016-04-01,2,0,24,0,63,0,6,0,0,0,95
SAN JOAQUIN,consultas prenatales,repetidas,2016-04-01,1,1,11,0,32,1,3,0,0,0,49
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2016-04-01,0,0,21,0,83,0,10,0,0,0,114
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2016-04-01,0,0,10,0,31,1,4,1,0,0,47
SAN JULIAN,consultas prenatales,repetidas,2016-04-01,2,0,82,1,224,1,12,0,0,0,322
SAN LORENZO(PND),consultas prenatales,repetidas,2016-04-01,1,1,15,3,15,1,3,0,0,0,39
SAN LORENZO(TJA),consultas prenatales,repetidas,2016-04-01,3,1,35,0,74,7,16,0,0,0,136
SAN LUCAS,consultas prenatales,repetidas,2016-04-01,0,0,26,14,70,36,13,11,0,0,170
SAN MATIAS,consultas prenatales,repetidas,2016-04-01,2,0,31,0,56,1,13,0,0,0,103
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2016-04-01,3,0,23,0,52,0,16,0,0,0,94
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2016-04-01,0,0,3,3,6,0,0,0,0,0,12
SAN PEDRO,consultas prenatales,repetidas,2016-04-01,2,0,23,0,69,0,13,0,0,0,107
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2016-04-01,0,1,16,3,73,20,27,2,0,0,142
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2016-04-01,0,0,6,0,13,0,5,0,0,0,24
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2016-04-01,0,0,0,0,2,3,0,0,0,0,5
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2016-04-01,0,0,3,0,9,1,4,0,0,0,17
SAN PEDRO(PND),consultas prenatales,repetidas,2016-04-01,0,0,1,1,1,3,0,0,0,0,6
SAN RAFAEL,consultas prenatales,repetidas,2016-04-01,2,0,17,0,34,0,4,0,0,0,57
SAN RAMON BENI,consultas prenatales,repetidas,2016-04-01,2,0,6,0,5,0,0,2,0,0,15
SAN RAMON SCZ,consultas prenatales,repetidas,2016-04-01,0,0,8,0,50,0,6,0,0,0,64
SANTA ANA,consultas prenatales,repetidas,2016-04-01,6,0,55,0,123,0,19,0,0,0,203
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2016-04-01,79,1,2397,10,8814,47,1301,4,12,0,12665
SANTA ROSA,consultas prenatales,repetidas,2016-04-01,0,0,7,1,29,3,2,0,0,0,42
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2016-04-01,2,0,25,0,69,0,10,0,0,0,106
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2016-04-01,1,0,3,1,5,3,2,0,0,0,15
SANTIAGO DE HUARI,consultas prenatales,repetidas,2016-04-01,0,0,3,1,17,2,2,1,0,0,26
SANTIAGO DE HUATA,consultas prenatales,repetidas,2016-04-01,1,0,6,0,10,3,0,0,0,0,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2016-04-01,0,0,9,0,12,0,1,0,0,0,22
SANTIVAÑES,consultas prenatales,repetidas,2016-04-01,0,0,11,0,28,1,5,0,0,0,45
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2016-04-01,0,0,0,1,13,3,1,2,0,0,20
SAPAHAQUI,consultas prenatales,repetidas,2016-04-01,0,0,8,0,20,4,6,1,0,0,39
SENA,consultas prenatales,repetidas,2016-04-01,2,0,9,0,27,0,2,0,0,0,40
SHINAOTA,consultas prenatales,repetidas,2016-04-01,1,0,62,0,190,3,36,3,0,0,295
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2016-04-01,0,0,34,0,78,5,20,2,0,0,139
SICAYA,consultas prenatales,repetidas,2016-04-01,0,0,8,1,8,1,4,1,0,0,23
SIPE SIPE,consultas prenatales,repetidas,2016-04-01,3,0,132,0,370,5,44,0,0,0,554
SOPACHUY,consultas prenatales,repetidas,2016-04-01,0,0,6,1,20,3,7,1,0,0,38
SORACACHI,consultas prenatales,repetidas,2016-04-01,1,1,12,1,10,6,8,3,0,0,42
SORATA,consultas prenatales,repetidas,2016-04-01,0,0,34,1,75,6,15,0,0,0,131
SUCRE,consultas prenatales,repetidas,2016-04-01,19,0,495,7,2228,8,538,2,0,0,3297
TACACHI,consultas prenatales,repetidas,2016-04-01,0,0,0,0,0,0,0,1,0,0,1
TACACOMA,consultas prenatales,repetidas,2016-04-01,0,0,4,0,12,0,1,0,0,0,17
TACOBAMBA,consultas prenatales,repetidas,2016-04-01,0,0,4,0,16,8,8,1,0,1,38
TACOPAYA,consultas prenatales,repetidas,2016-04-01,0,1,7,1,15,2,9,3,0,0,38
TAHUA,consultas prenatales,repetidas,2016-04-01,0,0,1,0,3,2,0,0,0,0,6
TAPACARI,consultas prenatales,repetidas,2016-04-01,2,0,23,5,76,6,16,3,0,0,131
TARABUCO,consultas prenatales,repetidas,2016-04-01,0,0,19,1,42,7,15,5,0,0,89
TARACO,consultas prenatales,repetidas,2016-04-01,2,0,5,0,9,0,0,0,0,0,16
TARATA,consultas prenatales,repetidas,2016-04-01,0,0,13,2,61,7,1,0,0,0,84
TARIJA,consultas prenatales,repetidas,2016-04-01,23,1,291,34,1370,61,325,9,1,0,2115
TARVITA,consultas prenatales,repetidas,2016-04-01,1,2,24,4,31,15,14,4,0,0,95
TEOPONTE,consultas prenatales,repetidas,2016-04-01,0,0,20,2,51,2,11,1,0,0,87
TIAWANACU,consultas prenatales,repetidas,2016-04-01,0,0,25,0,39,1,8,0,0,0,73
TINGUIPAYA,consultas prenatales,repetidas,2016-04-01,0,0,8,1,33,11,12,6,0,0,71
TIPUANI,consultas prenatales,repetidas,2016-04-01,0,0,8,0,32,0,4,0,0,0,44
TIQUIPAYA,consultas prenatales,repetidas,2016-04-01,0,0,96,4,347,10,47,6,0,0,510
TIRAQUE (CBBA),consultas prenatales,repetidas,2016-04-01,0,0,32,0,61,3,18,0,0,0,114
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2016-04-01,0,0,1,0,0,0,1,0,0,0,2
TOCO,consultas prenatales,repetidas,2016-04-01,0,0,15,0,34,0,8,0,0,0,57
TOLATA,consultas prenatales,repetidas,2016-04-01,0,0,9,0,36,1,6,0,0,0,52
TOLEDO,consultas prenatales,repetidas,2016-04-01,0,0,2,0,9,2,4,2,0,0,19
TOMAVE,consultas prenatales,repetidas,2016-04-01,2,0,12,2,26,11,9,4,0,0,66
TOMINA,consultas prenatales,repetidas,2016-04-01,0,0,11,1,25,2,9,1,0,0,49
TORO TORO,consultas prenatales,repetidas,2016-04-01,0,0,20,0,23,4,7,2,0,0,56
TOTORA(CBBA),consultas prenatales,repetidas,2016-04-01,0,0,46,1,75,1,10,1,0,0,134
TOTORA(ORR),consultas prenatales,repetidas,2016-04-01,0,0,5,1,7,2,2,1,0,0,18
TRIGAL,consultas prenatales,repetidas,2016-04-01,2,0,0,0,8,0,0,1,0,0,11
TRINIDAD,consultas prenatales,repetidas,2016-04-01,25,0,223,16,697,2,90,0,0,0,1053
TUPIZA,consultas prenatales,repetidas,2016-04-01,3,1,39,25,174,62,41,13,0,0,358
TURCO,consultas prenatales,repetidas,2016-04-01,0,0,0,0,10,0,4,0,0,0,14
UMALA,consultas prenatales,repetidas,2016-04-01,0,0,9,3,12,8,2,2,0,0,36
UNCIA,consultas prenatales,repetidas,2016-04-01,3,0,18,4,100,13,15,1,0,0,154
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2016-04-01,0,0,25,0,40,0,17,0,1,0,83
URUBICHA,consultas prenatales,repetidas,2016-04-01,0,0,7,0,14,0,6,0,0,0,27
UYUNI,consultas prenatales,repetidas,2016-04-01,1,0,48,0,189,3,35,1,0,0,277
VACAS,consultas prenatales,repetidas,2016-04-01,1,0,9,0,30,0,1,0,0,0,41
VALLEGRANDE,consultas prenatales,repetidas,2016-04-01,3,0,44,1,80,1,15,1,0,0,145
VIACHA,consultas prenatales,repetidas,2016-04-01,1,0,50,23,221,76,14,11,0,0,396
VILA VILA,consultas prenatales,repetidas,2016-04-01,0,0,1,0,3,0,2,0,0,0,6
VILLA CHARCAS,consultas prenatales,repetidas,2016-04-01,1,0,18,2,59,11,7,4,0,0,102
VILLA MONTES,consultas prenatales,repetidas,2016-04-01,10,0,78,6,201,4,21,0,0,0,320
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2016-04-01,0,0,5,0,9,0,0,0,0,0,14
VILLA RIVERO,consultas prenatales,repetidas,2016-04-01,0,0,24,0,46,0,9,0,0,0,79
VILLA SERRANO,consultas prenatales,repetidas,2016-04-01,2,0,12,6,22,6,5,3,0,0,56
VILLA TUNARI,consultas prenatales,repetidas,2016-04-01,10,0,155,6,360,12,71,4,0,0,618
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2016-04-01,0,0,11,1,24,2,3,0,0,0,41
VILLAZON,consultas prenatales,repetidas,2016-04-01,0,0,53,3,228,7,48,8,0,0,347
VINTO,consultas prenatales,repetidas,2016-04-01,0,0,34,3,249,9,11,1,0,0,307
VITICHI,consultas prenatales,repetidas,2016-04-01,0,0,8,1,27,1,5,2,0,0,44
WALDO BALLIVIAN,consultas prenatales,repetidas,2016-04-01,0,0,4,0,6,0,2,0,0,0,12
WARNES,consultas prenatales,repetidas,2016-04-01,18,0,310,3,588,13,79,0,0,0,1011
YACO,consultas prenatales,repetidas,2016-04-01,0,0,6,0,20,2,7,0,0,0,35
YACUIBA,consultas prenatales,repetidas,2016-04-01,5,0,99,6,431,14,91,1,0,0,647
YAMPARAEZ,consultas prenatales,repetidas,2016-04-01,0,0,14,2,22,3,7,2,0,0,50
YANACACHI,consultas prenatales,repetidas,2016-04-01,0,0,12,0,18,0,5,0,0,0,35
YAPACANI,consultas prenatales,repetidas,2016-04-01,2,0,79,9,244,23,16,1,0,0,374
YOCALLA,consultas prenatales,repetidas,2016-04-01,0,0,8,3,29,5,0,1,0,0,46
YOTALA,consultas prenatales,repetidas,2016-04-01,0,0,18,0,30,0,5,0,0,0,53
YUNCHARA,consultas prenatales,repetidas,2016-04-01,0,0,5,4,8,20,0,3,0,0,40
ZUDAÑEZ,consultas prenatales,repetidas,2016-04-01,1,0,15,1,28,2,4,2,1,0,54
ACACIO,consultas prenatales,repetidas,2016-05-01,1,0,0,1,12,8,2,0,0,0,24
ACHACACHI,consultas prenatales,repetidas,2016-05-01,1,0,53,1,139,1,12,1,0,0,208
ACHOCALLA,consultas prenatales,repetidas,2016-05-01,0,0,12,9,44,48,5,5,0,0,123
AIQUILE,consultas prenatales,repetidas,2016-05-01,2,0,33,3,64,7,33,5,0,0,147
ALALAY,consultas prenatales,repetidas,2016-05-01,0,0,2,0,2,0,2,0,0,0,6
ALCALA,consultas prenatales,repetidas,2016-05-01,1,0,2,0,8,0,3,0,0,0,14
ALTO BENI,consultas prenatales,repetidas,2016-05-01,0,0,5,0,40,0,6,0,0,0,51
ANCORAIMES,consultas prenatales,repetidas,2016-05-01,1,0,12,2,35,1,6,0,0,0,57
ANDAMARCA,consultas prenatales,repetidas,2016-05-01,0,0,5,2,6,7,1,0,0,0,21
ANTEQUERA,consultas prenatales,repetidas,2016-05-01,0,0,0,2,7,2,1,1,0,0,13
ANZALDO,consultas prenatales,repetidas,2016-05-01,1,0,2,0,9,5,0,1,0,0,18
APOLO,consultas prenatales,repetidas,2016-05-01,0,0,25,0,26,8,18,1,0,0,78
ARAMPAMPA,consultas prenatales,repetidas,2016-05-01,0,0,1,2,5,4,1,7,0,0,20
ARANI,consultas prenatales,repetidas,2016-05-01,0,0,35,0,77,0,10,1,0,0,123
ARBIETO,consultas prenatales,repetidas,2016-05-01,0,0,30,0,93,1,12,0,0,0,136
ARQUE,consultas prenatales,repetidas,2016-05-01,1,0,14,0,32,1,10,1,0,0,59
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2016-05-01,4,0,62,4,170,1,22,0,0,0,263
ATOCHA,consultas prenatales,repetidas,2016-05-01,0,0,15,0,41,0,3,0,0,0,59
AUCAPATA,consultas prenatales,repetidas,2016-05-01,0,0,1,1,6,1,1,0,0,0,10
AYATA,consultas prenatales,repetidas,2016-05-01,0,0,3,1,13,0,5,1,0,0,23
AYO AYO,consultas prenatales,repetidas,2016-05-01,1,0,11,0,27,0,6,0,0,0,45
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2016-05-01,1,0,26,1,59,7,21,2,0,0,117
AZURDUY,consultas prenatales,repetidas,2016-05-01,3,1,13,3,20,17,4,5,0,0,66
BATALLAS,consultas prenatales,repetidas,2016-05-01,0,0,16,2,55,3,5,0,0,0,81
BAURES,consultas prenatales,repetidas,2016-05-01,1,0,8,1,23,0,1,0,0,0,34
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2016-05-01,0,0,0,0,1,2,0,1,0,0,4
BELEN DE URMIRI,consultas prenatales,repetidas,2016-05-01,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,repetidas,2016-05-01,0,0,6,2,5,0,4,0,0,0,17
BERMEJO,consultas prenatales,repetidas,2016-05-01,0,0,40,0,153,2,39,1,0,0,235
BETANZOS,consultas prenatales,repetidas,2016-05-01,1,0,40,2,95,10,31,4,0,0,183
BOLIVAR,consultas prenatales,repetidas,2016-05-01,0,0,7,1,7,2,6,3,0,0,26
BOLPEBRA,consultas prenatales,repetidas,2016-05-01,0,1,0,0,2,0,2,0,0,0,5
BOYUIBE,consultas prenatales,repetidas,2016-05-01,0,0,7,1,10,0,0,0,0,0,18
BUENA VISTA,consultas prenatales,repetidas,2016-05-01,1,0,24,2,36,4,8,0,0,0,75
CABEZAS,consultas prenatales,repetidas,2016-05-01,2,0,27,2,69,3,4,0,0,0,107
CAIROMA,consultas prenatales,repetidas,2016-05-01,0,1,20,1,43,4,5,1,0,0,75
"CAIZA ""D""",consultas prenatales,repetidas,2016-05-01,0,0,7,1,44,1,8,1,0,0,62
CAJUATA,consultas prenatales,repetidas,2016-05-01,0,0,25,0,54,1,4,0,0,0,84
CALACOTO,consultas prenatales,repetidas,2016-05-01,0,0,1,1,2,1,3,4,0,0,12
CALAMARCA,consultas prenatales,repetidas,2016-05-01,0,0,10,1,47,1,7,0,0,0,66
CAMARGO,consultas prenatales,repetidas,2016-05-01,1,0,21,5,77,8,20,3,0,0,135
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2016-05-01,0,0,6,0,9,1,1,0,0,0,17
CAMIRI,consultas prenatales,repetidas,2016-05-01,0,0,82,2,199,1,42,0,0,0,326
CAPINOTA,consultas prenatales,repetidas,2016-05-01,3,0,39,0,137,0,30,1,0,0,210
CAQUIAVIRI,consultas prenatales,repetidas,2016-05-01,0,0,4,0,21,2,5,0,0,0,32
CARACOLLO,consultas prenatales,repetidas,2016-05-01,1,0,37,0,104,1,19,0,0,0,162
CARANAVI,consultas prenatales,repetidas,2016-05-01,5,0,78,0,274,3,42,0,0,0,402
CARAPARI,consultas prenatales,repetidas,2016-05-01,0,0,11,6,28,1,4,0,0,0,50
CARIPUYO,consultas prenatales,repetidas,2016-05-01,0,0,7,3,14,2,6,2,0,0,34
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2016-05-01,1,0,7,0,22,0,1,0,0,0,31
CATACORA,consultas prenatales,repetidas,2016-05-01,0,0,0,0,6,0,0,0,0,0,6
CHACARILLA,consultas prenatales,repetidas,2016-05-01,0,0,6,0,0,0,0,0,0,0,6
CHALLAPATA,consultas prenatales,repetidas,2016-05-01,0,0,49,7,166,17,30,7,0,0,276
CHAQUI,consultas prenatales,repetidas,2016-05-01,0,0,10,0,29,5,8,0,0,0,52
CHARAGUA,consultas prenatales,repetidas,2016-05-01,2,0,21,1,102,6,13,1,0,0,146
CHARAÑA,consultas prenatales,repetidas,2016-05-01,0,0,0,0,5,0,2,0,0,0,7
CHAYANTA,consultas prenatales,repetidas,2016-05-01,0,0,9,1,29,8,7,4,0,0,58
CHIMORE,consultas prenatales,repetidas,2016-05-01,2,0,57,1,135,7,19,1,0,0,222
CHIPAYA,consultas prenatales,repetidas,2016-05-01,0,0,2,0,6,0,2,0,0,0,10
CHOQUE COTA,consultas prenatales,repetidas,2016-05-01,1,0,4,0,1,0,3,0,0,0,9
CHUA COCANI,consultas prenatales,repetidas,2016-05-01,0,0,4,0,14,2,4,0,0,0,24
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2016-05-01,1,0,26,0,83,0,17,0,0,0,127
CHUMA,consultas prenatales,repetidas,2016-05-01,0,0,4,1,14,4,5,2,0,0,30
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2016-05-01,0,0,8,1,23,3,9,5,0,0,49
CKOCHAS,consultas prenatales,repetidas,2016-05-01,0,0,7,2,26,6,15,5,0,0,61
CLIZA,consultas prenatales,repetidas,2016-05-01,2,0,35,0,163,0,14,0,0,0,214
COBIJA,consultas prenatales,repetidas,2016-05-01,11,1,171,2,405,2,52,2,0,0,646
COCAPATA,consultas prenatales,repetidas,2016-05-01,0,0,19,9,27,33,7,8,0,0,103
COCHABAMBA,consultas prenatales,repetidas,2016-05-01,16,0,751,1,5123,240,1052,51,2,0,7236
COIPASA,consultas prenatales,repetidas,2016-05-01,0,0,0,0,3,0,0,0,0,0,3
COLCAPIRHUA,consultas prenatales,repetidas,2016-05-01,7,0,92,4,343,12,63,0,0,0,521
"COLCHA ""K""",consultas prenatales,repetidas,2016-05-01,1,0,12,2,38,2,1,0,0,0,56
COLLANA,consultas prenatales,repetidas,2016-05-01,0,0,2,0,11,0,2,0,0,0,15
COLOMI,consultas prenatales,repetidas,2016-05-01,0,5,27,0,112,0,22,0,0,0,166
COLPA BELGICA,consultas prenatales,repetidas,2016-05-01,2,0,11,0,35,0,3,0,0,0,51
