municipality,group,variable,month,Nº de actividades de educación en Salud Oral,TOTAL
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,22,22
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
OMEREQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,5,5
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,54,54
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,69,69
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,11,11
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
PAPEL PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
PASORAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,5,5
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,15,15
POCONA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
POJO (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
POOPO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
PORCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
POROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,83,83
PORONGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
PORTACHUELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
PORVENIR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
POSTRER VALLE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
POTOSI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,258,258
PRESTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
PUCARANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
PUERTO CARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,19,19
PUERTO GONZALO MORENO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
PUERTO PEREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
PUERTO QUIJARRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
PUERTO RICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,37,37
PUERTO VILLARROEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,142,142
PUNA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,57,57
PUNATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,213,213
QUIABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
QUILLACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,23,23
QUIME,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
QUIRUSILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
RAVELO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
RIBERALTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,11,11
RURRENABAQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
SABAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
SACABA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,63,63
SACACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,27,27
SAMAIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
SAN AGUSTIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SAN ANDRES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SAN ANDRES DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SAN BENITO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,33,33
SAN BORJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
SAN CARLOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,13,13
SAN IGNACIO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,291,291
SAN JAVIER(STC),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,45,45
SAN JOAQUIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,11,11
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
SAN JULIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SAN LORENZO(PND),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
SAN LORENZO(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
SAN LUCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
SAN MATIAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,259,259
SAN PEDRO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,13,13
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,24,24
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
SAN RAFAEL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
SAN RAMON BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
SAN RAMON SCZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
SANTA ANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,28,28
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1254,1254
SANTA ROSA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,900,900
SANTA ROSA DEL SARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,8,8
SANTIAGO DE HUARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,18,18
SANTIAGO DE HUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
SANTIVAÑES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
SAPAHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
SICAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
SIPE SIPE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,11,11
SOPACHUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,44,44
SORACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
SORATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
SUCRE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,911,911
TACOPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,111,111
TAHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
TAPACARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,383,383
TARABUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,44,44
TARACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
TARATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
TARIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,59,59
TARVITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,18,18
TEOPONTE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
TIAWANACU,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,20,20
TINGUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
TIPUANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
TIQUIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,398,398
TIRAQUE (CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,63,63
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
TOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,5,5
TOLATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
TOLEDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
TOMAVE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,69,69
TOMINA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,2,2
TORO TORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
TOTORA(CBBA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
TRIGAL,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,14,14
TRINIDAD,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,72,72
TUPIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,28,28
TURCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,15,15
UMALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,3,3
UNCIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,134,134
URUBICHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,8,8
UYUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,47,47
VACAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,53,53
VALLEGRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,322,322
VIACHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,11,11
VILA VILA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
VILLA CHARCAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
VILLA MONTES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,23,23
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,4,4
VILLA SERRANO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,30,30
VILLA TUNARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,33,33
VILLAZON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,6,6
VINTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,17,17
VITICHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,20,20
WALDO BALLIVIAN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
WARNES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,23,23
YACO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,1,1
YACUIBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,96,96
YAMPARAEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,8,8
YANACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,16,16
YAPACANI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
YOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,24,24
YOTALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,7,7
YUNCHARA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,9,9
ZUDAÑEZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-04-01,10,10
ACHACACHI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,53,53
ACHOCALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
AIQUILE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
ALCALA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,21,21
ALTO BENI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,9,9
ANCORAIMES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
ANDAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,22,22
ANTEQUERA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
ANZALDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
APOLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
ARAMPAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
ARBIETO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
ARQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,21,21
ATOCHA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
AYATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
AYO AYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,32,32
AZURDUY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
BATALLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,25,25
BAURES,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
BELEN DE URMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
BELLA FLOR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,12,12
BERMEJO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,254,254
BETANZOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
BOLIVAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,32,32
BOLPEBRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
BOYUIBE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
BUENA VISTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,12,12
CABEZAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
CAIROMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,26,26
"CAIZA ""D""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
CAJUATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,9,9
CALACOTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
CALAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
CAMARGO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,30,30
CAMIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,15,15
CAPINOTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
CAQUIAVIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
CARACOLLO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
CARANAVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,34,34
CARAPARI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,18,18
CARIPUYO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
CATACORA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
CHALLAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
CHAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
CHARAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,18,18
CHAYANTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
CHIMORE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,18,18
CHIPAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,20,20
CHUMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
CKOCHAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
CLIZA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,3,3
COBIJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,26,26
COCAPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,105,105
COCHABAMBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1959,1959
COIPASA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
COLCAPIRHUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,175,175
"COLCHA ""K""",atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
COLLANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,24,24
COLOMI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
COLPA BELGICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,3,3
COLQUECHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
COLQUIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
COMANCHE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,14,14
COMARAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,162,162
CONCEPCION,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,18,18
COPACABANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
CORIPATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,20,20
CORO CORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
COROICO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,13,13
CORQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
COTAGAITA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
COTOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,21,21
CUATRO CAÑADAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,19,19
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
CUEVO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
CURAHUARA DE CARANGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
DESAGUADERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
EL ALTO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,155,155
EL CHORO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
EL PUENTE(TJA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,46,46
EL TORNO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
EL VILLAR,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
ENTRE RIOS TRJ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,29,29
ENTRE RIOS CBBA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
ESCOMA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
EUCALIPTUS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,3,3
FERNANDEZ ALONSO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
GENERAL SAAVEDRA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,52,52
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,5,5
GUANAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,18,18
GUAQUI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
GUAYARAMERIN,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,15,15
GUTIERREZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,39,39
HUACARETA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
HUANUNI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
HUAYLLAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,17,17
HUMANATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
ICHOCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
ICLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,24,24
INCAHUASI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
INQUISIVI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,9,9
IRUPANA (VILLA DE LANZA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
IXIAMAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,6,6
JESUS DE MACHACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,12,12
LA ASUNTA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,16,16
LA GUARDIA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,22,22
LA PAZ,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,469,469
LAGUNILLAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
LAJA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
LAS CARRERAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,11,11
LICOMA PAMPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
LLALLAGUA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,15,15
LLICA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
LURIBAY,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
MACHACAMARCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,12,12
MACHARETI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,23,23
MAGDALENA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,156,156
MAIRANA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,13,13
MALLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,19,19
MAPIRI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
MECAPACA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
MINEROS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
MIZQUE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
MOCOMOCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,10,10
MOJOCOYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,14,14
MONTEAGUDO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,16,16
MONTERO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,51,51
MOROCHATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,48,48
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,13,13
OCURI,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
OKINAWA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,1,1
ORURO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,48,48
PADCAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,13,13
PADILLA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,41,41
PAILON,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
PALCA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
PALOS BLANCOS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,4,4
PAMPA AULLAGAS,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
PAMPA GRANDE,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,36,36
PASORAPA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
PATACAMAYA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,2,2
PAZÑA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,8,8
PELECHUCO,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,7,7
POCOATA,atencion odontologica no de actividades,no de actividades de educacion en salud oral,2011-05-01,9,9
