municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,24,24
BUENA VISTA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,3,3
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,12,12
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,3,3
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,38,38
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,141,141
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,29,29
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,5,5
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,18,18
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,16,16
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,17,17
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,9,9
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,2,2
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,103,103
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,22,22
PUERTO VILLARROEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,58,58
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,4,4
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,10,10
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,14,14
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,341,341
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,85,85
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,190,190
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,37,37
VIACHA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,6,6
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,12,12
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,2,2
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,30,30
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-10-01,31,31
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,86,86
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,30,30
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,11,11
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,19,19
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,115,115
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,43,43
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,11,11
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,9,9
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,14,14
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,11,11
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,18,18
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,5,5
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,119,119
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,27,27
PUERTO VILLARROEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,1,1
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,62,62
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,6,6
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,47,47
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,43,43
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,386,386
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,53,53
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,130,130
TINGUIPAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,3,3
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,12,12
VIACHA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,5,5
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,31,31
VILLA SERRANO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,29,29
VILLA TUNARI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,1,1
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,32,32
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-11-01,9,9
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,32,32
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,18,18
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,11,11
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,1,1
COCHABAMBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,1,1
COTOCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,4,4
CULPINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,21,21
EL ALTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,135,135
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,38,38
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,6,6
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,20,20
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,26,26
LAS CARRERAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,4,4
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,6,6
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,71,71
ORURO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,8,8
PADILLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,6,6
PALCA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,165,165
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,6,6
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,72,72
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,8,8
SANTA ANA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,2,2
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,11,11
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,30,30
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,766,766
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,12,12
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,84,84
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,20,20
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,30,30
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,5,5
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2016-12-01,11,11
