municipality,group,variable,month,Pacientes referidos recibidos por el establecimiento,TOTAL
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1,1
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,19,19
TARACO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1,1
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,463,463
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,8,8
TIAWANACU,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,4,4
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,5,5
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,70,70
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,4,4
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,5,5
TORO TORO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,3,3
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,2,2
TOTORA(ORR),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1,1
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,3,3
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1020,1020
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,170,170
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,2,2
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,26,26
VALLEGRANDE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,9,9
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,135,135
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,9,9
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,29,29
VILLA RIVERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1,1
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,4,4
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,14,14
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,6,6
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,153,153
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,4,4
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,72,72
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,2,2
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,67,67
YOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,2,2
YOTALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,2,2
YUNCHARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-03-01,4,4
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,18,18
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,7,7
ALTO BENI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
APOLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
ARANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,32,32
AYO AYO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
BAURES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,41,41
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
BOYUIBE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,6,6
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
"CAIZA ""D""",refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CALACOTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,28,28
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,71,71
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
CAQUIAVIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,73,73
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,14,14
CATACORA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
CHAQUI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,11,11
CHAYANTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,9,9
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,38,38
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,27,27
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,115,115
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,518,518
COLCAPIRHUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
COLQUENCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,9,9
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,8,8
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,25,25
CORQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,13,13
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1540,1540
EL PUENTE(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,49,49
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,14,14
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,34,34
GUTIERREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,9,9
HUAYLLAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
ICLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
INGAVI (HUMAITA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
IXIAMAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,23,23
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2409,2409
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,53,53
LLICA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,8,8
MINEROS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
MOJOCOYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
MONTERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,726,726
OCURI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,6,6
OKINAWA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,7,7
ORURO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,569,569
PADCAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
PADILLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,34,34
PALCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
PASORAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
PATACAMAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
PAZÑA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
POCOATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
POJO (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
PORCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
POROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
PORTACHUELO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
POTOSI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,247,247
PRESTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,10,10
PUERTO QUIJARRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
PUERTO RICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
PUERTO SILES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
PUERTO SUAREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,40,40
PUERTO VILLARROEL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,36,36
PUNA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
PUNATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,276,276
QUILLACOLLO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,34,34
QUIME,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,131,131
ROBORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,7,7
RURRENABAQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,28,28
SACABA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,53,53
SACABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
SAN ANDRES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
SAN ANTONIO DE LOMERIO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
SAN BENITO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SAN BORJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,13,13
SAN CARLOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,31,31
SAN IGNACIO DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,46,46
SAN JOAQUIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SAN JOSE DE CHIQUITOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
SAN JUAN DE YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SAN JULIAN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,23,23
SAN LORENZO(TJA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
SAN LUCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,40,40
SAN MATIAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SAN PABLO DE LIPEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
SAN PEDRO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,8,8
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
SANTA ANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4530,4530
SANTA ROSA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
SOPACHUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
SUCRE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1866,1866
TACOBAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
TAPACARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
TARABUCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,26,26
TARIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,470,470
TARVITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,9,9
TINGUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
TIQUIPAYA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,101,101
TIRAQUE (CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,15,15
TOLATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
TOMAVE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
TOMINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
TOTORA(CBBA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
TRIGAL,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
TRINIDAD,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,986,986
TUPIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,155,155
UMALA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
UYUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,20,20
VACAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
VIACHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,54,54
VILLA CHARCAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,6,6
VILLA MONTES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,25,25
VILLA SERRANO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,5,5
VILLA TUNARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,32,32
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,4,4
VILLAZON,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,182,182
VINTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
VITICHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,1,1
WARNES,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
YACUIBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,49,49
YAMPARAEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,3,3
YANACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
YAPACANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,276,276
ZUDAÑEZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-04-01,2,2
ACHACACHI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,12,12
ACHOCALLA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
AIQUILE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,14,14
ANDAMARCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
ANTEQUERA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
ARAMPAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
ARBIETO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
ARQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,25,25
ATOCHA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,21,21
AYATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
AZURDUY,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
BATALLAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
BERMEJO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,31,31
BETANZOS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,6,6
BUENA VISTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
CABEZAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,7,7
CAIROMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,7,7
CAJUATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
CAMARGO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,21,21
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
CAMIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,62,62
CAPINOTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
CARANAVI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,77,77
CARAPARI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
CARMEN RIVERO TORREZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,11,11
CHARAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
CHIMORE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,9,9
CHUA COCANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
CHULUMANI (V. DE LA LIBERTAD),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,44,44
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
CKOCHAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,9,9
CLIZA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,48,48
COBIJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,56,56
COCHABAMBA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,552,552
COLQUECHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,8,8
COLQUIRI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,8,8
COMARAPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,18,18
COPACABANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,11,11
COROICO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,20,20
CORQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
COTAGAITA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,7,7
COTOCA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,61,61
CUATRO CAÑADAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
CULPINA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
CURVA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
DESAGUADERO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
EL ALTO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1390,1390
EL TORNO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,31,31
EL VILLAR,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,7,7
ESCOMA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,28,28
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
GUAYARAMERIN,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,43,43
HUACARETA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
HUANUNI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
HUMANATA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
INCAHUASI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
INGAVI (HUMAITA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,8,8
JESUS DE MACHACA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
LA ASUNTA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,10,10
LA GUARDIA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,15,15
LA PAZ,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2876,2876
LAJA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,3,3
LAS CARRERAS,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
LICOMA PAMPA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
LLALLAGUA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,46,46
MACHARETI,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,6,6
MAIRANA,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,5,5
MIZQUE,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,2,2
MOCOMOCO,refencias y contrareferencias,pacientes referidos recibidos por el establecimiento,2016-05-01,1,1
