municipality,group,variable,month,Pacientes derivados de la comunidad o medicina tradicional,TOTAL
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,13,13
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,9,9
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,5,5
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,2,2
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,8,8
TARABUCO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,4,4
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,27,27
TOTORA(ORR),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,5,5
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,9,9
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,8,8
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,2,2
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-10-01,2,2
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,13,13
AZURDUY,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,2,2
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
CAMARGO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,4,4
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,5,5
ENTRE RIOS TRJ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
GUAYARAMERIN,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
HUACARETA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,4,4
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,8,8
MACHARETI,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,9,9
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,6,6
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,5,5
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,5,5
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,10,10
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,10,10
SAN RAFAEL,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,8,8
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,5,5
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,11,11
TOMINA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,4,4
TRINIDAD,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,2,2
YACUIBA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
YAMPARAEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,8,8
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-11-01,3,3
ALCALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,6,6
BERMEJO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
ICLA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,8,8
MOJOCOYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,8,8
MONTEAGUDO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,3,3
PADCAYA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,10,10
POROMA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,2,2
PRESTO,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,3,3
SAN LORENZO(TJA),refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,3,3
SAN LUCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,5,5
SUCRE,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,6,6
TARIJA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,2,2
TARVITA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,13,13
VILLA CHARCAS,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,3,3
WARNES,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
YOTALA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
YUNCHARA,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes derivados de la comunidad o medicina tradicional,2022-12-01,1,1
