municipality,group,variable,month,Pacientes contrareferidos al establecimiento,TOTAL
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,12,12
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,207,207
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,48,48
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,9,9
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,4,4
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,5,5
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,149,149
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-03-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,11,11
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,18,18
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,12,12
AZURDUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,7,7
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
BOYUIBE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CALAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,9,9
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CARAPARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CARIPUYO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CHIMORE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,61,61
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,302,302
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
COLOMI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,8,8
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,295,295
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,6,6
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
EUCALIPTUS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,7,7
GAIOC JATUN AYLLU YURA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,9,9
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,21,21
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,8,8
HUACARETA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
HUACAYA (VILLA DE HUACAYA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,17,17
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,4,4
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
IRUPANA (VILLA DE LANZA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2248,2248
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
LLALLAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,6,6
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,55,55
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,145,145
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,4,4
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,9,9
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,10,10
PUCARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,4,4
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,21,21
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,67,67
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,9,9
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,8,8
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SAMAIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,9,9
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,871,871
SAPAHAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
SHINAOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,51,51
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,18,18
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,5,5
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,144,144
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,72,72
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
UYUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,4,4
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,7,7
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,7,7
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,2,2
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,13,13
VINTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,146,146
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,7,7
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,1,1
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-04-01,3,3
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,6,6
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,10,10
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,19,19
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
AZURDUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,8,8
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,14,14
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
"CAIZA ""D""",refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
CALAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,7,7
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
CARANAVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,11,11
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,18,18
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,61,61
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,448,448
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
COLLANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
COMBAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,7,7
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,20,20
CUATRO CAÑADAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,378,378
EL PUENTE(STC),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,11,11
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,6,6
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,17,17
GUAYARAMERIN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,173,173
GUTIERREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
HUANUNI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,19,19
ICLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
INCAHUASI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
INQUISIVI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
LA ASUNTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
LA GUARDIA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,20,20
LA PAZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2834,2834
LAS CARRERAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
LICOMA PAMPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
MACHACAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
MACHARETI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
MAIRANA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
MINEROS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
MOJOCOYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
MONTEAGUDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
MONTERO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,61,61
OCURI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
OMEREQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
ORURO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,185,185
PADCAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
PADILLA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,8,8
PALCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
PALOS BLANCOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
PAMPA GRANDE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
PATACAMAYA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
PAZÑA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
POCOATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
POOPO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
PORTACHUELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
POTOSI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,15,15
PRESTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
PUERTO GONZALO MORENO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
PUERTO PEREZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
PUERTO VILLARROEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
PUNATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,6,6
QUILLACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,42,42
RAVELO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
RIBERALTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,73,73
RURRENABAQUE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
SACABA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,10,10
SACACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SAIPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,7,7
SALINAS DE GARCI MENDOZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
SAN BENITO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SAN CARLOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,8,8
SAN JULIAN,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
SAN LUCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,4,4
SAN MIGUEL DE VELASCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
SAN PEDRO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
SAN PEDRO DE BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SAN PEDRO DE MACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
SAN RAFAEL,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SANTA CRUZ DE LA SIERRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1055,1055
SANTA ROSA DEL SARA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
SANTIAGO DE HUATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SOPACHUY,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
SUCRE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,56,56
TAHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
TARABUCO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
TARATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
TARIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,35,35
TARVITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
TIAHUANACU,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
TOLEDO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
TOMINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,8,8
TRINIDAD,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,209,209
TUPIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,58,58
URIONDO (A. CONCEPCION),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
VIACHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
VILA VILA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
VILLA CHARCAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,5,5
VILLA MONTES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,26,26
VILLA SERRANO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,6,6
VILLA TUNARI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
VILLA VACA GUZMAN (MUYUPAMPA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,1,1
VILLAZON,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,10,10
WARNES,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,170,170
YACUIBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,6,6
YAMPARAEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,2,2
YAPACANI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,10,10
ZUDAÑEZ,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-05-01,3,3
ACHACACHI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
AIQUILE,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,6,6
ALCALA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,10,10
ANDAMARCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,2,2
ARBIETO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,3,3
ASCENCION DE GUARAYOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,17,17
ATOCHA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,11,11
BERMEJO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,5,5
BETANZOS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,6,6
BUENA VISTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,6,6
CABEZAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CAIROMA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,4,4
CAMARGO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CAMATAQUI (C. VILLA ABECIA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,2,2
CAMIRI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,10,10
CAPINOTA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CARACOLLO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CHALLAPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,8,8
CHAQUI,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CHARAGUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,3,3
CKOCHAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,2,2
CLIZA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
COBIJA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,107,107
COCHABAMBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,404,404
COLCAPIRHUA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
COLQUECHACA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
COMARAPA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,5,5
CORIPATA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,9,9
COROICO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,10,10
COTAGAITA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,7,7
COTOCA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,13,13
CULPINA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
CURAHUARA DE CARANGAS,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
EL ALTO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,533,533
EL PUENTE(TJA),refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,6,6
EL TORNO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
EL VILLAR,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,3,3
ENTRE RIOS CBBA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,1,1
FERNANDEZ ALONSO,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,9,9
GENERAL SAAVEDRA,refencias y contrareferencias,pacientes contrareferidos al establecimiento,2022-06-01,9,9
