,group,variable,month,REPETIDAS A. < 15,REPETIDAS A. < 15,REPETIDAS B. 15 A 19,REPETIDAS B. 15 A 19,REPETIDAS C. 20 - 34,REPETIDAS C. 20 - 34,REPETIDAS D. 35 - 49,REPETIDAS D. 35 - 49,REPETIDAS E. 50 Y +,REPETIDAS E. 50 Y +,TOTALES
TARATA,consultas prenatales,repetidas,2023-03-01,1,0,20,0,50,0,16,0,0,0,87
TARIJA,consultas prenatales,repetidas,2023-03-01,0,0,98,8,968,49,270,12,0,0,1405
TARVITA,consultas prenatales,repetidas,2023-03-01,0,0,17,1,23,5,6,3,0,0,55
TEOPONTE,consultas prenatales,repetidas,2023-03-01,1,0,14,2,31,2,4,0,0,0,54
TIAHUANACU,consultas prenatales,repetidas,2023-03-01,1,0,6,0,27,1,5,0,0,0,40
TINGUIPAYA,consultas prenatales,repetidas,2023-03-01,0,0,5,3,13,11,4,11,0,0,47
TIPUANI,consultas prenatales,repetidas,2023-03-01,0,0,5,0,39,0,4,0,0,0,48
TIQUIPAYA,consultas prenatales,repetidas,2023-03-01,0,0,45,4,294,19,43,5,0,0,410
TIRAQUE (CBBA),consultas prenatales,repetidas,2023-03-01,0,0,25,0,62,0,10,1,0,0,98
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2023-03-01,0,0,2,0,1,0,0,0,0,0,3
TOCO,consultas prenatales,repetidas,2023-03-01,0,0,4,0,27,0,4,0,0,0,35
TODOS SANTOS,consultas prenatales,repetidas,2023-03-01,0,0,0,0,1,0,0,0,0,0,1
TOLATA,consultas prenatales,repetidas,2023-03-01,0,0,5,0,20,0,1,0,0,0,26
TOLEDO,consultas prenatales,repetidas,2023-03-01,0,0,4,0,5,0,2,0,0,0,11
TOMAVE,consultas prenatales,repetidas,2023-03-01,0,0,2,0,7,6,3,2,0,0,20
TOMINA,consultas prenatales,repetidas,2023-03-01,0,0,4,0,22,0,2,0,0,0,28
TORO TORO,consultas prenatales,repetidas,2023-03-01,1,0,13,1,33,3,10,2,0,0,63
TOTORA(CBBA),consultas prenatales,repetidas,2023-03-01,2,0,24,1,64,3,7,1,0,0,102
TOTORA(ORR),consultas prenatales,repetidas,2023-03-01,2,0,5,1,2,0,2,3,0,0,15
TRIGAL,consultas prenatales,repetidas,2023-03-01,0,0,2,0,5,1,1,0,0,0,9
TRINIDAD,consultas prenatales,repetidas,2023-03-01,8,1,120,0,538,0,110,0,0,0,777
TUPIZA,consultas prenatales,repetidas,2023-03-01,1,0,34,1,219,9,32,1,0,0,297
TURCO,consultas prenatales,repetidas,2023-03-01,0,0,2,0,6,0,0,0,0,0,8
UMALA,consultas prenatales,repetidas,2023-03-01,0,0,5,0,11,1,0,0,0,0,17
UNCIA,consultas prenatales,repetidas,2023-03-01,0,0,17,2,114,11,43,2,0,0,189
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2023-03-01,1,0,8,0,45,4,5,0,0,0,63
URUBICHA,consultas prenatales,repetidas,2023-03-01,0,0,6,0,16,0,4,0,0,0,26
UYUNI,consultas prenatales,repetidas,2023-03-01,0,0,28,0,188,2,38,1,0,0,257
VACAS,consultas prenatales,repetidas,2023-03-01,0,0,7,1,18,0,2,1,0,0,29
VALLEGRANDE,consultas prenatales,repetidas,2023-03-01,0,0,8,0,98,1,17,0,0,0,124
VIACHA,consultas prenatales,repetidas,2023-03-01,0,0,49,0,313,2,48,0,0,0,412
VILA VILA,consultas prenatales,repetidas,2023-03-01,0,0,3,0,5,1,3,1,0,0,13
VILLA CHARCAS,consultas prenatales,repetidas,2023-03-01,0,0,11,4,40,8,4,2,1,0,70
VILLA MONTES,consultas prenatales,repetidas,2023-03-01,0,0,26,0,169,1,32,1,0,0,229
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2023-03-01,0,0,2,0,2,0,2,0,0,0,6
VILLA RIVERO,consultas prenatales,repetidas,2023-03-01,2,0,9,0,44,0,6,0,0,0,61
VILLA SERRANO,consultas prenatales,repetidas,2023-03-01,1,0,1,1,16,4,2,0,0,0,25
VILLA TUNARI,consultas prenatales,repetidas,2023-03-01,2,0,108,2,527,7,127,1,1,0,775
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2023-03-01,0,0,6,0,33,1,3,0,0,0,43
VILLAZON,consultas prenatales,repetidas,2023-03-01,1,0,31,4,163,5,22,1,0,0,227
VINTO,consultas prenatales,repetidas,2023-03-01,2,0,65,11,316,39,39,1,0,0,473
VITICHI,consultas prenatales,repetidas,2023-03-01,0,0,3,2,14,0,5,1,0,0,25
WALDO BALLIVIAN,consultas prenatales,repetidas,2023-03-01,0,0,3,0,6,0,1,0,0,0,10
WARNES,consultas prenatales,repetidas,2023-03-01,2,7,123,0,642,2,112,0,0,0,888
YACO,consultas prenatales,repetidas,2023-03-01,0,0,7,0,21,2,6,1,0,0,37
YACUIBA,consultas prenatales,repetidas,2023-03-01,0,0,54,1,381,8,74,2,0,0,520
YAMPARAEZ,consultas prenatales,repetidas,2023-03-01,0,0,10,0,16,0,4,0,0,0,30
YANACACHI,consultas prenatales,repetidas,2023-03-01,0,0,1,0,14,0,2,0,0,0,17
YAPACANI,consultas prenatales,repetidas,2023-03-01,1,1,43,18,177,112,33,14,0,0,399
YOCALLA,consultas prenatales,repetidas,2023-03-01,0,0,2,1,18,2,4,1,0,0,28
YOTALA,consultas prenatales,repetidas,2023-03-01,0,0,6,0,17,0,7,0,0,0,30
YUNCHARA,consultas prenatales,repetidas,2023-03-01,0,0,1,1,4,6,1,3,0,0,16
YUNGUYO DE LITORAL,consultas prenatales,repetidas,2023-03-01,0,0,0,0,1,0,0,0,0,0,1
ZUDAÑEZ,consultas prenatales,repetidas,2023-03-01,0,0,8,1,17,1,2,1,0,0,30
ACACIO,consultas prenatales,repetidas,2023-04-01,1,1,6,1,4,0,3,0,0,0,16
ACHACACHI,consultas prenatales,repetidas,2023-04-01,1,0,17,2,119,6,19,2,0,0,166
ACHOCALLA,consultas prenatales,repetidas,2023-04-01,1,0,22,0,145,1,17,0,0,0,186
AIQUILE,consultas prenatales,repetidas,2023-04-01,0,0,20,0,75,3,20,0,0,0,118
ALALAY,consultas prenatales,repetidas,2023-04-01,1,0,2,0,5,0,2,0,0,0,10
ALCALA,consultas prenatales,repetidas,2023-04-01,0,0,4,0,8,0,1,0,0,0,13
ALTO BENI,consultas prenatales,repetidas,2023-04-01,0,0,9,0,24,2,5,0,0,0,40
ANCORAIMES,consultas prenatales,repetidas,2023-04-01,0,0,7,0,20,2,1,0,0,0,30
ANDAMARCA,consultas prenatales,repetidas,2023-04-01,0,0,1,1,3,1,0,0,0,0,6
ANTEQUERA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,9,0,2,0,0,0,14
ANZALDO,consultas prenatales,repetidas,2023-04-01,0,0,3,0,6,1,2,1,0,0,13
APOLO,consultas prenatales,repetidas,2023-04-01,1,0,25,1,71,2,16,0,0,0,116
ARAMPAMPA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,2,4,0,1,0,0,10
ARANI,consultas prenatales,repetidas,2023-04-01,0,0,4,0,25,1,2,0,0,0,32
ARBIETO,consultas prenatales,repetidas,2023-04-01,1,0,15,0,93,2,19,0,0,0,130
ARQUE,consultas prenatales,repetidas,2023-04-01,0,0,8,0,22,3,8,1,0,0,42
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2023-04-01,6,0,44,0,147,0,32,0,0,0,229
ATOCHA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,57,0,11,0,0,0,73
AUCAPATA,consultas prenatales,repetidas,2023-04-01,0,0,6,0,15,0,0,0,0,0,21
AYATA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,22,1,3,0,0,0,31
AYO AYO,consultas prenatales,repetidas,2023-04-01,0,0,6,0,36,2,2,0,0,0,46
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2023-04-01,0,0,15,4,70,3,16,1,0,0,109
AZURDUY,consultas prenatales,repetidas,2023-04-01,0,0,7,5,26,4,3,4,0,0,49
BATALLAS,consultas prenatales,repetidas,2023-04-01,1,0,10,0,50,4,6,1,0,0,72
BAURES,consultas prenatales,repetidas,2023-04-01,0,2,0,0,14,0,0,0,0,0,16
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,1,3,2,0,0,0,7
BELEN DE URMIRI,consultas prenatales,repetidas,2023-04-01,0,0,0,0,2,1,0,0,0,0,3
BELLA FLOR,consultas prenatales,repetidas,2023-04-01,0,0,2,0,9,0,2,0,0,0,13
BERMEJO,consultas prenatales,repetidas,2023-04-01,3,0,24,0,137,0,34,0,0,0,198
BETANZOS,consultas prenatales,repetidas,2023-04-01,0,0,18,4,80,7,29,2,0,0,140
BOLIVAR,consultas prenatales,repetidas,2023-04-01,0,0,4,0,15,0,3,0,0,0,22
BOLPEBRA,consultas prenatales,repetidas,2023-04-01,0,0,2,1,1,1,1,0,0,0,6
BOYUIBE,consultas prenatales,repetidas,2023-04-01,0,0,5,0,21,2,6,1,0,0,35
BUENA VISTA,consultas prenatales,repetidas,2023-04-01,1,0,16,0,54,1,18,0,0,0,90
CABEZAS,consultas prenatales,repetidas,2023-04-01,0,0,20,0,82,0,9,0,0,0,111
CAIROMA,consultas prenatales,repetidas,2023-04-01,0,0,4,0,36,3,10,0,0,0,53
"CAIZA ""D""",consultas prenatales,repetidas,2023-04-01,0,0,11,0,37,1,5,0,0,0,54
CAJUATA,consultas prenatales,repetidas,2023-04-01,0,0,11,1,42,0,7,0,0,0,61
CALACOTO,consultas prenatales,repetidas,2023-04-01,0,0,0,6,4,2,0,1,0,0,13
CALAMARCA,consultas prenatales,repetidas,2023-04-01,0,0,9,0,35,1,5,0,0,0,50
CAMARGO,consultas prenatales,repetidas,2023-04-01,0,0,8,1,51,0,11,2,0,0,73
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2023-04-01,0,0,1,0,8,2,2,1,0,0,14
CAMIRI,consultas prenatales,repetidas,2023-04-01,1,0,22,17,175,7,32,0,0,0,254
CAPINOTA,consultas prenatales,repetidas,2023-04-01,0,0,21,0,95,0,21,0,0,0,137
CAQUIAVIRI,consultas prenatales,repetidas,2023-04-01,0,0,7,0,22,0,7,0,0,0,36
CARACOLLO,consultas prenatales,repetidas,2023-04-01,1,0,22,2,81,1,12,0,0,0,119
CARANAVI,consultas prenatales,repetidas,2023-04-01,2,0,29,0,217,4,32,1,0,0,285
CARAPARI,consultas prenatales,repetidas,2023-04-01,0,0,8,0,62,0,9,0,0,0,79
CARIPUYO,consultas prenatales,repetidas,2023-04-01,0,0,8,2,14,3,0,1,0,0,28
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2023-04-01,0,0,2,0,24,0,6,0,0,0,32
CATACORA,consultas prenatales,repetidas,2023-04-01,0,0,2,0,2,0,0,0,0,0,4
CHACARILLA,consultas prenatales,repetidas,2023-04-01,1,0,0,0,3,1,0,0,0,0,5
CHALLAPATA,consultas prenatales,repetidas,2023-04-01,0,0,41,1,197,3,27,1,0,0,270
CHAQUI,consultas prenatales,repetidas,2023-04-01,0,0,3,0,23,2,3,1,0,0,32
CHARAGUA,consultas prenatales,repetidas,2023-04-01,1,0,14,1,81,5,8,0,0,0,110
CHARAÑA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,3,0,2,0,0,0,6
CHAYANTA,consultas prenatales,repetidas,2023-04-01,0,0,12,2,43,3,4,1,0,0,65
CHIMORE,consultas prenatales,repetidas,2023-04-01,3,0,36,2,152,3,23,1,0,0,220
CHIPAYA,consultas prenatales,repetidas,2023-04-01,1,0,1,0,7,0,0,0,0,0,9
CHOQUE COTA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,1,1,0,1,0,0,3
CHUA COCANI,consultas prenatales,repetidas,2023-04-01,0,0,1,0,16,0,0,0,0,0,17
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2023-04-01,0,0,10,0,61,0,9,1,0,0,81
CHUMA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,18,3,2,0,0,0,28
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2023-04-01,0,0,8,0,19,5,3,0,0,0,35
CKOCHAS,consultas prenatales,repetidas,2023-04-01,2,0,7,2,21,17,11,3,0,0,63
CLIZA,consultas prenatales,repetidas,2023-04-01,1,0,27,1,90,1,20,0,0,0,140
COBIJA,consultas prenatales,repetidas,2023-04-01,1,0,59,0,388,1,61,0,0,0,510
COCAPATA,consultas prenatales,repetidas,2023-04-01,0,1,18,11,46,28,8,1,0,0,113
COCHABAMBA,consultas prenatales,repetidas,2023-04-01,2,0,274,4,3653,9,1064,3,1,0,5010
COIPASA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,consultas prenatales,repetidas,2023-04-01,2,0,31,0,247,5,41,0,2,0,328
"COLCHA ""K""",consultas prenatales,repetidas,2023-04-01,0,0,7,1,60,5,6,1,0,0,80
COLLANA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,2,0,1,0,0,0,3
COLOMI,consultas prenatales,repetidas,2023-04-01,0,0,34,1,88,0,15,0,0,0,138
COLPA BELGICA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,21,0,4,0,0,0,30
COLQUECHACA,consultas prenatales,repetidas,2023-04-01,0,0,22,3,48,11,10,4,0,0,98
COLQUENCHA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,43,0,7,0,0,0,55
COLQUIRI,consultas prenatales,repetidas,2023-04-01,0,0,12,2,52,6,15,2,0,0,89
COMANCHE,consultas prenatales,repetidas,2023-04-01,0,0,0,0,4,0,0,0,0,0,4
COMARAPA,consultas prenatales,repetidas,2023-04-01,3,0,28,0,91,2,20,0,0,0,144
COMBAYA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,0,1,1,0,0,0,3
CONCEPCION,consultas prenatales,repetidas,2023-04-01,4,0,40,4,125,4,12,0,0,0,189
COPACABANA,consultas prenatales,repetidas,2023-04-01,0,0,9,0,29,2,5,0,0,0,45
CORIPATA,consultas prenatales,repetidas,2023-04-01,1,0,8,0,87,0,7,0,0,0,103
CORO CORO,consultas prenatales,repetidas,2023-04-01,0,0,3,1,16,1,3,0,0,0,24
COROICO,consultas prenatales,repetidas,2023-04-01,0,0,7,0,64,0,13,0,0,0,84
CORQUE,consultas prenatales,repetidas,2023-04-01,0,0,8,0,13,0,3,0,0,0,24
COTAGAITA,consultas prenatales,repetidas,2023-04-01,0,0,11,1,65,3,20,2,0,0,102
COTOCA,consultas prenatales,repetidas,2023-04-01,2,0,77,0,327,4,57,0,1,0,468
CUATRO CAÑADAS,consultas prenatales,repetidas,2023-04-01,0,0,17,1,103,1,14,1,0,0,137
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2023-04-01,0,0,0,0,7,0,0,0,0,0,7
CUEVO,consultas prenatales,repetidas,2023-04-01,0,0,6,0,8,0,0,0,0,0,14
CULPINA,consultas prenatales,repetidas,2023-04-01,0,0,16,1,30,9,10,2,0,0,68
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2023-04-01,0,0,1,0,12,0,1,1,0,0,15
CURVA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,8,0,0,0,0,0,9
DESAGUADERO,consultas prenatales,repetidas,2023-04-01,0,0,1,0,20,0,2,0,0,0,23
EL ALTO,consultas prenatales,repetidas,2023-04-01,5,0,406,116,3962,852,911,152,0,0,6404
EL CHORO,consultas prenatales,repetidas,2023-04-01,0,0,1,0,10,0,0,0,0,0,11
EL PUENTE(STC),consultas prenatales,repetidas,2023-04-01,1,0,18,0,41,0,6,0,0,0,66
EL PUENTE(TJA),consultas prenatales,repetidas,2023-04-01,0,0,3,0,30,2,6,0,0,0,41
EL TORNO,consultas prenatales,repetidas,2023-04-01,1,0,50,1,289,3,55,0,0,0,399
EL VILLAR,consultas prenatales,repetidas,2023-04-01,0,0,2,0,8,3,0,0,0,0,13
ENTRE RIOS TRJ,consultas prenatales,repetidas,2023-04-01,0,0,24,0,54,3,10,1,0,0,92
ENTRE RIOS CBBA,consultas prenatales,repetidas,2023-04-01,1,0,51,0,210,0,39,1,0,0,302
ESCOMA,consultas prenatales,repetidas,2023-04-01,1,0,9,0,17,0,0,0,0,0,27
ESMERALDA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,1,0,0,0,0,0,1
EUCALIPTUS,consultas prenatales,repetidas,2023-04-01,1,0,4,0,12,0,5,0,0,0,22
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2023-04-01,1,0,0,1,2,0,1,0,0,0,5
EXALTACION,consultas prenatales,repetidas,2023-04-01,0,0,1,0,6,0,0,0,0,0,7
FERNANDEZ ALONSO,consultas prenatales,repetidas,2023-04-01,2,0,12,0,54,0,8,0,0,0,76
FILADELFIA,consultas prenatales,repetidas,2023-04-01,0,0,6,0,17,1,2,0,0,0,26
GAIOC JATUN AYLLU YURA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,7,3,1,0,0,0,14
GENERAL SAAVEDRA,consultas prenatales,repetidas,2023-04-01,2,0,22,0,62,0,10,0,0,0,96
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2023-04-01,0,0,3,0,35,1,5,0,0,0,44
GUANAY,consultas prenatales,repetidas,2023-04-01,0,0,8,0,59,2,5,1,0,0,75
GUAQUI,consultas prenatales,repetidas,2023-04-01,0,0,5,0,24,1,2,0,0,0,32
GUAYARAMERIN,consultas prenatales,repetidas,2023-04-01,9,0,56,0,185,0,18,0,0,0,268
GUTIERREZ,consultas prenatales,repetidas,2023-04-01,1,0,17,0,49,1,5,0,0,0,73
HUACARAJE,consultas prenatales,repetidas,2023-04-01,0,0,2,0,6,0,1,0,0,0,9
HUACARETA,consultas prenatales,repetidas,2023-04-01,1,0,10,0,26,2,7,2,0,0,48
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2023-04-01,0,0,1,0,6,4,0,0,0,0,11
HUACHACALLA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,2,0,1,0,0,0,4
HUANUNI,consultas prenatales,repetidas,2023-04-01,0,0,6,0,85,0,14,0,0,0,105
HUARINA,consultas prenatales,repetidas,2023-04-01,1,0,4,0,14,0,2,0,0,0,21
HUATAJATA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,5,0,3,0,0,0,8
HUAYLLAMARCA,consultas prenatales,repetidas,2023-04-01,1,0,2,0,10,0,5,0,0,0,18
HUMANATA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,5,0,2,0,0,0,10
ICHOCA,consultas prenatales,repetidas,2023-04-01,0,0,4,0,10,2,1,1,0,0,18
ICLA,consultas prenatales,repetidas,2023-04-01,0,0,6,1,8,3,0,2,0,0,20
INCAHUASI,consultas prenatales,repetidas,2023-04-01,0,0,8,3,29,12,14,4,0,0,70
INGAVI (HUMAITA),consultas prenatales,repetidas,2023-04-01,0,0,1,0,9,0,1,0,0,0,11
INQUISIVI,consultas prenatales,repetidas,2023-04-01,0,0,7,1,18,9,2,2,0,0,39
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2023-04-01,1,0,10,3,64,3,9,0,0,0,90
IXIAMAS,consultas prenatales,repetidas,2023-04-01,2,0,9,0,30,0,4,0,0,0,45
JESUS DE MACHACA,consultas prenatales,repetidas,2023-04-01,0,0,6,0,22,0,6,0,0,0,34
LA ASUNTA,consultas prenatales,repetidas,2023-04-01,2,0,45,2,179,5,39,0,0,0,272
LA GUARDIA,consultas prenatales,repetidas,2023-04-01,2,0,59,0,363,0,62,0,0,0,486
LA PAZ,consultas prenatales,repetidas,2023-04-01,6,0,223,0,3492,8,938,2,4,0,4673
LAGUNILLAS,consultas prenatales,repetidas,2023-04-01,0,0,4,3,15,7,0,1,0,0,30
LAJA,consultas prenatales,repetidas,2023-04-01,0,0,9,0,49,0,8,0,0,0,66
LAS CARRERAS,consultas prenatales,repetidas,2023-04-01,0,0,0,1,3,1,1,0,0,0,6
LICOMA PAMPA,consultas prenatales,repetidas,2023-04-01,0,0,2,0,8,0,5,0,0,0,15
LLALLAGUA,consultas prenatales,repetidas,2023-04-01,2,0,84,0,312,5,55,2,0,0,460
LLICA,consultas prenatales,repetidas,2023-04-01,0,0,1,0,9,1,2,0,0,0,13
LORETO,consultas prenatales,repetidas,2023-04-01,2,0,0,0,2,0,2,0,0,0,6
LURIBAY,consultas prenatales,repetidas,2023-04-01,0,0,6,0,19,1,5,1,0,0,32
MACHACAMARCA,consultas prenatales,repetidas,2023-04-01,0,0,4,0,11,1,3,0,0,0,19
MACHARETI,consultas prenatales,repetidas,2023-04-01,1,0,6,0,13,0,2,1,0,0,23
MAGDALENA,consultas prenatales,repetidas,2023-04-01,0,0,27,0,70,0,9,0,0,0,106
MAIRANA,consultas prenatales,repetidas,2023-04-01,1,0,14,0,61,0,12,0,0,0,88
MALLA,consultas prenatales,repetidas,2023-04-01,0,0,5,0,5,2,0,1,0,0,13
MAPIRI,consultas prenatales,repetidas,2023-04-01,1,0,19,0,102,0,12,0,0,0,134
MECAPACA,consultas prenatales,repetidas,2023-04-01,0,0,9,0,40,2,5,0,0,0,56
MINEROS,consultas prenatales,repetidas,2023-04-01,2,0,25,2,89,2,10,0,0,0,130
MIZQUE,consultas prenatales,repetidas,2023-04-01,0,0,22,1,74,0,16,0,0,0,113
MOCOMOCO,consultas prenatales,repetidas,2023-04-01,0,0,5,3,20,4,2,0,0,0,34
MOJINETE,consultas prenatales,repetidas,2023-04-01,0,0,0,0,2,0,0,0,0,0,2
MOJOCOYA,consultas prenatales,repetidas,2023-04-01,1,0,5,0,20,0,2,0,0,0,28
MONTEAGUDO,consultas prenatales,repetidas,2023-04-01,0,0,19,0,115,2,31,1,0,0,168
MONTERO,consultas prenatales,repetidas,2023-04-01,3,0,109,2,630,4,130,0,0,1,879
MORO MORO,consultas prenatales,repetidas,2023-04-01,1,0,1,0,9,1,0,0,0,0,12
MOROCHATA,consultas prenatales,repetidas,2023-04-01,0,0,8,7,17,3,2,4,0,0,41
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2023-04-01,0,0,5,0,11,0,0,0,0,0,16
NAZACARA DE PACAJES,consultas prenatales,repetidas,2023-04-01,0,0,0,0,2,0,0,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2023-04-01,0,0,2,0,6,0,3,0,0,0,11
OCURI,consultas prenatales,repetidas,2023-04-01,0,0,12,0,29,4,10,4,0,0,59
OKINAWA,consultas prenatales,repetidas,2023-04-01,2,0,17,0,53,4,5,2,0,0,83
OMEREQUE,consultas prenatales,repetidas,2023-04-01,0,0,8,0,18,3,6,0,0,0,35
ORURO,consultas prenatales,repetidas,2023-04-01,3,0,265,20,2032,34,468,11,0,0,2833
PADCAYA,consultas prenatales,repetidas,2023-04-01,2,0,9,0,58,0,8,1,0,0,78
PADILLA,consultas prenatales,repetidas,2023-04-01,0,0,2,0,37,2,8,1,0,0,50
PAILON,consultas prenatales,repetidas,2023-04-01,4,0,42,0,157,0,19,0,1,0,223
PALCA,consultas prenatales,repetidas,2023-04-01,0,0,14,2,80,6,14,0,0,0,116
PALOS BLANCOS,consultas prenatales,repetidas,2023-04-01,1,0,19,0,82,3,13,0,0,0,118
PAMPA AULLAGAS,consultas prenatales,repetidas,2023-04-01,0,0,1,0,7,0,0,0,0,0,8
PAMPA GRANDE,consultas prenatales,repetidas,2023-04-01,0,0,9,0,38,0,8,0,0,0,55
PAPEL PAMPA,consultas prenatales,repetidas,2023-04-01,0,0,0,0,9,1,5,0,0,0,15
PASORAPA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,4,0,0,0,0,0,7
PATACAMAYA,consultas prenatales,repetidas,2023-04-01,0,0,28,0,115,1,27,0,0,0,171
PAZÑA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,4,0,4,1,0,0,12
PELECHUCO,consultas prenatales,repetidas,2023-04-01,0,0,0,0,30,2,3,0,0,0,35
POCOATA,consultas prenatales,repetidas,2023-04-01,1,0,17,8,48,14,11,3,0,0,102
POCONA,consultas prenatales,repetidas,2023-04-01,0,0,3,0,30,0,9,0,0,0,42
POJO (CBBA),consultas prenatales,repetidas,2023-04-01,1,0,11,0,41,0,13,0,0,0,66
POOPO,consultas prenatales,repetidas,2023-04-01,0,0,8,0,19,0,7,0,0,0,34
PORCO,consultas prenatales,repetidas,2023-04-01,0,1,16,1,62,0,7,1,0,0,88
POROMA,consultas prenatales,repetidas,2023-04-01,0,0,22,10,20,7,6,4,0,0,69
PORONGO,consultas prenatales,repetidas,2023-04-01,0,0,8,0,37,0,4,0,0,0,49
PORTACHUELO,consultas prenatales,repetidas,2023-04-01,4,0,14,0,51,0,6,0,0,0,75
PORVENIR,consultas prenatales,repetidas,2023-04-01,0,0,7,0,26,0,3,0,0,0,36
POSTRER VALLE,consultas prenatales,repetidas,2023-04-01,0,0,1,0,0,0,1,0,0,0,2
POTOSI,consultas prenatales,repetidas,2023-04-01,2,0,187,11,1201,12,279,3,0,0,1695
PRESTO,consultas prenatales,repetidas,2023-04-01,0,0,8,2,12,7,0,3,1,0,33
PUCARA,consultas prenatales,repetidas,2023-04-01,0,0,2,0,4,0,0,0,0,0,6
PUCARANI,consultas prenatales,repetidas,2023-04-01,1,0,36,0,90,1,13,1,1,0,143
PUERTO ACOSTA,consultas prenatales,repetidas,2023-04-01,1,0,3,0,20,3,1,0,0,0,28
PUERTO CARABUCO,consultas prenatales,repetidas,2023-04-01,0,0,4,1,21,2,3,1,0,0,32
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2023-04-01,1,0,5,1,31,1,3,0,0,0,42
PUERTO PEREZ,consultas prenatales,repetidas,2023-04-01,0,0,1,0,15,0,3,0,0,0,19
PUERTO QUIJARRO,consultas prenatales,repetidas,2023-04-01,0,0,1,0,4,0,0,0,0,0,5
PUERTO RICO,consultas prenatales,repetidas,2023-04-01,0,0,8,0,28,1,1,0,0,0,38
PUERTO SILES,consultas prenatales,repetidas,2023-04-01,0,0,3,0,1,0,0,0,0,0,4
PUERTO SUAREZ,consultas prenatales,repetidas,2023-04-01,0,0,45,0,182,0,21,0,0,0,248
PUERTO VILLARROEL,consultas prenatales,repetidas,2023-04-01,5,0,92,0,416,1,70,1,0,0,585
PUNA,consultas prenatales,repetidas,2023-04-01,2,1,11,1,51,4,6,0,0,0,76
PUNATA,consultas prenatales,repetidas,2023-04-01,1,1,28,1,176,26,46,6,1,0,286
QUIABAYA,consultas prenatales,repetidas,2023-04-01,1,0,5,0,12,0,0,0,0,0,18
QUILLACOLLO,consultas prenatales,repetidas,2023-04-01,0,0,94,23,519,155,122,38,0,0,951
QUIME,consultas prenatales,repetidas,2023-04-01,0,0,6,1,34,0,10,1,0,0,52
QUIRUSILLAS,consultas prenatales,repetidas,2023-04-01,0,0,0,0,3,0,0,0,0,0,3
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2023-04-01,0,0,3,0,19,0,9,0,0,0,31
RAVELO,consultas prenatales,repetidas,2023-04-01,0,1,9,3,16,9,5,0,0,0,43
REYES,consultas prenatales,repetidas,2023-04-01,0,0,16,0,44,0,5,0,0,0,65
RIBERALTA,consultas prenatales,repetidas,2023-04-01,11,1,176,0,548,3,82,0,0,0,821
ROBORE,consultas prenatales,repetidas,2023-04-01,0,0,12,0,43,0,14,0,0,0,69
RURRENABAQUE,consultas prenatales,repetidas,2023-04-01,2,0,22,0,119,0,12,0,0,0,155
SABAYA,consultas prenatales,repetidas,2023-04-01,0,0,2,0,14,1,0,0,0,0,17
