,group,variable,month,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS DENTRO,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,ANTIPOLIOMIELÍTICA 2DA DOSIS FUERA,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,3,6,16
CHACARILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,0,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,25,17,7,4,53
CHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,7,0,1,11
CHARAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,24,19,8,10,61
CHARAÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,6,3,2,16
CHIMORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,20,14,4,1,39
CHIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,2,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,9,0,0,21
CHUMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,5,0,1,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,3,3,5,14
CKOCHAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,7,7,1,20
CLIZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,14,15,2,1,32
COBIJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,40,39,12,10,101
COCAPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,5,6,1,16
COCHABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,549,442,4,6,1001
COLCAPIRHUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,40,37,1,1,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,5,1,0,18
COLLANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,0,3
COLOMI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,13,10,3,3,29
COLPA BELGICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,2,2,7,15
COLQUECHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,9,1,4,23
COLQUENCHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,14,0,0,21
COLQUIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,4,8,6,27
COMANCHE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,8,1,1,21
CONCEPCION,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,30,8,3,60
COPACABANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,1,2,10
CORIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,16,0,0,24
CORO CORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,6,0,1,8
COROICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,9,3,3,21
CORQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,5,2,0,8
COTAGAITA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,14,15,5,1,35
COTOCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,89,82,4,8,183
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,17,14,3,2,36
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,1,4
CULPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,13,8,7,2,30
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,4,0,0,10
CURVA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,1,3,6
DESAGUADERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,0,0,0,2
EL ALTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,519,476,122,113,1230
EL CHORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,0,0,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,14,5,4,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,10,0,1,13
EL TORNO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,59,40,0,0,99
EL VILLAR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,0,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,13,1,2,26
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,18,20,0,0,38
ESCOMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,1,1,3
EUCALIPTUS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,0,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,0,1,1,4
EXALTACION,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,2,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,6,3,3,23
FILADELFIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,6,6,6,20
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,0,2,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,15,15,4,1,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,6,0,1,17
GUANAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,8,3,5,20
GUAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,0,0,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,37,39,2,1,79
GUTIERREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,26,16,4,2,48
HUACARETA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,3,3,2,14
HUACHACALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,7,1,4,20
HUARACAJE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,0,0,1
HUARINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,2,0,5
HUATAJATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,2,0,0,5
HUMANATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,0,0,1,2
ICHOCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,0,1,1,5
ICLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,1,2,1,8
INCAHUASI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,9,4,3,21
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,0,0,1,3
INQUISIVI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,1,2,10
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,11,3,6,28
IXIAMAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,7,5,2,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,5,0,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,37,29,7,6,79
LA GUARDIA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,101,94,0,1,196
LA PAZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,400,415,9,15,839
LAGUNILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,2,2,1,11
LAJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,13,2,0,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,4,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,17,19,26,25,87
LLICA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,2,0,5
LORETO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,0,0,3
LURIBAY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,4,0,1,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,4,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,5,1,1,10
MAGDALENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,4,0,9,17
MAIRANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,15,6,1,3,25
MALLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,2,2,4,8
MAPIRI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,15,8,1,0,24
MECAPACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,9,1,1,17
MINEROS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,30,21,5,0,56
MIZQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,15,2,5,41
MOCOMOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,5,3,2,14
MOJINETE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,0,0,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,18,0,0,37
MONTERO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,150,106,7,5,268
MORO MORO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,2,0,1,5
MOROCHATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,3,6,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,2,0,9
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,2,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,2,2,5
OCURI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,4,3,6,14
OKINAWA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,10,6,1,28
OMEREQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,1,1,3
ORURO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,247,226,2,7,482
PADCAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,8,1,0,21
PADILLA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,6,0,0,13
PAILON,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,26,32,20,97
PALCA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,13,11,2,1,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,23,20,5,4,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,2,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,2,0,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,1,1,5
PASORAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,0,1,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,22,19,3,2,46
PAZÑA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,1,1,5
PELECHUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,1,0,0,6
POCOATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,5,7,5,23
POCONA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,4,1,0,13
POJO (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,6,2,3,22
POOPO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,5,1,1,10
PORCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,14,1,0,25
POROMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,6,4,4,23
PORONGO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,6,9,0,27
PORTACHUELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,20,17,2,1,40
PORVENIR,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,0,0,7
POSTRER VALLE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,187,172,4,4,367
PRESTO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,1,4,8
PUCARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
PUCARANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,17,18,4,2,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,5,4,2,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,3,1,1,6
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,1,1,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,3,2,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,14,11,8,6,39
PUERTO RICO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,5,1,0,13
PUERTO SILES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,35,32,11,10,88
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,40,36,6,6,88
PUNA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,5,6,18
PUNATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,9,5,3,27
QUIABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,78,61,16,26,181
QUIME,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,10,0,0,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,0,0,0,2
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,3,1,0,10
RAVELO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,5,4,4,15
REYES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,5,2,1,12
RIBERALTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,76,110,7,9,202
ROBORE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,12,0,1,20
RURRENABAQUE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,22,4,1,46
SABAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,4,0,0,6
SACABA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,97,65,23,23,208
SACABAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,2,2,1,8
SACACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,9,1,5,24
SAIPINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,5,0,0,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,6,2,2,17
SAMAIPATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,9,1,0,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,9,0,3,17
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,0,2,1,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,1,0,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,4,0,0,7
SAN BENITO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,5,0,0,8
SAN BORJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,40,50,3,4,97
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,8,6,1,3,18
SAN CARLOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,16,17,0,1,34
SAN IGNACIO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,16,8,4,3,31
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,54,57,8,6,125
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,4,0,0,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,24,16,2,0,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,4,3,1,13
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,15,16,20,21,72
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,0,4,1,17
SAN JULIAN,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,65,50,1,3,119
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,1,2,6
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,14,1,1,27
SAN LUCAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,14,13,9,47
SAN MATIAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,21,9,4,7,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,9,0,3,22
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,4,0,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,15,9,2,3,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,12,9,4,8,33
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,2,0,0,2
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,3,4,6,17
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,1,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,2,0,0,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,5,1,2,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,0,2,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,8,1,0,18
SANTA ANA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,19,9,2,1,31
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1114,986,9,9,2118
SANTA ROSA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,10,5,2,2,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,17,6,2,0,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,3,0,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,3,1,2,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,1,0,1,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,0,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,7,2,4,17
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,0,1,1,2
SAPAHAQUI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,6,2,3,14
SENA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,9,0,0,18
SHINAOTA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,27,23,1,2,53
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,11,14,0,2,27
SICAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,2,0,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,33,24,4,1,62
SOPACHUY,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,2,3,2,8
SORACACHI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,6,0,2,12
SORATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,18,0,3,30
SUCRE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,218,223,2,7,450
TACACOMA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,9,5,1,1,16
TACOBAMBA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,4,2,2,15
TACOPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,4,1,0,7
TAHUA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,1,0,2
TAPACARI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,11,5,3,24
TARABUCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,6,2,6,18
TARACO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,0,1,1,2,4
TARATA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,3,1,1,8
TARIJA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,149,149,4,3,305
TARVITA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,4,7,1,17
TEOPONTE,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,5,8,1,3,17
TIAHUANACU,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,2,15,0,0,17
TINGUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,7,1,7,11,26
TIPUANI,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,6,3,0,0,9
TIQUIPAYA,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,35,38,4,5,82
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,4,10,6,7,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,1,0,0,1,2
TOCO,vacunaciones en menores de 1 ano,antipoliomielitica 2da dosis,2022-03-01,3,3,1,0,7
