,group,variable,month,BCG DENTRO,BCG DENTRO,BCG FUERA,BCG FUERA,TOTALES
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,1,0,3
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2022-03-01,171,173,1,0,345
TUPIZA,vacunaciones en menores de 1 ano,bcg,2022-03-01,38,30,1,2,71
TURCO,vacunaciones en menores de 1 ano,bcg,2022-03-01,2,1,0,0,3
UMALA,vacunaciones en menores de 1 ano,bcg,2022-03-01,2,1,2,3,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2022-03-01,18,12,12,11,53
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2022-03-01,6,3,1,1,11
URUBICHA,vacunaciones en menores de 1 ano,bcg,2022-03-01,4,3,0,1,8
UYUNI,vacunaciones en menores de 1 ano,bcg,2022-03-01,13,17,2,5,37
VACAS,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,1,0,3
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2022-03-01,24,13,0,0,37
VIACHA,vacunaciones en menores de 1 ano,bcg,2022-03-01,49,55,8,2,114
VILA VILA,vacunaciones en menores de 1 ano,bcg,2022-03-01,0,1,2,2,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2022-03-01,5,4,2,1,12
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2022-03-01,42,37,1,1,81
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2022-03-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,1,2,5
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2022-03-01,2,7,0,0,9
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2022-03-01,78,97,14,4,193
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2022-03-01,3,1,0,1,5
VILLAZON,vacunaciones en menores de 1 ano,bcg,2022-03-01,28,20,1,2,51
VINTO,vacunaciones en menores de 1 ano,bcg,2022-03-01,27,27,4,2,60
VITICHI,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,2,3,2,8
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,1,0,3
WARNES,vacunaciones en menores de 1 ano,bcg,2022-03-01,90,92,0,0,182
YACO,vacunaciones en menores de 1 ano,bcg,2022-03-01,2,1,1,1,5
YACUIBA,vacunaciones en menores de 1 ano,bcg,2022-03-01,77,67,5,5,154
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2022-03-01,2,4,0,1,7
YANACACHI,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,0,0,2
YAPACANI,vacunaciones en menores de 1 ano,bcg,2022-03-01,55,51,3,3,112
YOCALLA,vacunaciones en menores de 1 ano,bcg,2022-03-01,4,3,0,1,8
YOTALA,vacunaciones en menores de 1 ano,bcg,2022-03-01,4,1,0,0,5
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,2,0,2,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2022-03-01,1,1,1,1,4
ACACIO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,2,2
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2022-04-01,17,18,8,12,55
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,13,15,1,2,31
AIQUILE,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,21,0,3,38
ALALAY,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,2,2,5
ALCALA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,0,0,2
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,6,0,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,2,5,6,15
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,1,2
ANZALDO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,3,0,1,4
APOLO,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,16,1,3,31
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,0,0,3
ARANI,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,1,0,4
ARBIETO,vacunaciones en menores de 1 ano,bcg,2022-04-01,10,8,0,0,18
ARQUE,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,2,4,4,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2022-04-01,31,29,4,5,69
ATOCHA,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,5,2,0,13
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,2,2
AYATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,3,3,9
AYO AYO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,2,3,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2022-04-01,9,10,4,6,29
AZURDUY,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,3,2,4,14
BATALLAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,2,9,6,21
BAURES,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,0,3,1,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,2,0,0,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2022-04-01,25,27,0,2,54
BETANZOS,vacunaciones en menores de 1 ano,bcg,2022-04-01,8,9,4,4,25
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,0,2
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,0,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,1,1,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,8,2,0,15
CABEZAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,14,13,13,51
CAIROMA,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,3,1,1,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2022-04-01,3,3,4,1,11
CAJUATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,9,0,0,16
CALACOTO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,2,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,8,3,6,2,19
CAMARGO,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,7,0,1,22
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2022-04-01,4,1,1,0,6
CAMIRI,vacunaciones en menores de 1 ano,bcg,2022-04-01,35,50,5,2,92
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,11,1,0,18
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,2,0,6,14
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,9,4,0,20
CARANAVI,vacunaciones en menores de 1 ano,bcg,2022-04-01,30,30,1,3,64
CARAPARI,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,2,4,3,15
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,3,6,5,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,8,1,3,15
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,23,22,8,9,62
CHAQUI,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,4,2,1,10
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2022-04-01,25,17,10,13,65
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,8,2,7,4,21
CHIMORE,vacunaciones en menores de 1 ano,bcg,2022-04-01,16,13,5,8,42
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,1,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2022-04-01,18,12,0,0,30
CHUMA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,5,2,9
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,8,5,3,23
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,1,3,2,12
CLIZA,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,18,2,0,34
COBIJA,vacunaciones en menores de 1 ano,bcg,2022-04-01,65,47,6,1,119
COCAPATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,3,10,8,28
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2022-04-01,596,593,3,0,1192
COIPASA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2022-04-01,18,25,0,2,45
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2022-04-01,10,2,0,3,15
COLLANA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2022-04-01,9,7,2,5,23
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,3,4
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,9,5,11,7,32
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,3,5,11
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2022-04-01,12,6,12,10,40
COMANCHE,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,12,15,0,0,27
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2022-04-01,23,25,0,3,51
COPACABANA,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,5,2,1,11
CORIPATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,17,0,0,24
CORO CORO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,3,2,6
COROICO,vacunaciones en menores de 1 ano,bcg,2022-04-01,9,10,3,2,24
CORQUE,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,0,1
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,7,3,3,18
COTOCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,54,52,6,11,123
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,14,7,6,41
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,1,0,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,3,1,0,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,6,1,0,11
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
CURVA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,2,3
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,1,3
EL ALTO,vacunaciones en menores de 1 ano,bcg,2022-04-01,658,625,49,54,1386
EL CHORO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2022-04-01,6,3,1,1,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,1,3
EL TORNO,vacunaciones en menores de 1 ano,bcg,2022-04-01,35,36,1,4,76
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,1,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,12,2,2,22
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2022-04-01,33,24,0,0,57
ESCOMA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,5,0,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,0,1,0,4
EXALTACION,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,12,6,3,28
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,1,1,5
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,1,1,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2022-04-01,17,7,0,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,7,3,10
GUANAY,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,12,2,1,18
GUAQUI,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,3,0,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2022-04-01,40,58,0,0,98
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,13,9,8,3,33
HUACARETA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,3,0,0,7
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,bcg,2022-04-01,12,19,3,2,36
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,1,1,5
HUARINA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,1,3,7
HUMANATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,1,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
ICLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,0,0,3
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,4,7,4,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,0,1
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,1,2,11,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2022-04-01,7,9,3,5,24
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,4,1,0,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,3,6,4,14
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,27,25,3,3,58
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2022-04-01,72,59,1,1,133
LA PAZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,607,585,1,2,1195
LA RIVERA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,1,3,6
LAJA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,4,6,3,20
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2022-04-01,15,14,36,34,99
LLICA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,5,0,1,6
LORETO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,1,0,3
LURIBAY,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,1,0,1,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,3,0,1,5
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,6,8,6,27
MAIRANA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,6,1,0,12
MALLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,5,1,7
MAPIRI,vacunaciones en menores de 1 ano,bcg,2022-04-01,17,14,2,2,35
MECAPACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,8,3,2,18
MINEROS,vacunaciones en menores de 1 ano,bcg,2022-04-01,27,5,1,0,33
MIZQUE,vacunaciones en menores de 1 ano,bcg,2022-04-01,9,13,6,4,32
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,4,4,11
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,0,0,3
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2022-04-01,17,23,1,0,41
MONTERO,vacunaciones en menores de 1 ano,bcg,2022-04-01,87,91,1,0,179
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,3,0,1,8
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2022-04-01,0,2,0,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,4,3,4,16
OKINAWA,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,6,0,1,13
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,0,0,3
ORURO,vacunaciones en menores de 1 ano,bcg,2022-04-01,276,267,8,7,558
PADCAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,2,0,2,8
PADILLA,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,4,0,0,15
PAILON,vacunaciones en menores de 1 ano,bcg,2022-04-01,24,24,3,6,57
PALCA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,8,8,8,24
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2022-04-01,13,15,9,7,44
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,2,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,6,0,1,8
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,2,4
PASORAPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,2,2
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,19,1,1,35
PAZÑA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,1,3
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,7,8
POCOATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,7,12,7,33
POCONA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,2,5,6,18
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2022-04-01,4,6,0,1,11
POOPO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,0,0,3
PORCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,8,14,0,0,22
POROMA,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,6,1,4,14
PORONGO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,3,2,8
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2022-04-01,14,11,0,0,25
PORVENIR,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,2,0,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,0,1
POTOSI,vacunaciones en menores de 1 ano,bcg,2022-04-01,238,239,2,1,480
PRESTO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,5,1,7
PUCARANI,vacunaciones en menores de 1 ano,bcg,2022-04-01,13,5,12,5,35
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,4,3,8
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,5,5,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,3,0,0,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,2,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,9,2,4,26
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,1,1,2,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,12,26,0,0,38
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2022-04-01,76,87,1,1,165
PUNA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,1,3,2,10
PUNATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,32,30,0,0,62
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,3,3
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2022-04-01,93,95,2,4,194
QUIME,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,5,0,1,10
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,bcg,2022-04-01,3,3,2,3,11
RAVELO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,2,3,1,8
REYES,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,8,0,0,9
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,139,155,6,7,307
ROBORE,vacunaciones en menores de 1 ano,bcg,2022-04-01,13,11,1,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2022-04-01,19,15,9,8,51
SACABA,vacunaciones en menores de 1 ano,bcg,2022-04-01,113,113,4,1,231
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,2,0,0,2
SACACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,8,8,19
SAIPINA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,1,1,2,6
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,5,0,0,5
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,1,1
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,1,1,0,5
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,1,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,3,3,3,9
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,8,0,0,10
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2022-04-01,44,56,15,23,138
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2022-04-01,12,9,2,4,27
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2022-04-01,19,17,0,0,36
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2022-04-01,24,20,4,5,53
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,60,84,4,3,151
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,1,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2022-04-01,15,18,0,0,33
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,4,2,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,16,25,29,81
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,5,0,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2022-04-01,40,38,10,6,94
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2022-04-01,0,2,1,0,3
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2022-04-01,11,10,0,2,23
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,15,16,2,5,38
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,11,12,3,7,33
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,7,1,2,11
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,0,2,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2022-04-01,9,9,1,3,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,16,16,23,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,1,0,4
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,bcg,2022-04-01,3,1,13,19,36
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2022-04-01,5,0,2,1,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,6,2,4,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,0,0,0,4
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2022-04-01,22,27,0,0,49
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1356,1418,49,63,2886
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2022-04-01,8,10,0,0,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,12,1,0,20
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,2,1,1,5
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,0,1,2
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,0,1,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,0,1,1
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,2,4,3,13
SENA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,7,2,2,15
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2022-04-01,26,31,1,1,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2022-04-01,6,10,4,3,23
SICAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,1,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2022-04-01,36,44,1,1,82
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,0,0,0,4
SORACACHI,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,0,2,1,5
SORATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,2,7,2,2,13
SUCRE,vacunaciones en menores de 1 ano,bcg,2022-04-01,225,224,0,1,450
TACACHI,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2022-04-01,1,1,3,1,6
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,0,5,8,13
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2022-04-01,4,0,1,0,5
TAPACARI,vacunaciones en menores de 1 ano,bcg,2022-04-01,15,9,14,12,50
TARABUCO,vacunaciones en menores de 1 ano,bcg,2022-04-01,6,3,2,1,12
TARACO,vacunaciones en menores de 1 ano,bcg,2022-04-01,0,1,1,0,2
TARATA,vacunaciones en menores de 1 ano,bcg,2022-04-01,7,4,0,0,11
TARIJA,vacunaciones en menores de 1 ano,bcg,2022-04-01,185,154,0,0,339
