,group,variable,month,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS DENTRO,ANTIROTAVIRÍCA 1RA DOSIS FUERA,ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,16,3,2,28
AZURDUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,8,1,2,17
BATALLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,18,0,2,24
BAURES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,1,0,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,2,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,4,1,1,8
BERMEJO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,20,12,0,2,34
BETANZOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,17,19,4,3,43
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,2,0,1,6
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,1,0,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,1,0,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,7,1,2,22
CAIROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,5,1,0,12
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,8,1,2,15
CAJUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,9,0,0,19
CALACOTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,3,0,4
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,9,1,0,16
CAMARGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,9,0,0,19
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,17,16,1,3,37
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,14,10,0,0,24
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,2,0,0,7
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,0,3
CARANAVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,29,31,2,1,63
CARAPARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,9,1,0,18
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,7,2,2,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,7,3,4,20
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,0,1,3,6
CHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,3,2,14
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,1,5,7
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,4,1,1,12
CHIMORE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,19,19,4,9,51
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,1,1,2
CHUA COCANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,5,0,0,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,10,3,1,16
CHUMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,3,5,2,20
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,3,1,1,7
CKOCHAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,5,6,2,16
CLIZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,13,11,3,1,28
COBIJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,43,22,16,9,90
COCAPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,13,7,5,31
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,299,280,2,4,585
COIPASA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,4,0,0,16
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,6,0,0,17
COLLANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,2,1,0,6
COLOMI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,10,7,6,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,2,5,5,18
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,10,8,4,33
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,5,0,0,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,8,0,3,14
COMANCHE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,13,14,3,0,30
COMBAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,3,1,1,5
COPACABANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,3,0,0,14
CORIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,9,1,4,26
CORO CORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,5,2,1,10
COROICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,19,5,7,38
CORQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,1,1,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,11,2,1,23
COTOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,70,56,23,19,168
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,1,1,4
CUEVO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
CULPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,14,1,5,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
CURVA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,0,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,2,1,0,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,404,413,166,182,1165
EL CHORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,6,1,0,12
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,7,0,0,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,49,28,4,1,82
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,0,1,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,13,13,2,0,28
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,0,0,4
ESCOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,0,1,2,7
EXALTACION,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,3,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,6,2,1,18
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,2,3,14
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,2,1,1,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,4,1,1,15
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,11,5,0,28
GUANAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,13,1,3,27
GUAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,5,2,1,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,28,42,4,5,79
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,14,11,1,2,28
HUACARETA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,3,0,1,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,0,0,4
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,4,6,3,20
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,3,2,1,9
HUARINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,3,1,6
HUATAJATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,1,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,3,4
HUMANATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
ICHOCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,4,6
ICLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,2,0,0,4
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,5,4,4,16
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,3,1,3,9
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,5,4,5,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,10,0,1,21
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,12,1,2,25
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,0,0,9
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,15,0,2,29
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,94,90,9,4,197
LA PAZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,391,413,24,12,840
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
LAJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,7,1,2,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,2,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,19,28,43,33,123
LLICA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,1,0,4
LORETO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,5,2,0,9
LURIBAY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,3,0,0,5
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,3,2,0,8
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,13,6,7,34
MAIRANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,16,1,0,29
MALLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,2,1,6
MECAPACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,5,1,1,13
MINEROS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,7,4,1,19
MIZQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,20,0,1,31
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,3,2,8
MOJINETE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,0,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,2,0,2,9
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,16,11,2,1,30
MONTERO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,76,58,7,7,148
MORO MORO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,1,0,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,1,0,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
OCURI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,4,7,4,19
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,5,3,12
ORURO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,58,49,3,3,113
PADCAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,11,1,2,22
PADILLA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,4,0,1,11
PAILON,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,17,16,16,64
PALCA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,13,8,2,2,25
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,16,9,6,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,1,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,5,0,1,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,2,1,0,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,21,17,1,1,40
PAZÑA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,3,1,2,7
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,5,0,0,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,12,5,10,32
POCONA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,6,3,2,13
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,5,0,2,13
POOPO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,4,5,1,12
PORCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,10,2,3,25
POROMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,7,4,2,19
PORONGO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,5,1,2,15
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,18,1,1,35
PORVENIR,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,3,0,0,5
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,1,0,5
POTOSI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,238,157,12,24,431
PRESTO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,2,1,0,5
PUCARANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,18,23,3,7,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,1,1,3
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,6,5,3,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,4,2,4,13
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,4,4,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,12,13,7,9,41
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,1,5,0,13
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,14,12,7,4,37
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,22,0,0,33
PUNA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,8,4,4,18
PUNATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,23,20,3,4,50
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,2,0,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,16,16,10,7,49
QUIME,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,4,0,0,7
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,2,3,0,11
RAVELO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,4,3,2,10
REYES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,7,1,0,15
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,102,88,8,8,206
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,22,8,5,3,38
SABAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,0,3
SACABA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,15,4,5,39
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,0,0,1
SACACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,4,8,3,22
SAIPINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,3,0,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,0,1,4
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,9,1,0,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,2,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,15,3,4,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,4,1,5
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,1,3,13
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,47,43,11,25,126
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,6,5,5,27
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,3,2,1,11
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,14,11,9,10,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,78,59,13,11,161
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,0,2,1,8
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,8,0,1,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,2,3,4,9
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,5,2,2,10
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,9,1,2,4,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,13,17,1,2,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,19,9,2,4,34
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,0,1,10
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,17,10,3,3,33
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,1,0,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,17,13,14,52
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,0,0,0,4
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,10,13,4,37
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,2,0,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,0,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,4,3,4,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,7,1,1,10
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,20,11,1,1,33
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,859,828,117,122,1926
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,6,5,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,12,0,4,24
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,0,0,0,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,3,6,2,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,2,0,2,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,1,2,0,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,0,1,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,1,1,3,0,5
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,5,8,1,1,15
SENA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,12,3,3,33
SHINAOTA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,5,0,0,13
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,5,0,0,12
SICAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,2,6,0,0,8
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,15,16,0,0,31
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,0,1,0,4
SORACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,3,6,5,2,16
SORATA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,6,3,7,23
SUCRE,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,204,185,2,2,393
TACACHI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,10,2,0,0,12
TACOBAMBA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,4,2,3,3,12
TACOPAYA,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,7,1,4,4,16
TAPACARI,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,11,13,2,4,30
TARABUCO,vacunaciones en menores de 1 ano,antirotavirica 1ra dosis,2022-04-01,8,5,0,5,18
