,group,variable,month,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS DENTRO,PENTAVALENTE 1RA DOSIS FUERA,PENTAVALENTE 1RA DOSIS FUERA,TOTALES
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,10,10,9,4,33
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,35,32,1,1,69
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,0,1,0,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,4,8,0,3,15
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,2,3,2,3,10
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,74,86,7,5,172
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,6,7,0,0,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,21,24,0,1,46
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,31,26,18,11,86
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,6,3,0,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,106,85,1,1,193
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,3,2,1,3,9
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,42,53,6,2,103
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,6,0,0,0,6
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,1,3,0,0,4
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,29,26,19,26,100
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,4,3,0,1,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,1,0,1,1,3
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,1,0,0,4,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-02-01,2,6,1,1,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,4,1,4,11
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,24,4,4,56
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,25,22,1,1,49
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,6,1,3,16
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,3,1,5
ALCALA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,13,0,0,18
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,10,2,1,18
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,1,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,5,0,0,12
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,21,18,0,6,45
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,2,0,5
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,5,0,3,15
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,27,10,2,2,41
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,8,2,1,12
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,29,46,0,0,75
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,10,1,1,15
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,7,0,0,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,8,0,1,11
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,3,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,13,8,9,41
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,4,2,1,11
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,11,1,0,24
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,6,0,1,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,4,0,1,5
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,20,20,1,1,42
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,15,11,3,7,36
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,0,0,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,4,0,1,8
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,13,0,1,23
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,15,9,11,9,44
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,6,4,3,20
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,9,2,1,18
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,7,0,0,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,0,2,2,4
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,8,0,1,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,6,1,1,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,2,0,0,5
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,29,31,0,1,61
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,16,22,0,1,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,7,1,0,10
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,20,13,3,3,39
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,32,31,6,5,74
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,5,0,2,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,8,0,1,12
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,4,2,7,23
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,27,14,2,6,49
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,6,2,0,15
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,20,25,14,24,83
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,13,1,4,27
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,25,20,6,4,55
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,10,1,1,19
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,1,2,3,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,1,1,1,7
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,3,6,3,16
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,14,20,3,0,37
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,59,63,8,7,137
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,10,8,11,40
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,519,582,3,8,1112
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,31,35,0,1,67
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,14,1,0,22
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,14,20,1,0,35
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,3,7,6,19
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,7,8,3,24
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,9,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,8,5,8,31
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,0,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,17,10,2,2,31
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,0,0,1,1
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,19,23,2,5,49
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,4,1,1,8
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,16,0,0,28
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,4,2,0,8
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,15,7,4,3,29
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,6,1,0,9
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,11,1,3,24
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,104,95,6,7,212
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,27,21,2,0,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,5,1,0,9
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,14,1,1,24
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,1,1,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,6,0,2,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,638,615,161,116,1530
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,8,4,5,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,6,0,0,10
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,58,42,0,0,100
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,0,0,0,2
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,8,0,3,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,45,40,0,1,86
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,2,2,3,7
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,2,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,0,0,0,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,9,2,4,23
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,3,5,4,18
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,2,1,0,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,14,16,0,1,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,10,3,4,25
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,11,5,3,29
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,4,0,1,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,35,43,3,2,83
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,19,12,0,1,32
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,6,2,3,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,3,1,1,6
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,11,3,1,24
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,2,0,0,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,5,5,0,12
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,0,1,1,5
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,2,5,11
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,2,2,3,11
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,1,2,4,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,8,1,6,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,0,0,1,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,5,2,5,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,11,4,2,26
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,10,4,9,7,30
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,6,1,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,31,42,6,13,92
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,131,123,4,5,263
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,547,463,15,16,1041
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,2,4,2,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,13,15,2,2,32
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,0,0,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,2,0,0,5
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,26,20,35,20,101
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,0,1,4
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,5,0,0,7
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,7,0,0,16
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,4,0,0,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,7,0,0,10
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,7,2,5,26
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,16,1,2,26
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,8,4,13
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,17,23,0,1,41
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,2,2,2,17
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,16,6,5,51
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,19,4,2,49
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,3,4,2,12
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,0,0,4
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,16,15,1,0,32
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,119,131,3,4,257
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,1,0,1,4
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,5,3,3,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,3,0,0,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,1,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,3,1,5
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,4,4,6,20
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,14,4,2,31
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,3,2,2,9
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,283,272,9,6,570
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,12,0,1,24
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,7,0,0,13
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,25,27,22,18,92
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,16,10,4,6,36
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,18,26,0,2,46
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,0,0,0,2
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,7,0,1,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,0,1,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,21,21,4,1,47
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,2,0,6
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,7,1,1,14
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,12,10,6,4,32
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,4,4,5,18
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,7,3,2,19
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,4,1,2,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,16,12,1,1,30
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,6,4,0,14
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,8,6,1,24
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,20,0,1,45
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,7,4,0,0,11
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,218,242,12,8,480
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,0,1,5
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,25,20,3,4,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,8,6,3,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,5,0,3,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,6,1,3,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,2,2,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,11,8,5,5,29
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,6,3,1,14
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,20,22,9,8,59
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,49,49,6,5,109
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,7,7,5,24
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,24,7,10,65
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,5,0,0,7
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,87,94,27,29,237
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,2,0,2,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,1,0,1,4
RAQAYPAMPA(ETA),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,4,0,0,8
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,6,5,7,26
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,15,6,3,2,26
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,127,109,8,3,247
ROBORE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,18,20,2,0,40
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,24,13,1,2,40
SABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,3,0,0,6
SACABA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,109,101,25,19,254
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,2,2,1,0,5
SACACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,6,14,10,4,34
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,3,3,1,0,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,6,1,1,9
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,9,10,0,1,20
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,0,1,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,13,5,2,0,20
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,2,2,0,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,1,0,0,2,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,5,7,1,1,14
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,10,1,0,19
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,58,55,4,6,123
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,8,11,2,2,23
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,19,15,0,0,34
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,36,21,8,1,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,73,68,11,9,161
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 1ra dosis,2022-03-01,4,3,0,0,7
