,group,variable,month,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS DENTRO,ANTINEUMOCÓCICA 3RA DOSIS FUERA,ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
RURRENABAQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,12,12,1,2,27
SABAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,2,0,3
SACABA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,79,97,25,16,217
SACABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,1,1,0,2
SACACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,11,4,11,34
SAIPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,7,1,0,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,10,2,3,1,16
SAMAIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,4,0,0,11
SAN ANDRES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,6,1,0,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,2,0,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,3,0,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,3,1,1,12
SAN BENITO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,3,0,0,11
SAN BORJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,29,26,4,1,60
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,9,4,2,19
SAN CARLOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,20,1,0,29
SAN IGNACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,18,12,4,7,41
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,59,44,8,10,121
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,2,0,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,14,19,1,0,34
SAN JOAQUIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,1,2,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,20,12,11,10,53
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,4,0,0,6
SAN JULIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,40,36,2,3,81
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,5,1,2,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,11,18,2,2,33
SAN LUCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,15,17,6,7,45
SAN MATIAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,23,8,4,3,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,9,3,2,2,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,12,9,1,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,14,16,5,5,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,5,1,0,7
SAN PEDRO DE MACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,4,9,7,28
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,3,0,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,4,1,3,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,2,1,2,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,14,7,1,0,22
SANTA ANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,13,19,8,1,41
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,921,945,45,37,1948
SANTA ROSA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,7,3,3,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,7,1,2,17
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,1,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,1,2,2,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,2,0,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,8,1,3,16
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,2,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,3,0,0,10
SENA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,11,8,1,0,20
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,13,18,0,2,33
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,2,1,0,9
SICAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,2,0,0,5
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,25,26,2,2,55
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,1,2,2,6
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,2,2,1,11
SORATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,9,8,4,5,26
SUCRE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,251,223,2,4,480
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,4,0,3,13
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,3,2,3,10
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,5,3,4,12
TAHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,10,7,6,3,26
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,9,1,2,18
TARACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,2,0,0,5
TARATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,5,11,1,0,17
TARIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,130,147,2,2,281
TARVITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,5,4,2,11
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,3,4,0,14
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,8,0,1,11
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,4,11,3,21
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,6,2,1,15
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,32,32,6,7,77
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,9,10,8,6,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,0,1,2
TOCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,6,1,1,12
TOLATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,4,1,3,12
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,4,0,0,7
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,1,3,0,5
TOMINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,4,1,0,11
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,3,7,7,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,4,0,0,12
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,1,0,1,5
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,70,82,4,0,156
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,27,23,6,4,60
TURCO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,5,2,2,0,9
UMALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,5,3,1,12
UNCIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,10,10,7,5,32
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,14,0,1,18
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,6,1,3,17
UYUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,19,15,2,2,38
VACAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,3,1,0,2,6
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,10,0,0,18
VIACHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,55,39,6,3,103
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,0,3,4
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,7,3,4,5,19
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,21,26,2,5,54
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,2,1,2,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,6,0,1,13
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,4,7,2,17
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,55,60,10,13,138
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,5,1,2,12
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,20,24,2,0,46
VINTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,15,15,21,13,64
VITICHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,8,4,1,2,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,89,83,1,1,174
YACO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,2,0,1,1,4
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,44,49,4,4,101
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,4,2,0,1,7
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,0,4,0,0,4
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,18,29,33,15,95
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,10,4,2,0,16
YOTALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,6,2,1,1,10
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,0,2,1,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-03-01,1,7,2,2,12
ACACIO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,2,1,5
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,14,8,3,4,29
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,15,17,0,1,33
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,13,5,3,7,28
ALALAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,0,2,2
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,7,0,1,12
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,2,3,0,12
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,2,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,2,0,1,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,1,1,5
APOLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,12,13,4,5,34
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,0,2,3
ARANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,4,2,2,12
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,16,12,3,6,37
ARQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,6,7,1,1,15
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,28,24,10,3,65
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,6,11,0,0,17
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,5,2,2,11
AYATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,2,0,5
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,5,2,3,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,9,5,11,33
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,3,2,2,9
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,12,6,1,1,20
BAURES,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,6,0,0,10
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,1,5,9
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,10,10,1,4,25
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,21,14,3,7,45
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,0,1,4
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,1,0,1
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,5,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,6,1,0,14
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,18,15,5,11,49
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,8,3,0,18
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,10,0,0,14
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,9,6,0,0,15
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,3,3,7
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,6,0,2,12
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,13,7,3,3,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,0,0,1
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,21,20,6,2,49
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,11,14,1,1,27
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,3,0,0,5
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,3,1,1,12
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,23,30,3,2,58
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,0,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,9,9,3,1,22
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,2,1,4
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,2,3,3,11
CATACORA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,0,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,18,18,9,10,55
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,2,0,0,5
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,14,9,14,13,50
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,2,0,1,6
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,2,1,0,11
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,28,13,3,4,48
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,2,0,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,13,6,5,2,26
CHUMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,3,0,1,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,6,2,2,0,10
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,6,3,5,4,18
CLIZA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,11,2,1,22
COBIJA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,20,28,10,14,72
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,9,11,8,6,34
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,402,390,4,1,797
COIPASA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,34,25,2,1,62
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,5,0,0,12
COLLANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,14,7,4,3,28
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,3,1,4,9
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,5,10,0,5,20
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,9,5,0,0,14
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,6,1,1,16
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,3,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,12,8,2,2,24
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,1,1,3
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,21,18,8,5,52
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,3,1,1,13
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,10,7,2,2,21
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,2,2,6
COROICO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,9,6,2,2,19
CORQUE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,2,1,0,5
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,13,1,0,21
COTOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,46,51,21,22,140
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,10,15,2,4,31
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,3,2,6
CUEVO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,1,1,5
CULPINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,7,8,3,1,19
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,0,0,1
CURVA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,1,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,2,0,0,3
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,422,410,375,421,1628
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,0,0,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,6,9,5,9,29
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,5,0,2,7
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,41,39,2,5,87
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,1,1,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,15,13,3,3,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,22,24,0,0,46
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,0,0,3
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,2,1,6
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,8,3,3,22
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,3,2,7
GAIOC JATUN AYLLU YURA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,1,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,12,15,1,1,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,3,2,1,10
GUANAY,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,5,1,3,13
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,4,1,0,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,17,26,1,1,45
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,11,12,0,1,24
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,1,0,1,4
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,1,0,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,6,0,5,15
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,4,4,4,3,15
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,0,1,0,0,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,2,2,1,7
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,0,1,0,2
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,2,3,0,6
ICLA,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,2,3,0,2,7
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,8,6,6,5,25
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,1,2,0,1,4
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 3ra dosis,2022-04-01,3,6,1,4,14
